4. НАСЕЛЕНИЕ ЧАСТНЫХ ДОМОХОЗЯЙСТВ В ВОЗРАСТЕ 15-64 ЛЕТ ПО ЭКОНОМИЧЕСКОЙ АКТИВНОСТИ И УРОВНЮ ОБРАЗОВАНИЯ  ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ											
											
	Всего	Имеющие образование								Не имеющие начального общего образования	Не указавшие уровень образования
учащиеся	1082.0	-	21.0	263.0	194.0	39.0	439.0	125.0	1.0	-	-
Экономически неактивные	33552.0	31.0	3214.0	2060.0	7226.0	2133.0	9484.0	7712.0	1484.0	205.0	3.0
Сельское население	107594.0	57.0	11149.0	2157.0	26682.0	13010.0	29039.0	18925.0	5914.0	653.0	8.0
Экономически активные	65806.0	50.0	9568.0	1408.0	20273.0	9103.0	17919.0	6222.0	1187.0	75.0	1.0
в том числе:											
занятые в экономике	50840.0	47.0	8718.0	1108.0	16370.0	6769.0	12725.0	4166.0	879.0	57.0	1.0
из них:											
учащиеся	1828.0	2.0	102.0	505.0	615.0	116.0	471.0	17.0	-	-	-
безработные	14966.0	3.0	850.0	300.0	3903.0	2334.0	5194.0	2056.0	308.0	18.0	-
из них:											
учащиеся	590.0	-	6.0	114.0	92.0	42.0	263.0	70.0	3.0	-	-
Экономически неактивные	41613.0	7.0	1577.0	745.0	6386.0	3887.0	11089.0	12643.0	4697.0	576.0	6.0
Карачаево-Черкесская Республика											
Городское и сельское  население	293978.0	929.0	49697.0	12788.0	71648.0	28240.0	84467.0	36120.0	8956.0	999.0	134.0
Экономически активные	164526.0	777.0	38398.0	5254.0	49283.0	18523.0	41716.0	8919.0	1598.0	58.0	-
в том числе:											
занятые в экономике	108924.0	669.0	31338.0	3291.0	36135.0	12012.0	20323.0	4421.0	716.0	19.0	-
из них:											
учащиеся	3398.0	40.0	303.0	1112.0	767.0	202.0	901.0	72.0	1.0	-	-
безработные	55602.0	108.0	7060.0	1963.0	13148.0	6511.0	21393.0	4498.0	882.0	39.0	-
из них:											
учащиеся	3106.0	9.0	94.0	819.0	254.0	100.0	1235.0	525.0	70.0	-	-
Экономически неактивные	129308.0	152.0	11299.0	7534.0	22363.0	9716.0	42744.0	27199.0	7356.0	941.0	4.0
Городское население	135083.0	553.0	29130.0	7454.0	38825.0	11757.0	31050.0	13595.0	2254.0	331.0	134.0
Экономически активные	77670.0	456.0	22335.0	2910.0	26907.0	7723.0	13966.0	2919.0	439.0	15.0	-
в том числе:											
занятые в экономике	61396.0	404.0	19312.0	2019.0	21768.0	6033.0	9621.0	1933.0	297.0	9.0	-
из них:											
учащиеся	2121.0	30.0	192.0	692.0	491.0	136.0	531.0	48.0	1.0	-	-
безработные	16274.0	52.0	3023.0	891.0	5139.0	1690.0	4345.0	986.0	142.0	6.0	-
из них:											
учащиеся	1365.0	5.0	60.0	446.0	142.0	37.0	506.0	152.0	17.0	-	-
Экономически неактивные	57272.0	97.0	6795.0	4544.0	11916.0	4033.0	17078.0	10674.0	1815.0	316.0	4.0
Сельское население	158895.0	376.0	20567.0	5334.0	32823.0	16483.0	53417.0	22525.0	6702.0	668.0	-
Экономически активные	86856.0	321.0	16063.0	2344.0	22376.0	10800.0	27750.0	6000.0	1159.0	43.0	-
в том числе:											
занятые в экономике	47528.0	265.0	12026.0	1272.0	14367.0	5979.0	10702.0	2488.0	419.0	10.0	-
из них:											
учащиеся	1277.0	10.0	111.0	420.0	276.0	66.0	370.0	24.0	-	-	-
безработные	39328.0	56.0	4037.0	1072.0	8009.0	4821.0	17048.0	3512.0	740.0	33.0	-
из них:											
учащиеся	1741.0	4.0	34.0	373.0	112.0	63.0	729.0	373.0	53.0	-	-
Экономически неактивные	72036.0	55.0	4504.0	2990.0	10447.0	5683.0	25666.0	16525.0	5541.0	625.0	-
Республика Северная Осетия – Алания											
Городское и сельское  население	460193.0	1587.0	99264.0	24385.0	126357.0	48282.0	91635.0	52151.0	13176.0	1290.0	2066.0
Экономически активные	271492.0	1299.0	78124.0	10374.0	87092.0	31928.0	44347.0	14642.0	3481.0	190.0	15.0
в том числе:											
занятые в экономике	191905.0	1150.0	64185.0	6616.0	64458.0	20903.0	24915.0	7768.0	1837.0	65.0	8.0
из них:											
учащиеся	4471.0	41.0	381.0	1878.0	837.0	199.0	1047.0	84.0	4.0	-	-
безработные	79587.0	149.0	13939.0	3758.0	22634.0	11025.0	19432.0	6874.0	1644.0	125.0	7.0
из них:											
учащиеся	4221.0	10.0	115.0	1395.0	348.0	160.0	1482.0	615.0	96.0	-	-
Экономически неактивные	186376.0	288.0	21123.0	13994.0	39201.0	16339.0	47166.0	37444.0	9681.0	1098.0	42.0
Городское население	304750.0	1340.0	80991.0	18197.0	88046.0	25872.0	54080.0	28031.0	5726.0	422.0	2045.0
Экономически активные	185710.0	1106.0	64004.0	7810.0	61004.0	17337.0	25564.0	7257.0	1577.0	45.0	6.0
в том числе:											
занятые в экономике	142012.0	1010.0	53657.0	5250.0	47343.0	12530.0	16830.0	4405.0	960.0	24.0	3.0
из них:											
учащиеся	3695.0	39.0	340.0	1578.0	678.0	145.0	848.0	64.0	3.0	-	-
безработные	43698.0	96.0	10347.0	2560.0	13661.0	4807.0	8734.0	2852.0	617.0	21.0	3.0
из них:											
учащиеся	2985.0	10.0	91.0	1034.0	264.0	122.0	1041.0	374.0	49.0	-	-
Экономически неактивные	116792.0	234.0	16972.0	10379.0	26987.0	8521.0	28411.0	20736.0	4145.0	376.0	31.0
Сельское население	155443.0	247.0	18273.0	6188.0	38311.0	22410.0	37555.0	24120.0	7450.0	868.0	21.0
Экономически активные	85782.0	193.0	14120.0	2564.0	26088.0	14591.0	18783.0	7385.0	1904.0	145.0	9.0
в том числе:											
занятые в экономике	49893.0	140.0	10528.0	1366.0	17115.0	8373.0	8085.0	3363.0	877.0	41.0	5.0
из них:											
учащиеся	776.0	2.0	41.0	300.0	159.0	54.0	199.0	20.0	1.0	-	-
безработные	35889.0	53.0	3592.0	1198.0	8973.0	6218.0	10698.0	4022.0	1027.0	104.0	4.0
из них:											
учащиеся	1236.0	-	24.0	361.0	84.0	38.0	441.0	241.0	47.0	-	-
Экономически неактивные	69584.0	54.0	4151.0	3615.0	12214.0	7818.0	18755.0	16708.0	5536.0	722.0	11.0
Краснодарский край											
Городское и сельское  население	3494997.0	8410.0	543677.0	108512.0	959734.0	499522.0	781457.0	472436.0	104729.0	7931.0	8589.0
Экономически активные	2216840.0	6835.0	445434.0	62854.0	717225.0	358059.0	449950.0	155541.0	19897.0	896.0	149.0
в том числе:											
занятые в экономике	1952115.0	6533.0	416766.0	53411.0	645478.0	313027.0	378496.0	122149.0	15614.0	558.0	83.0
из них:											
учащиеся	67391.0	256.0	3916.0	18786.0	14095.0	4251.0	23697.0	2302.0	85.0	3.0	-
безработные	264725.0	302.0	28668.0	9443.0	71747.0	45032.0	71454.0	33392.0	4283.0	338.0	66.0
из них:											
учащиеся	23561.0	35.0	369.0	4934.0	2050.0	1000.0	10734.0	4134.0	301.0	4.0	-
Экономически неактивные	1272011.0	1575.0	98238.0	45656.0	242504.0	141462.0	331504.0	316886.0	84827.0	7035.0	2324.0
Городское население	1901306.0	6370.0	392381.0	79270.0	569881.0	209787.0	408318.0	197319.0	28488.0	1855.0	7637.0
Экономически активные	1254761.0	5295.0	325552.0	45243.0	432825.0	152923.0	228204.0	58521.0	5875.0	241.0	82.0
в том числе:											
занятые в экономике	1118508.0	5116.0	305357.0	38222.0	391967.0	134656.0	192068.0	46187.0	4673.0	180.0	82.0
из них:											
учащиеся	46858.0	217.0	3020.0	13846.0	9394.0	2693.0	16281.0	1365.0	39.0	3.0	-
безработные	136253.0	179.0	20195.0	7021.0	40858.0	18267.0	36136.0	12334.0	1202.0	61.0	-
из них:											
учащиеся	16763.0	30.0	245.0	4021.0	1389.0	679.0	7979.0	2293.0	127.0	-	-
Экономически неактивные	641132.0	1075.0	66826.0	34025.0	137054.0	56863.0	180113.0	138796.0	22613.0	1614.0	2153.0
Сельское население	1593691.0	2040.0	151296.0	29242.0	389853.0	289735.0	373139.0	275117.0	76241.0	6076.0	952.0
Экономически активные	962079.0	1540.0	119882.0	17611.0	284400.0	205136.0	221746.0	97020.0	14022.0	655.0	67.0
в том числе:											
занятые в экономике	833607.0	1417.0	111409.0	15189.0	253511.0	178371.0	186428.0	75962.0	10941.0	378.0	1.0
из них:											
учащиеся	20533.0	39.0	896.0	4940.0	4701.0	1558.0	7416.0	937.0	46.0	-	-
безработные	128472.0	123.0	8473.0	2422.0	30889.0	26765.0	35318.0	21058.0	3081.0	277.0	66.0
из них:											
учащиеся	6798.0	5.0	124.0	913.0	661.0	321.0	2755.0	1841.0	174.0	4.0	-
Экономически неактивные	630879.0	500.0	31412.0	11631.0	105450.0	84599.0	151391.0	178090.0	62214.0	5421.0	171.0
Ставропольский край											
Городское и сельское  население	1865763.0	4326.0	288613.0	66383.0	501964.0	219409.0	439595.0	266676.0	69378.0	9412.0	7.0
Экономически активные	1158012.0	3639.0	237792.0	35571.0	375012.0	157867.0	243333.0	89237.0	13854.0	1705.0	2.0
в том числе:											
занятые в экономике	996620.0	3379.0	221026.0	29109.0	332680.0	134703.0	197481.0	66777.0	10193.0	1270.0	2.0
из них:											
учащиеся	37059.0	187.0	2720.0	11086.0	8738.0	2438.0	10710.0	1113.0	65.0	2.0	-
безработные	161392.0	260.0	16766.0	6462.0	42332.0	23164.0	45852.0	22460.0	3661.0	435.0	-
из них:											
учащиеся	18121.0	29.0	357.0	3836.0	1508.0	738.0	8565.0	2825.0	263.0	-	-
Экономически неактивные	707681.0	687.0	50821.0	30812.0	126948.0	61538.0	196224.0	177415.0	55524.0	7707.0	5.0
Городское население	1070220.0	3623.0	219917.0	51138.0	314660.0	101833.0	244138.0	111923.0	19922.0	3061.0	5.0
Экономически активные	697860.0	3115.0	182963.0	27252.0	240106.0	75878.0	130575.0	33181.0	4105.0	684.0	1.0
в том числе:											
занятые в экономике	611932.0	2907.0	170625.0	22107.0	215391.0	65813.0	106261.0	25106.0	3156.0	565.0	1.0
из них:											
учащиеся	27536.0	166.0	2253.0	8713.0	6251.0	1709.0	7733.0	686.0	24.0	1.0	-
безработные	85928.0	208.0	12338.0	5145.0	24715.0	10065.0	24314.0	8075.0	949.0	119.0	-
из них:											
учащиеся	14123.0	29.0	314.0	3281.0	1128.0	569.0	7028.0	1700.0	74.0	-	-
Экономически неактивные	372322.0	508.0	36954.0	23886.0	74550.0	25951.0	113533.0	78742.0	15817.0	2377.0	4.0
Сельское население	795543.0	703.0	68696.0	15245.0	187304.0	117576.0	195457.0	154753.0	49456.0	6351.0	2.0
Экономически активные	460152.0	524.0	54829.0	8319.0	134906.0	81989.0	112758.0	56056.0	9749.0	1021.0	1.0
в том числе:											
занятые в экономике	384688.0	472.0	50401.0	7002.0	117289.0	68890.0	91220.0	41671.0	7037.0	705.0	1.0
из них:											
учащиеся	9523.0	21.0	467.0	2373.0	2487.0	729.0	2977.0	427.0	41.0	1.0	-
безработные	75464.0	52.0	4428.0	1317.0	17617.0	13099.0	21538.0	14385.0	2712.0	316.0	-
из них:											
учащиеся	3998.0	-	43.0	555.0	380.0	169.0	1537.0	1125.0	189.0	-	-
Экономически неактивные	335359.0	179.0	13867.0	6926.0	52398.0	35587.0	82691.0	98673.0	39707.0	5330.0	1.0
Астраханская область											
Городское и сельское  население	688876.0	1775.0	100619.0	18893.0	232975.0	80224.0	131118.0	94709.0	22762.0	3651.0	2150.0
Экономически активные	455415.0	1516.0	87122.0	11306.0	183130.0	58613.0	74818.0	32531.0	5736.0	435.0	208.0
в том числе:											
занятые в экономике	393885.0	1424.0	82530.0	9710.0	163466.0	48690.0	60054.0	23340.0	4203.0	311.0	157.0
из них:											
учащиеся	14674.0	45.0	1048.0	3120.0	4730.0	964.0	4171.0	575.0	20.0	-	1.0
безработные	61530.0	92.0	4592.0	1596.0	19664.0	9923.0	14764.0	9191.0	1533.0	124.0	51.0
из них:											
учащиеся	5181.0	6.0	89.0	760.0	653.0	264.0	2166.0	1156.0	87.0	-	-
Экономически неактивные	228977.0	251.0	13280.0	7468.0	49332.0	21380.0	55665.0	61386.0	16697.0	3153.0	365.0
Городское население	473821.0	1585.0	86654.0	15792.0	174714.0	46523.0	81396.0	53812.0	9214.0	2001.0	2130.0
Экономически активные	324886.0	1348.0	75217.0	9403.0	138807.0	34625.0	45204.0	17389.0	2440.0	255.0	198.0
в том числе:											
занятые в экономике	290744.0	1285.0	71466.0	8114.0	126241.0	30155.0	37790.0	13400.0	1979.0	162.0	152.0
из них:											
учащиеся	12193.0	39.0	931.0	2618.0	3880.0	758.0	3505.0	450.0	11.0	-	1.0
безработные	34142.0	63.0	3751.0	1289.0	12566.0	4470.0	7414.0	3989.0	461.0	93.0	46.0
из них:											
учащиеся	4110.0	6.0	84.0	681.0	519.0	178.0	1773.0	829.0	40.0	-	-
Экономически неактивные	145522.0	229.0	11251.0	6315.0	35527.0	11718.0	35784.0	35961.0	6668.0	1714.0	355.0
Сельское население	215055.0	190.0	13965.0	3101.0	58261.0	33701.0	49722.0	40897.0	13548.0	1650.0	20.0
Экономически активные	130529.0	168.0	11905.0	1903.0	44323.0	23988.0	29614.0	15142.0	3296.0	180.0	10.0
в том числе:											
занятые в экономике	103141.0	139.0	11064.0	1596.0	37225.0	18535.0	22264.0	9940.0	2224.0	149.0	5.0
из них:											
учащиеся	2481.0	6.0	117.0	502.0	850.0	206.0	666.0	125.0	9.0	-	-
безработные	27388.0	29.0	841.0	307.0	7098.0	5453.0	7350.0	5202.0	1072.0	31.0	5.0
из них:											
учащиеся	1071.0	-	5.0	79.0	134.0	86.0	393.0	327.0	47.0	-	-
Экономически неактивные	83455.0	22.0	2029.0	1153.0	13805.0	9662.0	19881.0	25425.0	10029.0	1439.0	10.0
Волгоградская область											
Городское и сельское  население	1849984.0	4458.0	296856.0	55818.0	569327.0	245184.0	384168.0	230141.0	52561.0	5516.0	5955.0
Экономически активные	1205075.0	3845.0	250513.0	34568.0	439750.0	177762.0	219088.0	68630.0	10093.0	614.0	212.0
в том числе:											
занятые в экономике	1056979.0	3636.0	236393.0	29337.0	395457.0	153776.0	181038.0	49797.0	7026.0	459.0	60.0
из них:											
учащиеся	43913.0	282.0	3545.0	10423.0	12075.0	3282.0	13001.0	1248.0	56.0	1.0	-
безработные	148096.0	209.0	14120.0	5231.0	44293.0	23986.0	38050.0	18833.0	3067.0	155.0	152.0
из них:											
учащиеся	15803.0	30.0	329.0	3018.0	1834.0	726.0	6976.0	2561.0	325.0	4.0	-
Экономически неактивные	640321.0	613.0	46334.0	21248.0	129553.0	67407.0	165051.0	161486.0	42447.0	4900.0	1282.0
Городское население	1412147.0	4174.0	265303.0	50381.0	460806.0	173230.0	281622.0	141447.0	26196.0	3048.0	5940.0
Экономически активные	961762.0	3622.0	225454.0	31201.0	363383.0	131021.0	161794.0	39559.0	5107.0	409.0	212.0
в том числе:											
занятые в экономике	860528.0	3434.0	213244.0	26569.0	330770.0	116153.0	136228.0	29896.0	3842.0	332.0	60.0
из них:											
учащиеся	40266.0	274.0	3338.0	9756.0	10856.0	2987.0	11897.0	1116.0	42.0	-	-
безработные	101234.0	188.0	12210.0	4632.0	32613.0	14868.0	25566.0	9663.0	1265.0	77.0	152.0
из них:											
учащиеся	14179.0	30.0	286.0	2864.0	1609.0	665.0	6472.0	2013.0	236.0	4.0	-
Экономически неактивные	445857.0	552.0	39840.0	19178.0	97407.0	42198.0	119807.0	101873.0	21083.0	2637.0	1282.0
Сельское население	437837.0	284.0	31553.0	5437.0	108521.0	71954.0	102546.0	88694.0	26365.0	2468.0	15.0
Экономически активные	243313.0	223.0	25059.0	3367.0	76367.0	46741.0	57294.0	29071.0	4986.0	205.0	-
в том числе:											
занятые в экономике	196451.0	202.0	23149.0	2768.0	64687.0	37623.0	44810.0	19901.0	3184.0	127.0	-
из них:											
учащиеся	3647.0	8.0	207.0	667.0	1219.0	295.0	1104.0	132.0	14.0	1.0	-
безработные	46862.0	21.0	1910.0	599.0	11680.0	9118.0	12484.0	9170.0	1802.0	78.0	-
из них:											
учащиеся	1624.0	-	43.0	154.0	225.0	61.0	504.0	548.0	89.0	-	-
Экономически неактивные	194464.0	61.0	6494.0	2070.0	32146.0	25209.0	45244.0	59613.0	21364.0	2263.0	-
Ростовская область											
Городское и сельское  население	3048723.0	8612.0	516375.0	108309.0	896610.0	392773.0	616599.0	407257.0	89239.0	8148.0	4801.0
Экономически активные	1893315.0	7162.0	425833.0	59911.0	663257.0	272112.0	326277.0	120551.0	16721.0	1150.0	341.0
в том числе:											
занятые в экономике	1659942.0	6794.0	399786.0	49963.0	594420.0	233800.0	270379.0	91371.0	12373.0	764.0	292.0
из них:											
учащиеся	53740.0	288.0	3520.0	14221.0	13531.0	3486.0	16721.0	1904.0	68.0	-	1.0
безработные	233373.0	368.0	26047.0	9948.0	68837.0	38312.0	55898.0	29180.0	4348.0	386.0	49.0
из них:											
учащиеся	27262.0	27.0	525.0	5656.0	2844.0	1224.0	12353.0	4335.0	298.0	-	-
