													
4. НАСЕЛЕНИЕ, УКАЗАВШЕЕ ОДИН ИСТОЧНИК СРЕДСТВ К СУЩЕСТВОВАНИЮ, ПО ПОЛУ И ВОЗРАСТНЫМ ГРУППАМ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
													
	Население, указавшее один источник средств к существованию	в том числе указали источником средств к существованию											
30 – 49	261014.0	200518.0	5894.0	26.0	5107.0	5095.0	1017.0	2761.0	1737.0	1306.0	94.0	25920.0	11539.0
50 – 54	59319.0	41130.0	1533.0	-	5401.0	2646.0	117.0	807.0	153.0	246.0	23.0	4842.0	2421.0
55 – 59	24246.0	8986.0	355.0	-	12260.0	1315.0	16.0	98.0	43.0	54.0	3.0	585.0	531.0
60 – 64	33260.0	1549.0	32.0	-	30389.0	1114.0	4.0	-	23.0	9.0	-	71.0	69.0
65 и более	93640.0	624.0	38.0	-	89226.0	3501.0	13.0	-	45.0	12.0	-	155.0	26.0
возраст не указан	78.0	41.0	1.0	-	7.0	2.0	-	-	10.0	-	-	12.0	5.0
Мужчины	357865.0	193340.0	4154.0	2102.0	46744.0	8085.0	2077.0	1806.0	8061.0	1208.0	79.0	77530.0	12679.0
из них в возрасте, лет:													
до 15	42552.0	5.0	-	8.0	93.0	111.0	1545.0	-	1008.0	-	8.0	39735.0	39.0
15 – 19	35564.0	11073.0	36.0	1486.0	108.0	247.0	274.0	63.0	2431.0	11.0	1.0	19401.0	433.0
20 – 29	72312.0	54699.0	585.0	594.0	48.0	761.0	66.0	413.0	2998.0	214.0	14.0	8997.0	2923.0
30 – 49	128782.0	101167.0	2513.0	14.0	4010.0	2890.0	148.0	987.0	1427.0	796.0	45.0	7548.0	7237.0
50 – 54	26558.0	18394.0	667.0	-	2848.0	1273.0	26.0	245.0	119.0	135.0	8.0	1330.0	1513.0
55 – 59	12023.0	6662.0	318.0	-	3117.0	810.0	14.0	98.0	40.0	46.0	3.0	445.0	470.0
60 – 64	12394.0	948.0	14.0	-	10785.0	556.0	2.0	-	17.0	1.0	-	22.0	49.0
65 и более	27630.0	367.0	20.0	-	25732.0	1436.0	2.0	-	13.0	5.0	-	43.0	12.0
возраст не указан	50.0	25.0	1.0	-	3.0	1.0	-	-	8.0	-	-	9.0	3.0
Женщины	393436.0	167301.0	5189.0	1869.0	96201.0	7401.0	3887.0	3226.0	1597.0	821.0	94.0	98344.0	7506.0
из них в возрасте, лет:													
до 15	40336.0	4.0	-	4.0	82.0	78.0	1434.0	-	682.0	-	6.0	38016.0	30.0
15 – 19	27578.0	3782.0	50.0	1373.0	145.0	131.0	377.0	135.0	212.0	13.0	8.0	21060.0	292.0
20 – 29	61402.0	38230.0	819.0	480.0	79.0	485.0	1101.0	755.0	316.0	164.0	16.0	17080.0	1877.0
30 – 49	132232.0	99351.0	3381.0	12.0	1097.0	2205.0	869.0	1774.0	310.0	510.0	49.0	18372.0	4302.0
50 – 54	32761.0	22736.0	866.0	-	2553.0	1373.0	91.0	562.0	34.0	111.0	15.0	3512.0	908.0
55 – 59	12223.0	2324.0	37.0	-	9143.0	505.0	2.0	-	3.0	8.0	-	140.0	61.0
60 – 64	20866.0	601.0	18.0	-	19604.0	558.0	2.0	-	6.0	8.0	-	49.0	20.0
65 и более	66010.0	257.0	18.0	-	63494.0	2065.0	11.0	-	32.0	7.0	-	112.0	14.0
возраст не указан	28.0	16.0	-	-	4.0	1.0	-	-	2.0	-	-	3.0	2.0
Городское население	609272.0	301974.0	1299.0	3436.0	117037.0	11977.0	3844.0	3890.0	7619.0	1697.0	123.0	144310.0	12066.0
из него в возрасте, лет:													
до 15	69606.0	8.0	-	10.0	87.0	131.0	1582.0	-	1226.0	-	14.0	66491.0	57.0
15 – 19	50839.0	11618.0	12.0	2419.0	153.0	228.0	392.0	126.0	2449.0	17.0	9.0	33032.0	384.0
20 – 29	104937.0	75177.0	154.0	982.0	99.0	842.0	907.0	855.0	2735.0	293.0	23.0	20096.0	2774.0
30 – 49	210623.0	169324.0	797.0	25.0	4239.0	3742.0	836.0	2179.0	1055.0	1109.0	58.0	20260.0	6999.0
50 – 54	49193.0	35950.0	233.0	-	4538.0	2059.0	105.0	653.0	85.0	219.0	17.0	3859.0	1475.0
55 – 59	19969.0	7849.0	62.0	-	10144.0	1028.0	13.0	77.0	23.0	45.0	2.0	419.0	307.0
60 – 64	27229.0	1419.0	22.0	-	24763.0	913.0	1.0	-	15.0	6.0	-	43.0	47.0
65 и более	76807.0	593.0	19.0	-	73007.0	3032.0	8.0	-	21.0	8.0	-	100.0	19.0
возраст не указан	69.0	36.0	-	-	7.0	2.0	-	-	10.0	-	-	10.0	4.0
Мужчины	287112.0	159101.0	543.0	1832.0	38529.0	6025.0	1165.0	1415.0	6498.0	1007.0	57.0	63501.0	7439.0
из них в возрасте, лет:													
до 15	35599.0	4.0	-	6.0	41.0	79.0	799.0	-	752.0	-	8.0	33878.0	32.0
15 – 19	28763.0	8860.0	6.0	1262.0	60.0	151.0	154.0	41.0	2288.0	6.0	1.0	15714.0	220.0
20 – 29	56503.0	43708.0	70.0	551.0	39.0	514.0	55.0	315.0	2508.0	169.0	12.0	6906.0	1656.0
30 – 49	102028.0	83898.0	310.0	13.0	3362.0	2071.0	120.0	780.0	830.0	671.0	27.0	5636.0	4310.0
50 – 54	21544.0	15715.0	88.0	-	2463.0	933.0	24.0	202.0	71.0	120.0	7.0	1011.0	910.0
55 – 59	9813.0	5685.0	53.0	-	2740.0	611.0	12.0	77.0	23.0	38.0	2.0	305.0	267.0
60 – 64	10029.0	859.0	8.0	-	8666.0	437.0	-	-	13.0	-	-	14.0	32.0
65 и более	22789.0	349.0	8.0	-	21155.0	1228.0	1.0	-	5.0	3.0	-	30.0	10.0
возраст не указан	44.0	23.0	-	-	3.0	1.0	-	-	8.0	-	-	7.0	2.0
Женщины	322160.0	142873.0	756.0	1604.0	78508.0	5952.0	2679.0	2475.0	1121.0	690.0	66.0	80809.0	4627.0
из них в возрасте, лет:													
до 15	34007.0	4.0	-	4.0	46.0	52.0	783.0	-	474.0	-	6.0	32613.0	25.0
15 – 19	22076.0	2758.0	6.0	1157.0	93.0	77.0	238.0	85.0	161.0	11.0	8.0	17318.0	164.0
20 – 29	48434.0	31469.0	84.0	431.0	60.0	328.0	852.0	540.0	227.0	124.0	11.0	13190.0	1118.0
30 – 49	108595.0	85426.0	487.0	12.0	877.0	1671.0	716.0	1399.0	225.0	438.0	31.0	14624.0	2689.0
50 – 54	27649.0	20235.0	145.0	-	2075.0	1126.0	81.0	451.0	14.0	99.0	10.0	2848.0	565.0
55 – 59	10156.0	2164.0	9.0	-	7404.0	417.0	1.0	-	-	7.0	-	114.0	40.0
60 – 64	17200.0	560.0	14.0	-	16097.0	476.0	1.0	-	2.0	6.0	-	29.0	15.0
65 и более	54018.0	244.0	11.0	-	51852.0	1804.0	7.0	-	16.0	5.0	-	70.0	9.0
возраст не указан	25.0	13.0	-	-	4.0	1.0	-	-	2.0	-	-	3.0	2.0
Сельское население	142029.0	58667.0	8044.0	535.0	25908.0	3509.0	2120.0	1142.0	2039.0	332.0	50.0	31564.0	8119.0
из него в возрасте, лет:													
до 15	13282.0	1.0	-	2.0	88.0	58.0	1397.0	-	464.0	-	-	11260.0	12.0
15 – 19	12303.0	3237.0	74.0	440.0	100.0	150.0	259.0	72.0	194.0	7.0	-	7429.0	341.0
20 – 29	28777.0	17752.0	1250.0	92.0	28.0	404.0	260.0	313.0	579.0	85.0	7.0	5981.0	2026.0
30 – 49	50391.0	31194.0	5097.0	1.0	868.0	1353.0	181.0	582.0	682.0	197.0	36.0	5660.0	4540.0
50 – 54	10126.0	5180.0	1300.0	-	863.0	587.0	12.0	154.0	68.0	27.0	6.0	983.0	946.0
55 – 59	4277.0	1137.0	293.0	-	2116.0	287.0	3.0	21.0	20.0	9.0	1.0	166.0	224.0
60 – 64	6031.0	130.0	10.0	-	5626.0	201.0	3.0	-	8.0	3.0	-	28.0	22.0
65 и более	16833.0	31.0	19.0	-	16219.0	469.0	5.0	-	24.0	4.0	-	55.0	7.0
возраст не указан	9.0	5.0	1.0	-	-	-	-	-	-	-	-	2.0	1.0
Мужчины	70753.0	34239.0	3611.0	270.0	8215.0	2060.0	912.0	391.0	1563.0	201.0	22.0	14029.0	5240.0
из них в возрасте, лет:													
до 15	6953.0	1.0	-	2.0	52.0	32.0	746.0	-	256.0	-	-	5857.0	7.0
15 – 19	6801.0	2213.0	30.0	224.0	48.0	96.0	120.0	22.0	143.0	5.0	-	3687.0	213.0
20 – 29	15809.0	10991.0	515.0	43.0	9.0	247.0	11.0	98.0	490.0	45.0	2.0	2091.0	1267.0
30 – 49	26754.0	17269.0	2203.0	1.0	648.0	819.0	28.0	207.0	597.0	125.0	18.0	1912.0	2927.0
50 – 54	5014.0	2679.0	579.0	-	385.0	340.0	2.0	43.0	48.0	15.0	1.0	319.0	603.0
55 – 59	2210.0	977.0	265.0	-	377.0	199.0	2.0	21.0	17.0	8.0	1.0	140.0	203.0
60 – 64	2365.0	89.0	6.0	-	2119.0	119.0	2.0	-	4.0	1.0	-	8.0	17.0
65 и более	4841.0	18.0	12.0	-	4577.0	208.0	1.0	-	8.0	2.0	-	13.0	2.0
возраст не указан	6.0	2.0	1.0	-	-	-	-	-	-	-	-	2.0	1.0
Женщины	71276.0	24428.0	4433.0	265.0	17693.0	1449.0	1208.0	751.0	476.0	131.0	28.0	17535.0	2879.0
из них в возрасте, лет:													
до 15	6329.0	-	-	-	36.0	26.0	651.0	-	208.0	-	-	5403.0	5.0
15 – 19	5502.0	1024.0	44.0	216.0	52.0	54.0	139.0	50.0	51.0	2.0	-	3742.0	128.0
20 – 29	12968.0	6761.0	735.0	49.0	19.0	157.0	249.0	215.0	89.0	40.0	5.0	3890.0	759.0
30 – 49	23637.0	13925.0	2894.0	-	220.0	534.0	153.0	375.0	85.0	72.0	18.0	3748.0	1613.0
50 – 54	5112.0	2501.0	721.0	-	478.0	247.0	10.0	111.0	20.0	12.0	5.0	664.0	343.0
55 – 59	2067.0	160.0	28.0	-	1739.0	88.0	1.0	-	3.0	1.0	-	26.0	21.0
60 – 64	3666.0	41.0	4.0	-	3507.0	82.0	1.0	-	4.0	2.0	-	20.0	5.0
65 и более	11992.0	13.0	7.0	-	11642.0	261.0	4.0	-	16.0	2.0	-	42.0	5.0
возраст не указан	3.0	3.0	-	-	-	-	-	-	-	-	-	-	-
Ленинградская область													
Городское и сельское население	1332268.0	648959.0	5965.0	6264.0	285894.0	39087.0	9626.0	7916.0	7928.0	1555.0	311.0	294746.0	24017.0
из него в возрасте, лет:													
до 15	154896.0	27.0	5.0	18.0	445.0	400.0	4502.0	-	2269.0	7.0	52.0	146942.0	229.0
15 – 19	106406.0	25961.0	96.0	4671.0	601.0	685.0	996.0	203.0	1390.0	24.0	31.0	70770.0	978.0
20 – 29	215260.0	163853.0	591.0	1529.0	229.0	2464.0	2084.0	1374.0	2161.0	305.0	49.0	35574.0	5047.0
30 – 49	441932.0	363331.0	3603.0	43.0	5724.0	12655.0	1753.0	4802.0	1491.0	944.0	131.0	33976.0	13479.0
50 – 54	102997.0	74629.0	1216.0	-	8776.0	7226.0	207.0	1314.0	245.0	201.0	34.0	5945.0	3204.0
55 – 59	44326.0	17348.0	283.0	-	20942.0	3552.0	32.0	221.0	72.0	56.0	10.0	946.0	864.0
60 – 64	66264.0	2652.0	62.0	-	60039.0	3124.0	13.0	-	75.0	7.0	2.0	189.0	101.0
65 и более	199896.0	996.0	108.0	-	189100.0	8976.0	37.0	-	217.0	10.0	1.0	357.0	94.0
возраст не указан	291.0	162.0	1.0	3.0	38.0	5.0	2.0	2.0	8.0	1.0	1.0	47.0	21.0
Мужчины	614487.0	338474.0	2968.0	3346.0	86341.0	20016.0	3163.0	3051.0	5074.0	961.0	156.0	135408.0	15529.0
из них в возрасте, лет:													
до 15	79159.0	15.0	4.0	8.0	225.0	224.0	2318.0	-	1297.0	4.0	31.0	74913.0	120.0
15 – 19	58469.0	18316.0	54.0	2553.0	297.0	404.0	394.0	69.0	1031.0	12.0	19.0	34735.0	585.0
20 – 29	114708.0	94418.0	299.0	766.0	85.0	1515.0	69.0	548.0	1615.0	189.0	23.0	12019.0	3162.0
30 – 49	211045.0	175329.0	1670.0	16.0	4120.0	6852.0	272.0	1759.0	851.0	590.0	61.0	10866.0	8659.0
50 – 54	47122.0	34770.0	613.0	-	3494.0	3499.0	69.0	452.0	124.0	113.0	13.0	1906.0	2069.0
55 – 59	21822.0	13254.0	250.0	-	4239.0	2206.0	26.0	221.0	48.0	43.0	7.0	748.0	780.0
60 – 64	24139.0	1737.0	30.0	-	20510.0	1656.0	4.0	-	28.0	5.0	-	85.0	84.0
65 и более	57880.0	558.0	48.0	-	53356.0	3658.0	9.0	-	77.0	4.0	1.0	118.0	51.0
возраст не указан	143.0	77.0	-	3.0	15.0	2.0	2.0	2.0	3.0	1.0	1.0	18.0	19.0
Женщины	717781.0	310485.0	2997.0	2918.0	199553.0	19071.0	6463.0	4865.0	2854.0	594.0	155.0	159338.0	8488.0
из них в возрасте, лет:													
до 15	75737.0	12.0	1.0	10.0	220.0	176.0	2184.0	-	972.0	3.0	21.0	72029.0	109.0
15 – 19	47937.0	7645.0	42.0	2118.0	304.0	281.0	602.0	134.0	359.0	12.0	12.0	36035.0	393.0
20 – 29	100552.0	69435.0	292.0	763.0	144.0	949.0	2015.0	826.0	546.0	116.0	26.0	23555.0	1885.0
30 – 49	230887.0	188002.0	1933.0	27.0	1604.0	5803.0	1481.0	3043.0	640.0	354.0	70.0	23110.0	4820.0
50 – 54	55875.0	39859.0	603.0	-	5282.0	3727.0	138.0	862.0	121.0	88.0	21.0	4039.0	1135.0
55 – 59	22504.0	4094.0	33.0	-	16703.0	1346.0	6.0	-	24.0	13.0	3.0	198.0	84.0
60 – 64	42125.0	915.0	32.0	-	39529.0	1468.0	9.0	-	47.0	2.0	2.0	104.0	17.0
65 и более	142016.0	438.0	60.0	-	135744.0	5318.0	28.0	-	140.0	6.0	-	239.0	43.0
возраст не указан	148.0	85.0	1.0	-	23.0	3.0	-	-	5.0	-	-	29.0	2.0
Городское население	895910.0	446559.0	1710.0	4260.0	185960.0	25296.0	5788.0	5282.0	5196.0	1128.0	195.0	202150.0	12386.0
из него в возрасте, лет:													
до 15	108486.0	21.0	2.0	14.0	250.0	243.0	2441.0	-	1508.0	3.0	31.0	103819.0	154.0
15 – 19	71044.0	17132.0	40.0	3193.0	352.0	401.0	574.0	135.0	693.0	12.0	18.0	47989.0	505.0
20 – 29	143403.0	110427.0	201.0	1018.0	148.0	1439.0	1347.0	931.0	1404.0	228.0	37.0	23620.0	2603.0
30 – 49	300504.0	252132.0	1034.0	33.0	3842.0	8035.0	1227.0	3217.0	1113.0	699.0	80.0	22054.0	7038.0
50 – 54	69903.0	52120.0	303.0	-	6176.0	4653.0	144.0	868.0	166.0	145.0	20.0	3758.0	1550.0
55 – 59	29298.0	11927.0	61.0	-	13920.0	2207.0	20.0	130.0	54.0	32.0	6.0	527.0	414.0
60 – 64	43120.0	1966.0	23.0	-	38874.0	1999.0	8.0	-	61.0	2.0	2.0	130.0	55.0
65 и более	129977.0	736.0	46.0	-	122369.0	6316.0	25.0	-	190.0	6.0	1.0	222.0	66.0
возраст не указан	175.0	98.0	-	2.0	29.0	3.0	2.0	1.0	7.0	1.0	-	31.0	1.0
Мужчины	409448.0	229298.0	887.0	2363.0	55801.0	12670.0	1830.0	2055.0	3201.0	698.0	90.0	92753.0	7802.0
из них в возрасте, лет:													
до 15	55298.0	12.0	1.0	7.0	131.0	131.0	1269.0	-	833.0	1.0	17.0	52815.0	81.0
15 – 19	39062.0	12188.0	22.0	1826.0	174.0	228.0	223.0	40.0	468.0	5.0	10.0	23587.0	291.0
20 – 29	75462.0	62760.0	115.0	515.0	55.0	885.0	46.0	379.0	1030.0	138.0	17.0	7944.0	1578.0
30 – 49	141121.0	119867.0	508.0	13.0	2704.0	4301.0	214.0	1212.0	657.0	445.0	32.0	6718.0	4450.0
50 – 54	31254.0	23756.0	164.0	-	2478.0	2242.0	49.0	293.0	85.0	81.0	8.0	1143.0	955.0
55 – 59	14314.0	8984.0	49.0	-	2947.0	1342.0	16.0	130.0	37.0	24.0	5.0	412.0	368.0
60 – 64	15342.0	1260.0	13.0	-	12911.0	1035.0	3.0	-	20.0	1.0	-	56.0	43.0
65 и более	37513.0	423.0	15.0	-	34388.0	2505.0	8.0	-	69.0	2.0	1.0	66.0	36.0
возраст не указан	82.0	48.0	-	2.0	13.0	1.0	2.0	1.0	2.0	1.0	-	12.0	-
Женщины	486462.0	217261.0	823.0	1897.0	130159.0	12626.0	3958.0	3227.0	1995.0	430.0	105.0	109397.0	4584.0
из них в возрасте, лет:													
до 15	53188.0	9.0	1.0	7.0	119.0	112.0	1172.0	-	675.0	2.0	14.0	51004.0	73.0
15 – 19	31982.0	4944.0	18.0	1367.0	178.0	173.0	351.0	95.0	225.0	7.0	8.0	24402.0	214.0
20 – 29	67941.0	47667.0	86.0	503.0	93.0	554.0	1301.0	552.0	374.0	90.0	20.0	15676.0	1025.0
30 – 49	159383.0	132265.0	526.0	20.0	1138.0	3734.0	1013.0	2005.0	456.0	254.0	48.0	15336.0	2588.0
50 – 54	38649.0	28364.0	139.0	-	3698.0	2411.0	95.0	575.0	81.0	64.0	12.0	2615.0	595.0
55 – 59	14984.0	2943.0	12.0	-	10973.0	865.0	4.0	-	17.0	8.0	1.0	115.0	46.0
60 – 64	27778.0	706.0	10.0	-	25963.0	964.0	5.0	-	41.0	1.0	2.0	74.0	12.0
65 и более	92464.0	313.0	31.0	-	87981.0	3811.0	17.0	-	121.0	4.0	-	156.0	30.0
возраст не указан	93.0	50.0	-	-	16.0	2.0	-	-	5.0	-	-	19.0	1.0
Сельское население	436358.0	202400.0	4255.0	2004.0	99934.0	13791.0	3838.0	2634.0	2732.0	427.0	116.0	92596.0	11631.0
из него в возрасте, лет:													
до 15	46410.0	6.0	3.0	4.0	195.0	157.0	2061.0	-	761.0	4.0	21.0	43123.0	75.0
15 – 19	35362.0	8829.0	56.0	1478.0	249.0	284.0	422.0	68.0	697.0	12.0	13.0	22781.0	473.0
20 – 29	71857.0	53426.0	390.0	511.0	81.0	1025.0	737.0	443.0	757.0	77.0	12.0	11954.0	2444.0
30 – 49	141428.0	111199.0	2569.0	10.0	1882.0	4620.0	526.0	1585.0	378.0	245.0	51.0	11922.0	6441.0
50 – 54	33094.0	22509.0	913.0	-	2600.0	2573.0	63.0	446.0	79.0	56.0	14.0	2187.0	1654.0
55 – 59	15028.0	5421.0	222.0	-	7022.0	1345.0	12.0	91.0	18.0	24.0	4.0	419.0	450.0
60 – 64	23144.0	686.0	39.0	-	21165.0	1125.0	5.0	-	14.0	5.0	-	59.0	46.0
65 и более	69919.0	260.0	62.0	-	66731.0	2660.0	12.0	-	27.0	4.0	-	135.0	28.0
возраст не указан	116.0	64.0	1.0	1.0	9.0	2.0	-	1.0	1.0	-	1.0	16.0	20.0
Мужчины	205039.0	109176.0	2081.0	983.0	30540.0	7346.0	1333.0	996.0	1873.0	263.0	66.0	42655.0	7727.0
из них в возрасте, лет:													
до 15	23861.0	3.0	3.0	1.0	94.0	93.0	1049.0	-	464.0	3.0	14.0	22098.0	39.0
15 – 19	19407.0	6128.0	32.0	727.0	123.0	176.0	171.0	29.0	563.0	7.0	9.0	11148.0	294.0
20 – 29	39246.0	31658.0	184.0	251.0	30.0	630.0	23.0	169.0	585.0	51.0	6.0	4075.0	1584.0
30 – 49	69924.0	55462.0	1162.0	3.0	1416.0	2551.0	58.0	547.0	194.0	145.0	29.0	4148.0	4209.0
50 – 54	15868.0	11014.0	449.0	-	1016.0	1257.0	20.0	159.0	39.0	32.0	5.0	763.0	1114.0
55 – 59	7508.0	4270.0	201.0	-	1292.0	864.0	10.0	91.0	11.0	19.0	2.0	336.0	412.0
60 – 64	8797.0	477.0	17.0	-	7599.0	621.0	1.0	-	8.0	4.0	-	29.0	41.0
65 и более	20367.0	135.0	33.0	-	18968.0	1153.0	1.0	-	8.0	2.0	-	52.0	15.0
возраст не указан	61.0	29.0	-	1.0	2.0	1.0	-	1.0	1.0	-	1.0	6.0	19.0
Женщины	231319.0	93224.0	2174.0	1021.0	69394.0	6445.0	2505.0	1638.0	859.0	164.0	50.0	49941.0	3904.0
из них в возрасте, лет:													
до 15	22549.0	3.0	-	3.0	101.0	64.0	1012.0	-	297.0	1.0	7.0	21025.0	36.0
15 – 19	15955.0	2701.0	24.0	751.0	126.0	108.0	251.0	39.0	134.0	5.0	4.0	11633.0	179.0
20 – 29	32611.0	21768.0	206.0	260.0	51.0	395.0	714.0	274.0	172.0	26.0	6.0	7879.0	860.0
30 – 49	71504.0	55737.0	1407.0	7.0	466.0	2069.0	468.0	1038.0	184.0	100.0	22.0	7774.0	2232.0
50 – 54	17226.0	11495.0	464.0	-	1584.0	1316.0	43.0	287.0	40.0	24.0	9.0	1424.0	540.0
55 – 59	7520.0	1151.0	21.0	-	5730.0	481.0	2.0	-	7.0	5.0	2.0	83.0	38.0
60 – 64	14347.0	209.0	22.0	-	13566.0	504.0	4.0	-	6.0	1.0	-	30.0	5.0
65 и более	49552.0	125.0	29.0	-	47763.0	1507.0	11.0	-	19.0	2.0	-	83.0	13.0
возраст не указан	55.0	35.0	1.0	-	7.0	1.0	-	-	-	-	-	10.0	1.0
Мурманская область													
Городское и сельское население	693235.0	375727.0	345.0	1332.0	110450.0	8770.0	3578.0	12510.0	6751.0	1650.0	81.0	165236.0	6805.0
из него в возрасте, лет:													
до 15	80231.0	7.0	-	3.0	83.0	76.0	1562.0	-	964.0	-	1.0	77506.0	29.0
15 – 19	61626.0	19980.0	9.0	944.0	176.0	155.0	352.0	584.0	464.0	25.0	5.0	38787.0	145.0
20 – 29	141809.0	107842.0	56.0	376.0	79.0	688.0	732.0	3167.0	2733.0	351.0	22.0	24399.0	1364.0
30 – 49	273980.0	225019.0	247.0	9.0	4995.0	3742.0	853.0	8047.0	2337.0	1188.0	49.0	22909.0	4585.0
50 – 54	38727.0	19368.0	26.0	-	15004.0	1370.0	48.0	685.0	188.0	81.0	3.0	1384.0	570.0
55 – 59	17189.0	2491.0	5.0	-	13877.0	567.0	7.0	26.0	42.0	3.0	-	95.0	76.0
60 – 64	26078.0	600.0	1.0	-	24772.0	636.0	11.0	-	11.0	1.0	-	29.0	17.0
65 и более	53250.0	194.0	1.0	-	51411.0	1532.0	10.0	-	11.0	-	1.0	77.0	13.0
возраст не указан	345.0	226.0	-	-	53.0	4.0	3.0	1.0	1.0	1.0	-	50.0	6.0
Мужчины	344178.0	210158.0	221.0	730.0	33671.0	4727.0	1282.0	6128.0	6042.0	1148.0	40.0	75220.0	4811.0
из них в возрасте, лет:													
до 15	41258.0	4.0	-	3.0	45.0	46.0	777.0	-	558.0	-	-	39813.0	12.0
15 – 19	36969.0	16902.0	5.0	550.0	73.0	97.0	143.0	227.0	339.0	10.0	4.0	18537.0	82.0
20 – 29	80316.0	65820.0	38.0	172.0	27.0	419.0	81.0	1302.0	2675.0	237.0	9.0	8639.0	897.0
30 – 49	135074.0	111670.0	151.0	5.0	3335.0	2140.0	235.0	3971.0	2226.0	827.0	24.0	7268.0	3222.0
50 – 54	20850.0	13526.0	22.0	-	4168.0	877.0	35.0	602.0	185.0	69.0	3.0	851.0	512.0
55 – 59	7103.0	1630.0	4.0	-	4979.0	303.0	3.0	26.0	42.0	3.0	-	52.0	61.0
60 – 64	9027.0	341.0	1.0	-	8335.0	307.0	5.0	-	9.0	1.0	-	14.0	14.0
65 и более	13369.0	109.0	-	-	12685.0	537.0	3.0	-	7.0	-	-	20.0	8.0
возраст не указан	212.0	156.0	-	-	24.0	1.0	-	-	1.0	1.0	-	26.0	3.0
Женщины	349057.0	165569.0	124.0	602.0	76779.0	4043.0	2296.0	6382.0	709.0	502.0	41.0	90016.0	1994.0
из них в возрасте, лет:													
до 15	38973.0	3.0	-	-	38.0	30.0	785.0	-	406.0	-	1.0	37693.0	17.0
15 – 19	24657.0	3078.0	4.0	394.0	103.0	58.0	209.0	357.0	125.0	15.0	1.0	20250.0	63.0
20 – 29	61493.0	42022.0	18.0	204.0	52.0	269.0	651.0	1865.0	58.0	114.0	13.0	15760.0	467.0
30 – 49	138906.0	113349.0	96.0	4.0	1660.0	1602.0	618.0	4076.0	111.0	361.0	25.0	15641.0	1363.0
50 – 54	17877.0	5842.0	4.0	-	10836.0	493.0	13.0	83.0	3.0	12.0	-	533.0	58.0
55 – 59	10086.0	861.0	1.0	-	8898.0	264.0	4.0	-	-	-	-	43.0	15.0
60 – 64	17051.0	259.0	-	-	16437.0	329.0	6.0	-	2.0	-	-	15.0	3.0
65 и более	39881.0	85.0	1.0	-	38726.0	995.0	7.0	-	4.0	-	1.0	57.0	5.0
возраст не указан	133.0	70.0	-	-	29.0	3.0	3.0	1.0	-	-	-	24.0	3.0
Городское население	639018.0	340852.0	255.0	1277.0	105256.0	8355.0	3260.0	11336.0	6710.0	1582.0	80.0	153855.0	6200.0
из него в возрасте, лет:													
до 15	73805.0	4.0	-	2.0	77.0	69.0	1426.0	-	948.0	-	1.0	71249.0	29.0
15 – 19	53667.0	14358.0	7.0	908.0	158.0	143.0	327.0	543.0	456.0	23.0	5.0	36604.0	135.0
20 – 29	127114.0	95399.0	38.0	358.0	71.0	643.0	665.0	2873.0	2725.0	333.0	22.0	22753.0	1234.0
30 – 49	255168.0	209433.0	184.0	9.0	4535.0	3533.0	772.0	7273.0	2328.0	1144.0	48.0	21728.0	4181.0
50 – 54	36724.0	18332.0	20.0	-	14305.0	1315.0	42.0	622.0	188.0	78.0	3.0	1302.0	517.0
55 – 59	16419.0	2375.0	4.0	-	13266.0	542.0	6.0	24.0	42.0	2.0	-	86.0	72.0
60 – 64	24961.0	570.0	1.0	-	23707.0	622.0	9.0	-	11.0	1.0	-	25.0	15.0
65 и более	50851.0	182.0	1.0	-	49084.0	1484.0	10.0	-	11.0	-	1.0	67.0	11.0
возраст не указан	309.0	199.0	-	-	53.0	4.0	3.0	1.0	1.0	1.0	-	41.0	6.0
Мужчины	312102.0	186590.0	156.0	697.0	31853.0	4492.0	1163.0	5543.0	6019.0	1098.0	40.0	70088.0	4363.0
из них в возрасте, лет:													
до 15	37987.0	1.0	-	2.0	42.0	43.0	704.0	-	548.0	-	-	36635.0	12.0
15 – 19	30384.0	11476.0	4.0	524.0	64.0	89.0	134.0	214.0	332.0	9.0	4.0	17458.0	76.0
20 – 29	70067.0	56315.0	23.0	166.0	24.0	389.0	74.0	1179.0	2672.0	223.0	9.0	8185.0	808.0
30 – 49	125596.0	103838.0	108.0	5.0	2956.0	2024.0	212.0	3579.0	2223.0	795.0	24.0	6909.0	2923.0
50 – 54	19744.0	12836.0	17.0	-	3947.0	839.0	30.0	547.0	185.0	67.0	3.0	809.0	464.0
55 – 59	6759.0	1562.0	3.0	-	4729.0	291.0	2.0	24.0	42.0	2.0	-	46.0	58.0
60 – 64	8619.0	329.0	1.0	-	7951.0	300.0	4.0	-	9.0	1.0	-	12.0	12.0
65 и более	12766.0	101.0	-	-	12116.0	516.0	3.0	-	7.0	-	-	16.0	7.0
возраст не указан	180.0	132.0	-	-	24.0	1.0	-	-	1.0	1.0	-	18.0	3.0
Женщины	326916.0	154262.0	99.0	580.0	73403.0	3863.0	2097.0	5793.0	691.0	484.0	40.0	83767.0	1837.0
из них в возрасте, лет:													
до 15	35818.0	3.0	-	-	35.0	26.0	722.0	-	400.0	-	1.0	34614.0	17.0
15 – 19	23283.0	2882.0	3.0	384.0	94.0	54.0	193.0	329.0	124.0	14.0	1.0	19146.0	59.0
