																			
2. НАСЕЛЕНИЕ ПО ПОЛУ, ВОЗРАСТНЫМ ГРУППАМ И ИСТОЧНИКАМ СРЕДСТВ К СУЩЕСТВОВАНИЮ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ																			
																			
																			
	Все население	Всего указали источников средств к существова-нию	в том числе												Не указавшие источник средств к существова-нию	Из общей численности населения указали			
трудоспособном	316385.0	359442.0	233124.0	20267.0	11129.0	17241.0	10340.0	3216.0	881.0	7138.0	893.0	204.0	45652.0	9357.0	4344.0	266782.0	43158.0	2062.0	39.0
старше трудоспособного	73870.0	93151.0	10882.0	8542.0	-	68266.0	4206.0	60.0	-	722.0	154.0	29.0	159.0	131.0	897.0	54152.0	17489.0	1308.0	24.0
Женщины	596510.0	730821.0	255330.0	39084.0	14197.0	184462.0	13265.0	60230.0	2495.0	5811.0	957.0	396.0	147987.0	6607.0	7829.0	453090.0	129188.0	6264.0	139.0
из них в возрасте:																			
моложе трудоспособного	84325.0	131537.0	65.0	212.0	1011.0	1820.0	738.0	45690.0	-	1525.0	6.0	53.0	80029.0	388.0	1043.0	36568.0	45192.0	1504.0	18.0
трудоспособном	331467.0	383550.0	235422.0	21547.0	13181.0	12305.0	7394.0	14344.0	2495.0	2899.0	672.0	226.0	67104.0	5961.0	4505.0	273375.0	50686.0	2805.0	96.0
старше трудоспособного	180418.0	215636.0	19798.0	17321.0	-	170315.0	5129.0	194.0	-	1387.0	279.0	117.0	839.0	257.0	2067.0	143071.0	33302.0	1953.0	25.0
Сельское население	395713.0	564993.0	133936.0	100945.0	4382.0	132191.0	14547.0	59993.0	835.0	8871.0	607.0	239.0	96534.0	11913.0	705.0	231823.0	156489.0	6593.0	103.0
из него в возрасте:																			
моложе трудоспособного	65385.0	119834.0	123.0	395.0	596.0	2231.0	897.0	52732.0	-	1456.0	5.0	42.0	61204.0	153.0	144.0	12991.0	49938.0	2281.0	31.0
трудоспособном	202198.0	270415.0	129088.0	59677.0	3785.0	6750.0	10328.0	7172.0	834.0	5673.0	349.0	188.0	35005.0	11566.0	278.0	136291.0	62821.0	2750.0	58.0
старше трудоспособного	127992.0	174633.0	4695.0	40849.0	-	123190.0	3319.0	83.0	-	1736.0	252.0	9.0	308.0	192.0	224.0	82492.0	43702.0	1560.0	14.0
Мужчины	183086.0	261059.0	71986.0	43768.0	2334.0	41592.0	9158.0	28819.0	238.0	6164.0	297.0	119.0	48236.0	8348.0	340.0	107412.0	72399.0	2892.0	43.0
из них в возрасте:																			
моложе трудоспособного	33893.0	62050.0	93.0	206.0	370.0	1188.0	551.0	27130.0	-	817.0	2.0	22.0	31585.0	86.0	77.0	6847.0	25722.0	1229.0	18.0
трудоспособном	109520.0	143825.0	70313.0	30023.0	1963.0	3102.0	6817.0	1663.0	237.0	4666.0	202.0	95.0	16577.0	8167.0	159.0	76041.0	32195.0	1106.0	19.0
старше трудоспособного	39613.0	55133.0	1566.0	13531.0	-	37298.0	1789.0	22.0	-	675.0	92.0	2.0	64.0	94.0	80.0	24501.0	14471.0	555.0	6.0
Женщины	212627.0	303934.0	61950.0	57177.0	2048.0	90599.0	5389.0	31174.0	597.0	2707.0	310.0	120.0	48298.0	3565.0	365.0	124411.0	84090.0	3701.0	60.0
из них в возрасте:																			
моложе трудоспособного	31492.0	57784.0	30.0	189.0	226.0	1043.0	346.0	25602.0	-	639.0	3.0	20.0	29619.0	67.0	67.0	6144.0	24216.0	1052.0	13.0
трудоспособном	92678.0	126590.0	58775.0	29654.0	1822.0	3648.0	3511.0	5509.0	597.0	1007.0	147.0	93.0	18428.0	3399.0	119.0	60250.0	30626.0	1644.0	39.0
старше трудоспособного	88379.0	119500.0	3129.0	27318.0	-	85892.0	1530.0	61.0	-	1061.0	160.0	7.0	244.0	98.0	144.0	57991.0	29231.0	1005.0	8.0
Тульская область																			
Городское и сельское население	1675758.0	2078555.0	711345.0	114446.0	38068.0	489681.0	62418.0	185894.0	8239.0	23495.0	2924.0	693.0	419932.0	21420.0	4312.0	1284817.0	366772.0	19246.0	611.0
из него в возрасте:																			
моложе трудоспособного	251297.0	380139.0	232.0	363.0	3089.0	3999.0	2472.0	122248.0	-	4203.0	21.0	128.0	242878.0	506.0	566.0	124451.0	123188.0	3056.0	36.0
трудоспособном	974891.0	1148495.0	667175.0	68613.0	34977.0	61235.0	42658.0	50494.0	8238.0	16495.0	2201.0	442.0	175536.0	20431.0	2571.0	807445.0	153956.0	10545.0	374.0
старше трудоспособного	449019.0	549827.0	43903.0	45467.0	-	424435.0	17286.0	13144.0	-	2791.0	702.0	123.0	1507.0	469.0	705.0	352853.0	89615.0	5645.0	201.0
Мужчины	755037.0	935262.0	351037.0	49862.0	19624.0	156819.0	35544.0	82265.0	3246.0	17010.0	1507.0	326.0	204564.0	13458.0	1973.0	579482.0	165201.0	8150.0	231.0
из них в возрасте:																			
моложе трудоспособного	129002.0	195121.0	146.0	192.0	1890.0	2052.0	1447.0	62337.0	-	2304.0	7.0	75.0	124406.0	265.0	298.0	63919.0	63173.0	1592.0	20.0
трудоспособном	490951.0	571193.0	336113.0	34368.0	17732.0	29631.0	26150.0	16073.0	3246.0	13536.0	1266.0	229.0	79871.0	12978.0	1249.0	413052.0	71956.0	4550.0	144.0
старше трудоспособного	134824.0	168902.0	14762.0	15300.0	-	125133.0	7946.0	3852.0	-	1165.0	234.0	22.0	282.0	206.0	206.0	102477.0	30066.0	2008.0	67.0
Женщины	920721.0	1143293.0	360308.0	64584.0	18444.0	332862.0	26874.0	103629.0	4993.0	6485.0	1417.0	367.0	215368.0	7962.0	2339.0	705335.0	201571.0	11096.0	380.0
из них в возрасте:																			
моложе трудоспособного	122295.0	185018.0	86.0	171.0	1199.0	1947.0	1025.0	59911.0	-	1899.0	14.0	53.0	118472.0	241.0	268.0	60532.0	60015.0	1464.0	16.0
трудоспособном	483940.0	577302.0	331062.0	34245.0	17245.0	31604.0	16508.0	34421.0	4992.0	2959.0	935.0	213.0	95665.0	7453.0	1322.0	394393.0	82000.0	5995.0	230.0
старше трудоспособного	314195.0	380925.0	29141.0	30167.0	-	299302.0	9340.0	9292.0	-	1626.0	468.0	101.0	1225.0	263.0	499.0	250376.0	59549.0	3637.0	134.0
Городское население	1366818.0	1645015.0	605848.0	46881.0	32781.0	390739.0	48335.0	135868.0	7063.0	19724.0	2430.0	575.0	338635.0	16136.0	4127.0	1093435.0	256601.0	12252.0	403.0
из него в возрасте:																			
моложе трудоспособного	199968.0	291571.0	154.0	197.0	2522.0	2756.0	1646.0	86735.0	-	3191.0	18.0	100.0	193815.0	437.0	504.0	109415.0	88015.0	2010.0	24.0
трудоспособном	810713.0	929998.0	565591.0	26189.0	30258.0	52951.0	32627.0	39379.0	7062.0	14812.0	1892.0	370.0	143582.0	15285.0	2490.0	693603.0	107707.0	6677.0	236.0
старше трудоспособного	355612.0	423364.0	40074.0	20493.0	-	335020.0	14060.0	9748.0	-	1715.0	520.0	105.0	1229.0	400.0	680.0	290355.0	60869.0	3565.0	143.0
Мужчины	613161.0	737475.0	294990.0	19997.0	16835.0	125926.0	27047.0	59183.0	2772.0	15084.0	1260.0	263.0	164226.0	9892.0	1892.0	490717.0	115064.0	5325.0	163.0
из них в возрасте:																			
моложе трудоспособного	102474.0	149472.0	90.0	104.0	1536.0	1435.0	974.0	44196.0	-	1713.0	7.0	59.0	99128.0	230.0	267.0	56045.0	45072.0	1077.0	13.0
трудоспособном	404229.0	458526.0	281330.0	12832.0	15298.0	26106.0	19783.0	12144.0	2772.0	12642.0	1081.0	188.0	64873.0	9477.0	1213.0	350656.0	49313.0	2946.0	101.0
старше трудоспособного	106212.0	129439.0	13557.0	7060.0	-	98382.0	6289.0	2841.0	-	724.0	172.0	16.0	222.0	176.0	200.0	83986.0	20675.0	1302.0	49.0
Женщины	753657.0	907540.0	310858.0	26884.0	15946.0	264813.0	21288.0	76685.0	4291.0	4640.0	1170.0	312.0	174409.0	6244.0	2235.0	602718.0	141537.0	6927.0	240.0
из них в возрасте:																			
моложе трудоспособного	97494.0	142099.0	64.0	93.0	986.0	1321.0	672.0	42539.0	-	1478.0	11.0	41.0	94687.0	207.0	237.0	53370.0	42943.0	933.0	11.0
трудоспособном	406484.0	471472.0	284261.0	13357.0	14960.0	26845.0	12844.0	27235.0	4290.0	2170.0	811.0	182.0	78709.0	5808.0	1277.0	342947.0	58394.0	3731.0	135.0
старше трудоспособного	249400.0	293925.0	26517.0	13433.0	-	236638.0	7771.0	6907.0	-	991.0	348.0	89.0	1007.0	224.0	480.0	206369.0	40194.0	2263.0	94.0
Сельское население	308940.0	433540.0	105497.0	67565.0	5287.0	98942.0	14083.0	50026.0	1176.0	3771.0	494.0	118.0	81297.0	5284.0	185.0	191382.0	110171.0	6994.0	208.0
из него в возрасте:																			
моложе трудоспособного	51329.0	88568.0	78.0	166.0	567.0	1243.0	826.0	35513.0	-	1012.0	3.0	28.0	49063.0	69.0	62.0	15036.0	35173.0	1046.0	12.0
трудоспособном	164178.0	218497.0	101584.0	42424.0	4719.0	8284.0	10031.0	11115.0	1176.0	1683.0	309.0	72.0	31954.0	5146.0	81.0	113842.0	46249.0	3868.0	138.0
старше трудоспособного	93407.0	126463.0	3829.0	24974.0	-	89415.0	3226.0	3396.0	-	1076.0	182.0	18.0	278.0	69.0	25.0	62498.0	28746.0	2080.0	58.0
Мужчины	141876.0	197787.0	56047.0	29865.0	2789.0	30893.0	8497.0	23082.0	474.0	1926.0	247.0	63.0	40338.0	3566.0	81.0	88765.0	50137.0	2825.0	68.0
из них в возрасте:																			
моложе трудоспособного	26528.0	45649.0	56.0	88.0	354.0	617.0	473.0	18141.0	-	591.0	-	16.0	25278.0	35.0	31.0	7874.0	18101.0	515.0	7.0
трудоспособном	86722.0	112667.0	54783.0	21536.0	2434.0	3525.0	6367.0	3929.0	474.0	894.0	185.0	41.0	14998.0	3501.0	36.0	62396.0	22643.0	1604.0	43.0
старше трудоспособного	28612.0	39463.0	1205.0	8240.0	-	26751.0	1657.0	1011.0	-	441.0	62.0	6.0	60.0	30.0	6.0	18491.0	9391.0	706.0	18.0
Женщины	167064.0	235753.0	49450.0	37700.0	2498.0	68049.0	5586.0	26944.0	702.0	1845.0	247.0	55.0	40959.0	1718.0	104.0	102617.0	60034.0	4169.0	140.0
из них в возрасте:																			
моложе трудоспособного	24801.0	42919.0	22.0	78.0	213.0	626.0	353.0	17372.0	-	421.0	3.0	12.0	23785.0	34.0	31.0	7162.0	17072.0	531.0	5.0
трудоспособном	77456.0	105830.0	46801.0	20888.0	2285.0	4759.0	3664.0	7186.0	702.0	789.0	124.0	31.0	16956.0	1645.0	45.0	51446.0	23606.0	2264.0	95.0
старше трудоспособного	64795.0	87000.0	2624.0	16734.0	-	62664.0	1569.0	2385.0	-	635.0	120.0	12.0	218.0	39.0	19.0	44007.0	19355.0	1374.0	40.0
Ярославская область																			
Городское и сельское население	1367398.0	1806106.0	637827.0	220114.0	34371.0	349537.0	47319.0	120368.0	9096.0	22658.0	3035.0	1062.0	353737.0	6982.0	11992.0	930910.0	398878.0	25047.0	571.0
из него в возрасте:																			
моложе трудоспособного	214036.0	317923.0	440.0	2935.0	2430.0	3796.0	2187.0	95093.0	-	3092.0	9.0	75.0	207658.0	208.0	1290.0	112146.0	96132.0	4360.0	108.0
трудоспособном	818525.0	1032924.0	595315.0	137305.0	31918.0	33257.0	30761.0	24801.0	9096.0	16405.0	2523.0	727.0	144270.0	6546.0	7362.0	602553.0	195862.0	12355.0	393.0
старше трудоспособного	332810.0	454907.0	41938.0	79849.0	-	312419.0	14363.0	466.0	-	3151.0	503.0	259.0	1740.0	219.0	1593.0	215992.0	106829.0	8330.0	66.0
Мужчины	617889.0	811112.0	311660.0	96021.0	16011.0	108971.0	26398.0	52895.0	3848.0	17812.0	1673.0	441.0	170747.0	4635.0	5641.0	423851.0	178126.0	10080.0	191.0
из них в возрасте:																			
моложе трудоспособного	110052.0	163364.0	255.0	1534.0	1465.0	1931.0	1255.0	48473.0	-	1770.0	6.0	38.0	106538.0	99.0	669.0	57810.0	49219.0	2300.0	54.0
трудоспособном	409409.0	509262.0	296907.0	68560.0	14536.0	17578.0	18582.0	4286.0	3848.0	14765.0	1495.0	351.0	63917.0	4437.0	3660.0	307087.0	93920.0	4636.0	106.0
старше трудоспособного	97494.0	138323.0	14431.0	25917.0	-	89439.0	6556.0	132.0	-	1270.0	172.0	51.0	260.0	95.0	511.0	58846.0	34964.0	3144.0	29.0
Женщины	749509.0	994994.0	326167.0	124093.0	18360.0	240566.0	20921.0	67473.0	5248.0	4846.0	1362.0	621.0	182990.0	2347.0	6351.0	507059.0	220752.0	14967.0	380.0
из них в возрасте:																			
моложе трудоспособного	103984.0	154559.0	185.0	1401.0	965.0	1865.0	932.0	46620.0	-	1322.0	3.0	37.0	101120.0	109.0	621.0	54336.0	46913.0	2060.0	54.0
трудоспособном	409116.0	523662.0	298408.0	68745.0	17382.0	15679.0	12179.0	20515.0	5248.0	1640.0	1028.0	376.0	80353.0	2109.0	3702.0	295466.0	101942.0	7719.0	287.0
старше трудоспособного	235316.0	316584.0	27507.0	53932.0	-	222980.0	7807.0	334.0	-	1881.0	331.0	208.0	1480.0	124.0	1082.0	157146.0	71865.0	5186.0	37.0
Городское население	1106805.0	1398998.0	537187.0	118976.0	30188.0	270205.0	35387.0	85213.0	6725.0	19157.0	2664.0	930.0	287351.0	5015.0	11637.0	809721.0	267487.0	17546.0	414.0
из него в возрасте:																			
моложе трудоспособного	170508.0	241858.0	341.0	1649.0	2042.0	2549.0	1624.0	65306.0	-	2156.0	7.0	67.0	165946.0	171.0	1226.0	99329.0	67390.0	2503.0	60.0
трудоспособном	679212.0	824886.0	499166.0	77605.0	28125.0	28906.0	22359.0	19511.0	6725.0	14998.0	2264.0	620.0	119955.0	4652.0	7214.0	528509.0	134391.0	8803.0	295.0
старше трудоспособного	255220.0	331958.0	37564.0	39705.0	-	238699.0	11399.0	390.0	-	1993.0	393.0	242.0	1387.0	186.0	1572.0	181692.0	65661.0	6238.0	57.0
Мужчины	497827.0	626077.0	259350.0	51637.0	13948.0	84341.0	19281.0	36514.0	2849.0	15801.0	1466.0	376.0	137273.0	3241.0	5483.0	366084.0	118929.0	7193.0	138.0
из них в возрасте:																			
моложе трудоспособного	87719.0	124381.0	191.0	842.0	1231.0	1306.0	923.0	33306.0	-	1216.0	5.0	34.0	85248.0	79.0	636.0	51180.0	34535.0	1341.0	27.0
трудоспособном	335590.0	401697.0	246079.0	37678.0	12707.0	15546.0	13374.0	3092.0	2849.0	13867.0	1324.0	295.0	51803.0	3083.0	3593.0	265860.0	62660.0	3394.0	83.0
старше трудоспособного	73658.0	99861.0	13022.0	13110.0	-	67472.0	4980.0	113.0	-	711.0	137.0	46.0	194.0	76.0	506.0	48953.0	21715.0	2458.0	26.0
Женщины	608978.0	772921.0	277837.0	67339.0	16240.0	185864.0	16106.0	48699.0	3876.0	3356.0	1198.0	554.0	150078.0	1774.0	6154.0	443637.0	148558.0	10353.0	276.0
из них в возрасте:																			
моложе трудоспособного	82789.0	117477.0	150.0	807.0	811.0	1243.0	701.0	32000.0	-	940.0	2.0	33.0	80698.0	92.0	590.0	48149.0	32855.0	1162.0	33.0
трудоспособном	343622.0	423189.0	253087.0	39927.0	15418.0	13360.0	8985.0	16419.0	3876.0	1131.0	940.0	325.0	68152.0	1569.0	3621.0	262649.0	71731.0	5409.0	212.0
старше трудоспособного	181562.0	232097.0	24542.0	26595.0	-	171227.0	6419.0	277.0	-	1282.0	256.0	196.0	1193.0	110.0	1066.0	132739.0	43946.0	3780.0	31.0
Сельское население	260593.0	407108.0	100640.0	101138.0	4183.0	79332.0	11932.0	35155.0	2371.0	3501.0	371.0	132.0	66386.0	1967.0	355.0	121189.0	131391.0	7501.0	157.0
из него в возрасте:																			
моложе трудоспособного	43528.0	76065.0	99.0	1286.0	388.0	1247.0	563.0	29787.0	-	936.0	2.0	8.0	41712.0	37.0	64.0	12817.0	28742.0	1857.0	48.0
трудоспособном	139313.0	208038.0	96149.0	59700.0	3793.0	4351.0	8402.0	5290.0	2371.0	1407.0	259.0	107.0	24315.0	1894.0	148.0	74044.0	61471.0	3552.0	98.0
старше трудоспособного	77590.0	122949.0	4374.0	40144.0	-	73720.0	2964.0	76.0	-	1158.0	110.0	17.0	353.0	33.0	21.0	34300.0	41168.0	2092.0	9.0
Мужчины	120062.0	185035.0	52310.0	44384.0	2063.0	24630.0	7117.0	16381.0	999.0	2011.0	207.0	65.0	33474.0	1394.0	158.0	57767.0	59197.0	2887.0	53.0
из них в возрасте:																			
моложе трудоспособного	22333.0	38983.0	64.0	692.0	234.0	625.0	332.0	15167.0	-	554.0	1.0	4.0	21290.0	20.0	33.0	6630.0	14684.0	959.0	27.0
трудоспособном	73819.0	107565.0	50828.0	30882.0	1829.0	2032.0	5208.0	1194.0	999.0	898.0	171.0	56.0	12114.0	1354.0	67.0	41227.0	31260.0	1242.0	23.0
старше трудоспособного	23836.0	38462.0	1409.0	12807.0	-	21967.0	1576.0	19.0	-	559.0	35.0	5.0	66.0	19.0	5.0	9893.0	13249.0	686.0	3.0
Женщины	140531.0	222073.0	48330.0	56754.0	2120.0	54702.0	4815.0	18774.0	1372.0	1490.0	164.0	67.0	32912.0	573.0	197.0	63422.0	72194.0	4614.0	104.0
из них в возрасте:																			
моложе трудоспособного	21195.0	37082.0	35.0	594.0	154.0	622.0	231.0	14620.0	-	382.0	1.0	4.0	20422.0	17.0	31.0	6187.0	14058.0	898.0	21.0
трудоспособном	65494.0	100473.0	45321.0	28818.0	1964.0	2319.0	3194.0	4096.0	1372.0	509.0	88.0	51.0	12201.0	540.0	81.0	32817.0	30211.0	2310.0	75.0
старше трудоспособного	53754.0	84487.0	2965.0	27337.0	-	51753.0	1388.0	57.0	-	599.0	75.0	12.0	287.0	14.0	16.0	24407.0	27919.0	1406.0	6.0
г. Москва																			
Городское население	10382754.0	10983543.0	5124177.0	52980.0	274787.0	2051409.0	339589.0	273070.0	25491.0	69093.0	45996.0	11673.0	2363761.0	351517.0	411894.0	8990845.0	949483.0	28793.0	1739.0
из него в возрасте:																			
моложе трудоспособного	1365429.0	1515028.0	2371.0	196.0	4106.0	6196.0	6281.0	200401.0	-	14048.0	592.0	812.0	1274060.0	5965.0	50266.0	1118098.0	194382.0	2583.0	100.0
трудоспособном	6757781.0	6917027.0	4730656.0	35092.0	270461.0	164145.0	138393.0	69341.0	25462.0	44782.0	38476.0	9044.0	1066841.0	324334.0	281298.0	6056018.0	401720.0	17648.0	1097.0
старше трудоспособного	2235071.0	2539849.0	383227.0	17468.0	-	1880264.0	194717.0	3212.0	-	10054.0	6860.0	1723.0	21937.0	20387.0	66514.0	1806753.0	352864.0	8486.0	454.0
Мужчины	4951819.0	5213421.0	2749413.0	24429.0	138949.0	673345.0	144865.0	115926.0	9063.0	38211.0	25599.0	5787.0	1057902.0	229932.0	206794.0	4292030.0	438684.0	13421.0	890.0
из них в возрасте:																			
моложе трудоспособного	701696.0	778339.0	1352.0	95.0	2136.0	3176.0	3663.0	102274.0	-	7822.0	327.0	412.0	653895.0	3187.0	25987.0	574515.0	99818.0	1324.0	52.0
трудоспособном	3545089.0	3616463.0	2590915.0	17613.0	136691.0	104042.0	76231.0	12750.0	9047.0	27271.0	22451.0	4769.0	399259.0	215424.0	150682.0	3182112.0	203272.0	8426.0	597.0
старше трудоспособного	690886.0	811740.0	152116.0	6592.0	-	565846.0	64871.0	847.0	-	3001.0	2782.0	555.0	4330.0	10800.0	22357.0	529375.0	135325.0	3634.0	195.0
Женщины	5430935.0	5770122.0	2374764.0	28551.0	135838.0	1378064.0	194724.0	157144.0	16428.0	30882.0	20397.0	5886.0	1305859.0	121585.0	205100.0	4698815.0	510799.0	15372.0	849.0
из них в возрасте:																			
моложе трудоспособного	663733.0	736689.0	1019.0	101.0	1970.0	3020.0	2618.0	98127.0	-	6226.0	265.0	400.0	620165.0	2778.0	24279.0	543583.0	94564.0	1259.0	48.0
трудоспособном	3212692.0	3300564.0	2139741.0	17479.0	133770.0	60103.0	62162.0	56591.0	16415.0	17511.0	16025.0	4275.0	667582.0	108910.0	130616.0	2873906.0	198448.0	9222.0	500.0
старше трудоспособного	1544185.0	1728109.0	231111.0	10876.0	-	1314418.0	129846.0	2365.0	-	7053.0	4078.0	1168.0	17607.0	9587.0	44157.0	1277378.0	217539.0	4852.0	259.0
Северо-Западный  федеральный округ																			
Городское и сельское население	13974466.0	16907890.0	6342703.0	1058279.0	340233.0	3240258.0	449174.0	1180712.0	108410.0	234258.0	37135.0	12046.0	3680165.0	224517.0	463297.0	10298930.0	3034319.0	172289.0	5631.0
из него в возрасте:																			
моложе трудоспособного	2275023.0	3257946.0	2267.0	17563.0	18191.0	50011.0	23200.0	965503.0	-	42811.0	481.0	1295.0	2128975.0	7649.0	53439.0	1233512.0	941066.0	45785.0	1221.0
