5. ОБЕСПЕЧЕННОСТЬ РАЗЛИЧНЫМИ ВИДАМИ БЛАГОУСТРОЙСТВА ЖИЛОГО ПОМЕЩЕНИЯ НАСЕЛЕНИЯ ЧАСТНЫХ ДОМОХОЗЯЙСТВ,
ПРОЖИВАЮЩИХ В ИНДИВИДУАЛЬНЫХ ДОМАХ, ОТДЕЛЬНЫХ И КОММУНАЛЬНЫХ КВАРТИРАХ1) ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ																
																
	Всего домохозяйств	число домохозяйств, проживающих в помещениях, оборудованных														Число домохозяйств, не указавших виды благоустройства
Домохозяйства, проживающие в индивидуальных домах и квартирах	66826.0	66657.0	691.0	34851.0	26180.0	4941.0	33381.0	28215.0	32244.0	32099.0	22747.0	1409.0	21516.0	21578.0	53.0	14.0
в том числе:																
в индивидуальных домах	56109.0	55980.0	569.0	27448.0	23629.0	360.0	29817.0	25744.0	24392.0	24276.0	16388.0	225.0	16286.0	15449.0	42.0	4.0
в отдельных квартирах	10675.0	10635.0	122.0	7375.0	2545.0	4571.0	3544.0	2459.0	7823.0	7794.0	6345.0	1184.0	5215.0	6115.0	11.0	10.0
в коммунальных квартирах	42.0	42.0	-	28.0	6.0	10.0	20.0	12.0	29.0	29.0	14.0	-	15.0	14.0	-	-
Республика Дагестан																
Городские и сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	516867.0	511332.0	25399.0	336333.0	125832.0	104744.0	81110.0	284554.0	255176.0	195594.0	162057.0	71383.0	21968.0	84161.0	273.0	3608.0
в том числе:																
в индивидуальных домах	364536.0	360646.0	17835.0	206657.0	112634.0	6964.0	68721.0	257752.0	128136.0	73917.0	50563.0	1827.0	15924.0	14283.0	245.0	2429.0
в отдельных квартирах	141008.0	139628.0	6160.0	123457.0	9184.0	97104.0	10499.0	19279.0	122471.0	118456.0	109319.0	69194.0	5446.0	69017.0	23.0	935.0
в коммунальных квартирах	11323.0	11058.0	1404.0	6219.0	4014.0	676.0	1890.0	7523.0	4569.0	3221.0	2175.0	362.0	598.0	861.0	5.0	244.0
Городские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	207573.0	205382.0	5128.0	191738.0	6039.0	101259.0	51480.0	33257.0	190006.0	165596.0	141634.0	70901.0	19263.0	81335.0	177.0	1279.0
в том числе:																
в индивидуальных домах	83460.0	82375.0	833.0	75324.0	4627.0	4182.0	42273.0	27363.0	69708.0	48388.0	33290.0	1380.0	13490.0	11735.0	155.0	587.0
в отдельных квартирах	121028.0	119993.0	4244.0	113487.0	1392.0	96500.0	7803.0	5358.0	117433.0	115017.0	106792.0	69161.0	5211.0	68769.0	17.0	630.0
в коммунальных квартирах	3085.0	3014.0	51.0	2927.0	20.0	577.0	1404.0	536.0	2865.0	2191.0	1552.0	360.0	562.0	831.0	5.0	62.0
Сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	309294.0	305950.0	20271.0	144595.0	119793.0	3485.0	29630.0	251297.0	65170.0	29998.0	20423.0	482.0	2705.0	2826.0	96.0	2329.0
в том числе:																
в индивидуальных домах	281076.0	278271.0	17002.0	131333.0	108007.0	2782.0	26448.0	230389.0	58428.0	25529.0	17273.0	447.0	2434.0	2548.0	90.0	1842.0
в отдельных квартирах	19980.0	19635.0	1916.0	9970.0	7792.0	604.0	2696.0	13921.0	5038.0	3439.0	2527.0	33.0	235.0	248.0	6.0	305.0
в коммунальных квартирах	8238.0	8044.0	1353.0	3292.0	3994.0	99.0	486.0	6987.0	1704.0	1030.0	623.0	2.0	36.0	30.0	-	182.0
Республика Ингушетия																
Городские и сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	49170.0	47860.0	2533.0	44466.0	434.0	4022.0	12749.0	22162.0	34177.0	18201.0	16471.0	544.0	3335.0	3247.0	146.0	907.0
в том числе:																
в индивидуальных домах	37209.0	36333.0	1919.0	33702.0	355.0	1704.0	10263.0	18383.0	25239.0	11736.0	10596.0	164.0	2293.0	2057.0	133.0	549.0
в отдельных квартирах	10769.0	10392.0	477.0	9789.0	60.0	2256.0	2028.0	3344.0	8170.0	5977.0	5424.0	380.0	903.0	1058.0	10.0	307.0
в коммунальных квартирах	1192.0	1135.0	137.0	975.0	19.0	62.0	458.0	435.0	768.0	488.0	451.0	-	139.0	132.0	3.0	51.0
Городские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	22557.0	21998.0	1634.0	20395.0	238.0	2744.0	6416.0	8216.0	18582.0	11858.0	10884.0	461.0	2467.0	2423.0	21.0	436.0
в том числе:																
в индивидуальных домах	15364.0	15066.0	1175.0	13932.0	193.0	654.0	5227.0	6679.0	12252.0	6638.0	6129.0	103.0	1633.0	1444.0	19.0	212.0
в отдельных квартирах	6472.0	6241.0	328.0	5896.0	28.0	2047.0	891.0	1321.0	5793.0	4852.0	4412.0	358.0	729.0	879.0	2.0	194.0
в коммунальных квартирах	721.0	691.0	131.0	567.0	17.0	43.0	298.0	216.0	537.0	368.0	343.0	-	105.0	100.0	-	30.0
Сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	26613.0	25862.0	899.0	24071.0	196.0	1278.0	6333.0	13946.0	15595.0	6343.0	5587.0	83.0	868.0	824.0	125.0	471.0
в том числе:																
в индивидуальных домах	21845.0	21267.0	744.0	19770.0	162.0	1050.0	5036.0	11704.0	12987.0	5098.0	4467.0	61.0	660.0	613.0	114.0	337.0
в отдельных квартирах	4297.0	4151.0	149.0	3893.0	32.0	209.0	1137.0	2023.0	2377.0	1125.0	1012.0	22.0	174.0	179.0	8.0	113.0
в коммунальных квартирах	471.0	444.0	6.0	408.0	2.0	19.0	160.0	219.0	231.0	120.0	108.0	-	34.0	32.0	3.0	21.0
Кабардино–Балкарская Республика																
Городские и сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	214441.0	214010.0	6361.0	196821.0	8980.0	88251.0	110935.0	14073.0	197525.0	182485.0	162617.0	33710.0	125263.0	153160.0	58.0	66.0
в том числе:																
в индивидуальных домах	120393.0	120137.0	720.0	110242.0	7657.0	1655.0	105251.0	12770.0	104938.0	90659.0	72377.0	310.0	69994.0	65649.0	43.0	23.0
в отдельных квартирах	93380.0	93207.0	5623.0	85980.0	1299.0	86418.0	5260.0	1255.0	91967.0	91272.0	89763.0	33326.0	54906.0	87092.0	15.0	41.0
в коммунальных квартирах	668.0	666.0	18.0	599.0	24.0	178.0	424.0	48.0	620.0	554.0	477.0	74.0	363.0	419.0	-	2.0
Городские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	132872.0	132603.0	5619.0	124902.0	1732.0	82939.0	46768.0	2587.0	129824.0	126580.0	122284.0	32136.0	88163.0	117848.0	32.0	52.0
в том числе:																
в индивидуальных домах	46100.0	45993.0	278.0	44095.0	1355.0	852.0	42940.0	2070.0	43637.0	40708.0	37306.0	185.0	36247.0	34975.0	17.0	13.0
в отдельных квартирах	86382.0	86222.0	5329.0	80438.0	372.0	81950.0	3587.0	513.0	85812.0	85507.0	84634.0	31899.0	51646.0	82557.0	15.0	37.0
в коммунальных квартирах	390.0	388.0	12.0	369.0	5.0	137.0	241.0	4.0	375.0	365.0	344.0	52.0	270.0	316.0	-	2.0
Сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	81569.0	81407.0	742.0	71919.0	7248.0	5312.0	64167.0	11486.0	67701.0	55905.0	40333.0	1574.0	37100.0	35312.0	26.0	14.0
в том числе:																
в индивидуальных домах	74293.0	74144.0	442.0	66147.0	6302.0	803.0	62311.0	10700.0	61301.0	49951.0	35071.0	125.0	33747.0	30674.0	26.0	10.0
в отдельных квартирах	6998.0	6985.0	294.0	5542.0	927.0	4468.0	1673.0	742.0	6155.0	5765.0	5129.0	1427.0	3260.0	4535.0	-	4.0
в коммунальных квартирах	278.0	278.0	6.0	230.0	19.0	41.0	183.0	44.0	245.0	189.0	133.0	22.0	93.0	103.0	-	-
Республика Калмыкия																
Городские и сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	82442.0	82094.0	1483.0	58644.0	22521.0	22084.0	36723.0	23012.0	34891.0	27912.0	26199.0	7710.0	14796.0	21848.0	18.0	153.0
в том числе:																
в индивидуальных домах	40645.0	40447.0	502.0	26228.0	13766.0	455.0	25301.0	14544.0	10812.0	6167.0	5174.0	49.0	3718.0	3305.0	15.0	72.0
в отдельных квартирах	41362.0	41216.0	972.0	32131.0	8611.0	21575.0	11198.0	8323.0	23842.0	21616.0	20915.0	7653.0	11001.0	18466.0	3.0	79.0
в коммунальных квартирах	435.0	431.0	9.0	285.0	144.0	54.0	224.0	145.0	237.0	129.0	110.0	8.0	77.0	77.0	-	2.0
Городские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	35006.0	34892.0	600.0	34054.0	542.0	18965.0	14876.0	899.0	28646.0	24417.0	23146.0	7699.0	13653.0	20726.0	8.0	64.0
в том числе:																
в индивидуальных домах	12791.0	12740.0	73.0	12215.0	389.0	245.0	11774.0	630.0	7852.0	4571.0	3783.0	47.0	3118.0	2724.0	6.0	27.0
в отдельных квартирах	21958.0	21897.0	525.0	21594.0	145.0	18680.0	2910.0	252.0	20582.0	19737.0	19269.0	7644.0	10459.0	17925.0	2.0	35.0
в коммунальных квартирах	257.0	255.0	2.0	245.0	8.0	40.0	192.0	17.0	212.0	109.0	94.0	8.0	76.0	77.0	-	2.0
Сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	47436.0	47202.0	883.0	24590.0	21979.0	3119.0	21847.0	22113.0	6245.0	3495.0	3053.0	11.0	1143.0	1122.0	10.0	89.0
в том числе:																
в индивидуальных домах	27854.0	27707.0	429.0	14013.0	13377.0	210.0	13527.0	13914.0	2960.0	1596.0	1391.0	2.0	600.0	581.0	9.0	45.0
в отдельных квартирах	19404.0	19319.0	447.0	10537.0	8466.0	2895.0	8288.0	8071.0	3260.0	1879.0	1646.0	9.0	542.0	541.0	1.0	44.0
в коммунальных квартирах	178.0	176.0	7.0	40.0	136.0	14.0	32.0	128.0	25.0	20.0	16.0	-	1.0	-	-	-
Карачаево-Черкесская Республика																
Городские и сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	119746.0	119025.0	3796.0	86531.0	25099.0	43741.0	44095.0	28215.0	85475.0	71013.0	65576.0	26572.0	29160.0	53075.0	70.0	355.0
в том числе:																
в индивидуальных домах	72613.0	72155.0	602.0	47666.0	20964.0	1795.0	41446.0	26599.0	40234.0	26836.0	22410.0	466.0	15921.0	14854.0	67.0	203.0
в отдельных квартирах	46794.0	46537.0	3187.0	38586.0	4087.0	41797.0	2515.0	1575.0	44952.0	43928.0	42928.0	26074.0	13089.0	38050.0	3.0	148.0
в коммунальных квартирах	339.0	333.0	7.0	279.0	48.0	149.0	134.0	41.0	289.0	249.0	238.0	32.0	150.0	171.0	-	4.0
Городские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	56270.0	55935.0	3079.0	47567.0	4583.0	36615.0	15044.0	3161.0	52754.0	47810.0	46309.0	24000.0	17983.0	40368.0	37.0	198.0
в том числе:																
в индивидуальных домах	17974.0	17834.0	106.0	15177.0	2078.0	453.0	13836.0	2830.0	14920.0	10458.0	9516.0	275.0	7381.0	6947.0	35.0	71.0
в отдельных квартирах	38054.0	37861.0	2966.0	32192.0	2469.0	36053.0	1108.0	303.0	37615.0	37157.0	36604.0	23694.0	10473.0	33270.0	2.0	127.0
в коммунальных квартирах	242.0	240.0	7.0	198.0	36.0	109.0	100.0	28.0	219.0	195.0	189.0	31.0	129.0	151.0	-	-
Сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	63476.0	63090.0	717.0	38964.0	20516.0	7126.0	29051.0	25054.0	32721.0	23203.0	19267.0	2572.0	11177.0	12707.0	33.0	157.0
в том числе:																
в индивидуальных домах	54639.0	54321.0	496.0	32489.0	18886.0	1342.0	27610.0	23769.0	25314.0	16378.0	12894.0	191.0	8540.0	7907.0	32.0	132.0
в отдельных квартирах	8740.0	8676.0	221.0	6394.0	1618.0	5744.0	1407.0	1272.0	7337.0	6771.0	6324.0	2380.0	2616.0	4780.0	1.0	21.0
в коммунальных квартирах	97.0	93.0	-	81.0	12.0	40.0	34.0	13.0	70.0	54.0	49.0	1.0	21.0	20.0	-	4.0
Республика Северная Осетия – Алания																
Городские и сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	187551.0	186244.0	8549.0	167828.0	6771.0	87255.0	64758.0	29617.0	178152.0	163984.0	148575.0	48840.0	79169.0	123446.0	317.0	567.0
в том числе:																
в индивидуальных домах	84354.0	83690.0	1050.0	75058.0	4874.0	1671.0	57433.0	22211.0	77218.0	64284.0	52602.0	573.0	37143.0	35823.0	261.0	214.0
в отдельных квартирах	102423.0	101800.0	7450.0	92129.0	1895.0	85217.0	7094.0	7279.0	100246.0	99052.0	95465.0	48097.0	41729.0	87198.0	54.0	337.0
в коммунальных квартирах	774.0	754.0	49.0	641.0	2.0	367.0	231.0	127.0	688.0	648.0	508.0	170.0	297.0	425.0	2.0	16.0
Городские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	133082.0	132263.0	7643.0	122100.0	1517.0	83263.0	33287.0	13326.0	130698.0	126032.0	119642.0	48521.0	61115.0	106187.0	91.0	430.0
в том числе:																
в индивидуальных домах	37141.0	36921.0	394.0	35165.0	568.0	1099.0	27844.0	7194.0	35857.0	32002.0	28637.0	453.0	22327.0	21809.0	39.0	100.0
в отдельных квартирах	95334.0	94754.0	7204.0	86450.0	949.0	81812.0	5316.0	6034.0	94292.0	93500.0	90589.0	47898.0	38552.0	84012.0	50.0	315.0
в коммунальных квартирах	607.0	588.0	45.0	485.0	-	352.0	127.0	98.0	549.0	530.0	416.0	170.0	236.0	366.0	2.0	15.0
Сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	54469.0	53981.0	906.0	45728.0	5254.0	3992.0	31471.0	16291.0	47454.0	37952.0	28933.0	319.0	18054.0	17259.0	226.0	137.0
в том числе:																
в индивидуальных домах	47213.0	46769.0	656.0	39893.0	4306.0	572.0	29589.0	15017.0	41361.0	32282.0	23965.0	120.0	14816.0	14014.0	222.0	114.0
