9. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ПОЛУ И СОСТОЯНИЮ В БРАКЕ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ																
																
																
	Мужчины в возрасте 16 лет и более, включая мужчин до 16 лет, указавших состояние в браке	в том числе							Женщины в возрасте 16 лет и более, включая женщин до 16 лет, указавших состояние в браке	в том числе						
Осетины	60508.0	34828.0	31792.0	3036.0	20373.0	2625.0	2677.0	5.0	66171.0	33328.0	30394.0	2934.0	15233.0	14047.0	3559.0	4.0
Русские	13563.0	7713.0	7118.0	595.0	4408.0	553.0	885.0	4.0	16611.0	9000.0	8262.0	738.0	2371.0	3868.0	1372.0	-
Ингуши	5852.0	2840.0	2618.0	222.0	2810.0	98.0	103.0	1.0	6740.0	2915.0	2647.0	268.0	2630.0	933.0	261.0	1.0
Армяне	469.0	294.0	271.0	23.0	136.0	19.0	20.0	-	450.0	279.0	249.0	30.0	74.0	60.0	37.0	-
Кумыки	3330.0	2203.0	1921.0	282.0	919.0	69.0	139.0	-	3522.0	2137.0	1873.0	264.0	681.0	460.0	244.0	-
Грузины	959.0	593.0	526.0	67.0	282.0	39.0	45.0	-	1138.0	665.0	608.0	57.0	215.0	196.0	62.0	-
Чеченская Республика																
Все население	342534.0	195855.0	163491.0	32364.0	120943.0	8238.0	9879.0	7619.0	375086.0	198510.0	163818.0	34692.0	88618.0	55415.0	25310.0	7233.0
Чеченцы	298566.0	183414.0	152194.0	31220.0	91974.0	7587.0	8525.0	7066.0	356632.0	188780.0	155327.0	33453.0	85367.0	51954.0	23597.0	6934.0
Русские	30305.0	6143.0	5746.0	397.0	22525.0	373.0	957.0	307.0	8541.0	4110.0	3649.0	461.0	1348.0	1930.0	1033.0	120.0
Ногайцы	1264.0	795.0	729.0	66.0	395.0	41.0	31.0	2.0	1323.0	833.0	760.0	73.0	240.0	191.0	55.0	4.0
Ингуши	846.0	436.0	384.0	52.0	331.0	29.0	36.0	14.0	1250.0	562.0	463.0	99.0	357.0	228.0	82.0	21.0
Городское население	111087.0	64252.0	55979.0	8273.0	37346.0	3463.0	3541.0	2485.0	129290.0	65154.0	56183.0	8971.0	33263.0	19928.0	8206.0	2739.0
Чеченцы	100943.0	61331.0	53258.0	8073.0	30954.0	3210.0	3133.0	2315.0	124252.0	62858.0	54136.0	8722.0	32254.0	18813.0	7684.0	2643.0
Русские	7388.0	1845.0	1732.0	113.0	4926.0	189.0	308.0	120.0	3071.0	1378.0	1239.0	139.0	510.0	753.0	381.0	49.0
Ногайцы	8.0	3.0	3.0	-	5.0	-	-	-	3.0	1.0	1.0	-	1.0	-	1.0	-
Ингуши	643.0	335.0	306.0	29.0	245.0	24.0	27.0	12.0	876.0	368.0	328.0	40.0	278.0	150.0	64.0	16.0
Сельское население	231447.0	131603.0	107512.0	24091.0	83597.0	4775.0	6338.0	5134.0	245796.0	133356.0	107635.0	25721.0	55355.0	35487.0	17104.0	4494.0
Чеченцы	197623.0	122083.0	98936.0	23147.0	61020.0	4377.0	5392.0	4751.0	232380.0	125922.0	101191.0	24731.0	53113.0	33141.0	15913.0	4291.0
Русские	22917.0	4298.0	4014.0	284.0	17599.0	184.0	649.0	187.0	5470.0	2732.0	2410.0	322.0	838.0	1177.0	652.0	71.0
Ногайцы	1256.0	792.0	726.0	66.0	390.0	41.0	31.0	2.0	1320.0	832.0	759.0	73.0	239.0	191.0	54.0	4.0
Ингуши	203.0	101.0	78.0	23.0	86.0	5.0	9.0	2.0	374.0	194.0	135.0	59.0	79.0	78.0	18.0	5.0
Краснодарский край																
Все население	1908114.0	1226440.0	1124480.0	101960.0	448207.0	72438.0	156646.0	4383.0	2290477.0	1233365.0	1131083.0	102282.0	355283.0	424101.0	272926.0	4802.0
Русские	1626161.0	1036153.0	950916.0	85237.0	388729.0	61499.0	139360.0	420.0	1996354.0	1064095.0	975563.0	88532.0	313720.0	373155.0	245113.0	271.0
Армяне	110324.0	73018.0	67194.0	5824.0	27743.0	3506.0	6045.0	12.0	104953.0	62556.0	58210.0	4346.0	19890.0	14094.0	8403.0	10.0
Украинцы	53604.0	41347.0	38382.0	2965.0	4738.0	3382.0	4128.0	9.0	72598.0	40829.0	37824.0	3005.0	4497.0	18865.0	8398.0	9.0
Греки	11051.0	7131.0	6656.0	475.0	2708.0	485.0	724.0	3.0	11040.0	5745.0	5368.0	377.0	2177.0	1982.0	1135.0	1.0
Белорусы	10264.0	7970.0	7395.0	575.0	958.0	568.0	767.0	1.0	14791.0	8598.0	7944.0	654.0	910.0	3650.0	1633.0	-
Татары	10777.0	6726.0	6161.0	565.0	2860.0	369.0	811.0	11.0	11446.0	6590.0	6103.0	487.0	1682.0	1749.0	1422.0	3.0
Грузины	10017.0	6605.0	5755.0	850.0	2273.0	326.0	801.0	12.0	6548.0	3641.0	3266.0	375.0	1365.0	839.0	700.0	3.0
Немцы	7516.0	5211.0	4740.0	471.0	1554.0	296.0	455.0	-	8472.0	4985.0	4517.0	468.0	1232.0	1345.0	910.0	-
Адыгейцы	6189.0	3767.0	3486.0	281.0	1922.0	154.0	342.0	4.0	6676.0	3523.0	3325.0	198.0	1607.0	844.0	702.0	-
Азербайджанцы	5660.0	3922.0	3450.0	472.0	1268.0	118.0	350.0	2.0	3384.0	2258.0	2025.0	233.0	683.0	204.0	239.0	-
Цыгане	3423.0	2195.0	1438.0	757.0	954.0	78.0	196.0	-	3576.0	2077.0	1380.0	697.0	873.0	394.0	231.0	1.0
Молдаване	2969.0	2064.0	1837.0	227.0	399.0	144.0	210.0	152.0	2994.0	1799.0	1629.0	170.0	321.0	564.0	309.0	1.0
Курды	1683.0	1156.0	975.0	181.0	459.0	37.0	31.0	-	1617.0	1103.0	930.0	173.0	309.0	136.0	69.0	-
Шапсуги	1253.0	773.0	745.0	28.0	369.0	53.0	58.0	-	1279.0	686.0	667.0	19.0	290.0	223.0	80.0	-
Турки-месхетинцы	62.0	36.0	28.0	8.0	17.0	3.0	6.0	-	28.0	15.0	11.0	4.0	8.0	3.0	2.0	-
Городское население	1029430.0	638353.0	594845.0	43508.0	256715.0	39473.0	91109.0	3780.0	1257703.0	641559.0	598018.0	43541.0	217286.0	221374.0	173203.0	4281.0
Русские	869707.0	533534.0	497705.0	35829.0	222400.0	33161.0	80239.0	373.0	1095589.0	552978.0	515075.0	37903.0	193074.0	193709.0	155611.0	217.0
Армяне	61959.0	40483.0	37490.0	2993.0	15500.0	2059.0	3909.0	8.0	58864.0	33753.0	31636.0	2117.0	11494.0	8088.0	5520.0	9.0
Украинцы	31652.0	24092.0	22808.0	1284.0	2907.0	2069.0	2575.0	9.0	41285.0	22465.0	21216.0	1249.0	2938.0	10456.0	5418.0	8.0
Греки	7544.0	4756.0	4485.0	271.0	1893.0	354.0	538.0	3.0	7564.0	3786.0	3572.0	214.0	1555.0	1370.0	852.0	1.0
Белорусы	5662.0	4395.0	4144.0	251.0	514.0	294.0	458.0	1.0	7825.0	4481.0	4243.0	238.0	539.0	1796.0	1009.0	-
Татары	5864.0	3468.0	3213.0	255.0	1731.0	185.0	469.0	11.0	6160.0	3429.0	3201.0	228.0	960.0	902.0	866.0	3.0
Грузины	6726.0	4403.0	3899.0	504.0	1535.0	201.0	575.0	12.0	4460.0	2412.0	2192.0	220.0	951.0	592.0	502.0	3.0
Немцы	3155.0	2126.0	1986.0	140.0	682.0	136.0	211.0	-	3452.0	1930.0	1781.0	149.0	569.0	554.0	399.0	-
Адыгейцы	4517.0	2725.0	2534.0	191.0	1435.0	107.0	246.0	4.0	5009.0	2518.0	2391.0	127.0	1320.0	583.0	588.0	-
Азербайджанцы	2965.0	1995.0	1796.0	199.0	679.0	57.0	232.0	2.0	1520.0	992.0	920.0	72.0	316.0	87.0	125.0	-
Цыгане	1221.0	804.0	565.0	239.0	318.0	20.0	79.0	-	1270.0	694.0	500.0	194.0	324.0	164.0	88.0	-
Молдаване	1536.0	971.0	879.0	92.0	232.0	72.0	110.0	151.0	1350.0	790.0	733.0	57.0	172.0	217.0	170.0	1.0
Курды	219.0	146.0	128.0	18.0	68.0	2.0	3.0	-	161.0	113.0	102.0	11.0	34.0	10.0	4.0	-
Шапсуги	318.0	197.0	190.0	7.0	97.0	7.0	17.0	-	324.0	172.0	165.0	7.0	67.0	58.0	27.0	-
Турки-месхетинцы	31.0	12.0	10.0	2.0	13.0	2.0	4.0	-	12.0	6.0	6.0	-	4.0	1.0	1.0	-
Сельское население	878684.0	588087.0	529635.0	58452.0	191492.0	32965.0	65537.0	603.0	1032774.0	591806.0	533065.0	58741.0	137997.0	202727.0	99723.0	521.0
Русские	756454.0	502619.0	453211.0	49408.0	166329.0	28338.0	59121.0	47.0	900765.0	511117.0	460488.0	50629.0	120646.0	179446.0	89502.0	54.0
Армяне	48365.0	32535.0	29704.0	2831.0	12243.0	1447.0	2136.0	4.0	46089.0	28803.0	26574.0	2229.0	8396.0	6006.0	2883.0	1.0
Украинцы	21952.0	17255.0	15574.0	1681.0	1831.0	1313.0	1553.0	-	31313.0	18364.0	16608.0	1756.0	1559.0	8409.0	2980.0	1.0
Греки	3507.0	2375.0	2171.0	204.0	815.0	131.0	186.0	-	3476.0	1959.0	1796.0	163.0	622.0	612.0	283.0	-
Белорусы	4602.0	3575.0	3251.0	324.0	444.0	274.0	309.0	-	6966.0	4117.0	3701.0	416.0	371.0	1854.0	624.0	-
Татары	4913.0	3258.0	2948.0	310.0	1129.0	184.0	342.0	-	5286.0	3161.0	2902.0	259.0	722.0	847.0	556.0	-
Грузины	3291.0	2202.0	1856.0	346.0	738.0	125.0	226.0	-	2088.0	1229.0	1074.0	155.0	414.0	247.0	198.0	-
Немцы	4361.0	3085.0	2754.0	331.0	872.0	160.0	244.0	-	5020.0	3055.0	2736.0	319.0	663.0	791.0	511.0	-
Адыгейцы	1672.0	1042.0	952.0	90.0	487.0	47.0	96.0	-	1667.0	1005.0	934.0	71.0	287.0	261.0	114.0	-
Азербайджанцы	2695.0	1927.0	1654.0	273.0	589.0	61.0	118.0	-	1864.0	1266.0	1105.0	161.0	367.0	117.0	114.0	-
Цыгане	2202.0	1391.0	873.0	518.0	636.0	58.0	117.0	-	2306.0	1383.0	880.0	503.0	549.0	230.0	143.0	1.0
Молдаване	1433.0	1093.0	958.0	135.0	167.0	72.0	100.0	1.0	1644.0	1009.0	896.0	113.0	149.0	347.0	139.0	-
Курды	1464.0	1010.0	847.0	163.0	391.0	35.0	28.0	-	1456.0	990.0	828.0	162.0	275.0	126.0	65.0	-
Шапсуги	935.0	576.0	555.0	21.0	272.0	46.0	41.0	-	955.0	514.0	502.0	12.0	223.0	165.0	53.0	-
Турки-месхетинцы	31.0	24.0	18.0	6.0	4.0	1.0	2.0	-	16.0	9.0	5.0	4.0	4.0	2.0	1.0	-
Ставропольский край																
Все население	1013375.0	632464.0	581305.0	51159.0	264657.0	36565.0	79682.0	7.0	1201481.0	634816.0	583728.0	51088.0	213075.0	215614.0	137965.0	11.0
Русские	815568.0	505308.0	465822.0	39486.0	211582.0	30102.0	68569.0	7.0	1007937.0	521710.0	480308.0	41402.0	175819.0	188227.0	122172.0	9.0
Армяне	60762.0	38866.0	36191.0	2675.0	16152.0	2099.0	3645.0	-	56008.0	32574.0	30709.0	1865.0	11311.0	7636.0	4487.0	-
Украинцы	18065.0	13659.0	12719.0	940.0	1841.0	1179.0	1386.0	-	25645.0	14515.0	13502.0	1013.0	1734.0	6422.0	2973.0	1.0
Даргинцы	13854.0	9107.0	8089.0	1018.0	4319.0	158.0	270.0	-	12405.0	8455.0	7603.0	852.0	3053.0	524.0	373.0	-
Греки	13470.0	8948.0	8426.0	522.0	3456.0	403.0	663.0	-	13533.0	7936.0	7475.0	461.0	2721.0	1909.0	967.0	-
Ногайцы	7058.0	4413.0	3865.0	548.0	2094.0	180.0	371.0	-	7866.0	4389.0	3795.0	594.0	1791.0	1089.0	597.0	-
Цыгане	5196.0	3676.0	2723.0	953.0	1186.0	127.0	207.0	-	5589.0	3622.0	2666.0	956.0	1271.0	468.0	228.0	-
Карачаевцы	6181.0	3093.0	2779.0	314.0	2610.0	148.0	330.0	-	5680.0	2643.0	2449.0	194.0	2066.0	557.0	414.0	-
Азербайджанцы	7568.0	4766.0	4251.0	515.0	1863.0	312.0	627.0	-	4219.0	2672.0	2444.0	228.0	865.0	325.0	357.0	-
Туркмены	4892.0	3154.0	2952.0	202.0	1410.0	149.0	179.0	-	5029.0	3090.0	2880.0	210.0	1009.0	647.0	283.0	-
Чеченцы	4853.0	2713.0	2113.0	600.0	1855.0	85.0	200.0	-	4053.0	2269.0	1774.0	495.0	1251.0	310.0	223.0	-
Белорусы	4322.0	3281.0	3040.0	241.0	486.0	224.0	331.0	-	6532.0	3753.0	3464.0	289.0	411.0	1643.0	724.0	1.0
Турки	2346.0	1667.0	1555.0	112.0	609.0	43.0	27.0	-	2229.0	1614.0	1514.0	100.0	373.0	178.0	64.0	-
Городское население	572762.0	342858.0	319134.0	23724.0	160575.0	20567.0	48758.0	4.0	698296.0	345385.0	321689.0	23696.0	138320.0	119141.0	95446.0	4.0
Русские	473096.0	281206.0	262268.0	18938.0	133002.0	16891.0	41993.0	4.0	602933.0	294182.0	273911.0	20271.0	118645.0	104563.0	85540.0	3.0
Армяне	39424.0	24857.0	23230.0	1627.0	10486.0	1420.0	2661.0	-	36271.0	20101.0	19025.0	1076.0	7686.0	5113.0	3371.0	-
Украинцы	11876.0	8940.0	8423.0	517.0	1221.0	777.0	938.0	-	16358.0	8955.0	8467.0	488.0	1244.0	4022.0	2137.0	-
Даргинцы	1721.0	934.0	816.0	118.0	705.0	27.0	55.0	-	1318.0	726.0	668.0	58.0	453.0	63.0	76.0	-
Греки	5249.0	3388.0	3218.0	170.0	1395.0	169.0	297.0	-	5430.0	2862.0	2726.0	136.0	1229.0	832.0	507.0	-
Ногайцы	1061.0	534.0	487.0	47.0	450.0	25.0	52.0	-	1274.0	524.0	477.0	47.0	525.0	83.0	142.0	-
Цыгане	1903.0	1401.0	1058.0	343.0	392.0	44.0	66.0	-	2123.0	1387.0	1036.0	351.0	493.0	165.0	78.0	-
Карачаевцы	3623.0	1709.0	1535.0	174.0	1638.0	71.0	205.0	-	3318.0	1407.0	1303.0	104.0	1352.0	296.0	263.0	-
Азербайджанцы	5082.0	3075.0	2756.0	319.0	1231.0	260.0	516.0	-	2481.0	1489.0	1379.0	110.0	519.0	214.0	259.0	-
Туркмены	429.0	176.0	163.0	13.0	224.0	8.0	21.0	-	506.0	174.0	155.0	19.0	267.0	14.0	51.0	-
Чеченцы	1358.0	642.0	522.0	120.0	623.0	20.0	73.0	-	920.0	450.0	385.0	65.0	342.0	59.0	69.0	-
Белорусы	2515.0	1923.0	1808.0	115.0	256.0	132.0	204.0	-	3643.0	2026.0	1905.0	121.0	259.0	883.0	474.0	1.0
Турки	201.0	120.0	110.0	10.0	69.0	4.0	8.0	-	176.0	117.0	113.0	4.0	35.0	15.0	9.0	-
Сельское население	440613.0	289606.0	262171.0	27435.0	104082.0	15998.0	30924.0	3.0	503185.0	289431.0	262039.0	27392.0	74755.0	96473.0	42519.0	7.0
Русские	342472.0	224102.0	203554.0	20548.0	78580.0	13211.0	26576.0	3.0	405004.0	227528.0	206397.0	21131.0	57174.0	83664.0	36632.0	6.0
Армяне	21338.0	14009.0	12961.0	1048.0	5666.0	679.0	984.0	-	19737.0	12473.0	11684.0	789.0	3625.0	2523.0	1116.0	-
Украинцы	6189.0	4719.0	4296.0	423.0	620.0	402.0	448.0	-	9287.0	5560.0	5035.0	525.0	490.0	2400.0	836.0	1.0
Даргинцы	12133.0	8173.0	7273.0	900.0	3614.0	131.0	215.0	-	11087.0	7729.0	6935.0	794.0	2600.0	461.0	297.0	-
Греки	8221.0	5560.0	5208.0	352.0	2061.0	234.0	366.0	-	8103.0	5074.0	4749.0	325.0	1492.0	1077.0	460.0	-
Ногайцы	5997.0	3879.0	3378.0	501.0	1644.0	155.0	319.0	-	6592.0	3865.0	3318.0	547.0	1266.0	1006.0	455.0	-
Цыгане	3293.0	2275.0	1665.0	610.0	794.0	83.0	141.0	-	3466.0	2235.0	1630.0	605.0	778.0	303.0	150.0	-
Карачаевцы	2558.0	1384.0	1244.0	140.0	972.0	77.0	125.0	-	2362.0	1236.0	1146.0	90.0	714.0	261.0	151.0	-
Азербайджанцы	2486.0	1691.0	1495.0	196.0	632.0	52.0	111.0	-	1738.0	1183.0	1065.0	118.0	346.0	111.0	98.0	-
Туркмены	4463.0	2978.0	2789.0	189.0	1186.0	141.0	158.0	-	4523.0	2916.0	2725.0	191.0	742.0	633.0	232.0	-
Чеченцы	3495.0	2071.0	1591.0	480.0	1232.0	65.0	127.0	-	3133.0	1819.0	1389.0	430.0	909.0	251.0	154.0	-
Белорусы	1807.0	1358.0	1232.0	126.0	230.0	92.0	127.0	-	2889.0	1727.0	1559.0	168.0	152.0	760.0	250.0	-
Турки	2145.0	1547.0	1445.0	102.0	540.0	39.0	19.0	-	2053.0	1497.0	1401.0	96.0	338.0	163.0	55.0	-
Астраханская область																
Все население	370905.0	232941.0	213470.0	19471.0	97825.0	12126.0	27156.0	857.0	435265.0	234766.0	215240.0	19526.0	76140.0	75889.0	47415.0	1055.0
Русские	259478.0	161896.0	148436.0	13460.0	66788.0	9250.0	21359.0	185.0	313799.0	166413.0	152402.0	14011.0	51345.0	57953.0	37888.0	200.0
Казахи	49530.0	31270.0	29242.0	2028.0	15046.0	1131.0	2055.0	28.0	55942.0	31766.0	29536.0	2230.0	12977.0	7736.0	3445.0	18.0
Татары	25832.0	15969.0	14841.0	1128.0	6970.0	830.0	2038.0	25.0	32338.0	16634.0	15369.0	1265.0	5893.0	6167.0	3622.0	22.0
Украинцы	5475.0	4295.0	3927.0	368.0	558.0	234.0	388.0	-	6258.0	3807.0	3551.0	256.0	501.0	1202.0	747.0	1.0
Чеченцы	3373.0	2025.0	1605.0	420.0	1224.0	45.0	79.0	-	3011.0	1864.0	1495.0	369.0	760.0	234.0	153.0	-
Калмыки	2750.0	1461.0	1357.0	104.0	1016.0	137.0	136.0	-	2810.0	1361.0	1251.0	110.0	828.0	447.0	173.0	1.0
Городское население	252953.0	156238.0	143582.0	12656.0	67580.0	8312.0	20020.0	803.0	303507.0	157727.0	145066.0	12661.0	54414.0	51940.0	38418.0	1008.0
Русские	197649.0	121379.0	111823.0	9556.0	52490.0	6868.0	16751.0	161.0	242799.0	125617.0	115568.0	10049.0	41387.0	43349.0	32264.0	182.0
Казахи	16232.0	10056.0	9430.0	626.0	5069.0	338.0	757.0	12.0	19589.0	10204.0	9505.0	699.0	5584.0	2122.0	1674.0	5.0
Татары	15511.0	9188.0	8487.0	701.0	4391.0	534.0	1378.0	20.0	20087.0	9600.0	8805.0	795.0	3816.0	3965.0	2691.0	15.0
Украинцы	4614.0	3662.0	3382.0	280.0	450.0	194.0	308.0	-	4991.0	2970.0	2809.0	161.0	412.0	965.0	643.0	1.0
Чеченцы	1061.0	614.0	483.0	131.0	402.0	12.0	33.0	-	876.0	497.0	411.0	86.0	250.0	63.0	66.0	-
Калмыки	851.0	391.0	373.0	18.0	394.0	25.0	41.0	-	956.0	353.0	329.0	24.0	431.0	99.0	73.0	-
Сельское население	117952.0	76703.0	69888.0	6815.0	30245.0	3814.0	7136.0	54.0	131758.0	77039.0	70174.0	6865.0	21726.0	23949.0	8997.0	47.0
Русские	61829.0	40517.0	36613.0	3904.0	14298.0	2382.0	4608.0	24.0	71000.0	40796.0	36834.0	3962.0	9958.0	14604.0	5624.0	18.0
Казахи	33298.0	21214.0	19812.0	1402.0	9977.0	793.0	1298.0	16.0	36353.0	21562.0	20031.0	1531.0	7393.0	5614.0	1771.0	13.0
Татары	10321.0	6781.0	6354.0	427.0	2579.0	296.0	660.0	5.0	12251.0	7034.0	6564.0	470.0	2077.0	2202.0	931.0	7.0
Украинцы	861.0	633.0	545.0	88.0	108.0	40.0	80.0	-	1267.0	837.0	742.0	95.0	89.0	237.0	104.0	-
Чеченцы	2312.0	1411.0	1122.0	289.0	822.0	33.0	46.0	-	2135.0	1367.0	1084.0	283.0	510.0	171.0	87.0	-
Калмыки	1899.0	1070.0	984.0	86.0	622.0	112.0	95.0	-	1854.0	1008.0	922.0	86.0	397.0	348.0	100.0	1.0
Волгоградская область																
Все население	1013618.0	638317.0	580376.0	57941.0	245506.0	37430.0	89365.0	3000.0	1212649.0	640139.0	582795.0	57344.0	199066.0	217609.0	152487.0	3348.0
Русские	892553.0	558115.0	509537.0	48578.0	218435.0	33433.0	82050.0	520.0	1087493.0	567339.0	517979.0	49360.0	181220.0	197333.0	141038.0	563.0
Украинцы	23693.0	18459.0	16943.0	1516.0	2094.0	1395.0	1743.0	2.0	29917.0	17157.0	15700.0	1457.0	1925.0	7303.0	3527.0	5.0
Казахи	16003.0	9852.0	8717.0	1135.0	5024.0	370.0	754.0	3.0	17495.0	9948.0	8721.0	1227.0	4165.0	2237.0	1144.0	1.0
Татары	11637.0	7264.0	6584.0	680.0	2976.0	363.0	1029.0	5.0	13005.0	7042.0	6424.0	618.0	2026.0	2309.0	1628.0	-
Армяне	11222.0	7616.0	6777.0	839.0	2791.0	276.0	518.0	21.0	8795.0	5817.0	5361.0	456.0	1604.0	846.0	520.0	8.0
Немцы	6720.0	4599.0	4168.0	431.0	1473.0	209.0	438.0	1.0	7407.0	4430.0	4012.0	418.0	1094.0	1118.0	764.0	1.0
Азербайджанцы	6059.0	4290.0	3623.0	667.0	1377.0	66.0	316.0	10.0	3545.0	2706.0	2445.0	261.0	576.0	109.0	151.0	3.0
Чеченцы	4482.0	2489.0	1808.0	681.0	1796.0	58.0	139.0	-	3501.0	2050.0	1541.0	509.0	1035.0	259.0	157.0	-
Белорусы	5078.0	3994.0	3635.0	359.0	455.0	253.0	374.0	2.0	6676.0	4029.0	3698.0	331.0	366.0	1556.0	723.0	2.0
Чуваши	3030.0	1975.0	1697.0	278.0	684.0	166.0	202.0	3.0	4861.0	2896.0	2443.0	453.0	512.0	947.0	506.0	-
Марийцы	2078.0	1323.0	1111.0	212.0	531.0	77.0	147.0	-	3496.0	2081.0	1704.0	377.0	434.0	628.0	353.0	-
Городское население	765924.0	473659.0	434013.0	39646.0	190250.0	28036.0	71079.0	2900.0	930481.0	475019.0	435924.0	39095.0	160144.0	161534.0	130529.0	3255.0
Русские	690899.0	424475.0	389962.0	34513.0	174218.0	25513.0	66196.0	497.0	855550.0	433195.0	397916.0	35279.0	149831.0	149569.0	122416.0	539.0
Украинцы	16586.0	12939.0	12018.0	921.0	1351.0	1020.0	1274.0	2.0	21062.0	11783.0	10943.0	840.0	1385.0	5088.0	2801.0	5.0
Казахи	3519.0	1903.0	1713.0	190.0	1330.0	66.0	218.0	2.0	4074.0	1938.0	1715.0	223.0	1341.0	368.0	426.0	1.0
Татары	8069.0	4939.0	4500.0	439.0	2122.0	244.0	759.0	5.0	9167.0	4813.0	4423.0	390.0	1500.0	1567.0	1287.0	-
Армяне	9500.0	6490.0	5827.0	663.0	2330.0	234.0	425.0	21.0	7576.0	4992.0	4638.0	354.0	1383.0	739.0	454.0	8.0
Немцы	3459.0	2305.0	2101.0	204.0	775.0	110.0	268.0	1.0	3760.0	2120.0	1948.0	172.0	601.0	562.0	477.0	-
Азербайджанцы	4826.0	3436.0	2911.0	525.0	1076.0	50.0	254.0	10.0	2780.0	2157.0	1948.0	209.0	419.0	83.0	120.0	1.0
Чеченцы	1189.0	635.0	461.0	174.0	487.0	6.0	61.0	-	737.0	421.0	341.0	80.0	213.0	46.0	57.0	-
Белорусы	3572.0	2826.0	2617.0	209.0	298.0	167.0	279.0	2.0	4577.0	2669.0	2482.0	187.0	255.0	1083.0	568.0	2.0
Чуваши	1311.0	824.0	742.0	82.0	319.0	78.0	89.0	1.0	1819.0	1013.0	896.0	117.0	187.0	341.0	278.0	-
Марийцы	623.0	403.0	353.0	50.0	151.0	18.0	51.0	-	1009.0	598.0	509.0	89.0	109.0	148.0	154.0	-
Сельское население	247694.0	164658.0	146363.0	18295.0	55256.0	9394.0	18286.0	100.0	282168.0	165120.0	146871.0	18249.0	38922.0	56075.0	21958.0	93.0
Русские	201654.0	133640.0	119575.0	14065.0	44217.0	7920.0	15854.0	23.0	231943.0	134144.0	120063.0	14081.0	31389.0	47764.0	18622.0	24.0
Украинцы	7107.0	5520.0	4925.0	595.0	743.0	375.0	469.0	-	8855.0	5374.0	4757.0	617.0	540.0	2215.0	726.0	-
Казахи	12484.0	7949.0	7004.0	945.0	3694.0	304.0	536.0	1.0	13421.0	8010.0	7006.0	1004.0	2824.0	1869.0	718.0	-
Татары	3568.0	2325.0	2084.0	241.0	854.0	119.0	270.0	-	3838.0	2229.0	2001.0	228.0	526.0	742.0	341.0	-
Армяне	1722.0	1126.0	950.0	176.0	461.0	42.0	93.0	-	1219.0	825.0	723.0	102.0	221.0	107.0	66.0	-
Немцы	3261.0	2294.0	2067.0	227.0	698.0	99.0	170.0	-	3647.0	2310.0	2064.0	246.0	493.0	556.0	287.0	1.0
Азербайджанцы	1233.0	854.0	712.0	142.0	301.0	16.0	62.0	-	765.0	549.0	497.0	52.0	157.0	26.0	31.0	2.0
Чеченцы	3293.0	1854.0	1347.0	507.0	1309.0	52.0	78.0	-	2764.0	1629.0	1200.0	429.0	822.0	213.0	100.0	-
Белорусы	1506.0	1168.0	1018.0	150.0	157.0	86.0	95.0	-	2099.0	1360.0	1216.0	144.0	111.0	473.0	155.0	-
Чуваши	1719.0	1151.0	955.0	196.0	365.0	88.0	113.0	2.0	3042.0	1883.0	1547.0	336.0	325.0	606.0	228.0	-
Марийцы	1455.0	920.0	758.0	162.0	380.0	59.0	96.0	-	2487.0	1483.0	1195.0	288.0	325.0	480.0	199.0	-
Ростовская область																
Все население	1661430.0	1057451.0	968371.0	89080.0	399881.0	67073.0	133854.0	3171.0	1992740.0	1063852.0	974656.0	89196.0	320279.0	365297.0	239526.0	3786.0
Русские	1472381.0	927056.0	851256.0	75800.0	361440.0	59493.0	123260.0	1132.0	1790229.0	942830.0	864940.0	77890.0	294650.0	329905.0	221579.0	1265.0
Украинцы	45961.0	35543.0	32622.0	2921.0	4207.0	2885.0	3304.0	22.0	67545.0	39771.0	36473.0	3298.0	4126.0	16304.0	7315.0	29.0
Армяне	45644.0	30819.0	28501.0	2318.0	10906.0	1624.0	2254.0	41.0	41142.0	24597.0	23123.0	1474.0	7728.0	5785.0	2997.0	35.0
Белорусы	10462.0	8124.0	7419.0	705.0	996.0	634.0	705.0	3.0	15229.0	9100.0	8315.0	785.0	844.0	3722.0	1560.0	3.0
Азербайджанцы	7387.0	5283.0	4585.0	698.0	1627.0	114.0	357.0	6.0	4302.0	3145.0	2884.0	261.0	715.0	203.0	236.0	3.0
Чеченцы	5630.0	3212.0	2394.0	818.0	2211.0	60.0	140.0	7.0	4653.0	2799.0	2107.0	692.0	1360.0	309.0	184.0	1.0
Цыгане	4729.0	3155.0	2189.0	966.0	1189.0	148.0	233.0	4.0	4969.0	2992.0	2089.0	903.0	1149.0	497.0	328.0	3.0
Корейцы	4737.0	3081.0	2745.0	336.0	1225.0	132.0	295.0	4.0	4581.0	2795.0	2536.0	259.0	848.0	510.0	423.0	5.0
Молдаване	3219.0	2462.0	2020.0	442.0	379.0	164.0	213.0	1.0	3353.0	2187.0	1776.0	411.0	319.0	460.0	387.0	-
Турки-месхетинцы	141.0	98.0	88.0	10.0	38.0	5.0	-	-	69.0	52.0	49.0	3.0	8.0	6.0	3.0	-
Городское население	1127523.0	697684.0	646120.0	51564.0	283356.0	46523.0	97160.0	2800.0	1383578.0	703594.0	651944.0	51650.0	242082.0	244661.0	189767.0	3474.0
