13. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ИСТОЧНИКАМ СРЕДСТВ К СУЩЕСТВОВАНИЮ																			
ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ																			
																			
	Численность населения соответст-вующей националь-ности	Всего указали источников средств к существова-нию	в том числе												Не указавшие источник средств к существова-нию	Из общей численности населения данной национальности указали			
Ногайцы	14873.0	21263.0	4219.0	2159.0	818.0	2237.0	971.0	3589.0	51.0	30.0	29.0	12.0	6673.0	475.0	-	8644.0	6068.0	161.0	-
Украинцы	3331.0	4025.0	1186.0	276.0	30.0	1361.0	208.0	246.0	31.0	8.0	7.0	6.0	547.0	119.0	-	2659.0	651.0	20.0	1.0
Городское население	193531.0	249657.0	62778.0	4024.0	9903.0	32984.0	9837.0	39740.0	1592.0	896.0	606.0	308.0	75774.0	11215.0	267.0	138149.0	53853.0	1246.0	16.0
Карачаевцы	59038.0	79500.0	13511.0	2500.0	5034.0	6475.0	3002.0	14519.0	575.0	225.0	191.0	121.0	28285.0	5062.0	28.0	38933.0	19668.0	405.0	4.0
Черкесы	16076.0	21075.0	5918.0	96.0	816.0	1538.0	662.0	3669.0	101.0	66.0	77.0	16.0	7292.0	824.0	1.0	11166.0	4819.0	89.0	1.0
Русские	89242.0	111624.0	33731.0	1145.0	2777.0	20748.0	4753.0	15434.0	712.0	493.0	200.0	123.0	28146.0	3362.0	119.0	67238.0	21278.0	598.0	9.0
Абазины	12019.0	15717.0	4179.0	71.0	529.0	1236.0	535.0	2910.0	89.0	48.0	49.0	18.0	5340.0	713.0	14.0	8356.0	3586.0	63.0	-
Ногайцы	2109.0	2786.0	730.0	19.0	278.0	195.0	94.0	369.0	9.0	15.0	11.0	2.0	977.0	87.0	-	1442.0	657.0	10.0	-
Украинцы	2132.0	2485.0	807.0	45.0	24.0	901.0	137.0	148.0	12.0	3.0	7.0	4.0	331.0	66.0	-	1792.0	328.0	11.0	1.0
Сельское население	245939.0	349995.0	49146.0	53188.0	6802.0	47158.0	12857.0	60883.0	2802.0	561.0	224.0	250.0	105084.0	11040.0	4.0	144226.0	99380.0	2308.0	21.0
Карачаевцы	110160.0	160451.0	15614.0	27378.0	3367.0	17192.0	5927.0	30443.0	1347.0	277.0	126.0	119.0	52511.0	6150.0	1.0	61067.0	47908.0	1169.0	15.0
Черкесы	33515.0	46033.0	7191.0	6369.0	1023.0	5861.0	1533.0	8508.0	350.0	47.0	12.0	63.0	14326.0	750.0	-	21152.0	12210.0	151.0	2.0
Русские	58636.0	83194.0	16503.0	12442.0	1093.0	15649.0	3028.0	11544.0	831.0	158.0	36.0	27.0	19456.0	2427.0	-	34712.0	23293.0	628.0	3.0
Абазины	20327.0	27645.0	3980.0	3165.0	580.0	4113.0	957.0	4920.0	128.0	24.0	18.0	19.0	9091.0	650.0	-	13122.0	7092.0	113.0	-
Ногайцы	12764.0	18477.0	3489.0	2140.0	540.0	2042.0	877.0	3220.0	42.0	15.0	18.0	10.0	5696.0	388.0	-	7202.0	5411.0	151.0	-
Украинцы	1199.0	1540.0	379.0	231.0	6.0	460.0	71.0	98.0	19.0	5.0	-	2.0	216.0	53.0	-	867.0	323.0	9.0	-
Республика Северная Осетия – Алания																			
Все население	710275.0	966258.0	213781.0	90577.0	26652.0	145727.0	23071.0	134343.0	5208.0	5655.0	3057.0	1079.0	309559.0	7549.0	3832.0	454785.0	243608.0	7946.0	104.0
Осетины	445310.0	629034.0	122043.0	70650.0	19155.0	90272.0	14844.0	91687.0	2905.0	2743.0	2030.0	686.0	208241.0	3778.0	556.0	266532.0	172244.0	5901.0	77.0
Русские	164734.0	205810.0	67263.0	9277.0	4829.0	40199.0	5333.0	21387.0	589.0	2019.0	457.0	226.0	53093.0	1138.0	95.0	124590.0	38941.0	1094.0	14.0
Ингуши	21442.0	32465.0	1425.0	4356.0	724.0	2246.0	470.0	6917.0	1328.0	183.0	94.0	36.0	13644.0	1042.0	7.0	10720.0	10405.0	305.0	5.0
Армяне	17147.0	21314.0	5649.0	452.0	522.0	3129.0	531.0	2658.0	61.0	142.0	128.0	35.0	7799.0	208.0	22.0	13022.0	4019.0	82.0	2.0
Кумыки	12659.0	19158.0	2524.0	2476.0	263.0	1289.0	518.0	4216.0	106.0	52.0	77.0	6.0	7408.0	223.0	-	6405.0	6010.0	243.0	1.0
Грузины	10803.0	13549.0	3067.0	565.0	300.0	1997.0	364.0	1689.0	60.0	105.0	81.0	27.0	5042.0	252.0	2.0	8105.0	2645.0	50.0	1.0
Городское население	464875.0	593801.0	160666.0	20345.0	18439.0	94543.0	14933.0	76117.0	2186.0	4645.0	2272.0	821.0	195091.0	3743.0	3800.0	331677.0	126122.0	3227.0	49.0
Осетины	280100.0	370863.0	87539.0	16148.0	12733.0	52975.0	9204.0	52806.0	1529.0	2229.0	1508.0	513.0	131607.0	2072.0	537.0	190620.0	86619.0	2294.0	30.0
Русские	127279.0	155105.0	54581.0	2636.0	4037.0	31491.0	4070.0	15051.0	463.0	1699.0	398.0	196.0	39692.0	791.0	94.0	99896.0	26670.0	607.0	12.0
Ингуши	2889.0	3932.0	307.0	198.0	86.0	417.0	95.0	669.0	8.0	101.0	25.0	-	1910.0	116.0	4.0	1870.0	983.0	32.0	-
Армяне	15934.0	19625.0	5309.0	249.0	494.0	2945.0	499.0	2392.0	58.0	132.0	118.0	32.0	7220.0	177.0	22.0	12272.0	3569.0	69.0	2.0
Кумыки	2278.0	3052.0	732.0	85.0	119.0	165.0	68.0	544.0	8.0	24.0	6.0	2.0	1266.0	33.0	-	1555.0	673.0	49.0	1.0
Грузины	8182.0	10072.0	2595.0	157.0	248.0	1486.0	267.0	1209.0	43.0	90.0	68.0	24.0	3799.0	86.0	2.0	6321.0	1827.0	31.0	1.0
Сельское население	245400.0	372457.0	53115.0	70232.0	8213.0	51184.0	8138.0	58226.0	3022.0	1010.0	785.0	258.0	114468.0	3806.0	32.0	123108.0	117486.0	4719.0	55.0
Осетины	165210.0	258171.0	34504.0	54502.0	6422.0	37297.0	5640.0	38881.0	1376.0	514.0	522.0	173.0	76634.0	1706.0	19.0	75912.0	85625.0	3607.0	47.0
Русские	37455.0	50705.0	12682.0	6641.0	792.0	8708.0	1263.0	6336.0	126.0	320.0	59.0	30.0	13401.0	347.0	1.0	24694.0	12271.0	487.0	2.0
Ингуши	18553.0	28533.0	1118.0	4158.0	638.0	1829.0	375.0	6248.0	1320.0	82.0	69.0	36.0	11734.0	926.0	3.0	8850.0	9422.0	273.0	5.0
Армяне	1213.0	1689.0	340.0	203.0	28.0	184.0	32.0	266.0	3.0	10.0	10.0	3.0	579.0	31.0	-	750.0	450.0	13.0	-
Кумыки	10381.0	16106.0	1792.0	2391.0	144.0	1124.0	450.0	3672.0	98.0	28.0	71.0	4.0	6142.0	190.0	-	4850.0	5337.0	194.0	-
Грузины	2621.0	3477.0	472.0	408.0	52.0	511.0	97.0	480.0	17.0	15.0	13.0	3.0	1243.0	166.0	-	1784.0	818.0	19.0	-
Чеченская Республика																			
Все население	1103686.0	1313775.0	150958.0	89625.0	17811.0	105150.0	25930.0	363590.0	128011.0	3830.0	1011.0	684.0	381473.0	45702.0	21069.0	857108.0	220108.0	5220.0	181.0
Чеченцы	1031647.0	1234013.0	110568.0	85160.0	17311.0	98155.0	24548.0	354966.0	124162.0	3424.0	968.0	656.0	370420.0	43675.0	20250.0	794238.0	211938.0	5046.0	175.0
Русские	40645.0	42584.0	31020.0	679.0	169.0	3850.0	547.0	1577.0	931.0	268.0	20.0	9.0	2978.0	536.0	270.0	38224.0	2096.0	52.0	3.0
Ногайцы	3572.0	4828.0	507.0	1066.0	25.0	485.0	301.0	946.0	460.0	6.0	1.0	1.0	1006.0	24.0	56.0	2266.0	1188.0	62.0	-
Ингуши	2914.0	3513.0	541.0	63.0	140.0	358.0	62.0	778.0	303.0	6.0	11.0	1.0	1105.0	145.0	35.0	2254.0	616.0	9.0	-
Городское население	373177.0	456056.0	58055.0	13618.0	10642.0	30208.0	9734.0	120229.0	39321.0	1660.0	561.0	384.0	154801.0	16843.0	6201.0	279640.0	85677.0	1588.0	71.0
Чеченцы	355982.0	437037.0	48570.0	13443.0	10359.0	28240.0	9326.0	118395.0	38293.0	1559.0	534.0	378.0	151542.0	16398.0	6066.0	264500.0	83791.0	1558.0	67.0
Русские	11095.0	11930.0	7148.0	64.0	109.0	1390.0	277.0	594.0	575.0	78.0	16.0	3.0	1471.0	205.0	57.0	10172.0	843.0	20.0	3.0
Ногайцы	11.0	12.0	11.0	1.0	-	-	-	-	-	-	-	-	-	-	-	10.0	1.0	-	-
Ингуши	2155.0	2680.0	451.0	30.0	115.0	223.0	50.0	609.0	213.0	4.0	9.0	1.0	882.0	93.0	16.0	1604.0	529.0	6.0	-
Сельское население	730509.0	857719.0	92903.0	76007.0	7169.0	74942.0	16196.0	243361.0	88690.0	2170.0	450.0	300.0	226672.0	28859.0	14868.0	577468.0	134431.0	3632.0	110.0
Чеченцы	675665.0	796976.0	61998.0	71717.0	6952.0	69915.0	15222.0	236571.0	85869.0	1865.0	434.0	278.0	218878.0	27277.0	14184.0	529738.0	128147.0	3488.0	108.0
Русские	29550.0	30654.0	23872.0	615.0	60.0	2460.0	270.0	983.0	356.0	190.0	4.0	6.0	1507.0	331.0	213.0	28052.0	1253.0	32.0	-
Ногайцы	3561.0	4816.0	496.0	1065.0	25.0	485.0	301.0	946.0	460.0	6.0	1.0	1.0	1006.0	24.0	56.0	2256.0	1187.0	62.0	-
Ингуши	759.0	833.0	90.0	33.0	25.0	135.0	12.0	169.0	90.0	2.0	2.0	-	223.0	52.0	19.0	650.0	87.0	3.0	-
Краснодарский край																			
Все население	5125221.0	6650838.0	2028639.0	691002.0	89458.0	1200384.0	149311.0	679038.0	16822.0	57349.0	20516.0	21887.0	1643735.0	52697.0	12263.0	3629115.0	1430899.0	51888.0	1056.0
Русские	4436272.0	5803298.0	1779391.0	597512.0	82396.0	1046096.0	130539.0	607865.0	15058.0	50797.0	15744.0	18270.0	1417539.0	42091.0	343.0	3116908.0	1271624.0	46472.0	925.0
Армяне	274566.0	342054.0	90668.0	33200.0	3120.0	43189.0	7163.0	37440.0	698.0	1904.0	2164.0	1320.0	117338.0	3850.0	14.0	208833.0	63974.0	1711.0	34.0
Украинцы	131774.0	162770.0	54542.0	19718.0	677.0	57039.0	4684.0	4480.0	373.0	1061.0	645.0	635.0	17566.0	1350.0	12.0	102014.0	28526.0	1189.0	33.0
Греки	26540.0	32961.0	9518.0	2677.0	365.0	6147.0	723.0	2889.0	67.0	185.0	274.0	351.0	9360.0	405.0	3.0	20402.0	5858.0	266.0	11.0
Белорусы	26260.0	32786.0	11055.0	4156.0	169.0	11049.0	909.0	1017.0	65.0	197.0	111.0	142.0	3666.0	250.0	1.0	19997.0	6004.0	251.0	7.0
Татары	25589.0	31619.0	11419.0	2925.0	336.0	5634.0	752.0	2470.0	75.0	293.0	129.0	96.0	7173.0	317.0	13.0	19736.0	5640.0	197.0	3.0
Грузины	20500.0	25010.0	8748.0	2072.0	271.0	2647.0	451.0	2151.0	58.0	389.0	182.0	60.0	7601.0	380.0	8.0	16073.0	4321.0	97.0	1.0
Немцы	18469.0	24325.0	8083.0	3362.0	270.0	4066.0	538.0	2124.0	78.0	184.0	101.0	75.0	5262.0	182.0	-	12829.0	5430.0	204.0	6.0
Адыгейцы	15821.0	19201.0	6710.0	965.0	429.0	2442.0	390.0	1498.0	20.0	340.0	281.0	111.0	5907.0	108.0	3.0	12595.0	3068.0	151.0	4.0
Азербайджанцы	11944.0	15162.0	4303.0	1975.0	122.0	947.0	198.0	1704.0	32.0	140.0	91.0	35.0	5221.0	394.0	2.0	8799.0	3066.0	77.0	-
Цыгане	10873.0	14521.0	1742.0	1722.0	12.0	668.0	249.0	2351.0	16.0	350.0	61.0	16.0	6004.0	1330.0	-	7334.0	3431.0	107.0	1.0
Молдаване	6537.0	8137.0	2916.0	1239.0	59.0	1639.0	210.0	400.0	21.0	59.0	38.0	26.0	1428.0	102.0	135.0	4720.0	1629.0	53.0	-
Курды	5022.0	6707.0	732.0	1490.0	25.0	344.0	79.0	1065.0	7.0	37.0	35.0	14.0	2654.0	225.0	-	3383.0	1593.0	46.0	-
Шапсуги	3213.0	3989.0	1154.0	140.0	21.0	679.0	73.0	510.0	1.0	26.0	43.0	24.0	1251.0	67.0	-	2461.0	730.0	20.0	2.0
Турки-месхетинцы	116.0	141.0	38.0	17.0	-	9.0	2.0	7.0	-	2.0	-	1.0	57.0	8.0	-	93.0	21.0	2.0	-
Городское население	2740544.0	3279618.0	1174288.0	90672.0	65910.0	628175.0	78265.0	286394.0	10657.0	29425.0	12731.0	7986.0	868776.0	26339.0	11061.0	2193582.0	521992.0	13600.0	309.0
Русские	2362814.0	2847420.0	1022556.0	75155.0	60660.0	543149.0	67816.0	254796.0	9510.0	25828.0	9903.0	5952.0	750447.0	21648.0	332.0	1890173.0	459971.0	12060.0	278.0
Армяне	151766.0	181593.0	56075.0	7536.0	2235.0	24174.0	4036.0	18070.0	496.0	1062.0	1290.0	1026.0	63989.0	1604.0	14.0	122486.0	28695.0	567.0	4.0
Украинцы	76030.0	87442.0	34241.0	3011.0	530.0	32334.0	2796.0	2242.0	241.0	564.0	409.0	289.0	10034.0	751.0	11.0	64945.0	10734.0	332.0	8.0
Греки	18143.0	21468.0	6962.0	560.0	299.0	4083.0	485.0	1834.0	52.0	100.0	195.0	259.0	6385.0	254.0	3.0	14888.0	3180.0	69.0	3.0
Белорусы	14129.0	16257.0	6531.0	519.0	127.0	5761.0	501.0	455.0	32.0	95.0	71.0	52.0	1976.0	137.0	1.0	12074.0	1982.0	69.0	3.0
Татары	13543.0	15818.0	6690.0	443.0	247.0	3013.0	386.0	1021.0	48.0	162.0	74.0	54.0	3551.0	129.0	13.0	11307.0	2158.0	65.0	-
Грузины	13688.0	15845.0	6352.0	338.0	210.0	1760.0	294.0	1183.0	46.0	216.0	146.0	51.0	5024.0	225.0	8.0	11555.0	2085.0	40.0	-
Немцы	7526.0	9073.0	3459.0	468.0	161.0	1698.0	216.0	702.0	37.0	90.0	49.0	24.0	2105.0	64.0	-	6033.0	1440.0	52.0	1.0
Адыгейцы	11606.0	13634.0	5340.0	194.0	382.0	1686.0	278.0	1037.0	18.0	152.0	67.0	50.0	4350.0	80.0	3.0	9637.0	1905.0	58.0	3.0
Азербайджанцы	5787.0	6811.0	2525.0	193.0	89.0	472.0	93.0	651.0	16.0	72.0	55.0	16.0	2438.0	191.0	2.0	4784.0	976.0	25.0	-
Цыгане	3688.0	4603.0	751.0	347.0	7.0	248.0	100.0	592.0	10.0	154.0	33.0	7.0	2055.0	299.0	-	2800.0	861.0	27.0	-
Молдаване	3146.0	3473.0	1556.0	139.0	28.0	674.0	93.0	164.0	15.0	32.0	23.0	18.0	687.0	44.0	135.0	2566.0	428.0	17.0	-
Курды	554.0	698.0	125.0	51.0	13.0	29.0	8.0	102.0	1.0	8.0	8.0	-	344.0	9.0	-	411.0	142.0	1.0	-
Шапсуги	792.0	930.0	345.0	25.0	6.0	177.0	14.0	54.0	-	2.0	2.0	20.0	272.0	13.0	-	669.0	110.0	11.0	2.0
Турки-месхетинцы	48.0	64.0	18.0	6.0	-	5.0	2.0	3.0	-	1.0	-	-	21.0	8.0	-	34.0	12.0	2.0	-
Сельское население	2384677.0	3371220.0	854351.0	600330.0	23548.0	572209.0	71046.0	392644.0	6165.0	27924.0	7785.0	13901.0	774959.0	26358.0	1202.0	1435533.0	908907.0	38288.0	747.0
Русские	2073458.0	2955878.0	756835.0	522357.0	21736.0	502947.0	62723.0	353069.0	5548.0	24969.0	5841.0	12318.0	667092.0	20443.0	11.0	1226735.0	811653.0	34412.0	647.0
Армяне	122800.0	160461.0	34593.0	25664.0	885.0	19015.0	3127.0	19370.0	202.0	842.0	874.0	294.0	53349.0	2246.0	-	86347.0	35279.0	1144.0	30.0
Украинцы	55744.0	75328.0	20301.0	16707.0	147.0	24705.0	1888.0	2238.0	132.0	497.0	236.0	346.0	7532.0	599.0	1.0	37069.0	17792.0	857.0	25.0
Греки	8397.0	11493.0	2556.0	2117.0	66.0	2064.0	238.0	1055.0	15.0	85.0	79.0	92.0	2975.0	151.0	-	5514.0	2678.0	197.0	8.0
Белорусы	12131.0	16529.0	4524.0	3637.0	42.0	5288.0	408.0	562.0	33.0	102.0	40.0	90.0	1690.0	113.0	-	7923.0	4022.0	182.0	4.0
Татары	12046.0	15801.0	4729.0	2482.0	89.0	2621.0	366.0	1449.0	27.0	131.0	55.0	42.0	3622.0	188.0	-	8429.0	3482.0	132.0	3.0
Грузины	6812.0	9165.0	2396.0	1734.0	61.0	887.0	157.0	968.0	12.0	173.0	36.0	9.0	2577.0	155.0	-	4518.0	2236.0	57.0	1.0
Немцы	10943.0	15252.0	4624.0	2894.0	109.0	2368.0	322.0	1422.0	41.0	94.0	52.0	51.0	3157.0	118.0	-	6796.0	3990.0	152.0	5.0
Адыгейцы	4215.0	5567.0	1370.0	771.0	47.0	756.0	112.0	461.0	2.0	188.0	214.0	61.0	1557.0	28.0	-	2958.0	1163.0	93.0	1.0
Азербайджанцы	6157.0	8351.0	1778.0	1782.0	33.0	475.0	105.0	1053.0	16.0	68.0	36.0	19.0	2783.0	203.0	-	4015.0	2090.0	52.0	-
Цыгане	7185.0	9918.0	991.0	1375.0	5.0	420.0	149.0	1759.0	6.0	196.0	28.0	9.0	3949.0	1031.0	-	4534.0	2570.0	80.0	1.0
Молдаване	3391.0	4664.0	1360.0	1100.0	31.0	965.0	117.0	236.0	6.0	27.0	15.0	8.0	741.0	58.0	-	2154.0	1201.0	36.0	-
Курды	4468.0	6009.0	607.0	1439.0	12.0	315.0	71.0	963.0	6.0	29.0	27.0	14.0	2310.0	216.0	-	2972.0	1451.0	45.0	-
Шапсуги	2421.0	3059.0	809.0	115.0	15.0	502.0	59.0	456.0	1.0	24.0	41.0	4.0	979.0	54.0	-	1792.0	620.0	9.0	-
Турки-месхетинцы	68.0	77.0	20.0	11.0	-	4.0	-	4.0	-	1.0	-	1.0	36.0	-	-	59.0	9.0	-	-
Ставропольский край																			
Все население	2735139.0	3576235.0	1036697.0	305994.0	51986.0	589659.0	95743.0	420315.0	10226.0	34216.0	7430.0	29683.0	956751.0	37535.0	17.0	1934654.0	760927.0	38459.0	1082.0
Русские	2231759.0	2920823.0	874713.0	241105.0	45491.0	510093.0	79656.0	331674.0	8745.0	28477.0	5173.0	26122.0	744894.0	24680.0	10.0	1578297.0	618832.0	33635.0	985.0
Армяне	149249.0	185584.0	49341.0	12735.0	1884.0	22641.0	4719.0	22272.0	542.0	1124.0	957.0	401.0	65687.0	3281.0	3.0	113793.0	34581.0	860.0	12.0
Украинцы	45892.0	55829.0	18776.0	5410.0	312.0	18961.0	2191.0	1848.0	182.0	391.0	151.0	404.0	6678.0	525.0	-	36489.0	8879.0	514.0	10.0
Даргинцы	40218.0	60448.0	8598.0	11244.0	281.0	1841.0	856.0	13004.0	56.0	341.0	135.0	309.0	23125.0	658.0	-	20723.0	18771.0	713.0	11.0
Греки	34078.0	41887.0	10073.0	3596.0	414.0	6060.0	1081.0	4720.0	49.0	179.0	153.0	67.0	14030.0	1465.0	-	26434.0	7481.0	161.0	2.0
Ногайцы	20680.0	28213.0	5603.0	2433.0	345.0	2368.0	913.0	5405.0	65.0	151.0	33.0	44.0	10429.0	424.0	-	13363.0	7108.0	203.0	6.0
Цыгане	19094.0	26882.0	2539.0	1709.0	3.0	762.0	321.0	6655.0	15.0	261.0	41.0	37.0	11670.0	2869.0	-	11468.0	7468.0	154.0	4.0
Карачаевцы	15146.0	18698.0	4345.0	1712.0	524.0	1691.0	589.0	1803.0	35.0	359.0	88.0	22.0	7299.0	231.0	-	11691.0	3361.0	91.0	3.0
Азербайджанцы	15069.0	18665.0	6375.0	1510.0	159.0	1093.0	357.0	2173.0	52.0	202.0	164.0	42.0	6153.0	385.0	1.0	11563.0	3415.0	89.0	1.0
Туркмены	13937.0	20240.0	3891.0	2043.0	230.0	1426.0	617.0	4046.0	42.0	101.0	7.0	740.0	6994.0	103.0	1.0	7992.0	5591.0	346.0	7.0
Чеченцы	13208.0	18862.0	2504.0	2815.0	192.0	816.0	310.0	3618.0	54.0	433.0	58.0	106.0	7557.0	399.0	-	7745.0	5277.0	181.0	5.0
Белорусы	11343.0	14108.0	4636.0	1628.0	84.0	4815.0	506.0	436.0	33.0	83.0	20.0	143.0	1593.0	131.0	-	8744.0	2441.0	150.0	8.0
Турки	7484.0	11001.0	1344.0	2185.0	17.0	466.0	118.0	2664.0	7.0	56.0	5.0	29.0	3997.0	113.0	-	4033.0	3385.0	66.0	-
Городское население	1530591.0	1841974.0	644401.0	41831.0	40286.0	323774.0	53080.0	171678.0	6745.0	19232.0	5249.0	2568.0	515742.0	17388.0	8.0	1228416.0	293199.0	8716.0	252.0
Русские	1294799.0	1564599.0	550790.0	36634.0	35624.0	281193.0	45299.0	147624.0	6028.0	16219.0	3683.0	2082.0	426631.0	12792.0	4.0	1033227.0	253563.0	7776.0	229.0
Армяне	94958.0	110899.0	35485.0	1514.0	1372.0	14566.0	2951.0	10805.0	261.0	640.0	753.0	200.0	40641.0	1711.0	1.0	79306.0	15366.0	280.0	5.0
Украинцы	29575.0	33942.0	13143.0	1081.0	263.0	12077.0	1451.0	968.0	127.0	223.0	118.0	65.0	4155.0	271.0	-	25395.0	3997.0	179.0	4.0
Даргинцы	4199.0	5136.0	1315.0	111.0	142.0	157.0	88.0	688.0	14.0	97.0	33.0	7.0	2404.0	80.0	-	3277.0	907.0	15.0	-
Греки	13023.0	15154.0	4718.0	229.0	256.0	2455.0	472.0	1273.0	36.0	97.0	92.0	29.0	5291.0	206.0	-	10940.0	2036.0	46.0	1.0
Ногайцы	2862.0	3492.0	1084.0	38.0	162.0	234.0	78.0	332.0	13.0	72.0	13.0	6.0	1433.0	27.0	-	2266.0	567.0	25.0	4.0
Цыгане	7039.0	9712.0	1099.0	317.0	2.0	266.0	140.0	2336.0	6.0	151.0	22.0	6.0	4386.0	981.0	-	4408.0	2589.0	42.0	-
Карачаевцы	8585.0	10240.0	2913.0	220.0	466.0	897.0	317.0	831.0	18.0	176.0	41.0	9.0	4240.0	112.0	-	6965.0	1586.0	33.0	1.0
Азербайджанцы	9224.0	10542.0	4666.0	190.0	132.0	653.0	219.0	791.0	32.0	107.0	144.0	19.0	3354.0	235.0	1.0	7931.0	1265.0	27.0	-
Туркмены	1135.0	1433.0	394.0	13.0	103.0	54.0	35.0	130.0	5.0	45.0	5.0	-	638.0	11.0	-	845.0	282.0	8.0	-
Чеченцы	3129.0	3859.0	819.0	39.0	142.0	126.0	78.0	465.0	8.0	236.0	25.0	1.0	1857.0	63.0	-	2414.0	700.0	15.0	-
Белорусы	6442.0	7448.0	2924.0	254.0	62.0	2667.0	302.0	209.0	21.0	47.0	11.0	8.0	886.0	57.0	-	5466.0	946.0	30.0	-
Турки	584.0	839.0	219.0	60.0	7.0	37.0	12.0	193.0	-	9.0	-	2.0	299.0	1.0	-	333.0	247.0	4.0	-
Сельское население	1204548.0	1734261.0	392296.0	264163.0	11700.0	265885.0	42663.0	248637.0	3481.0	14984.0	2181.0	27115.0	441009.0	20147.0	9.0	706238.0	467728.0	29743.0	830.0
Русские	936960.0	1356224.0	323923.0	204471.0	9867.0	228900.0	34357.0	184050.0	2717.0	12258.0	1490.0	24040.0	318263.0	11888.0	6.0	545070.0	365269.0	25859.0	756.0
Армяне	54291.0	74685.0	13856.0	11221.0	512.0	8075.0	1768.0	11467.0	281.0	484.0	204.0	201.0	25046.0	1570.0	2.0	34487.0	19215.0	580.0	7.0
Украинцы	16317.0	21887.0	5633.0	4329.0	49.0	6884.0	740.0	880.0	55.0	168.0	33.0	339.0	2523.0	254.0	-	11094.0	4882.0	335.0	6.0
Даргинцы	36019.0	55312.0	7283.0	11133.0	139.0	1684.0	768.0	12316.0	42.0	244.0	102.0	302.0	20721.0	578.0	-	17446.0	17864.0	698.0	11.0
Греки	21055.0	26733.0	5355.0	3367.0	158.0	3605.0	609.0	3447.0	13.0	82.0	61.0	38.0	8739.0	1259.0	-	15494.0	5445.0	115.0	1.0
Ногайцы	17818.0	24721.0	4519.0	2395.0	183.0	2134.0	835.0	5073.0	52.0	79.0	20.0	38.0	8996.0	397.0	-	11097.0	6541.0	178.0	2.0
Цыгане	12055.0	17170.0	1440.0	1392.0	1.0	496.0	181.0	4319.0	9.0	110.0	19.0	31.0	7284.0	1888.0	-	7060.0	4879.0	112.0	4.0
Карачаевцы	6561.0	8458.0	1432.0	1492.0	58.0	794.0	272.0	972.0	17.0	183.0	47.0	13.0	3059.0	119.0	-	4726.0	1775.0	58.0	2.0
Азербайджанцы	5845.0	8123.0	1709.0	1320.0	27.0	440.0	138.0	1382.0	20.0	95.0	20.0	23.0	2799.0	150.0	-	3632.0	2150.0	62.0	1.0
Туркмены	12802.0	18807.0	3497.0	2030.0	127.0	1372.0	582.0	3916.0	37.0	56.0	2.0	740.0	6356.0	92.0	1.0	7147.0	5309.0	338.0	7.0
Чеченцы	10079.0	15003.0	1685.0	2776.0	50.0	690.0	232.0	3153.0	46.0	197.0	33.0	105.0	5700.0	336.0	-	5331.0	4577.0	166.0	5.0
Белорусы	4901.0	6660.0	1712.0	1374.0	22.0	2148.0	204.0	227.0	12.0	36.0	9.0	135.0	707.0	74.0	-	3278.0	1495.0	120.0	8.0
Турки	6900.0	10162.0	1125.0	2125.0	10.0	429.0	106.0	2471.0	7.0	47.0	5.0	27.0	3698.0	112.0	-	3700.0	3138.0	62.0	-
Астраханская область																			
Все население	1005276.0	1221251.0	411377.0	55932.0	22341.0	204919.0	21915.0	112563.0	7753.0	12480.0	1645.0	751.0	339560.0	30015.0	2464.0	792441.0	202504.0	7688.0	179.0
Русские	700561.0	838842.0	303686.0	30082.0	15787.0	160318.0	15371.0	64523.0	4813.0	9176.0	1217.0	553.0	216505.0	16811.0	208.0	567261.0	127824.0	5155.0	113.0
Казахи	142633.0	189859.0	48536.0	15078.0	3571.0	17711.0	3349.0	30517.0	1923.0	1383.0	94.0	75.0	61925.0	5697.0	11.0	97053.0	43943.0	1586.0	40.0
Татары	70590.0	84383.0	27834.0	5019.0	1650.0	14722.0	1804.0	6834.0	460.0	791.0	93.0	40.0	23063.0	2073.0	15.0	57258.0	12842.0	462.0	13.0
Украинцы	12605.0	14859.0	6638.0	710.0	124.0	4003.0	275.0	447.0	99.0	137.0	31.0	8.0	2072.0	315.0	-	10444.0	2072.0	86.0	3.0
Чеченцы	10019.0	13032.0	1931.0	1071.0	113.0	463.0	141.0	2160.0	81.0	125.0	43.0	12.0	5958.0	934.0	3.0	7084.0	2849.0	82.0	1.0
Калмыки	7162.0	9332.0	2059.0	651.0	230.0	1237.0	191.0	1349.0	95.0	98.0	4.0	2.0	3007.0	409.0	3.0	5050.0	2048.0	58.0	3.0
Городское население	680441.0	788522.0	306487.0	12546.0	17654.0	139440.0	13655.0	49334.0	4385.0	9821.0	1367.0	606.0	218355.0	14872.0	2418.0	571617.0	102446.0	3846.0	114.0
Русские	533863.0	618810.0	246175.0	9606.0	13400.0	117868.0	10896.0	36217.0	3236.0	7397.0	1048.0	481.0	162618.0	9868.0	193.0	451778.0	78738.0	3076.0	78.0
Казахи	47277.0	58070.0	19552.0	1044.0	2085.0	4491.0	904.0	6870.0	665.0	817.0	49.0	28.0	20342.0	1223.0	9.0	36852.0	10049.0	349.0	18.0
Татары	42145.0	48346.0	18722.0	787.0	1142.0	9048.0	1077.0	2420.0	248.0	631.0	77.0	32.0	13053.0	1109.0	12.0	36148.0	5767.0	209.0	9.0
