2. ЧАСТНЫЕ ДОМОХОЗЯЙСТВА, ПРОЖИВАЮЩИЕ В ИНДИВИДУАЛЬНЫХ ДОМАХ, ОТДЕЛЬНЫХ И КОММУНАЛЬНЫХ КВАРТИРАХ, ПО ТИПАМ ЖИЛЫХ ПОМЕЩЕНИЙ, ЧИСЛУ ЗАНИМАЕМЫХ КОМНАТ И РАЗМЕРУ ДОМОХОЗЯЙСТВ								
								
	Всего частных домохозяйств	в том числе домохозяйства, состоящие из						Средний размер домохозяйства, человек
1 комнату	18830.0	2727.0	4376.0	3505.0	4789.0	3433.0	19790.0	3.2
2 комнаты	53134.0	3213.0	8040.0	8814.0	15908.0	17159.0	100145.0	3.9
3 комнаты	34911.0	1030.0	3308.0	4685.0	9451.0	16437.0	99385.0	4.6
4 и более комнат 	14030.0	307.0	948.0	1401.0	3224.0	8150.0	52238.0	5.1
не указавшие число комнат	59.0	3.0	8.0	8.0	16.0	24.0	147.0	4.3
в коммунальных квартирах	3085.0	205.0	472.0	516.0	877.0	1015.0	5955.0	3.9
в них занимают:								
часть комнаты	19.0	6.0	5.0	6.0	1.0	1.0	6.0	2.3
1 комнату	1020.0	139.0	243.0	201.0	310.0	127.0	700.0	3.1
2 комнаты	1175.0	43.0	174.0	220.0	335.0	403.0	2284.0	4.0
3 комнаты	522.0	12.0	29.0	66.0	153.0	262.0	1546.0	4.6
4 и более комнат 	346.0	4.0	21.0	22.0	77.0	222.0	1419.0	5.3
не указавшие число комнат	3.0	1.0	-	1.0	1.0	-	-	2.7
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	17809.0	1097.0	2498.0	3202.0	4666.0	6346.0	38754.0	4.1
Сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	309294.0	27420.0	36331.0	36752.0	61430.0	147361.0	933753.0	4.5
в том числе проживают:								
в индивидуальных домах	281076.0	23656.0	31148.0	31562.0	55039.0	139671.0	888998.0	4.6
в них занимают:								
1 комнату	8899.0	3407.0	1674.0	1099.0	1264.0	1455.0	8338.0	2.6
2 комнаты	52136.0	7714.0	8785.0	7376.0	11278.0	16983.0	100207.0	3.7
3 комнаты	90619.0	6439.0	9867.0	10785.0	19093.0	44435.0	273560.0	4.5
4 и более комнат	129356.0	6092.0	10810.0	12297.0	23389.0	76768.0	506698.0	5.1
не указавшие число комнат	66.0	4.0	12.0	5.0	15.0	30.0	195.0	4.5
в отдельных квартирах	19980.0	2531.0	3410.0	3574.0	4599.0	5866.0	34372.0	3.6
в них занимают:								
часть комнаты	16.0	9.0	3.0	1.0	3.0	-	-	1.9
1 комнату	3630.0	1247.0	921.0	614.0	475.0	373.0	2057.0	2.4
2 комнаты	8241.0	846.0	1517.0	1716.0	2091.0	2071.0	11644.0	3.5
3 комнаты	4828.0	288.0	610.0	815.0	1254.0	1861.0	10919.0	4.1
4 и более комнат 	3250.0	138.0	358.0	428.0	771.0	1555.0	9706.0	4.6
не указавшие число комнат	15.0	3.0	1.0	-	5.0	6.0	46.0	4.7
в коммунальных квартирах	8238.0	1233.0	1773.0	1616.0	1792.0	1824.0	10383.0	3.3
в них занимают:								
часть комнаты	34.0	7.0	6.0	6.0	3.0	12.0	65.0	3.4
1 комнату	2568.0	895.0	721.0	452.0	325.0	175.0	981.0	2.3
2 комнаты	3641.0	264.0	819.0	820.0	925.0	813.0	4491.0	3.4
3 комнаты	1345.0	49.0	165.0	252.0	363.0	516.0	2872.0	4.1
4 и более комнат 	650.0	18.0	62.0	86.0	176.0	308.0	1974.0	4.7
не указавшие число комнат	-	-	-	-	-	-	-	-
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	18158.0	2076.0	3059.0	3568.0	4218.0	5237.0	31189.0	3.7
Республика Ингушетия								
Городские и сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	49170.0	655.0	1700.0	2723.0	4059.0	40033.0	327062.0	7.2
в том числе проживают:								
в индивидуальных домах	37209.0	320.0	878.0	1514.0	2396.0	32101.0	269158.0	7.7
в них занимают:								
1 комнату	1120.0	44.0	67.0	109.0	142.0	758.0	5368.0	5.8
2 комнаты	7119.0	115.0	279.0	436.0	656.0	5633.0	42990.0	6.7
3 комнаты	10771.0	91.0	272.0	496.0	713.0	9199.0	72990.0	7.2
4 и более комнат	17999.0	68.0	258.0	464.0	875.0	16334.0	146231.0	8.4
не указавшие число комнат	200.0	2.0	2.0	9.0	10.0	177.0	1579.0	8.3
в отдельных квартирах	10769.0	308.0	718.0	1063.0	1483.0	7197.0	52408.0	5.9
в них занимают:								
часть комнаты	54.0	6.0	7.0	7.0	7.0	27.0	162.0	4.3
1 комнату	2437.0	149.0	313.0	390.0	441.0	1144.0	7560.0	4.6
2 комнаты	4246.0	108.0	271.0	421.0	638.0	2808.0	19592.0	5.7
3 комнаты	2666.0	37.0	98.0	186.0	282.0	2063.0	15279.0	6.5
4 и более комнат 	1227.0	6.0	28.0	50.0	107.0	1036.0	8781.0	7.7
не указавшие число комнат	139.0	2.0	1.0	9.0	8.0	119.0	1034.0	7.9
в коммунальных квартирах	1192.0	27.0	104.0	146.0	180.0	735.0	5496.0	5.8
в них занимают:								
часть комнаты	28.0	2.0	7.0	4.0	3.0	12.0	76.0	4.1
1 комнату	361.0	17.0	50.0	61.0	65.0	168.0	1137.0	4.7
2 комнаты	501.0	7.0	40.0	69.0	80.0	305.0	2107.0	5.4
3 комнаты	186.0	-	6.0	10.0	24.0	146.0	1121.0	6.8
4 и более комнат 	109.0	1.0	1.0	2.0	6.0	99.0	1016.0	9.6
не указавшие число комнат	7.0	-	-	-	2.0	5.0	39.0	6.7
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	6212.0	96.0	251.0	425.0	613.0	4827.0	39292.0	7.0
Городские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	22557.0	334.0	854.0	1396.0	2118.0	17855.0	141614.0	6.9
в том числе проживают:								
в индивидуальных домах	15364.0	130.0	376.0	694.0	1146.0	13018.0	106422.0	7.4
в них занимают:								
1 комнату	656.0	26.0	48.0	77.0	96.0	409.0	2771.0	5.3
2 комнаты	2962.0	44.0	124.0	192.0	315.0	2287.0	16850.0	6.4
3 комнаты	4066.0	29.0	95.0	207.0	303.0	3432.0	26331.0	7.0
4 и более комнат	7585.0	29.0	109.0	212.0	425.0	6810.0	59804.0	8.2
не указавшие число комнат	95.0	2.0	-	6.0	7.0	80.0	666.0	7.5
в отдельных квартирах	6472.0	189.0	425.0	610.0	859.0	4389.0	31772.0	5.9
в них занимают:								
часть комнаты	11.0	2.0	3.0	-	1.0	5.0	32.0	4.0
1 комнату	1110.0	76.0	156.0	179.0	201.0	498.0	3278.0	4.5
2 комнаты	2663.0	77.0	181.0	266.0	402.0	1737.0	11945.0	5.6
3 комнаты	1896.0	31.0	71.0	132.0	192.0	1470.0	10829.0	6.4
4 и более комнат 	687.0	2.0	13.0	24.0	55.0	593.0	4940.0	7.7
не указавшие число комнат	105.0	1.0	1.0	9.0	8.0	86.0	748.0	7.7
в коммунальных квартирах	721.0	15.0	53.0	92.0	113.0	448.0	3420.0	5.9
в них занимают:								
часть комнаты	19.0	2.0	3.0	1.0	3.0	10.0	58.0	4.3
1 комнату	201.0	8.0	22.0	35.0	36.0	100.0	696.0	5.0
2 комнаты	289.0	4.0	22.0	46.0	54.0	163.0	1131.0	5.3
3 комнаты	124.0	-	5.0	8.0	16.0	95.0	730.0	6.7
4 и более комнат 	85.0	1.0	1.0	2.0	3.0	78.0	790.0	9.5
не указавшие число комнат	3.0	-	-	-	1.0	2.0	15.0	6.3
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	2634.0	47.0	128.0	211.0	282.0	1966.0	15360.0	6.6
Сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	26613.0	321.0	846.0	1327.0	1941.0	22178.0	185448.0	7.5
в том числе проживают:								
в индивидуальных домах	21845.0	190.0	502.0	820.0	1250.0	19083.0	162736.0	7.8
в них занимают:								
1 комнату	464.0	18.0	19.0	32.0	46.0	349.0	2597.0	6.3
2 комнаты	4157.0	71.0	155.0	244.0	341.0	3346.0	26140.0	6.9
3 комнаты	6705.0	62.0	177.0	289.0	410.0	5767.0	46659.0	7.4
4 и более комнат	10414.0	39.0	149.0	252.0	450.0	9524.0	86427.0	8.6
не указавшие число комнат	105.0	-	2.0	3.0	3.0	97.0	913.0	8.9
в отдельных квартирах	4297.0	119.0	293.0	453.0	624.0	2808.0	20636.0	5.9
в них занимают:								
часть комнаты	43.0	4.0	4.0	7.0	6.0	22.0	130.0	4.3
1 комнату	1327.0	73.0	157.0	211.0	240.0	646.0	4282.0	4.7
2 комнаты	1583.0	31.0	90.0	155.0	236.0	1071.0	7647.0	5.9
3 комнаты	770.0	6.0	27.0	54.0	90.0	593.0	4450.0	6.5
4 и более комнат 	540.0	4.0	15.0	26.0	52.0	443.0	3841.0	7.7
не указавшие число комнат	34.0	1.0	-	-	-	33.0	286.0	8.4
в коммунальных квартирах	471.0	12.0	51.0	54.0	67.0	287.0	2076.0	5.6
в них занимают:								
часть комнаты	9.0	-	4.0	3.0	-	2.0	18.0	3.9
1 комнату	160.0	9.0	28.0	26.0	29.0	68.0	441.0	4.4
2 комнаты	212.0	3.0	18.0	23.0	26.0	142.0	976.0	5.6
3 комнаты	62.0	-	1.0	2.0	8.0	51.0	391.0	7.0
4 и более комнат 	24.0	-	-	-	3.0	21.0	226.0	9.9
не указавшие число комнат	4.0	-	-	-	1.0	3.0	24.0	7.0
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	3578.0	49.0	123.0	214.0	331.0	2861.0	23932.0	7.3
Кабардино–Балкарская Республика								
Городские и сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	214441.0	21589.0	35848.0	33400.0	50207.0	73397.0	452675.0	3.9
в том числе проживают:								
в индивидуальных домах	120393.0	8812.0	15246.0	14696.0	25862.0	55777.0	353214.0	4.5
в них занимают:								
1 комнату	1809.0	435.0	350.0	278.0	376.0	370.0	2194.0	3.1
2 комнаты	21350.0	3160.0	4036.0	3026.0	4973.0	6155.0	36755.0	3.6
3 комнаты	35825.0	2930.0	5310.0	4988.0	8308.0	14289.0	87449.0	4.2
4 и более комнат	61407.0	2286.0	5550.0	6404.0	12205.0	34962.0	226810.0	5.0
не указавшие число комнат	2.0	1.0	-	-	-	1.0	6.0	3.5
в отдельных квартирах	93380.0	12658.0	20478.0	18585.0	24196.0	17463.0	98557.0	3.3
в них занимают:								
часть комнаты	10.0	2.0	4.0	3.0	1.0	-	-	2.3
1 комнату	16926.0	5270.0	5370.0	3064.0	2499.0	723.0	3918.0	2.3
2 комнаты	41928.0	5550.0	10176.0	9394.0	11339.0	5469.0	29930.0	3.1
3 комнаты	29711.0	1691.0	4461.0	5513.0	9068.0	8978.0	50921.0	3.8
4 и более комнат 	4801.0	144.0	466.0	611.0	1288.0	2292.0	13782.0	4.5
не указавшие число комнат	4.0	1.0	1.0	-	1.0	1.0	6.0	3.2
в коммунальных квартирах	668.0	119.0	124.0	119.0	149.0	157.0	904.0	3.3
в них занимают:								
часть комнаты	10.0	6.0	2.0	-	1.0	1.0	7.0	2.1
1 комнату	216.0	76.0	63.0	31.0	28.0	18.0	104.0	2.4
2 комнаты	246.0	28.0	37.0	57.0	74.0	50.0	279.0	3.4
3 комнаты	134.0	7.0	18.0	23.0	33.0	53.0	301.0	4.1
4 и более комнат 	62.0	2.0	4.0	8.0	13.0	35.0	213.0	4.8
не указавшие число комнат	-	-	-	-	-	-	-	-
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	5612.0	583.0	1175.0	1247.0	1374.0	1233.0	7175.0	3.4
Городские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	132872.0	15959.0	26850.0	24372.0	33750.0	31941.0	187224.0	3.5
в том числе проживают:								
в индивидуальных домах	46100.0	4278.0	7550.0	6997.0	11185.0	16090.0	97925.0	4.0
в них занимают:								
1 комнату	865.0	218.0	184.0	142.0	181.0	140.0	813.0	2.9
2 комнаты	8647.0	1421.0	1908.0	1422.0	2148.0	1748.0	10029.0	3.3
3 комнаты	14630.0	1446.0	2642.0	2431.0	3670.0	4441.0	26283.0	3.8
4 и более комнат	21957.0	1192.0	2816.0	3002.0	5186.0	9761.0	60800.0	4.4
не указавшие число комнат	1.0	1.0	-	-	-	-	-	1.0
в отдельных квартирах	86382.0	11597.0	19228.0	17300.0	22483.0	15774.0	88863.0	3.3
в них занимают:								
часть комнаты	10.0	2.0	4.0	3.0	1.0	-	-	2.3
1 комнату	15867.0	4919.0	5110.0	2884.0	2324.0	630.0	3413.0	2.3
2 комнаты	38810.0	5033.0	9579.0	8797.0	10574.0	4827.0	26349.0	3.1
3 комнаты	27401.0	1517.0	4119.0	5069.0	8427.0	8269.0	46833.0	3.9
4 и более комнат 	4290.0	125.0	415.0	547.0	1156.0	2047.0	12262.0	4.5
не указавшие число комнат	4.0	1.0	1.0	-	1.0	1.0	6.0	3.2
в коммунальных квартирах	390.0	84.0	72.0	75.0	82.0	77.0	436.0	3.1
в них занимают:								
часть комнаты	8.0	6.0	1.0	-	-	1.0	7.0	1.9
1 комнату	136.0	52.0	39.0	22.0	15.0	8.0	46.0	2.2
2 комнаты	142.0	19.0	22.0	35.0	40.0	26.0	145.0	3.3
3 комнаты	78.0	6.0	9.0	14.0	20.0	29.0	161.0	3.9
4 и более комнат 	26.0	1.0	1.0	4.0	7.0	13.0	77.0	4.6
не указавшие число комнат	-	-	-	-	-	-	-	-
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	4737.0	505.0	1046.0	1110.0	1180.0	896.0	5107.0	3.3
Сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	81569.0	5630.0	8998.0	9028.0	16457.0	41456.0	265451.0	4.7
в том числе проживают:								
в индивидуальных домах	74293.0	4534.0	7696.0	7699.0	14677.0	39687.0	255289.0	4.8
в них занимают:								
1 комнату	944.0	217.0	166.0	136.0	195.0	230.0	1381.0	3.3
2 комнаты	12703.0	1739.0	2128.0	1604.0	2825.0	4407.0	26726.0	3.8
3 комнаты	21195.0	1484.0	2668.0	2557.0	4638.0	9848.0	61166.0	4.4
4 и более комнат	39450.0	1094.0	2734.0	3402.0	7019.0	25201.0	166010.0	5.3
не указавшие число комнат	1.0	-	-	-	-	1.0	6.0	6.0
в отдельных квартирах	6998.0	1061.0	1250.0	1285.0	1713.0	1689.0	9694.0	3.4
в них занимают:								
часть комнаты	-	-	-	-	-	-	-	-
1 комнату	1059.0	351.0	260.0	180.0	175.0	93.0	505.0	2.5
2 комнаты	3118.0	517.0	597.0	597.0	765.0	642.0	3581.0	3.3
3 комнаты	2310.0	174.0	342.0	444.0	641.0	709.0	4088.0	3.8
4 и более комнат 	511.0	19.0	51.0	64.0	132.0	245.0	1520.0	4.6
не указавшие число комнат	-	-	-	-	-	-	-	-
в коммунальных квартирах	278.0	35.0	52.0	44.0	67.0	80.0	468.0	3.6
в них занимают:								
часть комнаты	2.0	-	1.0	-	1.0	-	-	3.0
1 комнату	80.0	24.0	24.0	9.0	13.0	10.0	58.0	2.6
2 комнаты	104.0	9.0	15.0	22.0	34.0	24.0	134.0	3.6
3 комнаты	56.0	1.0	9.0	9.0	13.0	24.0	140.0	4.2
4 и более комнат 	36.0	1.0	3.0	4.0	6.0	22.0	136.0	5.0
не указавшие число комнат	-	-	-	-	-	-	-	-
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	875.0	78.0	129.0	137.0	194.0	337.0	2068.0	4.1
Республика Калмыкия								
Городские и сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	82442.0	11774.0	18685.0	18444.0	17542.0	15997.0	92422.0	3.2
в том числе проживают:								
в индивидуальных домах	40645.0	5340.0	8859.0	8348.0	8728.0	9370.0	54952.0	3.4
в них занимают:								
1 комнату	1419.0	446.0	353.0	253.0	206.0	161.0	908.0	2.6
2 комнаты	8701.0	1917.0	2255.0	1624.0	1490.0	1415.0	8162.0	2.9
3 комнаты	12429.0	1539.0	2870.0	2701.0	2690.0	2629.0	15254.0	3.3
4 и более комнат	18051.0	1431.0	3374.0	3757.0	4332.0	5157.0	30576.0	3.7
не указавшие число комнат	45.0	7.0	7.0	13.0	10.0	8.0	52.0	3.4
в отдельных квартирах	41362.0	6343.0	9726.0	10004.0	8732.0	6557.0	37078.0	3.1
в них занимают:								
часть комнаты	54.0	35.0	5.0	5.0	8.0	1.0	5.0	1.8
1 комнату	4873.0	1735.0	1322.0	999.0	584.0	233.0	1295.0	2.3
2 комнаты	12198.0	2427.0	3389.0	2886.0	2125.0	1371.0	7679.0	2.8
3 комнаты	16032.0	1573.0	3568.0	4144.0	3883.0	2864.0	16099.0	3.3
4 и более комнат 	8177.0	568.0	1434.0	1965.0	2126.0	2084.0	11977.0	3.6
не указавшие число комнат	28.0	5.0	8.0	5.0	6.0	4.0	23.0	3.0
в коммунальных квартирах	435.0	91.0	100.0	92.0	82.0	70.0	392.0	3.0
в них занимают:								
часть комнаты	6.0	6.0	-	-	-	-	-	1.0
