4. СРЕДНЕЕ ЧИСЛО РОЖДЕННЫХ ДЕТЕЙ ЖЕНЩИНАМИ, ИМЕЮЩИМИ РАЗЛИЧНЫЙ 								
УРОВЕНЬ ОБРАЗОВАНИЯ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
(на 1000 женщин соответствующего возраста и уровня образования, указавших число рожденных детей)								
								
	Среднее число рожденных детей	У женщин, имеющих образование						Среднее число рожденных детей женщинами, не имеющими
25 – 29 -" -	930.0	687.0	841.0	966.0	999.0	1128.0	1075.0	874.0
30 – 34 -" -	1304.0	1118.0	1180.0	1316.0	1403.0	1492.0	1431.0	1944.0
35 – 39 -" -	1563.0	1393.0	1467.0	1578.0	1673.0	1719.0	1561.0	1140.0
40 – 44 -" -	1736.0	1548.0	1644.0	1744.0	1843.0	2013.0	1771.0	583.0
45 – 49 -" -	1727.0	1544.0	1567.0	1725.0	1808.0	2012.0	1707.0	942.0
50 – 54 -" -	1685.0	1534.0	1570.0	1646.0	1758.0	1932.0	2042.0	1068.0
55 – 59 -" -	1635.0	1473.0	1566.0	1622.0	1662.0	1778.0	2044.0	2375.0
60 – 64 -" -	1651.0	1458.0	1451.0	1550.0	1651.0	1777.0	1910.0	2607.0
65 – 69 -" -	1716.0	1463.0	1768.0	1605.0	1627.0	1786.0	1930.0	2201.0
70 лет и более	1922.0	1566.0	1658.0	1698.0	1785.0	1885.0	2058.0	2554.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1346.0	1297.0	811.0	1423.0	1260.0	1262.0	1766.0	2234.0
15 – 17 лет	30.0	-	-	109.0	37.0	28.0	15.0	0.0
18 – 19 -" -	98.0	-	65.0	122.0	81.0	156.0	506.0	0.0
20 – 24 -" -	400.0	273.0	220.0	440.0	438.0	646.0	525.0	556.0
25 – 29 -" -	891.0	685.0	839.0	939.0	971.0	1055.0	823.0	541.0
30 – 34 -" -	1252.0	1093.0	1153.0	1282.0	1347.0	1375.0	1333.0	2083.0
35 – 39 -" -	1493.0	1370.0	1437.0	1534.0	1563.0	1527.0	1104.0	600.0
40 – 44 -" -	1666.0	1524.0	1614.0	1690.0	1754.0	1848.0	1890.0	667.0
45 – 49 -" -	1652.0	1516.0	1519.0	1669.0	1730.0	1829.0	1458.0	789.0
50 – 54 -" -	1615.0	1492.0	1545.0	1593.0	1685.0	1814.0	2136.0	870.0
55 – 59 -" -	1552.0	1455.0	1558.0	1553.0	1573.0	1678.0	1671.0	2125.0
60 – 64 -" -	1568.0	1453.0	1459.0	1513.0	1598.0	1666.0	1706.0	3333.0
65 – 69 -" -	1616.0	1451.0	1763.0	1559.0	1569.0	1685.0	1765.0	2070.0
70 лет и более	1807.0	1550.0	1596.0	1633.0	1721.0	1838.0	1908.0	2425.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	1564.0	1390.0	879.0	1551.0	1444.0	1487.0	2101.0	2427.0
15 – 17 лет	37.0	-	-	0.0	58.0	32.0	37.0	0.0
18 – 19 -" -	121.0	-	31.0	95.0	91.0	230.0	333.0	765.0
20 – 24 -" -	492.0	316.0	188.0	473.0	505.0	759.0	610.0	459.0
25 – 29 -" -	1014.0	695.0	845.0	1026.0	1053.0	1212.0	1396.0	1086.0
30 – 34 -" -	1420.0	1204.0	1283.0	1393.0	1501.0	1626.0	1595.0	1875.0
35 – 39 -" -	1710.0	1468.0	1566.0	1676.0	1850.0	1928.0	2270.0	1432.0
40 – 44 -" -	1882.0	1629.0	1721.0	1861.0	1989.0	2158.0	1609.0	500.0
45 – 49 -" -	1882.0	1628.0	1732.0	1850.0	1943.0	2205.0	2170.0	1000.0
50 – 54 -" -	1836.0	1663.0	1641.0	1767.0	1906.0	2070.0	1937.0	1157.0
55 – 59 -" -	1806.0	1523.0	1583.0	1787.0	1843.0	1909.0	2304.0	2542.0
60 – 64 -" -	1804.0	1471.0	1436.0	1648.0	1760.0	1922.0	2070.0	2122.0
65 – 69 -" -	1892.0	1496.0	1778.0	1716.0	1770.0	1952.0	2094.0	2280.0
70 лет и более	2114.0	1614.0	1892.0	1880.0	1958.0	1978.0	2229.0	2664.0
Мурманская область								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1360.0	1265.0	777.0	1451.0	1298.0	1254.0	1977.0	2238.0
15 – 17 лет	15.0	-	-	82.0	16.0	14.0	16.0	0.0
18 – 19 -" -	88.0	-	45.0	94.0	70.0	212.0	400.0	0.0
20 – 24 -" -	414.0	268.0	211.0	409.0	480.0	692.0	855.0	0.0
25 – 29 -" -	904.0	683.0	746.0	936.0	1007.0	1049.0	932.0	270.0
30 – 34 -" -	1291.0	1139.0	1174.0	1315.0	1354.0	1493.0	1304.0	267.0
35 – 39 -" -	1541.0	1378.0	1465.0	1553.0	1645.0	1736.0	1022.0	667.0
40 – 44 -" -	1691.0	1532.0	1605.0	1691.0	1774.0	2057.0	1233.0	722.0
45 – 49 -" -	1759.0	1591.0	1470.0	1730.0	1860.0	2056.0	1773.0	1310.0
50 – 54 -" -	1742.0	1572.0	1824.0	1699.0	1809.0	2019.0	1730.0	2200.0
55 – 59 -" -	1713.0	1502.0	1637.0	1647.0	1812.0	1899.0	1911.0	2333.0
60 – 64 -" -	1685.0	1415.0	1632.0	1619.0	1709.0	1801.0	1857.0	1491.0
65 – 69 -" -	1799.0	1505.0	1585.0	1661.0	1707.0	1888.0	2006.0	2206.0
70 лет и более	2082.0	1573.0	1589.0	1748.0	2043.0	2086.0	2218.0	2566.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1348.0	1258.0	763.0	1445.0	1284.0	1242.0	1940.0	2189.0
15 – 17 лет	15.0	-	-	82.0	17.0	13.0	16.0	0.0
18 – 19 -" -	84.0	-	45.0	90.0	65.0	218.0	526.0	0.0
20 – 24 -" -	403.0	260.0	208.0	399.0	468.0	687.0	868.0	0.0
25 – 29 -" -	888.0	673.0	739.0	918.0	992.0	1019.0	941.0	235.0
30 – 34 -" -	1277.0	1131.0	1168.0	1303.0	1335.0	1477.0	1256.0	276.0
35 – 39 -" -	1527.0	1370.0	1448.0	1548.0	1619.0	1708.0	955.0	308.0
40 – 44 -" -	1675.0	1522.0	1595.0	1677.0	1757.0	2013.0	1175.0	750.0
45 – 49 -" -	1745.0	1582.0	1473.0	1720.0	1844.0	2037.0	1744.0	913.0
50 – 54 -" -	1731.0	1564.0	1829.0	1692.0	1801.0	1994.0	1724.0	1250.0
55 – 59 -" -	1699.0	1492.0	1627.0	1636.0	1805.0	1878.0	1855.0	2333.0
60 – 64 -" -	1671.0	1411.0	1629.0	1614.0	1702.0	1781.0	1827.0	1333.0
65 – 69 -" -	1772.0	1507.0	1559.0	1646.0	1690.0	1862.0	1953.0	2205.0
70 лет и более	2050.0	1557.0	1546.0	1733.0	2043.0	2055.0	2179.0	2535.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	1546.0	1391.0	1077.0	1545.0	1509.0	1415.0	2456.0	2770.0
15 – 17 лет	17.0	-	-	-	5.0	19.0	13.0	-
18 – 19 -" -	167.0	-	0.0	169.0	174.0	162.0	0.0	0.0
20 – 24 -" -	561.0	394.0	302.0	524.0	627.0	742.0	778.0	0.0
25 – 29 -" -	1114.0	854.0	906.0	1121.0	1195.0	1350.0	900.0	667.0
30 – 34 -" -	1464.0	1275.0	1260.0	1444.0	1587.0	1652.0	1571.0	0.0
35 – 39 -" -	1708.0	1490.0	1667.0	1613.0	1979.0	2017.0	2500.0	3000.0
40 – 44 -" -	1909.0	1709.0	1813.0	1878.0	1978.0	2554.0	2333.0	500.0
45 – 49 -" -	1966.0	1786.0	1429.0	1884.0	2087.0	2235.0	2143.0	2833.0
50 – 54 -" -	1921.0	1748.0	1737.0	1818.0	1939.0	2307.0	1783.0	6000.0
55 – 59 -" -	2009.0	1837.0	2250.0	1897.0	1952.0	2212.0	2750.0	-
60 – 64 -" -	1976.0	1579.0	1750.0	1758.0	1869.0	2148.0	2224.0	3000.0
65 – 69 -" -	2338.0	1435.0	2000.0	2069.0	2144.0	2381.0	2670.0	2222.0
70 лет и более	2689.0	2184.0	2200.0	2174.0	2068.0	2804.0	2781.0	2900.0
Новгородская область								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1451.0	1278.0	767.0	1460.0	1305.0	1390.0	2026.0	2221.0
15 – 17 лет	14.0	-	-	41.0	18.0	12.0	19.0	77.0
18 – 19 -" -	102.0	-	61.0	106.0	79.0	195.0	266.0	98.0
20 – 24 -" -	401.0	248.0	162.0	421.0	434.0	691.0	591.0	1045.0
25 – 29 -" -	951.0	664.0	818.0	982.0	1079.0	1216.0	1230.0	824.0
30 – 34 -" -	1320.0	1094.0	1070.0	1323.0	1448.0	1772.0	1613.0	1156.0
35 – 39 -" -	1608.0	1317.0	1492.0	1618.0	1797.0	1958.0	2495.0	2044.0
40 – 44 -" -	1774.0	1541.0	1696.0	1781.0	1906.0	2150.0	1683.0	957.0
45 – 49 -" -	1785.0	1548.0	1751.0	1781.0	1860.0	2096.0	2323.0	2286.0
50 – 54 -" -	1711.0	1514.0	1737.0	1667.0	1766.0	2003.0	2097.0	1217.0
55 – 59 -" -	1652.0	1439.0	1475.0	1608.0	1674.0	1880.0	2034.0	2761.0
60 – 64 -" -	1677.0	1450.0	1524.0	1551.0	1584.0	1818.0	2009.0	2714.0
65 – 69 -" -	1769.0	1496.0	1591.0	1591.0	1606.0	1804.0	1990.0	2371.0
70 лет и более	1980.0	1474.0	1781.0	1683.0	1772.0	1897.0	2120.0	2351.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1308.0	1227.0	687.0	1383.0	1206.0	1232.0	1809.0	1950.0
15 – 17 лет	13.0	-	-	54.0	16.0	11.0	25.0	0.0
18 – 19 -" -	81.0	-	64.0	110.0	64.0	154.0	0.0	0.0
20 – 24 -" -	363.0	245.0	154.0	422.0	400.0	613.0	474.0	1125.0
25 – 29 -" -	883.0	641.0	753.0	954.0	1026.0	1057.0	932.0	0.0
30 – 34 -" -	1229.0	1067.0	1100.0	1253.0	1342.0	1560.0	886.0	1000.0
35 – 39 -" -	1475.0	1265.0	1460.0	1517.0	1625.0	1725.0	1844.0	1267.0
40 – 44 -" -	1661.0	1483.0	1573.0	1682.0	1776.0	2031.0	1306.0	1000.0
45 – 49 -" -	1678.0	1514.0	1680.0	1696.0	1750.0	1901.0	1676.0	267.0
50 – 54 -" -	1602.0	1447.0	1638.0	1583.0	1689.0	1794.0	1714.0	0.0
55 – 59 -" -	1550.0	1382.0	1433.0	1521.0	1631.0	1750.0	1771.0	2318.0
60 – 64 -" -	1551.0	1423.0	1436.0	1505.0	1546.0	1665.0	1732.0	1212.0
65 – 69 -" -	1610.0	1486.0	1536.0	1524.0	1590.0	1700.0	1704.0	1660.0
70 лет и более	1802.0	1423.0	1651.0	1610.0	1719.0	1794.0	1934.0	2161.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	1791.0	1570.0	1343.0	1702.0	1591.0	1644.0	2202.0	2363.0
15 – 17 лет	16.0	-	-	0.0	27.0	14.0	11.0	125.0
18 – 19 -" -	177.0	-	0.0	90.0	151.0	257.0	379.0	121.0
20 – 24 -" -	532.0	284.0	282.0	417.0	529.0	791.0	651.0	1000.0
25 – 29 -" -	1193.0	883.0	1333.0	1090.0	1220.0	1428.0	1450.0	1077.0
30 – 34 -" -	1606.0	1270.0	893.0	1557.0	1700.0	2023.0	1917.0	1197.0
35 – 39 -" -	1966.0	1606.0	1626.0	1914.0	2111.0	2159.0	2939.0	2264.0
40 – 44 -" -	2085.0	1863.0	2220.0	2050.0	2191.0	2281.0	1964.0	923.0
45 – 49 -" -	2094.0	1757.0	2000.0	2039.0	2130.0	2318.0	3126.0	3024.0
50 – 54 -" -	2043.0	1896.0	2200.0	1936.0	2023.0	2278.0	2389.0	1750.0
55 – 59 -" -	1935.0	1694.0	1571.0	1920.0	1829.0	2050.0	2202.0	3167.0
60 – 64 -" -	1935.0	1579.0	1750.0	1700.0	1704.0	2021.0	2192.0	3403.0
65 – 69 -" -	2018.0	1532.0	1840.0	1788.0	1653.0	1955.0	2202.0	2737.0
70 лет и более	2219.0	1694.0	2304.0	1922.0	1975.0	2092.0	2279.0	2452.0
Псковская область								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1450.0	1287.0	761.0	1440.0	1321.0	1403.0	1920.0	2159.0
15 – 17 лет	14.0	-	0.0	79.0	16.0	11.0	29.0	0.0
18 – 19 -" -	85.0	-	13.0	81.0	61.0	187.0	130.0	302.0
20 – 24 -" -	413.0	199.0	153.0	406.0	480.0	683.0	829.0	229.0
25 – 29 -" -	935.0	671.0	619.0	962.0	1043.0	1157.0	1151.0	333.0
30 – 34 -" -	1315.0	1101.0	1115.0	1318.0	1409.0	1627.0	1681.0	556.0
35 – 39 -" -	1571.0	1321.0	1354.0	1557.0	1747.0	1993.0	1647.0	1000.0
40 – 44 -" -	1740.0	1508.0	1702.0	1705.0	1878.0	2159.0	2076.0	1139.0
45 – 49 -" -	1739.0	1546.0	1777.0	1709.0	1794.0	2172.0	2771.0	390.0
50 – 54 -" -	1700.0	1514.0	1617.0	1658.0	1731.0	2020.0	1945.0	951.0
55 – 59 -" -	1675.0	1464.0	1511.0	1599.0	1659.0	1915.0	2209.0	1414.0
60 – 64 -" -	1732.0	1460.0	1683.0	1571.0	1711.0	1851.0	2022.0	3007.0
65 – 69 -" -	1782.0	1514.0	1471.0	1607.0	1696.0	1831.0	1960.0	2144.0
70 лет и более	1923.0	1487.0	1701.0	1683.0	1723.0	1894.0	2012.0	2301.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1283.0	1232.0	688.0	1359.0	1180.0	1195.0	1688.0	2159.0
15 – 17 лет	14.0	-	0.0	99.0	17.0	10.0	27.0	0.0
18 – 19 -" -	69.0	-	14.0	69.0	54.0	154.0	143.0	429.0
20 – 24 -" -	371.0	189.0	134.0	416.0	424.0	647.0	1053.0	750.0
25 – 29 -" -	861.0	657.0	615.0	919.0	961.0	993.0	1328.0	0.0
30 – 34 -" -	1202.0	1043.0	1089.0	1250.0	1253.0	1300.0	1738.0	0.0
35 – 39 -" -	1440.0	1260.0	1319.0	1467.0	1567.0	1571.0	2302.0	1167.0
40 – 44 -" -	1594.0	1438.0	1567.0	1598.0	1701.0	1841.0	1795.0	667.0
45 – 49 -" -	1623.0	1518.0	1672.0	1603.0	1674.0	2007.0	2509.0	250.0
50 – 54 -" -	1587.0	1459.0	1629.0	1577.0	1646.0	1775.0	1153.0	3250.0
55 – 59 -" -	1531.0	1407.0	1500.0	1527.0	1546.0	1650.0	1951.0	-
60 – 64 -" -	1586.0	1425.0	1733.0	1519.0	1638.0	1690.0	1718.0	3000.0
65 – 69 -" -	1621.0	1478.0	1421.0	1551.0	1629.0	1698.0	1698.0	2167.0
70 лет и более	1748.0	1467.0	1740.0	1596.0	1655.0	1768.0	1834.0	2365.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	1779.0	1562.0	1213.0	1678.0	1678.0	1672.0	2054.0	2159.0
15 – 17 лет	15.0	-	-	0.0	9.0	12.0	32.0	0.0
18 – 19 -" -	142.0	-	0.0	119.0	93.0	242.0	126.0	160.0
20 – 24 -" -	551.0	283.0	365.0	371.0	650.0	722.0	689.0	74.0
25 – 29 -" -	1167.0	797.0	654.0	1109.0	1249.0	1341.0	1082.0	667.0
30 – 34 -" -	1631.0	1420.0	1253.0	1531.0	1736.0	1934.0	1615.0	833.0
35 – 39 -" -	1889.0	1593.0	1707.0	1788.0	2062.0	2392.0	1121.0	925.0
40 – 44 -" -	2101.0	1860.0	2233.0	1995.0	2211.0	2405.0	2279.0	1375.0
45 – 49 -" -	2052.0	1698.0	2182.0	2028.0	2063.0	2299.0	2901.0	480.0
50 – 54 -" -	1990.0	1764.0	1556.0	1915.0	1950.0	2241.0	2426.0	0.0
55 – 59 -" -	1986.0	1734.0	1532.0	1814.0	1911.0	2179.0	2347.0	1414.0
60 – 64 -" -	1958.0	1583.0	1594.0	1710.0	1868.0	2014.0	2196.0	3008.0
65 – 69 -" -	1976.0	1628.0	1585.0	1748.0	1840.0	1984.0	2092.0	2136.0
70 лет и более	2095.0	1571.0	1602.0	1924.0	1942.0	2086.0	2113.0	2276.0
г. Санкт–Петербург								
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1120.0	1126.0	642.0	1248.0	1044.0	1030.0	1433.0	1618.0
15 – 17 лет	26.0	-	157.0	61.0	26.0	23.0	46.0	56.0
18 – 19 -" -	60.0	385.0	39.0	80.0	50.0	136.0	364.0	0.0
20 – 24 -" -	266.0	224.0	150.0	361.0	288.0	538.0	531.0	1000.0
25 – 29 -" -	711.0	573.0	635.0	827.0	831.0	916.0	769.0	355.0
30 – 34 -" -	1052.0	965.0	1014.0	1127.0	1128.0	1098.0	1258.0	289.0
35 – 39 -" -	1290.0	1210.0	1302.0	1345.0	1390.0	1316.0	977.0	290.0
40 – 44 -" -	1444.0	1349.0	1445.0	1497.0	1550.0	1549.0	1594.0	772.0
45 – 49 -" -	1457.0	1378.0	1452.0	1489.0	1549.0	1614.0	1608.0	797.0
50 – 54 -" -	1409.0	1319.0	1393.0	1446.0	1478.0	1629.0	1436.0	1426.0
55 – 59 -" -	1323.0	1260.0	1289.0	1342.0	1388.0	1454.0	1645.0	1906.0
60 – 64 -" -	1304.0	1219.0	1220.0	1310.0	1366.0	1436.0	1470.0	1115.0
65 – 69 -" -	1293.0	1194.0	1250.0	1294.0	1323.0	1387.0	1460.0	1465.0
70 лет и более	1393.0	1253.0	1373.0	1335.0	1404.0	1422.0	1533.0	1896.0
Южный федеральный округ								
Республика Адыгея								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1649.0	1424.0	792.0	1688.0	1548.0	1538.0	2427.0	2684.0
15 – 17 лет	14.0	-	-	0.0	15.0	12.0	40.0	69.0
18 – 19 -" -	90.0	-	51.0	79.0	64.0	212.0	434.0	259.0
20 – 24 -" -	451.0	320.0	214.0	461.0	500.0	746.0	1027.0	797.0
25 – 29 -" -	1093.0	804.0	865.0	1119.0	1246.0	1385.0	1728.0	1241.0
30 – 34 -" -	1533.0	1242.0	1390.0	1549.0	1658.0	1842.0	2099.0	2476.0
35 – 39 -" -	1845.0	1575.0	1749.0	1842.0	1994.0	2123.0	2365.0	2154.0
40 – 44 -" -	1992.0	1691.0	1860.0	1979.0	2150.0	2398.0	2477.0	2340.0
45 – 49 -" -	2051.0	1748.0	1819.0	2007.0	2201.0	2436.0	2728.0	2723.0
50 – 54 -" -	2075.0	1803.0	1869.0	2001.0	2213.0	2383.0	2637.0	2870.0
55 – 59 -" -	2094.0	1823.0	1974.0	1954.0	2179.0	2341.0	2659.0	3244.0
60 – 64 -" -	2182.0	1743.0	1813.0	1934.0	2257.0	2290.0	2544.0	3903.0
65 – 69 -" -	2247.0	1702.0	1743.0	1920.0	2272.0	2326.0	2563.0	2859.0
70 лет и более	2343.0	1719.0	1934.0	1965.0	2223.0	2336.0	2471.0	2766.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1411.0	1340.0	696.0	1556.0	1252.0	1293.0	2110.0	2408.0
15 – 17 лет	8.0	-	-	0.0	12.0	6.0	7.0	136.0
18 – 19 -" -	50.0	-	36.0	61.0	38.0	113.0	333.0	0.0
20 – 24 -" -	333.0	273.0	171.0	402.0	353.0	552.0	707.0	250.0
25 – 29 -" -	909.0	753.0	717.0	973.0	1034.0	1099.0	1030.0	923.0
30 – 34 -" -	1336.0	1166.0	1183.0	1403.0	1423.0	1490.0	1676.0	1917.0
35 – 39 -" -	1640.0	1481.0	1628.0	1680.0	1754.0	1657.0	1773.0	1571.0
40 – 44 -" -	1787.0	1596.0	1812.0	1825.0	1915.0	1954.0	2000.0	1750.0
45 – 49 -" -	1847.0	1662.0	1758.0	1868.0	1970.0	2043.0	1745.0	3857.0
50 – 54 -" -	1872.0	1709.0	1786.0	1865.0	1977.0	2103.0	1962.0	1000.0
55 – 59 -" -	1835.0	1667.0	1899.0	1820.0	1892.0	2016.0	2168.0	2600.0
60 – 64 -" -	1863.0	1619.0	1598.0	1779.0	1942.0	1968.0	2126.0	3056.0
65 – 69 -" -	1901.0	1617.0	1739.0	1768.0	1924.0	1990.0	2174.0	2500.0
70 лет и более	2070.0	1634.0	1913.0	1887.0	1965.0	2121.0	2191.0	2541.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	1935.0	1636.0	996.0	1882.0	1858.0	1758.0	2605.0	2791.0
15 – 17 лет	21.0	-	-	0.0	22.0	19.0	58.0	28.0
18 – 19 -" -	159.0	-	87.0	109.0	114.0	311.0	459.0	280.0
20 – 24 -" -	622.0	430.0	316.0	554.0	679.0	875.0	1117.0	1020.0
25 – 29 -" -	1331.0	933.0	1124.0	1317.0	1436.0	1565.0	1930.0	1333.0
30 – 34 -" -	1779.0	1433.0	1813.0	1745.0	1849.0	2040.0	2313.0	2608.0
35 – 39 -" -	2086.0	1807.0	1929.0	2043.0	2180.0	2359.0	2615.0	2368.0
40 – 44 -" -	2234.0	1925.0	1962.0	2173.0	2337.0	2606.0	2654.0	2452.0
45 – 49 -" -	2316.0	1977.0	1920.0	2222.0	2394.0	2684.0	3190.0	2525.0
50 – 54 -" -	2346.0	2049.0	2016.0	2213.0	2435.0	2598.0	2933.0	3150.0
55 – 59 -" -	2417.0	2175.0	2089.0	2178.0	2485.0	2572.0	2849.0	3452.0
60 – 64 -" -	2502.0	2035.0	2244.0	2194.0	2541.0	2547.0	2712.0	4183.0
65 – 69 -" -	2578.0	1929.0	1750.0	2195.0	2606.0	2627.0	2745.0	2959.0
70 лет и более	2612.0	1971.0	2000.0	2136.0	2603.0	2614.0	2655.0	2861.0
Республика Дагестан								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	2069.0	1768.0	527.0	2029.0	1818.0	1891.0	3730.0	3881.0
15 – 17 лет	9.0	-	0.0	11.0	10.0	8.0	14.0	61.0
18 – 19 -" -	64.0	0.0	31.0	76.0	57.0	125.0	125.0	40.0
20 – 24 -" -	496.0	494.0	166.0	511.0	574.0	698.0	641.0	387.0
25 – 29 -" -	1403.0	1024.0	892.0	1337.0	1565.0	1611.0	1502.0	542.0
30 – 34 -" -	2053.0	1633.0	1647.0	1975.0	2204.0	2229.0	2076.0	1102.0
35 – 39 -" -	2510.0	2068.0	1965.0	2340.0	2684.0	2752.0	2593.0	1191.0
40 – 44 -" -	2813.0	2323.0	2348.0	2585.0	2959.0	3189.0	3065.0	2125.0
45 – 49 -" -	3063.0	2474.0	2675.0	2759.0	3196.0	3506.0	3579.0	2408.0
50 – 54 -" -	3380.0	2525.0	2972.0	2904.0	3436.0	3966.0	4332.0	3000.0
55 – 59 -" -	3610.0	2533.0	2929.0	2937.0	3363.0	4196.0	4506.0	4287.0
60 – 64 -" -	3919.0	2574.0	3142.0	2827.0	3524.0	4171.0	4602.0	4319.0
65 – 69 -" -	4191.0	2439.0	3474.0	2942.0	3706.0	4155.0	4626.0	4467.0
70 лет и более	3860.0	2254.0	2726.0	2766.0	3265.0	3617.0	4086.0	4088.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1637.0	1640.0	437.0	1870.0	1478.0	1527.0	3124.0	3536.0
15 – 17 лет	8.0	-	0.0	15.0	9.0	6.0	20.0	0.0
18 – 19 -" -	48.0	0.0	29.0	79.0	41.0	152.0	171.0	154.0
20 – 24 -" -	374.0	470.0	137.0	504.0	433.0	636.0	706.0	531.0
25 – 29 -" -	1193.0	943.0	811.0	1239.0	1380.0	1510.0	1296.0	1304.0
30 – 34 -" -	1815.0	1530.0	1603.0	1831.0	1977.0	2023.0	2056.0	681.0
35 – 39 -" -	2230.0	1947.0	1871.0	2166.0	2436.0	2394.0	2475.0	1179.0
40 – 44 -" -	2482.0	2192.0	2177.0	2397.0	2628.0	2846.0	2817.0	3486.0
45 – 49 -" -	2616.0	2286.0	2422.0	2535.0	2752.0	3010.0	2928.0	1764.0
50 – 54 -" -	2748.0	2299.0	2562.0	2564.0	2901.0	3288.0	3442.0	3309.0
55 – 59 -" -	2765.0	2240.0	2574.0	2536.0	2727.0	3270.0	3644.0	3400.0
60 – 64 -" -	2901.0	2262.0	2773.0	2374.0	2794.0	3185.0	3527.0	3811.0
65 – 69 -" -	3221.0	2100.0	2347.0	2415.0	2958.0	3295.0	3901.0	3917.0
70 лет и более	3042.0	1962.0	2343.0	2292.0	2749.0	2827.0	3372.0	3750.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	2420.0	2082.0	809.0	2249.0	2067.0	2071.0	3916.0	3971.0
15 – 17 лет	10.0	-	0.0	0.0	12.0	9.0	11.0	80.0
18 – 19 -" -	83.0	-	38.0	72.0	78.0	114.0	116.0	0.0
20 – 24 -" -	615.0	545.0	274.0	518.0	668.0	716.0	631.0	342.0
25 – 29 -" -	1569.0	1236.0	1079.0	1472.0	1654.0	1640.0	1537.0	310.0
30 – 34 -" -	2230.0	1882.0	1734.0	2147.0	2319.0	2289.0	2079.0	1212.0
35 – 39 -" -	2720.0	2348.0	2141.0	2556.0	2815.0	2870.0	2617.0	1194.0
40 – 44 -" -	3080.0	2625.0	2723.0	2835.0	3161.0	3319.0	3126.0	1957.0
45 – 49 -" -	3470.0	2923.0	3264.0	3100.0	3541.0	3722.0	3756.0	2564.0
50 – 54 -" -	3996.0	3141.0	3782.0	3470.0	3953.0	4295.0	4590.0	2916.0
55 – 59 -" -	4432.0	3430.0	4075.0	3799.0	4158.0	4708.0	4792.0	4543.0
60 – 64 -" -	4673.0	3382.0	3629.0	3762.0	4415.0	4800.0	4960.0	4506.0
65 – 69 -" -	4704.0	3436.0	4882.0	3900.0	4550.0	4694.0	4836.0	4631.0
70 лет и более	4276.0	3491.0	3926.0	3932.0	4135.0	4361.0	4340.0	4170.0
Республика Ингушетия								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	2354.0	1905.0	901.0	2235.0	2147.0	1954.0	3981.0	5205.0
15 – 17 лет	13.0	-	-	22.0	21.0	9.0	10.0	0.0
18 – 19 -" -	65.0	-	32.0	45.0	66.0	111.0	128.0	71.0
20 – 24 -" -	429.0	363.0	226.0	409.0	470.0	626.0	609.0	314.0
25 – 29 -" -	1274.0	930.0	935.0	1199.0	1409.0	1598.0	1705.0	1531.0
30 – 34 -" -	2128.0	1686.0	1659.0	2073.0	2289.0	2478.0	2392.0	1405.0
35 – 39 -" -	2973.0	2447.0	2357.0	2836.0	3140.0	3405.0	3296.0	2913.0
40 – 44 -" -	3668.0	3070.0	3273.0	3523.0	3798.0	3897.0	4066.0	3670.0
45 – 49 -" -	4105.0	3341.0	4047.0	3726.0	4210.0	4411.0	4641.0	4341.0
50 – 54 -" -	4438.0	3379.0	3895.0	4067.0	4508.0	4640.0	4907.0	4894.0
55 – 59 -" -	4795.0	3590.0	4429.0	4168.0	4682.0	4870.0	5262.0	5234.0
60 – 64 -" -	5158.0	3471.0	4917.0	4368.0	4671.0	4993.0	5414.0	5658.0
65 – 69 -" -	5312.0	3538.0	4444.0	4008.0	5002.0	4652.0	5299.0	5790.0
70 лет и более	4955.0	4694.0	6714.0	4140.0	4436.0	4488.0	4937.0	5095.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	2287.0	1942.0	852.0	2256.0	2170.0	1854.0	3787.0	5040.0
15 – 17 лет	12.0	-	-	36.0	26.0	6.0	10.0	0.0
18 – 19 -" -	61.0	-	26.0	53.0	67.0	88.0	118.0	0.0
20 – 24 -" -	396.0	353.0	196.0	399.0	449.0	619.0	591.0	313.0
25 – 29 -" -	1258.0	938.0	965.0	1158.0	1447.0	1712.0	1761.0	600.0
