7. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ВОЗРАСТНЫМ ГРУППАМ И ПОЛУ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ									
									
									
	Городское и сельское			Городское население			Сельское население		
25 - 29	228.0	122.0	106.0	167.0	88.0	79.0	61.0	34.0	27.0
30 - 34	305.0	190.0	115.0	247.0	156.0	91.0	58.0	34.0	24.0
35 - 39	420.0	227.0	193.0	343.0	186.0	157.0	77.0	41.0	36.0
40 - 44	517.0	247.0	270.0	410.0	198.0	212.0	107.0	49.0	58.0
45 - 49	498.0	239.0	259.0	401.0	195.0	206.0	97.0	44.0	53.0
50 - 54	530.0	206.0	324.0	418.0	155.0	263.0	112.0	51.0	61.0
55 - 59	421.0	193.0	228.0	360.0	160.0	200.0	61.0	33.0	28.0
60 - 64	715.0	287.0	428.0	606.0	237.0	369.0	109.0	50.0	59.0
65 - 69	691.0	319.0	372.0	608.0	280.0	328.0	83.0	39.0	44.0
70 и более	1190.0	473.0	717.0	1063.0	432.0	631.0	127.0	41.0	86.0
возраст не указан	-	-	-	-	-	-	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	205.0	114.0	91.0	149.0	86.0	63.0	56.0	28.0	28.0
трудоспособном	2945.0	1561.0	1384.0	2327.0	1228.0	1099.0	618.0	333.0	285.0
старше трудоспособного	2824.0	1079.0	1745.0	2477.0	949.0	1528.0	347.0	130.0	217.0
Медианный возраст	   55,2	   52,4	   57,6	   56,8	   54,1	   59,4	   48,8	   46,3	   51,3
Немцы	4689.0	2527.0	2162.0	3746.0	2036.0	1710.0	943.0	491.0	452.0
 в том числе в возрасте, лет:									
0 - 4	92.0	55.0	37.0	66.0	43.0	23.0	26.0	12.0	14.0
5 - 9	99.0	67.0	32.0	63.0	41.0	22.0	36.0	26.0	10.0
10 - 14	154.0	83.0	71.0	96.0	55.0	41.0	58.0	28.0	30.0
15 - 17	147.0	72.0	75.0	97.0	44.0	53.0	50.0	28.0	22.0
18 - 19	122.0	67.0	55.0	96.0	57.0	39.0	26.0	10.0	16.0
20 - 24	310.0	150.0	160.0	248.0	122.0	126.0	62.0	28.0	34.0
25 - 29	281.0	146.0	135.0	215.0	109.0	106.0	66.0	37.0	29.0
30 - 34	203.0	128.0	75.0	155.0	102.0	53.0	48.0	26.0	22.0
35 - 39	248.0	141.0	107.0	180.0	100.0	80.0	68.0	41.0	27.0
40 - 44	361.0	192.0	169.0	264.0	143.0	121.0	97.0	49.0	48.0
45 - 49	479.0	270.0	209.0	377.0	223.0	154.0	102.0	47.0	55.0
50 - 54	612.0	302.0	310.0	515.0	245.0	270.0	97.0	57.0	40.0
55 - 59	109.0	53.0	56.0	86.0	44.0	42.0	23.0	9.0	14.0
60 - 64	379.0	176.0	203.0	331.0	154.0	177.0	48.0	22.0	26.0
65 - 69	301.0	148.0	153.0	263.0	129.0	134.0	38.0	19.0	19.0
70 и более	792.0	477.0	315.0	694.0	425.0	269.0	98.0	52.0	46.0
возраст не указан	-	-	-	-	-	-	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	389.0	233.0	156.0	258.0	159.0	99.0	131.0	74.0	57.0
трудоспособном	2772.0	1493.0	1279.0	2158.0	1169.0	989.0	614.0	324.0	290.0
старше трудоспособного	1528.0	801.0	727.0	1330.0	708.0	622.0	198.0	93.0	105.0
Медианный возраст	   48,4	   48,1	   48,9	   50,2	   49,5	   50,8	   41,7	   41,1	   42,4
Ярославская область									
Русские	1301130.0	583794.0	717336.0	1051328.0	469373.0	581955.0	249802.0	114421.0	135381.0
 в том числе в возрасте, лет:									
0 - 4	49083.0	25361.0	23722.0	39843.0	20669.0	19174.0	9240.0	4692.0	4548.0
5 - 9	51233.0	26440.0	24793.0	40680.0	20984.0	19696.0	10553.0	5456.0	5097.0
10 - 14	82568.0	42122.0	40446.0	64849.0	33072.0	31777.0	17719.0	9050.0	8669.0
15 - 17	63713.0	32256.0	31457.0	52268.0	26275.0	25993.0	11445.0	5981.0	5464.0
18 - 19	43434.0	21466.0	21968.0	37051.0	18139.0	18912.0	6383.0	3327.0	3056.0
20 - 24	96217.0	47701.0	48516.0	81963.0	40474.0	41489.0	14254.0	7227.0	7027.0
25 - 29	91725.0	46076.0	45649.0	78328.0	39181.0	39147.0	13397.0	6895.0	6502.0
30 - 34	83875.0	41325.0	42550.0	70474.0	34626.0	35848.0	13401.0	6699.0	6702.0
35 - 39	86599.0	42127.0	44472.0	70609.0	33900.0	36709.0	15990.0	8227.0	7763.0
40 - 44	104861.0	49767.0	55094.0	84655.0	39318.0	45337.0	20206.0	10449.0	9757.0
45 - 49	105301.0	48937.0	56364.0	85539.0	38698.0	46841.0	19762.0	10239.0	9523.0
50 - 54	99425.0	45082.0	54343.0	81774.0	36023.0	45751.0	17651.0	9059.0	8592.0
55 - 59	51718.0	22209.0	29509.0	43037.0	18196.0	24841.0	8681.0	4013.0	4668.0
60 - 64	85067.0	33156.0	51911.0	67009.0	25631.0	41378.0	18058.0	7525.0	10533.0
65 - 69	65983.0	24039.0	41944.0	50065.0	17642.0	32423.0	15918.0	6397.0	9521.0
70 и более	139526.0	35360.0	104166.0	102419.0	26196.0	76223.0	37107.0	9164.0	27943.0
возраст не указан	802.0	370.0	432.0	765.0	349.0	416.0	37.0	21.0	16.0
Из общей численности - население в возрасте:									
моложе трудоспособного	204192.0	104847.0	99345.0	162595.0	83510.0	79085.0	41597.0	21337.0	20260.0
трудоспособном	776051.0	386022.0	390029.0	643634.0	316045.0	327589.0	132417.0	69977.0	62440.0
старше трудоспособного	320085.0	92555.0	227530.0	244334.0	69469.0	174865.0	75751.0	23086.0	52665.0
Медианный возраст	   40,1	   36,2	   43,2	   39,3	   35,2	   42,5	   43,1	   39,8	   46,6
Украинцы	13155.0	6480.0	6675.0	10624.0	5174.0	5450.0	2531.0	1306.0	1225.0
 в том числе в возрасте, лет:									
0 - 4	100.0	50.0	50.0	69.0	32.0	37.0	31.0	18.0	13.0
5 - 9	167.0	88.0	79.0	108.0	59.0	49.0	59.0	29.0	30.0
10 - 14	280.0	137.0	143.0	184.0	84.0	100.0	96.0	53.0	43.0
15 - 17	217.0	109.0	108.0	161.0	83.0	78.0	56.0	26.0	30.0
18 - 19	189.0	83.0	106.0	160.0	72.0	88.0	29.0	11.0	18.0
20 - 24	513.0	247.0	266.0	425.0	215.0	210.0	88.0	32.0	56.0
25 - 29	706.0	347.0	359.0	572.0	268.0	304.0	134.0	79.0	55.0
30 - 34	1043.0	475.0	568.0	826.0	376.0	450.0	217.0	99.0	118.0
35 - 39	1311.0	669.0	642.0	1045.0	536.0	509.0	266.0	133.0	133.0
40 - 44	1530.0	773.0	757.0	1230.0	596.0	634.0	300.0	177.0	123.0
45 - 49	1304.0	697.0	607.0	1035.0	543.0	492.0	269.0	154.0	115.0
50 - 54	1323.0	641.0	682.0	1099.0	527.0	572.0	224.0	114.0	110.0
55 - 59	890.0	478.0	412.0	739.0	385.0	354.0	151.0	93.0	58.0
60 - 64	1313.0	713.0	600.0	1072.0	582.0	490.0	241.0	131.0	110.0
65 - 69	813.0	410.0	403.0	653.0	329.0	324.0	160.0	81.0	79.0
70 и более	1455.0	562.0	893.0	1245.0	486.0	759.0	210.0	76.0	134.0
возраст не указан	1.0	1.0	-	1.0	1.0	-	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	619.0	309.0	310.0	416.0	204.0	212.0	203.0	105.0	98.0
трудоспособном	8542.0	4485.0	4057.0	6883.0	3572.0	3311.0	1659.0	913.0	746.0
старше трудоспособного	3993.0	1685.0	2308.0	3324.0	1397.0	1927.0	669.0	288.0	381.0
Медианный возраст	   46,9	   46,7	   47,2	   47,5	   47,2	   47,8	   44,8	   44,9	   44,8
Татары	6175.0	2801.0	3374.0	5397.0	2418.0	2979.0	778.0	383.0	395.0
 в том числе в возрасте, лет:									
0 - 4	81.0	51.0	30.0	71.0	47.0	24.0	10.0	4.0	6.0
5 - 9	126.0	69.0	57.0	113.0	60.0	53.0	13.0	9.0	4.0
10 - 14	198.0	105.0	93.0	169.0	89.0	80.0	29.0	16.0	13.0
15 - 17	155.0	89.0	66.0	132.0	75.0	57.0	23.0	14.0	9.0
18 - 19	170.0	111.0	59.0	129.0	79.0	50.0	41.0	32.0	9.0
20 - 24	338.0	209.0	129.0	289.0	177.0	112.0	49.0	32.0	17.0
25 - 29	315.0	169.0	146.0	288.0	155.0	133.0	27.0	14.0	13.0
30 - 34	419.0	222.0	197.0	377.0	200.0	177.0	42.0	22.0	20.0
35 - 39	503.0	235.0	268.0	451.0	212.0	239.0	52.0	23.0	29.0
40 - 44	645.0	282.0	363.0	551.0	239.0	312.0	94.0	43.0	51.0
45 - 49	684.0	309.0	375.0	576.0	254.0	322.0	108.0	55.0	53.0
50 - 54	597.0	258.0	339.0	516.0	226.0	290.0	81.0	32.0	49.0
55 - 59	306.0	128.0	178.0	278.0	113.0	165.0	28.0	15.0	13.0
60 - 64	498.0	191.0	307.0	447.0	167.0	280.0	51.0	24.0	27.0
65 - 69	403.0	138.0	265.0	354.0	117.0	237.0	49.0	21.0	28.0
70 и более	734.0	234.0	500.0	653.0	207.0	446.0	81.0	27.0	54.0
возраст не указан	3.0	1.0	2.0	3.0	1.0	2.0	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	446.0	246.0	200.0	389.0	215.0	174.0	57.0	31.0	26.0
трудоспособном	3913.0	1991.0	1922.0	3386.0	1711.0	1675.0	527.0	280.0	247.0
старше трудоспособного	1813.0	563.0	1250.0	1619.0	491.0	1128.0	194.0	72.0	122.0
Медианный возраст	   46,1	   42,4	   48,7	   46,2	   42,3	   48,9	   45,4	   43,1	   47,4
г. Москва									
Русские	8808009.0	4065584.0	4742425.0	8808009.0	4065584.0	4742425.0	-	-	-
 в том числе в возрасте, лет:									
0 - 4	311553.0	159380.0	152173.0	311553.0	159380.0	152173.0	-	-	-
5 - 9	317416.0	162747.0	154669.0	317416.0	162747.0	154669.0	-	-	-
10 - 14	462114.0	236620.0	225494.0	462114.0	236620.0	225494.0	-	-	-
15 - 17	371087.0	188983.0	182104.0	371087.0	188983.0	182104.0	-	-	-
18 - 19	287806.0	147781.0	140025.0	287806.0	147781.0	140025.0	-	-	-
20 - 24	717059.0	364659.0	352400.0	717059.0	364659.0	352400.0	-	-	-
25 - 29	675240.0	340255.0	334985.0	675240.0	340255.0	334985.0	-	-	-
30 - 34	675216.0	343726.0	331490.0	675216.0	343726.0	331490.0	-	-	-
35 - 39	655742.0	324957.0	330785.0	655742.0	324957.0	330785.0	-	-	-
40 - 44	806302.0	389846.0	416456.0	806302.0	389846.0	416456.0	-	-	-
45 - 49	719763.0	336354.0	383409.0	719763.0	336354.0	383409.0	-	-	-
50 - 54	643748.0	290516.0	353232.0	643748.0	290516.0	353232.0	-	-	-
55 - 59	425922.0	187913.0	238009.0	425922.0	187913.0	238009.0	-	-	-
60 - 64	507754.0	206878.0	300876.0	507754.0	206878.0	300876.0	-	-	-
65 - 69	388093.0	144037.0	244056.0	388093.0	144037.0	244056.0	-	-	-
70 и более	838506.0	238530.0	599976.0	838506.0	238530.0	599976.0	-	-	-
возраст не указан	4688.0	2402.0	2286.0	4688.0	2402.0	2286.0	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	1211403.0	620420.0	590983.0	1211403.0	620420.0	590983.0	-	-	-
трудоспособном	5619556.0	2853317.0	2766239.0	5619556.0	2853317.0	2766239.0	-	-	-
старше трудоспособного	1972362.0	589445.0	1382917.0	1972362.0	589445.0	1382917.0	-	-	-
Медианный возраст	   39,5	   36,5	   42,0	   39,5	   36,5	   42,0	-	-	-
Украинцы	253644.0	135485.0	118159.0	253644.0	135485.0	118159.0	-	-	-
 в том числе в возрасте, лет:									
0 - 4	1778.0	939.0	839.0	1778.0	939.0	839.0	-	-	-
5 - 9	2601.0	1363.0	1238.0	2601.0	1363.0	1238.0	-	-	-
10 - 14	4229.0	2162.0	2067.0	4229.0	2162.0	2067.0	-	-	-
15 - 17	3354.0	1743.0	1611.0	3354.0	1743.0	1611.0	-	-	-
18 - 19	3943.0	1893.0	2050.0	3943.0	1893.0	2050.0	-	-	-
20 - 24	19726.0	10448.0	9278.0	19726.0	10448.0	9278.0	-	-	-
25 - 29	23793.0	13054.0	10739.0	23793.0	13054.0	10739.0	-	-	-
30 - 34	28930.0	16521.0	12409.0	28930.0	16521.0	12409.0	-	-	-
35 - 39	28307.0	16235.0	12072.0	28307.0	16235.0	12072.0	-	-	-
40 - 44	31481.0	17954.0	13527.0	31481.0	17954.0	13527.0	-	-	-
45 - 49	24052.0	13319.0	10733.0	24052.0	13319.0	10733.0	-	-	-
50 - 54	20038.0	10485.0	9553.0	20038.0	10485.0	9553.0	-	-	-
55 - 59	12575.0	6647.0	5928.0	12575.0	6647.0	5928.0	-	-	-
60 - 64	15270.0	7856.0	7414.0	15270.0	7856.0	7414.0	-	-	-
65 - 69	10946.0	5323.0	5623.0	10946.0	5323.0	5623.0	-	-	-
70 и более	22440.0	9447.0	12993.0	22440.0	9447.0	12993.0	-	-	-
возраст не указан	181.0	96.0	85.0	181.0	96.0	85.0	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	9626.0	4986.0	4640.0	9626.0	4986.0	4640.0	-	-	-
трудоспособном	189253.0	107777.0	81476.0	189253.0	107777.0	81476.0	-	-	-
старше трудоспособного	54584.0	22626.0	31958.0	54584.0	22626.0	31958.0	-	-	-
Медианный возраст	   41,6	   40,9	   42,4	   41,6	   40,9	   42,4	-	-	-
Татары	166083.0	78506.0	87577.0	166083.0	78506.0	87577.0	-	-	-
 в том числе в возрасте, лет:									
0 - 4	4372.0	2259.0	2113.0	4372.0	2259.0	2113.0	-	-	-
5 - 9	5159.0	2681.0	2478.0	5159.0	2681.0	2478.0	-	-	-
10 - 14	8506.0	4368.0	4138.0	8506.0	4368.0	4138.0	-	-	-
15 - 17	6755.0	3449.0	3306.0	6755.0	3449.0	3306.0	-	-	-
18 - 19	5318.0	2759.0	2559.0	5318.0	2759.0	2559.0	-	-	-
20 - 24	12658.0	6771.0	5887.0	12658.0	6771.0	5887.0	-	-	-
25 - 29	11634.0	6227.0	5407.0	11634.0	6227.0	5407.0	-	-	-
30 - 34	12751.0	6802.0	5949.0	12751.0	6802.0	5949.0	-	-	-
35 - 39	15126.0	7548.0	7578.0	15126.0	7548.0	7578.0	-	-	-
40 - 44	19947.0	9614.0	10333.0	19947.0	9614.0	10333.0	-	-	-
45 - 49	16505.0	7812.0	8693.0	16505.0	7812.0	8693.0	-	-	-
50 - 54	12566.0	5683.0	6883.0	12566.0	5683.0	6883.0	-	-	-
55 - 59	6668.0	2825.0	3843.0	6668.0	2825.0	3843.0	-	-	-
60 - 64	8146.0	3285.0	4861.0	8146.0	3285.0	4861.0	-	-	-
65 - 69	6783.0	2445.0	4338.0	6783.0	2445.0	4338.0	-	-	-
70 и более	13114.0	3935.0	9179.0	13114.0	3935.0	9179.0	-	-	-
возраст не указан	75.0	43.0	32.0	75.0	43.0	32.0	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	20241.0	10405.0	9836.0	20241.0	10405.0	9836.0	-	-	-
трудоспособном	113881.0	58393.0	55488.0	113881.0	58393.0	55488.0	-	-	-
старше трудоспособного	31886.0	9665.0	22221.0	31886.0	9665.0	22221.0	-	-	-
Медианный возраст	   40,2	   37,7	   42,1	   40,2	   37,7	   42,1	-	-	-
Армяне	124425.0	75716.0	48709.0	124425.0	75716.0	48709.0	-	-	-
 в том числе в возрасте, лет:									
0 - 4	4983.0	2683.0	2300.0	4983.0	2683.0	2300.0	-	-	-
5 - 9	6309.0	3404.0	2905.0	6309.0	3404.0	2905.0	-	-	-
10 - 14	7637.0	4121.0	3516.0	7637.0	4121.0	3516.0	-	-	-
15 - 17	4570.0	2483.0	2087.0	4570.0	2483.0	2087.0	-	-	-
18 - 19	3164.0	1785.0	1379.0	3164.0	1785.0	1379.0	-	-	-
20 - 24	10155.0	6317.0	3838.0	10155.0	6317.0	3838.0	-	-	-
25 - 29	11577.0	7353.0	4224.0	11577.0	7353.0	4224.0	-	-	-
30 - 34	13581.0	8962.0	4619.0	13581.0	8962.0	4619.0	-	-	-
35 - 39	13335.0	8720.0	4615.0	13335.0	8720.0	4615.0	-	-	-
40 - 44	14177.0	9403.0	4774.0	14177.0	9403.0	4774.0	-	-	-
45 - 49	9651.0	6250.0	3401.0	9651.0	6250.0	3401.0	-	-	-
50 - 54	7333.0	4678.0	2655.0	7333.0	4678.0	2655.0	-	-	-
55 - 59	4081.0	2488.0	1593.0	4081.0	2488.0	1593.0	-	-	-
60 - 64	4508.0	2575.0	1933.0	4508.0	2575.0	1933.0	-	-	-
65 - 69	3358.0	1845.0	1513.0	3358.0	1845.0	1513.0	-	-	-
70 и более	5909.0	2584.0	3325.0	5909.0	2584.0	3325.0	-	-	-
возраст не указан	97.0	65.0	32.0	97.0	65.0	32.0	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	20444.0	11028.0	9416.0	20444.0	11028.0	9416.0	-	-	-
трудоспособном	88516.0	57619.0	30897.0	88516.0	57619.0	30897.0	-	-	-
старше трудоспособного	15368.0	7004.0	8364.0	15368.0	7004.0	8364.0	-	-	-
Медианный возраст	   35,1	   35,5	   34,4	   35,1	   35,5	   34,4	-	-	-
Азербайджанцы	95563.0	73247.0	22316.0	95563.0	73247.0	22316.0	-	-	-
 в том числе в возрасте, лет:									
0 - 4	3802.0	2163.0	1639.0	3802.0	2163.0	1639.0	-	-	-
5 - 9	4844.0	2624.0	2220.0	4844.0	2624.0	2220.0	-	-	-
10 - 14	4687.0	2599.0	2088.0	4687.0	2599.0	2088.0	-	-	-
15 - 17	2174.0	1338.0	836.0	2174.0	1338.0	836.0	-	-	-
18 - 19	1606.0	1079.0	527.0	1606.0	1079.0	527.0	-	-	-
20 - 24	8957.0	7047.0	1910.0	8957.0	7047.0	1910.0	-	-	-
25 - 29	12338.0	9848.0	2490.0	12338.0	9848.0	2490.0	-	-	-
30 - 34	15816.0	12938.0	2878.0	15816.0	12938.0	2878.0	-	-	-
35 - 39	15316.0	12627.0	2689.0	15316.0	12627.0	2689.0	-	-	-
40 - 44	12212.0	10062.0	2150.0	12212.0	10062.0	2150.0	-	-	-
45 - 49	6239.0	5173.0	1066.0	6239.0	5173.0	1066.0	-	-	-
50 - 54	3596.0	2913.0	683.0	3596.0	2913.0	683.0	-	-	-
55 - 59	1328.0	1026.0	302.0	1328.0	1026.0	302.0	-	-	-
60 - 64	1109.0	796.0	313.0	1109.0	796.0	313.0	-	-	-
65 - 69	629.0	414.0	215.0	629.0	414.0	215.0	-	-	-
70 и более	786.0	491.0	295.0	786.0	491.0	295.0	-	-	-
возраст не указан	124.0	109.0	15.0	124.0	109.0	15.0	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	14064.0	7821.0	6243.0	14064.0	7821.0	6243.0	-	-	-
трудоспособном	78549.0	63616.0	14933.0	78549.0	63616.0	14933.0	-	-	-
старше трудоспособного	2826.0	1701.0	1125.0	2826.0	1701.0	1125.0	-	-	-
Медианный возраст	   33,0	   33,8	   29,0	   33,0	   33,8	   29,0	-	-	-
Евреи	79359.0	41574.0	37785.0	79359.0	41574.0	37785.0	-	-	-
 в том числе в возрасте, лет:									
0 - 4	1231.0	664.0	567.0	1231.0	664.0	567.0	-	-	-
5 - 9	1270.0	694.0	576.0	1270.0	694.0	576.0	-	-	-
10 - 14	1573.0	840.0	733.0	1573.0	840.0	733.0	-	-	-
15 - 17	1343.0	716.0	627.0	1343.0	716.0	627.0	-	-	-
18 - 19	1006.0	524.0	482.0	1006.0	524.0	482.0	-	-	-
20 - 24	3060.0	1583.0	1477.0	3060.0	1583.0	1477.0	-	-	-
25 - 29	3519.0	1914.0	1605.0	3519.0	1914.0	1605.0	-	-	-
30 - 34	4015.0	2422.0	1593.0	4015.0	2422.0	1593.0	-	-	-
35 - 39	3763.0	2228.0	1535.0	3763.0	2228.0	1535.0	-	-	-
40 - 44	4810.0	2897.0	1913.0	4810.0	2897.0	1913.0	-	-	-
45 - 49	4850.0	2740.0	2110.0	4850.0	2740.0	2110.0	-	-	-
50 - 54	6054.0	3466.0	2588.0	6054.0	3466.0	2588.0	-	-	-
55 - 59	5903.0	3226.0	2677.0	5903.0	3226.0	2677.0	-	-	-
60 - 64	8367.0	4541.0	3826.0	8367.0	4541.0	3826.0	-	-	-
65 - 69	8000.0	4351.0	3649.0	8000.0	4351.0	3649.0	-	-	-
70 и более	20550.0	8745.0	11805.0	20550.0	8745.0	11805.0	-	-	-
возраст не указан	45.0	23.0	22.0	45.0	23.0	22.0	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	4499.0	2437.0	2062.0	4499.0	2437.0	2062.0	-	-	-
трудоспособном	35221.0	21477.0	13744.0	35221.0	21477.0	13744.0	-	-	-
старше трудоспособного	39594.0	17637.0	21957.0	39594.0	17637.0	21957.0	-	-	-
Медианный возраст	   56,9	   55,1	   60,9	   56,9	   55,1	   60,9	-	-	-
Белорусы	59353.0	31273.0	28080.0	59353.0	31273.0	28080.0	-	-	-
 в том числе в возрасте, лет:									
0 - 4	423.0	212.0	211.0	423.0	212.0	211.0	-	-	-
5 - 9	565.0	285.0	280.0	565.0	285.0	280.0	-	-	-
10 - 14	926.0	515.0	411.0	926.0	515.0	411.0	-	-	-
15 - 17	801.0	436.0	365.0	801.0	436.0	365.0	-	-	-
18 - 19	846.0	491.0	355.0	846.0	491.0	355.0	-	-	-
20 - 24	3729.0	2240.0	1489.0	3729.0	2240.0	1489.0	-	-	-
25 - 29	4429.0	2799.0	1630.0	4429.0	2799.0	1630.0	-	-	-
30 - 34	5453.0	3286.0	2167.0	5453.0	3286.0	2167.0	-	-	-
35 - 39	6284.0	3646.0	2638.0	6284.0	3646.0	2638.0	-	-	-
40 - 44	7906.0	4302.0	3604.0	7906.0	4302.0	3604.0	-	-	-
45 - 49	6191.0	3367.0	2824.0	6191.0	3367.0	2824.0	-	-	-
50 - 54	5071.0	2476.0	2595.0	5071.0	2476.0	2595.0	-	-	-
55 - 59	3153.0	1567.0	1586.0	3153.0	1567.0	1586.0	-	-	-
60 - 64	3777.0	1785.0	1992.0	3777.0	1785.0	1992.0	-	-	-
65 - 69	3450.0	1507.0	1943.0	3450.0	1507.0	1943.0	-	-	-
70 и более	6315.0	2338.0	3977.0	6315.0	2338.0	3977.0	-	-	-
возраст не указан	34.0	21.0	13.0	34.0	21.0	13.0	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	2161.0	1147.0	1014.0	2161.0	1147.0	1014.0	-	-	-
трудоспособном	42030.0	24475.0	17555.0	42030.0	24475.0	17555.0	-	-	-
старше трудоспособного	15128.0	5630.0	9498.0	15128.0	5630.0	9498.0	-	-	-
Медианный возраст	   43,9	   41,9	   46,4	   43,9	   41,9	   46,4	-	-	-
Грузины	54387.0	34573.0	19814.0	54387.0	34573.0	19814.0	-	-	-
 в том числе в возрасте, лет:									
0 - 4	1907.0	990.0	917.0	1907.0	990.0	917.0	-	-	-
5 - 9	2259.0	1224.0	1035.0	2259.0	1224.0	1035.0	-	-	-
10 - 14	2773.0	1473.0	1300.0	2773.0	1473.0	1300.0	-	-	-
15 - 17	1571.0	872.0	699.0	1571.0	872.0	699.0	-	-	-
18 - 19	1200.0	714.0	486.0	1200.0	714.0	486.0	-	-	-
20 - 24	4352.0	2868.0	1484.0	4352.0	2868.0	1484.0	-	-	-
25 - 29	5229.0	3368.0	1861.0	5229.0	3368.0	1861.0	-	-	-
30 - 34	6548.0	4356.0	2192.0	6548.0	4356.0	2192.0	-	-	-
35 - 39	6837.0	4559.0	2278.0	6837.0	4559.0	2278.0	-	-	-
40 - 44	6935.0	4673.0	2262.0	6935.0	4673.0	2262.0	-	-	-
45 - 49	4862.0	3278.0	1584.0	4862.0	3278.0	1584.0	-	-	-
50 - 54	3498.0	2342.0	1156.0	3498.0	2342.0	1156.0	-	-	-
55 - 59	1745.0	1162.0	583.0	1745.0	1162.0	583.0	-	-	-
60 - 64	1835.0	1140.0	695.0	1835.0	1140.0	695.0	-	-	-
65 - 69	1171.0	694.0	477.0	1171.0	694.0	477.0	-	-	-
70 и более	1633.0	836.0	797.0	1633.0	836.0	797.0	-	-	-
возраст не указан	32.0	24.0	8.0	32.0	24.0	8.0	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	7471.0	3988.0	3483.0	7471.0	3988.0	3483.0	-	-	-
трудоспособном	41662.0	27891.0	13771.0	41662.0	27891.0	13771.0	-	-	-
старше трудоспособного	5222.0	2670.0	2552.0	5222.0	2670.0	2552.0	-	-	-
Медианный возраст	   36,1	   36,6	   34,8	   36,1	   36,6	   34,8	-	-	-
Узбеки	24312.0	17124.0	7188.0	24312.0	17124.0	7188.0	-	-	-
 в том числе в возрасте, лет:									
0 - 4	446.0	245.0	201.0	446.0	245.0	201.0	-	-	-
5 - 9	549.0	297.0	252.0	549.0	297.0	252.0	-	-	-
10 - 14	587.0	296.0	291.0	587.0	296.0	291.0	-	-	-
15 - 17	450.0	292.0	158.0	450.0	292.0	158.0	-	-	-
18 - 19	679.0	497.0	182.0	679.0	497.0	182.0	-	-	-
20 - 24	3513.0	2842.0	671.0	3513.0	2842.0	671.0	-	-	-
25 - 29	3639.0	2804.0	835.0	3639.0	2804.0	835.0	-	-	-
30 - 34	3966.0	2865.0	1101.0	3966.0	2865.0	1101.0	-	-	-
35 - 39	3408.0	2364.0	1044.0	3408.0	2364.0	1044.0	-	-	-
40 - 44	2966.0	1946.0	1020.0	2966.0	1946.0	1020.0	-	-	-
45 - 49	1754.0	1154.0	600.0	1754.0	1154.0	600.0	-	-	-
50 - 54	1051.0	697.0	354.0	1051.0	697.0	354.0	-	-	-
55 - 59	422.0	268.0	154.0	422.0	268.0	154.0	-	-	-
60 - 64	356.0	218.0	138.0	356.0	218.0	138.0	-	-	-
