4. НАСЕЛЕНИЕ ЧАСТНЫХ ДОМОХОЗЯЙСТВ, ПРОЖИВАЮЩЕЕ В ИНДИВИДУАЛЬНЫХ ДОМАХ, ОТДЕЛЬНЫХ И КОММУНАЛЬНЫХ КВАРТИРАХ, ПО ПЕРИОДУ ПОСТРОЙКИ ДОМА И МАТЕРИАЛУ НАРУЖНЫХ СТЕН 1) ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
	Всего	из них проживают в домах, где материал наружных стен 						Не указали материал наружных стен
Проживающие в отдельных квартирах	943375.0	333420.0	490129.0	53557.0	29838.0	18405.0	2522.0	15504.0
в том числе построенных:								
в 1920 г. и ранее	4659.0	1597.0	23.0	41.0	2382.0	530.0	7.0	79.0
в 1921-1945 гг.	9884.0	2472.0	47.0	158.0	5735.0	1256.0	85.0	131.0
в 1946-1956 гг.	29307.0	12205.0	769.0	2059.0	8483.0	4829.0	447.0	515.0
в 1957-1970 гг.	209921.0	120343.0	57107.0	12982.0	9185.0	6900.0	575.0	2829.0
в 1971-1995 гг.	640521.0	181575.0	406981.0	35581.0	3219.0	3752.0	737.0	8676.0
после 1995 г.	36150.0	11040.0	20621.0	2224.0	246.0	865.0	620.0	534.0
не указавшие период постройки дома	12933.0	4188.0	4581.0	512.0	588.0	273.0	51.0	2740.0
Проживающие в коммунальных квартирах	19573.0	7848.0	4757.0	926.0	3866.0	1467.0	95.0	614.0
в том числе построенных:								
в 1920 г. и ранее	824.0	246.0	-	-	432.0	124.0	-	22.0
в 1921-1945 гг.	2016.0	715.0	2.0	13.0	1008.0	263.0	1.0	14.0
в 1946-1956 гг.	3485.0	1520.0	23.0	201.0	1176.0	498.0	32.0	35.0
в 1957-1970 гг.	4839.0	2553.0	640.0	155.0	855.0	478.0	47.0	111.0
в 1971-1995 гг.	7220.0	2445.0	3855.0	476.0	205.0	82.0	13.0	144.0
после 1995 г.	422.0	164.0	136.0	73.0	24.0	11.0	2.0	12.0
не указавшие период постройки дома	767.0	205.0	101.0	8.0	166.0	11.0	-	276.0
Орловская область								
Городское и сельское население								
Проживающие в индивидуальных домах, отдельных и коммунальных квартирах	801745.0	311984.0	220681.0	34070.0	138309.0	74008.0	15204.0	7489.0
в том числе построенных:								
в 1920 г. и ранее	15972.0	5502.0	9.0	86.0	8365.0	1880.0	50.0	80.0
в 1921-1945 гг.	16951.0	5688.0	56.0	473.0	7966.0	2328.0	306.0	134.0
в 1946-1956 гг.	70845.0	20004.0	154.0	4596.0	30106.0	11839.0	3596.0	550.0
в 1957-1970 гг.	244602.0	99532.0	34111.0	13373.0	62734.0	25220.0	7525.0	2107.0
в 1971-1995 гг.	411953.0	159056.0	175324.0	14329.0	27100.0	29570.0	3440.0	3134.0
после 1995 г.	36445.0	20521.0	10142.0	993.0	1465.0	2831.0	212.0	281.0
не указавшие период постройки дома	4977.0	1681.0	885.0	220.0	573.0	340.0	75.0	1203.0
Проживающие в индивидуальных домах	328867.0	110687.0	3269.0	17699.0	121536.0	60221.0	12154.0	3301.0
в том числе построенных:								
в 1920 г. и ранее	7218.0	2059.0	3.0	46.0	4099.0	931.0	40.0	40.0
в 1921-1945 гг.	12251.0	3703.0	8.0	250.0	6278.0	1627.0	287.0	98.0
в 1946-1956 гг.	49730.0	9040.0	52.0	2699.0	26577.0	8544.0	2450.0	368.0
в 1957-1970 гг.	134131.0	34001.0	281.0	10597.0	59577.0	21912.0	6593.0	1170.0
в 1971-1995 гг.	108477.0	50900.0	2482.0	3785.0	23214.0	24467.0	2534.0	1095.0
после 1995 г.	15237.0	10395.0	424.0	232.0	1325.0	2508.0	191.0	162.0
не указавшие период постройки дома	1823.0	589.0	19.0	90.0	466.0	232.0	59.0	368.0
Проживающие в отдельных квартирах	466927.0	198611.0	215500.0	16165.0	16358.0	13246.0	2949.0	4098.0
в том числе построенных:								
в 1920 г. и ранее	8598.0	3406.0	6.0	40.0	4178.0	918.0	10.0	40.0
в 1921-1945 гг.	4563.0	1908.0	48.0	219.0	1654.0	679.0	19.0	36.0
в 1946-1956 гг.	20181.0	10413.0	102.0	1836.0	3424.0	3122.0	1106.0	178.0
в 1957-1970 гг.	108252.0	64108.0	33500.0	2706.0	3041.0	3152.0	876.0	869.0
в 1971-1995 гг.	301133.0	107642.0	171282.0	10476.0	3839.0	4961.0	901.0	2032.0
после 1995 г.	21130.0	10076.0	9713.0	761.0	129.0	311.0	21.0	119.0
не указавшие период постройки дома	3070.0	1058.0	849.0	127.0	93.0	103.0	16.0	824.0
Проживающие в коммунальных квартирах	5951.0	2686.0	1912.0	206.0	415.0	541.0	101.0	90.0
в том числе построенных:								
в 1920 г. и ранее	156.0	37.0	-	-	88.0	31.0	-	-
в 1921-1945 гг.	137.0	77.0	-	4.0	34.0	22.0	-	-
в 1946-1956 гг.	934.0	551.0	-	61.0	105.0	173.0	40.0	4.0
в 1957-1970 гг.	2219.0	1423.0	330.0	70.0	116.0	156.0	56.0	68.0
в 1971-1995 гг.	2343.0	514.0	1560.0	68.0	47.0	142.0	5.0	7.0
после 1995 г.	78.0	50.0	5.0	-	11.0	12.0	-	-
не указавшие период постройки дома	84.0	34.0	17.0	3.0	14.0	5.0	-	11.0
Городское население								
Проживающие в индивидуальных домах, отдельных и коммунальных квартирах	499648.0	200767.0	190749.0	18937.0	44822.0	32483.0	8168.0	3722.0
в том числе построенных:								
в 1920 г. и ранее	13134.0	3634.0	9.0	68.0	7632.0	1704.0	35.0	52.0
в 1921-1945 гг.	8828.0	2365.0	41.0	249.0	4327.0	1644.0	124.0	78.0
в 1946-1956 гг.	36104.0	12271.0	81.0	2855.0	10753.0	7616.0	2323.0	205.0
в 1957-1970 гг.	133792.0	66355.0	32640.0	5649.0	12676.0	11328.0	4196.0	948.0
в 1971-1995 гг.	278247.0	100859.0	147948.0	9190.0	8733.0	8614.0	1370.0	1533.0
после 1995 г.	26662.0	14301.0	9311.0	806.0	558.0	1433.0	92.0	161.0
не указавшие период постройки дома	2881.0	982.0	719.0	120.0	143.0	144.0	28.0	745.0
Проживающие в индивидуальных домах	100793.0	32402.0	565.0	6547.0	32028.0	22773.0	5784.0	694.0
в том числе построенных:								
в 1920 г. и ранее	4771.0	433.0	3.0	29.0	3501.0	768.0	25.0	12.0
в 1921-1945 гг.	4680.0	620.0	5.0	85.0	2848.0	972.0	106.0	44.0
в 1946-1956 гг.	18710.0	2983.0	12.0	1375.0	8081.0	4850.0	1323.0	86.0
в 1957-1970 гг.	38853.0	11161.0	59.0	4057.0	10787.0	9069.0	3506.0	214.0
в 1971-1995 гг.	26043.0	11914.0	235.0	906.0	6242.0	5898.0	731.0	117.0
после 1995 г.	7260.0	5161.0	251.0	72.0	486.0	1149.0	79.0	62.0
не указавшие период постройки дома	476.0	130.0	-	23.0	83.0	67.0	14.0	159.0
Проживающие в отдельных квартирах	393633.0	165980.0	188352.0	12272.0	12521.0	9272.0	2288.0	2948.0
в том числе построенных:								
в 1920 г. и ранее	8219.0	3176.0	6.0	39.0	4043.0	905.0	10.0	40.0
в 1921-1945 гг.	4019.0	1668.0	36.0	160.0	1450.0	653.0	18.0	34.0
в 1946-1956 гг.	16592.0	8784.0	69.0	1436.0	2610.0	2616.0	960.0	117.0
в 1957-1970 гг.	92909.0	53862.0	32257.0	1548.0	1811.0	2123.0	634.0	674.0
в 1971-1995 гг.	250177.0	88542.0	146227.0	8261.0	2483.0	2616.0	639.0	1409.0
после 1995 г.	19383.0	9126.0	9055.0	734.0	72.0	284.0	13.0	99.0
не указавшие период постройки дома	2334.0	822.0	702.0	94.0	52.0	75.0	14.0	575.0
Проживающие в коммунальных квартирах	5222.0	2385.0	1832.0	118.0	273.0	438.0	96.0	80.0
в том числе построенных:								
в 1920 г. и ранее	144.0	25.0	-	-	88.0	31.0	-	-
в 1921-1945 гг.	129.0	77.0	-	4.0	29.0	19.0	-	-
в 1946-1956 гг.	802.0	504.0	-	44.0	62.0	150.0	40.0	2.0
в 1957-1970 гг.	2030.0	1332.0	324.0	44.0	78.0	136.0	56.0	60.0
в 1971-1995 гг.	2027.0	403.0	1486.0	23.0	8.0	100.0	-	7.0
после 1995 г.	19.0	14.0	5.0	-	-	-	-	-
не указавшие период постройки дома	71.0	30.0	17.0	3.0	8.0	2.0	-	11.0
Сельское население								
Проживающие в индивидуальных домах, отдельных и коммунальных квартирах	302097.0	111217.0	29932.0	15133.0	93487.0	41525.0	7036.0	3767.0
в том числе построенных:								
в 1920 г. и ранее	2838.0	1868.0	-	18.0	733.0	176.0	15.0	28.0
в 1921-1945 гг.	8123.0	3323.0	15.0	224.0	3639.0	684.0	182.0	56.0
в 1946-1956 гг.	34741.0	7733.0	73.0	1741.0	19353.0	4223.0	1273.0	345.0
в 1957-1970 гг.	110810.0	33177.0	1471.0	7724.0	50058.0	13892.0	3329.0	1159.0
в 1971-1995 гг.	133706.0	58197.0	27376.0	5139.0	18367.0	20956.0	2070.0	1601.0
после 1995 г.	9783.0	6220.0	831.0	187.0	907.0	1398.0	120.0	120.0
не указавшие период постройки дома	2096.0	699.0	166.0	100.0	430.0	196.0	47.0	458.0
Проживающие в индивидуальных домах	228074.0	78285.0	2704.0	11152.0	89508.0	37448.0	6370.0	2607.0
в том числе построенных:								
в 1920 г. и ранее	2447.0	1626.0	-	17.0	598.0	163.0	15.0	28.0
в 1921-1945 гг.	7571.0	3083.0	3.0	165.0	3430.0	655.0	181.0	54.0
в 1946-1956 гг.	31020.0	6057.0	40.0	1324.0	18496.0	3694.0	1127.0	282.0
в 1957-1970 гг.	95278.0	22840.0	222.0	6540.0	48790.0	12843.0	3087.0	956.0
в 1971-1995 гг.	82434.0	38986.0	2247.0	2879.0	16972.0	18569.0	1803.0	978.0
после 1995 г.	7977.0	5234.0	173.0	160.0	839.0	1359.0	112.0	100.0
не указавшие период постройки дома	1347.0	459.0	19.0	67.0	383.0	165.0	45.0	209.0
Проживающие в отдельных квартирах	73294.0	32631.0	27148.0	3893.0	3837.0	3974.0	661.0	1150.0
в том числе построенных:								
в 1920 г. и ранее	379.0	230.0	-	1.0	135.0	13.0	-	-
в 1921-1945 гг.	544.0	240.0	12.0	59.0	204.0	26.0	1.0	2.0
в 1946-1956 гг.	3589.0	1629.0	33.0	400.0	814.0	506.0	146.0	61.0
в 1957-1970 гг.	15343.0	10246.0	1243.0	1158.0	1230.0	1029.0	242.0	195.0
в 1971-1995 гг.	50956.0	19100.0	25055.0	2215.0	1356.0	2345.0	262.0	623.0
после 1995 г.	1747.0	950.0	658.0	27.0	57.0	27.0	8.0	20.0
не указавшие период постройки дома	736.0	236.0	147.0	33.0	41.0	28.0	2.0	249.0
Проживающие в коммунальных квартирах	729.0	301.0	80.0	88.0	142.0	103.0	5.0	10.0
в том числе построенных:								
в 1920 г. и ранее	12.0	12.0	-	-	-	-	-	-
в 1921-1945 гг.	8.0	-	-	-	5.0	3.0	-	-
в 1946-1956 гг.	132.0	47.0	-	17.0	43.0	23.0	-	2.0
в 1957-1970 гг.	189.0	91.0	6.0	26.0	38.0	20.0	-	8.0
в 1971-1995 гг.	316.0	111.0	74.0	45.0	39.0	42.0	5.0	-
после 1995 г.	59.0	36.0	-	-	11.0	12.0	-	-
не указавшие период постройки дома	13.0	4.0	-	-	6.0	3.0	-	-
Рязанская область								
Городское и сельское население								
Проживающие в индивидуальных домах, отдельных и коммунальных квартирах	1143145.0	425625.0	261892.0	140796.0	223123.0	68394.0	16144.0	7171.0
в том числе построенных:								
в 1920 г. и ранее	43261.0	23370.0	16.0	82.0	15885.0	3580.0	169.0	159.0
в 1921-1945 гг.	53909.0	22481.0	40.0	525.0	26281.0	3712.0	652.0	218.0
в 1946-1956 гг.	89115.0	24214.0	486.0	3927.0	44397.0	12236.0	3351.0	504.0
в 1957-1970 гг.	301833.0	127625.0	29148.0	30615.0	83526.0	20946.0	8208.0	1765.0
в 1971-1995 гг.	606599.0	207952.0	220217.0	98966.0	48654.0	24374.0	3507.0	2929.0
после 1995 г.	43579.0	18385.0	11290.0	6295.0	3758.0	3344.0	214.0	293.0
не указавшие период постройки дома	4849.0	1598.0	695.0	386.0	622.0	202.0	43.0	1303.0
Проживающие в индивидуальных домах	337059.0	108252.0	2285.0	5633.0	166908.0	40668.0	11433.0	1880.0
в том числе построенных:								
в 1920 г. и ранее	25454.0	15582.0	2.0	44.0	7898.0	1707.0	132.0	89.0
в 1921-1945 гг.	40446.0	17183.0	16.0	110.0	20146.0	2417.0	422.0	152.0
в 1946-1956 гг.	56725.0	10735.0	37.0	620.0	37172.0	5877.0	1986.0	298.0
в 1957-1970 гг.	118135.0	26128.0	209.0	1900.0	68012.0	14644.0	6624.0	618.0
в 1971-1995 гг.	81582.0	31116.0	1703.0	2293.0	29895.0	14004.0	2128.0	443.0
после 1995 г.	13589.0	7140.0	306.0	659.0	3384.0	1898.0	135.0	67.0
не указавшие период постройки дома	1128.0	368.0	12.0	7.0	401.0	121.0	6.0	213.0
Проживающие в отдельных квартирах	795584.0	310933.0	258746.0	134591.0	55029.0	26590.0	4536.0	5159.0
в том числе построенных:								
в 1920 г. и ранее	16963.0	7360.0	14.0	38.0	7639.0	1809.0	33.0	70.0
в 1921-1945 гг.	12442.0	4691.0	24.0	386.0	5861.0	1223.0	206.0	51.0
в 1946-1956 гг.	30724.0	12745.0	447.0	3166.0	7034.0	5840.0	1306.0	186.0
в 1957-1970 гг.	181148.0	100011.0	28792.0	28547.0	15271.0	5903.0	1499.0	1125.0
в 1971-1995 гг.	520747.0	173744.0	217805.0	96442.0	18643.0	10290.0	1376.0	2447.0
после 1995 г.	29978.0	11237.0	10981.0	5635.0	374.0	1446.0	79.0	226.0
не указавшие период постройки дома	3582.0	1145.0	683.0	377.0	207.0	79.0	37.0	1054.0
Проживающие в коммунальных квартирах	10502.0	6440.0	861.0	572.0	1186.0	1136.0	175.0	132.0
в том числе построенных:								
в 1920 г. и ранее	844.0	428.0	-	-	348.0	64.0	4.0	-
в 1921-1945 гг.	1021.0	607.0	-	29.0	274.0	72.0	24.0	15.0
в 1946-1956 гг.	1666.0	734.0	2.0	141.0	191.0	519.0	59.0	20.0
в 1957-1970 гг.	2550.0	1486.0	147.0	168.0	243.0	399.0	85.0	22.0
в 1971-1995 гг.	4270.0	3092.0	709.0	231.0	116.0	80.0	3.0	39.0
после 1995 г.	12.0	8.0	3.0	1.0	-	-	-	-
не указавшие период постройки дома	139.0	85.0	-	2.0	14.0	2.0	-	36.0
Городское население								
Проживающие в индивидуальных домах, отдельных и коммунальных квартирах	773434.0	288726.0	231298.0	117685.0	84730.0	37686.0	8173.0	5136.0
в том числе построенных:								
в 1920 г. и ранее	23298.0	8563.0	15.0	64.0	11773.0	2678.0	95.0	110.0
в 1921-1945 гг.	22976.0	7049.0	32.0	413.0	12725.0	2226.0	400.0	131.0
в 1946-1956 гг.	48330.0	15208.0	436.0	3315.0	17467.0	9339.0	2270.0	295.0
в 1957-1970 гг.	198098.0	96067.0	28397.0	28770.0	26358.0	13017.0	4257.0	1232.0
в 1971-1995 гг.	444289.0	147014.0	191120.0	79901.0	14755.0	8437.0	1039.0	2023.0
после 1995 г.	32673.0	13689.0	10664.0	4876.0	1312.0	1852.0	80.0	200.0
не указавшие период постройки дома	3770.0	1136.0	634.0	346.0	340.0	137.0	32.0	1145.0
Проживающие в индивидуальных домах	112584.0	32847.0	826.0	1759.0	53126.0	18172.0	5058.0	796.0
в том числе построенных:								
в 1920 г. и ранее	7971.0	2424.0	2.0	29.0	4508.0	901.0	59.0	48.0
в 1921-1945 гг.	12372.0	2970.0	8.0	44.0	7919.0	1151.0	204.0	76.0
в 1946-1956 гг.	21299.0	3658.0	21.0	364.0	12417.0	3653.0	1070.0	116.0
в 1957-1970 гг.	40332.0	9983.0	101.0	862.0	18352.0	7793.0	2998.0	243.0
в 1971-1995 гг.	23831.0	9870.0	467.0	341.0	8557.0	3776.0	682.0	138.0
после 1995 г.	6262.0	3819.0	222.0	114.0	1201.0	828.0	41.0	37.0
не указавшие период постройки дома	517.0	123.0	5.0	5.0	172.0	70.0	4.0	138.0
Проживающие в отдельных квартирах	651057.0	249796.0	229698.0	115366.0	30604.0	18428.0	2954.0	4211.0
в том числе построенных:								
в 1920 г. и ранее	14509.0	5733.0	13.0	35.0	6920.0	1714.0	32.0	62.0
в 1921-1945 гг.	9629.0	3479.0	24.0	345.0	4566.0	1003.0	172.0	40.0
в 1946-1956 гг.	25408.0	10832.0	413.0	2811.0	4885.0	5167.0	1141.0	159.0
в 1957-1970 гг.	155425.0	84703.0	28149.0	27740.0	7847.0	4828.0	1188.0	970.0
в 1971-1995 гг.	416567.0	134253.0	190031.0	79335.0	6121.0	4627.0	354.0	1846.0
после 1995 г.	26399.0	9862.0	10439.0	4761.0	111.0	1024.0	39.0	163.0
не указавшие период постройки дома	3120.0	934.0	629.0	339.0	154.0	65.0	28.0	971.0
Проживающие в коммунальных квартирах	9793.0	6083.0	774.0	560.0	1000.0	1086.0	161.0	129.0
в том числе построенных:								
в 1920 г. и ранее	818.0	406.0	-	-	345.0	63.0	4.0	-
в 1921-1945 гг.	975.0	600.0	-	24.0	240.0	72.0	24.0	15.0
в 1946-1956 гг.	1623.0	718.0	2.0	140.0	165.0	519.0	59.0	20.0
в 1957-1970 гг.	2341.0	1381.0	147.0	168.0	159.0	396.0	71.0	19.0
в 1971-1995 гг.	3891.0	2891.0	622.0	225.0	77.0	34.0	3.0	39.0
после 1995 г.	12.0	8.0	3.0	1.0	-	-	-	-
не указавшие период постройки дома	133.0	79.0	-	2.0	14.0	2.0	-	36.0
Сельское население								
Проживающие в индивидуальных домах, отдельных и коммунальных квартирах	369711.0	136899.0	30594.0	23111.0	138393.0	30708.0	7971.0	2035.0
в том числе построенных:								
в 1920 г. и ранее	19963.0	14807.0	1.0	18.0	4112.0	902.0	74.0	49.0
в 1921-1945 гг.	30933.0	15432.0	8.0	112.0	13556.0	1486.0	252.0	87.0
в 1946-1956 гг.	40785.0	9006.0	50.0	612.0	26930.0	2897.0	1081.0	209.0
в 1957-1970 гг.	103735.0	31558.0	751.0	1845.0	57168.0	7929.0	3951.0	533.0
в 1971-1995 гг.	162310.0	60938.0	29097.0	19065.0	33899.0	15937.0	2468.0	906.0
после 1995 г.	10906.0	4696.0	626.0	1419.0	2446.0	1492.0	134.0	93.0
не указавшие период постройки дома	1079.0	462.0	61.0	40.0	282.0	65.0	11.0	158.0
Проживающие в индивидуальных домах	224475.0	75405.0	1459.0	3874.0	113782.0	22496.0	6375.0	1084.0
в том числе построенных:								
в 1920 г. и ранее	17483.0	13158.0	-	15.0	3390.0	806.0	73.0	41.0
в 1921-1945 гг.	28074.0	14213.0	8.0	66.0	12227.0	1266.0	218.0	76.0
в 1946-1956 гг.	35426.0	7077.0	16.0	256.0	24755.0	2224.0	916.0	182.0
в 1957-1970 гг.	77803.0	16145.0	108.0	1038.0	49660.0	6851.0	3626.0	375.0
в 1971-1995 гг.	57751.0	21246.0	1236.0	1952.0	21338.0	10228.0	1446.0	305.0
после 1995 г.	7327.0	3321.0	84.0	545.0	2183.0	1070.0	94.0	30.0
не указавшие период постройки дома	611.0	245.0	7.0	2.0	229.0	51.0	2.0	75.0
Проживающие в отдельных квартирах	144527.0	61137.0	29048.0	19225.0	24425.0	8162.0	1582.0	948.0
в том числе построенных:								
в 1920 г. и ранее	2454.0	1627.0	1.0	3.0	719.0	95.0	1.0	8.0
в 1921-1945 гг.	2813.0	1212.0	-	41.0	1295.0	220.0	34.0	11.0
в 1946-1956 гг.	5316.0	1913.0	34.0	355.0	2149.0	673.0	165.0	27.0
в 1957-1970 гг.	25723.0	15308.0	643.0	807.0	7424.0	1075.0	311.0	155.0
в 1971-1995 гг.	104180.0	39491.0	27774.0	17107.0	12522.0	5663.0	1022.0	601.0
после 1995 г.	3579.0	1375.0	542.0	874.0	263.0	422.0	40.0	63.0
не указавшие период постройки дома	462.0	211.0	54.0	38.0	53.0	14.0	9.0	83.0
Проживающие в коммунальных квартирах	709.0	357.0	87.0	12.0	186.0	50.0	14.0	3.0
в том числе построенных:								
в 1920 г. и ранее	26.0	22.0	-	-	3.0	1.0	-	-
в 1921-1945 гг.	46.0	7.0	-	5.0	34.0	-	-	-
в 1946-1956 гг.	43.0	16.0	-	1.0	26.0	-	-	-
в 1957-1970 гг.	209.0	105.0	-	-	84.0	3.0	14.0	3.0
