6. ЗАНЯТОЕ В ЭКОНОМИКЕ НАСЕЛЕНИЕ ЧАСТНЫХ ДОМОХОЗЯЙСТВ В ВОЗРАСТЕ 15-64 ЛЕТ ПО ТЕРРИТОРИИ НАХОЖДЕНИЯ РАБОТЫ И ПОЛОЖЕНИЮ В ЗАНЯТИИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
	Всего		в том числе по положению в занятии					
на территории других стран	10.0	6.0	4.0	1.0	3.0	-	-	-
Республика Северная Осетия – Алания								
Городское и сельское население, занятое в экономике	191905.0	178679.0	13216.0	3019.0	8856.0	449.0	892.0	10.0
в том числе:								
на территории своего субъекта	188960.0	176107.0	12845.0	2929.0	8623.0	428.0	865.0	8.0
на территории другого субъекта	2189.0	1932.0	256.0	64.0	159.0	15.0	18.0	1.0
на территории других стран	185.0	131.0	54.0	17.0	33.0	2.0	2.0	-
Мужчины, занятые в экономике	96373.0	87896.0	8472.0	2055.0	5622.0	289.0	506.0	5.0
в том числе:								
на территории своего субъекта	94364.0	86164.0	8197.0	1980.0	5455.0	275.0	487.0	3.0
на территории другого субъекта	1522.0	1333.0	188.0	55.0	109.0	11.0	13.0	1.0
на территории других стран	132.0	91.0	41.0	13.0	25.0	2.0	1.0	-
Женщины, занятые в экономике	95532.0	90783.0	4744.0	964.0	3234.0	160.0	386.0	5.0
в том числе:								
на территории своего субъекта	94596.0	89943.0	4648.0	949.0	3168.0	153.0	378.0	5.0
на территории другого субъекта	667.0	599.0	68.0	9.0	50.0	4.0	5.0	-
на территории других стран	53.0	40.0	13.0	4.0	8.0	-	1.0	-
Городское население, занятое в экономике	142012.0	131301.0	10708.0	2485.0	7260.0	310.0	653.0	3.0
в том числе:								
на территории своего субъекта	140241.0	129801.0	10438.0	2409.0	7097.0	297.0	635.0	2.0
на территории другого субъекта	1210.0	1033.0	177.0	53.0	103.0	9.0	12.0	-
на территории других стран	170.0	121.0	49.0	16.0	29.0	2.0	2.0	-
Сельское население, занятое в экономике	49893.0	47378.0	2508.0	534.0	1596.0	139.0	239.0	7.0
в том числе:								
на территории своего субъекта	48719.0	46306.0	2407.0	520.0	1526.0	131.0	230.0	6.0
на территории другого субъекта	979.0	899.0	79.0	11.0	56.0	6.0	6.0	1.0
на территории других стран	15.0	10.0	5.0	1.0	4.0	-	-	-
Краснодарский край								
Городское и сельское население, занятое в экономике	1952115.0	1800742.0	151370.0	36412.0	102179.0	7825.0	4954.0	3.0
в том числе:								
на территории своего субъекта	1927533.0	1778225.0	149305.0	35910.0	100876.0	7665.0	4854.0	3.0
на территории другого субъекта	15767.0	14515.0	1252.0	312.0	812.0	69.0	59.0	-
на территории других стран	1631.0	1534.0	97.0	15.0	66.0	6.0	10.0	-
Мужчины, занятые в экономике	1016925.0	925862.0	91062.0	23782.0	59917.0	4525.0	2838.0	1.0
в том числе:								
на территории своего субъекта	997944.0	908357.0	89586.0	23420.0	58991.0	4413.0	2762.0	1.0
на территории другого субъекта	12988.0	12054.0	934.0	230.0	617.0	47.0	40.0	-
на территории других стран	1299.0	1216.0	83.0	15.0	57.0	6.0	5.0	-
Женщины, занятые в экономике	935190.0	874880.0	60308.0	12630.0	42262.0	3300.0	2116.0	2.0
в том числе:								
на территории своего субъекта	929589.0	869868.0	59719.0	12490.0	41885.0	3252.0	2092.0	2.0
на территории другого субъекта	2779.0	2461.0	318.0	82.0	195.0	22.0	19.0	-
на территории других стран	332.0	318.0	14.0	-	9.0	-	5.0	-
Городское население, занятое в экономике	1118508.0	1023605.0	94902.0	25950.0	61433.0	4597.0	2922.0	1.0
в том числе:								
на территории своего субъекта	1104089.0	1010613.0	93475.0	25540.0	60573.0	4482.0	2880.0	1.0
на территории другого субъекта	8166.0	7352.0	814.0	258.0	475.0	54.0	27.0	-
на территории других стран	1334.0	1253.0	81.0	11.0	54.0	6.0	10.0	-
Сельское население, занятое в экономике	833607.0	777137.0	56468.0	10462.0	40746.0	3228.0	2032.0	2.0
в том числе:								
на территории своего субъекта	823444.0	767612.0	55830.0	10370.0	40303.0	3183.0	1974.0	2.0
на территории другого субъекта	7601.0	7163.0	438.0	54.0	337.0	15.0	32.0	-
на территории других стран	297.0	281.0	16.0	4.0	12.0	-	-	-
Ставропольский край								
Городское и сельское население, занятое в экономике	996620.0	907257.0	89360.0	19377.0	62749.0	4066.0	3168.0	3.0
в том числе:								
на территории своего субъекта	979896.0	891995.0	87898.0	19025.0	61809.0	3928.0	3136.0	3.0
на территории другого субъекта	12775.0	11792.0	983.0	242.0	641.0	77.0	23.0	-
на территории других стран	1333.0	1167.0	166.0	20.0	104.0	38.0	4.0	-
Мужчины, занятые в экономике	521283.0	465657.0	55625.0	13173.0	38371.0	2230.0	1851.0	1.0
в том числе:								
на территории своего субъекта	508319.0	453787.0	54531.0	12875.0	37723.0	2109.0	1824.0	1.0
на территории другого субъекта	10365.0	9625.0	740.0	208.0	448.0	66.0	18.0	-
на территории других стран	863.0	733.0	130.0	16.0	72.0	38.0	4.0	-
Женщины, занятые в экономике	475337.0	441600.0	33735.0	6204.0	24378.0	1836.0	1317.0	2.0
в том числе:								
на территории своего субъекта	471577.0	438208.0	33367.0	6150.0	24086.0	1819.0	1312.0	2.0
на территории другого субъекта	2410.0	2167.0	243.0	34.0	193.0	11.0	5.0	-
на территории других стран	470.0	434.0	36.0	4.0	32.0	-	-	-
Городское население, занятое в экономике	611932.0	548369.0	63561.0	14112.0	44310.0	2920.0	2219.0	2.0
в том числе:								
на территории своего субъекта	602663.0	540207.0	62454.0	13857.0	43600.0	2805.0	2192.0	2.0
на территории другого субъекта	6795.0	6054.0	741.0	176.0	481.0	66.0	18.0	-
на территории других стран	821.0	694.0	127.0	16.0	69.0	38.0	4.0	-
Сельское население, занятое в экономике	384688.0	358888.0	25799.0	5265.0	18439.0	1146.0	949.0	1.0
в том числе:								
на территории своего субъекта	377233.0	351788.0	25444.0	5168.0	18209.0	1123.0	944.0	1.0
на территории другого субъекта	5980.0	5738.0	242.0	66.0	160.0	11.0	5.0	-
на территории других стран	512.0	473.0	39.0	4.0	35.0	-	-	-
Астраханская область								
Городское и сельское население, занятое в экономике	393885.0	365895.0	27928.0	7765.0	16925.0	2114.0	1124.0	62.0
в том числе:								
на территории своего субъекта	388615.0	361077.0	27476.0	7682.0	16664.0	2052.0	1078.0	62.0
на территории другого субъекта	2064.0	1976.0	88.0	22.0	46.0	15.0	5.0	-
на территории других стран	401.0	355.0	46.0	19.0	22.0	5.0	-	-
Мужчины, занятые в экономике	201293.0	185447.0	15819.0	4844.0	9228.0	1128.0	619.0	27.0
в том числе:								
на территории своего субъекта	197553.0	181994.0	15532.0	4793.0	9061.0	1081.0	597.0	27.0
на территории другого субъекта	1752.0	1686.0	66.0	18.0	38.0	10.0	-	-
на территории других стран	316.0	283.0	33.0	15.0	13.0	5.0	-	-
Женщины, занятые в экономике	192592.0	180448.0	12109.0	2921.0	7697.0	986.0	505.0	35.0
в том числе:								
на территории своего субъекта	191062.0	179083.0	11944.0	2889.0	7603.0	971.0	481.0	35.0
на территории другого субъекта	312.0	290.0	22.0	4.0	8.0	5.0	5.0	-
на территории других стран	85.0	72.0	13.0	4.0	9.0	-	-	-
Городское население, занятое в экономике	290744.0	269184.0	21498.0	6049.0	12926.0	1709.0	814.0	62.0
в том числе:								
на территории своего субъекта	286780.0	265621.0	21097.0	5970.0	12695.0	1660.0	772.0	62.0
на территории другого субъекта	1369.0	1292.0	77.0	22.0	35.0	15.0	5.0	-
на территории других стран	329.0	283.0	46.0	19.0	22.0	5.0	-	-
Сельское население, занятое в экономике	103141.0	96711.0	6430.0	1716.0	3999.0	405.0	310.0	-
в том числе:								
на территории своего субъекта	101835.0	95456.0	6379.0	1712.0	3969.0	392.0	306.0	-
на территории другого субъекта	695.0	684.0	11.0	-	11.0	-	-	-
на территории других стран	72.0	72.0	-	-	-	-	-	-
Волгоградская область								
Городское и сельское население, занятое в экономике	1056979.0	986372.0	70566.0	18974.0	44581.0	4491.0	2520.0	41.0
в том числе:								
на территории своего субъекта	1044548.0	974998.0	69511.0	18714.0	43998.0	4347.0	2452.0	39.0
на территории другого субъекта	7597.0	7020.0	577.0	175.0	332.0	50.0	20.0	-
на территории других стран	763.0	710.0	53.0	22.0	26.0	-	5.0	-
Мужчины, занятые в экономике	536649.0	494637.0	41986.0	12579.0	25415.0	2536.0	1456.0	26.0
в том числе:								
на территории своего субъекта	527297.0	486034.0	41239.0	12390.0	24987.0	2447.0	1415.0	24.0
на территории другого субъекта	6450.0	6002.0	448.0	130.0	259.0	39.0	20.0	-
