5. ЗАНЯТОЕ В ЭКОНОМИКЕ НАСЕЛЕНИЕ ПО ВОЗРАСТНЫМ ГРУППАМ И ПОЛОЖЕНИЮ В ЗАНЯТИИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
	Всего		в том числе по положению в занятии					
40 – 49	23347.0	22443.0	896.0	211.0	484.0	160.0	41.0	8.0
50 – 59	10324.0	10003.0	318.0	60.0	186.0	56.0	16.0	3.0
60 – 64	889.0	864.0	24.0	6.0	12.0	5.0	1.0	1.0
65 и более	425.0	414.0	11.0	2.0	7.0	-	2.0	-
Возраст не указан	14.0	14.0	-	-	-	-	-	-
Средний возраст	39.3	39.3	40.3	40.7	40.0	40.7	41.3	39.8
Из общей численности занятых - население в возрасте:								
трудоспособном	65557.0	63316.0	2222.0	499.0	1269.0	361.0	93.0	19.0
старше трудоспособного	2178.0	2128.0	49.0	9.0	28.0	6.0	6.0	1.0
Псковская область								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	309929.0	293880.0	15921.0	4425.0	9888.0	1256.0	352.0	128.0
в том числе в возрасте, лет:								
15 – 19	10364.0	10124.0	234.0	38.0	146.0	27.0	23.0	6.0
20 – 29	69890.0	66961.0	2896.0	698.0	1876.0	247.0	75.0	33.0
30 – 39	74986.0	70025.0	4933.0	1567.0	2954.0	323.0	89.0	28.0
40 – 49	95217.0	89795.0	5381.0	1534.0	3324.0	417.0	106.0	41.0
50 – 59	50669.0	48484.0	2167.0	507.0	1403.0	205.0	52.0	18.0
60 – 64	5991.0	5791.0	199.0	56.0	120.0	20.0	3.0	1.0
65 и более	2812.0	2700.0	111.0	25.0	65.0	17.0	4.0	1.0
Возраст не указан	64.0	59.0	4.0	2.0	1.0	-	1.0	1.0
Средний возраст	39.2	39.2	39.5	39.5	39.5	40.0	38.4	38.4
Из общей численности занятых - население в возрасте:								
трудоспособном	295727.0	280173.0	15431.0	4308.0	9573.0	1209.0	341.0	123.0
старше трудоспособного	14124.0	13637.0	482.0	115.0	312.0	45.0	10.0	5.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	154940.0	145605.0	9278.0	2822.0	5535.0	702.0	219.0	57.0
в том числе в возрасте, лет:								
15 – 19	6878.0	6740.0	134.0	21.0	77.0	18.0	18.0	4.0
20 – 29	38095.0	36307.0	1773.0	448.0	1130.0	144.0	51.0	15.0
30 – 39	36418.0	33439.0	2970.0	1044.0	1682.0	184.0	60.0	9.0
40 – 49	43888.0	40873.0	2996.0	947.0	1760.0	226.0	63.0	19.0
50 – 59	24823.0	23584.0	1230.0	313.0	785.0	108.0	24.0	9.0
60 – 64	3342.0	3221.0	120.0	34.0	71.0	12.0	3.0	1.0
65 и более	1496.0	1441.0	55.0	15.0	30.0	10.0	-	-
Возраст не указан	38.0	37.0	1.0	-	-	-	1.0	-
Средний возраст	38.6	38.5	39.2	39.4	39.2	39.6	36.9	38.0
Из общей численности занятых - население в возрасте:								
трудоспособном	150055.0	140901.0	9098.0	2771.0	5432.0	679.0	216.0	56.0
старше трудоспособного	4838.0	4662.0	175.0	49.0	101.0	22.0	3.0	1.0
Женщины, занятые в экономике, в возрасте 15 лет и более	154989.0	148275.0	6643.0	1603.0	4353.0	554.0	133.0	71.0
в том числе в возрасте, лет:								
15 – 19	3486.0	3384.0	100.0	17.0	69.0	9.0	5.0	2.0
20 – 29	31795.0	30654.0	1123.0	250.0	746.0	103.0	24.0	18.0
30 – 39	38568.0	36586.0	1963.0	523.0	1272.0	139.0	29.0	19.0
40 – 49	51329.0	48922.0	2385.0	587.0	1564.0	191.0	43.0	22.0
50 – 59	25846.0	24900.0	937.0	194.0	618.0	97.0	28.0	9.0
60 – 64	2649.0	2570.0	79.0	22.0	49.0	8.0	-	-
65 и более	1316.0	1259.0	56.0	10.0	35.0	7.0	4.0	1.0
Возраст не указан	26.0	22.0	3.0	2.0	1.0	-	-	1.0
Средний возраст	39.8	39.8	39.9	39.9	39.9	40.5	40.8	38.6
Из общей численности занятых - население в возрасте:								
трудоспособном	145672.0	139272.0	6333.0	1537.0	4141.0	530.0	125.0	67.0
старше трудоспособного	9286.0	8975.0	307.0	66.0	211.0	23.0	7.0	4.0
Городское население, занятое в экономике, в возрасте 15 лет и более	234123.0	221203.0	12817.0	3891.0	7828.0	845.0	253.0	103.0
в том числе в возрасте, лет:								
15 – 19	7285.0	7124.0	155.0	28.0	101.0	18.0	8.0	6.0
20 – 29	54250.0	51764.0	2460.0	637.0	1579.0	188.0	56.0	26.0
30 – 39	55869.0	51777.0	4070.0	1393.0	2383.0	225.0	69.0	22.0
40 – 49	70292.0	66029.0	4231.0	1318.0	2583.0	255.0	75.0	32.0
50 – 59	39013.0	37353.0	1645.0	444.0	1031.0	130.0	40.0	15.0
60 – 64	5030.0	4859.0	170.0	47.0	105.0	16.0	2.0	1.0
65 и более	2384.0	2297.0	86.0	24.0	46.0	13.0	3.0	1.0
Возраст не указан	46.0	41.0	4.0	2.0	1.0	-	1.0	1.0
Средний возраст	39.2	39.2	39.3	39.4	39.1	39.5	39.1	38.6
Из общей численности занятых - население в возрасте:								
трудоспособном	222209.0	209703.0	12408.0	3790.0	7566.0	808.0	244.0	98.0
старше трудоспособного	11872.0	11462.0	405.0	101.0	261.0	35.0	8.0	5.0
Сельское население, занятое в экономике, в возрасте 15 лет и более	75806.0	72677.0	3104.0	534.0	2060.0	411.0	99.0	25.0
в том числе в возрасте, лет:								
15 – 19	3079.0	3000.0	79.0	10.0	45.0	9.0	15.0	-
20 – 29	15640.0	15197.0	436.0	61.0	297.0	59.0	19.0	7.0
30 – 39	19117.0	18248.0	863.0	174.0	571.0	98.0	20.0	6.0
40 – 49	24925.0	23766.0	1150.0	216.0	741.0	162.0	31.0	9.0
50 – 59	11656.0	11131.0	522.0	63.0	372.0	75.0	12.0	3.0
60 – 64	961.0	932.0	29.0	9.0	15.0	4.0	1.0	-
65 и более	428.0	403.0	25.0	1.0	19.0	4.0	1.0	-
Возраст не указан	18.0	18.0	-	-	-	-	-	-
Средний возраст	39.0	38.9	40.6	40.4	40.8	41.0	36.5	37.3
Из общей численности занятых - население в возрасте:								
трудоспособном	73518.0	70470.0	3023.0	518.0	2007.0	401.0	97.0	25.0
старше трудоспособного	2252.0	2175.0	77.0	14.0	51.0	10.0	2.0	-
г. Санкт-Петербург								
Городское население, занятое в экономике, в возрасте 15 лет и более	2048826.0	1940470.0	104065.0	36950.0	48522.0	12671.0	5922.0	4291.0
в том числе в возрасте, лет:								
15 – 19	46175.0	44447.0	1626.0	274.0	866.0	342.0	144.0	102.0
20 – 29	438486.0	418449.0	19134.0	5908.0	9296.0	2746.0	1184.0	903.0
30 – 39	483956.0	452056.0	30891.0	12667.0	13300.0	3280.0	1644.0	1009.0
40 – 49	593903.0	560286.0	32403.0	12257.0	14954.0	3493.0	1699.0	1214.0
50 – 59	369655.0	353263.0	15586.0	4820.0	7802.0	2003.0	961.0	806.0
60 – 64	65229.0	62570.0	2524.0	655.0	1257.0	447.0	165.0	135.0
65 и более	51422.0	49399.0	1901.0	369.0	1047.0	360.0	125.0	122.0
Возраст не указан	1258.0	1168.0	72.0	20.0	37.0	9.0	6.0	18.0
Средний возраст	40.6	40.6	40.2	40.0	40.5	40.1	40.1	40.9
Из общей численности занятых - население в возрасте:								
трудоспособном	1875537.0	1774015.0	97617.0	35476.0	45140.0	11527.0	5474.0	3905.0
старше трудоспособного	172669.0	165876.0	6412.0	1466.0	3368.0	1137.0	441.0	381.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	1025197.0	960320.0	62715.0	25652.0	26747.0	7067.0	3249.0	2162.0
в том числе в возрасте, лет:								
15 – 19	26001.0	25034.0	924.0	170.0	468.0	194.0	92.0	43.0
20 – 29	238192.0	225788.0	11917.0	4114.0	5466.0	1638.0	699.0	487.0
30 – 39	247249.0	226832.0	19878.0	9140.0	7839.0	1964.0	935.0	539.0
40 – 49	270425.0	251301.0	18584.0	8246.0	7645.0	1825.0	868.0	540.0
50 – 59	176283.0	167095.0	8777.0	3253.0	4049.0	986.0	489.0	411.0
60 – 64	37242.0	35668.0	1493.0	455.0	689.0	255.0	94.0	81.0
65 и более	29805.0	28602.0	1142.0	274.0	591.0	205.0	72.0	61.0
Возраст не указан	637.0	585.0	38.0	12.0	17.0	4.0	5.0	14.0
Средний возраст	40.2	40.3	39.8	39.8	39.9	39.5	39.6	40.8
Из общей численности занятых - население в возрасте:								
трудоспособном	957764.0	895685.0	60061.0	24918.0	25462.0	6603.0	3078.0	2018.0
старше трудоспособного	67047.0	64270.0	2635.0	729.0	1280.0	460.0	166.0	142.0
Женщины, занятые в экономике, в возрасте 15 лет и более	1023629.0	980150.0	41350.0	11298.0	21775.0	5604.0	2673.0	2129.0
в том числе в возрасте, лет:								
15 – 19	20174.0	19413.0	702.0	104.0	398.0	148.0	52.0	59.0
20 – 29	200294.0	192661.0	7217.0	1794.0	3830.0	1108.0	485.0	416.0
30 – 39	236707.0	225224.0	11013.0	3527.0	5461.0	1316.0	709.0	470.0
40 – 49	323478.0	308985.0	13819.0	4011.0	7309.0	1668.0	831.0	674.0
50 – 59	193372.0	186168.0	6809.0	1567.0	3753.0	1017.0	472.0	395.0
60 – 64	27987.0	26902.0	1031.0	200.0	568.0	192.0	71.0	54.0
65 и более	21617.0	20797.0	759.0	95.0	456.0	155.0	53.0	61.0
Возраст не указан	621.0	583.0	34.0	8.0	20.0	5.0	1.0	4.0
Средний возраст	41.0	41.0	40.9	40.3	41.1	41.0	40.8	41.1
Из общей численности занятых - население в возрасте:								
трудоспособном	917773.0	878330.0	37556.0	10558.0	19678.0	4924.0	2396.0	1887.0
старше трудоспособного	105622.0	101606.0	3777.0	737.0	2088.0	677.0	275.0	239.0
Южный федеральный округ								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	7852876.0	7210544.0	640648.0	134988.0	439203.0	40275.0	26182.0	1684.0
в том числе в возрасте, лет:								
15 – 19	229845.0	220277.0	9521.0	957.0	7063.0	1014.0	487.0	47.0
20 – 29	1854517.0	1726827.0	127324.0	21928.0	91039.0	8942.0	5415.0	366.0
30 – 39	2015228.0	1817788.0	196932.0	43527.0	134142.0	11601.0	7662.0	508.0
40 – 49	2322717.0	2113554.0	208660.0	47031.0	141158.0	12044.0	8427.0	503.0
50 – 59	1171974.0	1090976.0	80803.0	18250.0	53877.0	5267.0	3409.0	195.0
60 – 64	169872.0	159291.0	10546.0	2252.0	7013.0	820.0	461.0	35.0
65 и более	88723.0	81831.0	6862.0	1043.0	4911.0	587.0	321.0	30.0
Возраст не указан	1172.0	1101.0	70.0	11.0	34.0	14.0	11.0	1.0
Средний возраст	38.9	38.9	39.2	40.1	39.0	38.9	39.2	38.7
Из общей численности занятых - население в возрасте:								
трудоспособном	7473591.0	6855154.0	616830.0	130493.0	422841.0	38381.0	25115.0	1607.0
старше трудоспособного	376872.0	353249.0	23547.0	4466.0	16177.0	1862.0	1042.0	76.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	4174669.0	3783421.0	390248.0	90405.0	260888.0	23707.0	15248.0	1000.0
в том числе в возрасте, лет:								
15 – 19	154781.0	149540.0	5209.0	564.0	3793.0	582.0	270.0	32.0
20 – 29	1044091.0	963940.0	79932.0	14672.0	56541.0	5477.0	3242.0	219.0
30 – 39	1059331.0	936148.0	122883.0	29471.0	81982.0	6965.0	4465.0	300.0
40 – 49	1150437.0	1027202.0	122948.0	30944.0	80421.0	6832.0	4751.0	287.0
50 – 59	611645.0	562653.0	48864.0	12402.0	31421.0	3001.0	2040.0	128.0
60 – 64	100749.0	94320.0	6411.0	1593.0	4023.0	504.0	291.0	18.0
65 и более	53635.0	49618.0	4001.0	759.0	2707.0	346.0	189.0	16.0
Возраст не указан	670.0	628.0	41.0	7.0	19.0	9.0	6.0	1.0
Средний возраст	38.5	38.4	39.1	40.1	38.7	38.7	39.2	38.6
Из общей численности занятых - население в возрасте:								
трудоспособном	4018691.0	3638047.0	379678.0	88037.0	254055.0	22834.0	14752.0	966.0
старше трудоспособного	154384.0	143938.0	10412.0	2352.0	6730.0	850.0	480.0	34.0
Женщины, занятые в экономике, в возрасте 15 лет и более	3678207.0	3427123.0	250400.0	44583.0	178315.0	16568.0	10934.0	684.0
в том числе в возрасте, лет:								
15 – 19	75064.0	70737.0	4312.0	393.0	3270.0	432.0	217.0	15.0
20 – 29	810426.0	762887.0	47392.0	7256.0	34498.0	3465.0	2173.0	147.0
30 – 39	955897.0	881640.0	74049.0	14056.0	52160.0	4636.0	3197.0	208.0
40 – 49	1172280.0	1086352.0	85712.0	16087.0	60737.0	5212.0	3676.0	216.0
50 – 59	560329.0	528323.0	31939.0	5848.0	22456.0	2266.0	1369.0	67.0
60 – 64	69123.0	64971.0	4135.0	659.0	2990.0	316.0	170.0	17.0
65 и более	35088.0	32213.0	2861.0	284.0	2204.0	241.0	132.0	14.0
Возраст не указан	502.0	473.0	29.0	4.0	15.0	5.0	5.0	-
Средний возраст	39.3	39.3	39.5	40.0	39.4	39.2	39.2	38.8
Из общей численности занятых - население в возрасте:								
трудоспособном	3454900.0	3217107.0	237152.0	42456.0	168786.0	15547.0	10363.0	641.0
старше трудоспособного	222488.0	209311.0	13135.0	2114.0	9447.0	1012.0	562.0	42.0
Городское население, занятое в экономике, в возрасте 15 лет и более	5187776.0	4761672.0	425215.0	100360.0	280206.0	27876.0	16773.0	889.0
в том числе в возрасте, лет:								
15 – 19	151576.0	145849.0	5703.0	645.0	4061.0	702.0	295.0	24.0
20 – 29	1232650.0	1147042.0	85432.0	16903.0	58724.0	6334.0	3471.0	176.0
30 – 39	1299254.0	1168615.0	130347.0	32803.0	84758.0	7899.0	4887.0	292.0
40 – 49	1502477.0	1365256.0	136948.0	34046.0	89439.0	8150.0	5313.0	273.0
50 – 59	802629.0	747044.0	55491.0	13565.0	35875.0	3721.0	2330.0	94.0
60 – 64	130003.0	122865.0	7121.0	1666.0	4505.0	647.0	303.0	17.0
65 и более	69187.0	65001.0	4173.0	732.0	2844.0	423.0	174.0	13.0
Возраст не указан	900.0	845.0	55.0	8.0	25.0	14.0	8.0	-
Средний возраст	39.1	39.1	39.3	39.9	39.1	38.9	39.3	38.8
Из общей численности занятых - население в возрасте:								
трудоспособном	4896535.0	4486555.0	409128.0	97018.0	269636.0	26405.0	16069.0	852.0
старше трудоспособного	289965.0	274007.0	15921.0	3323.0	10468.0	1447.0	683.0	37.0
Сельское население, занятое в экономике, в возрасте 15 лет и более	2665100.0	2448872.0	215433.0	34628.0	158997.0	12399.0	9409.0	795.0
в том числе в возрасте, лет:								
15 – 19	78269.0	74428.0	3818.0	312.0	3002.0	312.0	192.0	23.0
20 – 29	621867.0	579785.0	41892.0	5025.0	32315.0	2608.0	1944.0	190.0
30 – 39	715974.0	649173.0	66585.0	10724.0	49384.0	3702.0	2775.0	216.0
40 – 49	820240.0	748298.0	71712.0	12985.0	51719.0	3894.0	3114.0	230.0
50 – 59	369345.0	343932.0	25312.0	4685.0	18002.0	1546.0	1079.0	101.0
60 – 64	39869.0	36426.0	3425.0	586.0	2508.0	173.0	158.0	18.0
65 и более	19536.0	16830.0	2689.0	311.0	2067.0	164.0	147.0	17.0
Возраст не указан	272.0	256.0	15.0	3.0	9.0	-	3.0	1.0
Средний возраст	38.5	38.4	39.2	40.5	38.9	38.8	39.1	38.6
Из общей численности занятых - население в возрасте:								
трудоспособном	2577056.0	2368599.0	207702.0	33475.0	153205.0	11976.0	9046.0	755.0
старше трудоспособного	86907.0	79242.0	7626.0	1143.0	5709.0	415.0	359.0	39.0
Республика Адыгея								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	146966.0	137444.0	9522.0	2765.0	6486.0	138.0	133.0	-
в том числе в возрасте, лет:								
15 – 19	3993.0	3901.0	92.0	12.0	71.0	7.0	2.0	-
20 – 29	33904.0	32331.0	1573.0	411.0	1107.0	24.0	31.0	-
30 – 39	37156.0	34319.0	2837.0	863.0	1896.0	43.0	35.0	-
40 – 49	44249.0	40844.0	3405.0	1022.0	2299.0	43.0	41.0	-
50 – 59	22863.0	21600.0	1263.0	393.0	835.0	15.0	20.0	-
60 – 64	3198.0	3057.0	141.0	48.0	88.0	2.0	3.0	-
65 и более	1603.0	1392.0	211.0	16.0	190.0	4.0	1.0	-
Возраст не указан	9.0	8.0	1.0	-	1.0	-	-	-
Средний возраст	39.1	39.0	40.5	40.5	40.5	38.8	39.7	-
Из общей численности занятых - население в возрасте:								
трудоспособном	139761.0	130663.0	9098.0	2686.0	6154.0	131.0	127.0	-
старше трудоспособного	7135.0	6718.0	417.0	78.0	326.0	7.0	6.0	-
Мужчины, занятые в экономике, в возрасте 15 лет и более	75554.0	69543.0	6011.0	1907.0	3913.0	99.0	92.0	-
в том числе в возрасте, лет:								
15 – 19	2680.0	2635.0	45.0	8.0	34.0	2.0	1.0	-
20 – 29	18489.0	17423.0	1066.0	283.0	742.0	20.0	21.0	-
30 – 39	18667.0	16847.0	1820.0	579.0	1180.0	34.0	27.0	-
40 – 49	21071.0	19002.0	2069.0	703.0	1312.0	28.0	26.0	-
50 – 59	11794.0	10958.0	836.0	291.0	522.0	9.0	14.0	-
60 – 64	1884.0	1794.0	90.0	33.0	52.0	2.0	3.0	-
65 и более	969.0	884.0	85.0	10.0	71.0	4.0	-	-
Возраст не указан	7.0	7.0	-	-	-	-	-	-
Средний возраст	38.8	38.7	40.1	40.7	39.8	39.0	39.6	-
Из общей численности занятых - население в возрасте:								
трудоспособном	72650.0	66820.0	5830.0	1863.0	3785.0	93.0	89.0	-
старше трудоспособного	2853.0	2678.0	175.0	43.0	123.0	6.0	3.0	-
Женщины, занятые в экономике, в возрасте 15 лет и более	71412.0	67901.0	3511.0	858.0	2573.0	39.0	41.0	-
в том числе в возрасте, лет:								
15 – 19	1313.0	1266.0	47.0	4.0	37.0	5.0	1.0	-
20 – 29	15415.0	14908.0	507.0	128.0	365.0	4.0	10.0	-
30 – 39	18489.0	17472.0	1017.0	284.0	716.0	9.0	8.0	-
40 – 49	23178.0	21842.0	1336.0	319.0	987.0	15.0	15.0	-
50 – 59	11069.0	10642.0	427.0	102.0	313.0	6.0	6.0	-
60 – 64	1314.0	1263.0	51.0	15.0	36.0	-	-	-
65 и более	634.0	508.0	126.0	6.0	119.0	-	1.0	-
