5. ЖЕНЩИНЫ НАИБОЛЕЕ МНОГОЧИСЛЕННЫХ НАЦИОНАЛЬНОСТЕЙ ПО ВОЗРАСТНЫМ ГРУППАМ И ЧИСЛУ РОЖДЕННЫХ ДЕТЕЙ													
ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
	Всего	Женщины, указавшие число рожденных детей	из них женщины с числом рожденных детей								Общее число рожденных детей	Среднее число рожденных детей (на 1000 женщин)	Женщины, не указавшие число рожденных детей
18 – 19	22164.0	21816.0	20051.0	1698.0	63.0	4.0	-	-	-	-	1836.0	84.0	348.0
20 – 24	51316.0	50649.0	32080.0	16467.0	1866.0	174.0	29.0	-	24.0	9.0	21044.0	415.0	667.0
25 – 29	47372.0	47021.0	12009.0	25852.0	8221.0	798.0	103.0	9.0	12.0	17.0	45345.0	964.0	351.0
30 – 34	39699.0	39498.0	4291.0	18644.0	14189.0	1912.0	299.0	89.0	30.0	44.0	54909.0	1390.0	201.0
35 – 39	42717.0	42562.0	2909.0	14145.0	20155.0	4261.0	742.0	241.0	37.0	72.0	72166.0	1696.0	155.0
40 – 44	54667.0	54484.0	3066.0	12771.0	28166.0	7941.0	1573.0	607.0	214.0	146.0	104640.0	1921.0	183.0
45 – 49	57421.0	57204.0	3252.0	11785.0	28716.0	9928.0	1930.0	941.0	323.0	329.0	115873.0	2026.0	217.0
50 – 54	49044.0	48875.0	3097.0	11041.0	24331.0	7246.0	1465.0	1031.0	379.0	285.0	96896.0	1983.0	169.0
55 – 59	24636.0	24531.0	1667.0	6098.0	11923.0	3372.0	731.0	449.0	113.0	178.0	47335.0	1930.0	105.0
60 – 64	37440.0	37280.0	2443.0	8463.0	17388.0	5800.0	1531.0	1012.0	318.0	325.0	76280.0	2046.0	160.0
65 – 69	31279.0	31109.0	2092.0	6213.0	13055.0	5801.0	1808.0	1256.0	477.0	407.0	69350.0	2229.0	170.0
70 и более	70249.0	69795.0	5886.0	13025.0	21486.0	14242.0	6734.0	4461.0	1873.0	2088.0	175588.0	2516.0	454.0
Украинцы													
Женщины в возрасте 15 лет и более	11933.0	11869.0	1576.0	3234.0	4821.0	1493.0	404.0	202.0	71.0	68.0	20939.0	1764.0	64.0
в том числе в возрасте, лет:													
15 – 17	222.0	218.0	218.0	-	-	-	-	-	-	-	0.0	0.0	4.0
18 – 19	165.0	152.0	140.0	12.0	-	-	-	-	-	-	12.0	79.0	13.0
20 – 24	509.0	502.0	320.0	153.0	29.0	-	-	-	-	-	211.0	420.0	7.0
25 – 29	808.0	806.0	190.0	419.0	168.0	25.0	4.0	-	-	-	846.0	1050.0	2.0
30 – 34	1053.0	1047.0	118.0	484.0	391.0	53.0	1.0	-	-	-	1429.0	1365.0	6.0
35 – 39	1259.0	1252.0	54.0	467.0	584.0	127.0	8.0	-	5.0	7.0	2134.0	1704.0	7.0
40 – 44	1422.0	1418.0	87.0	346.0	740.0	177.0	49.0	15.0	4.0	-	2652.0	1870.0	4.0
45 – 49	1340.0	1336.0	54.0	258.0	763.0	192.0	47.0	17.0	-	5.0	2673.0	2001.0	4.0
50 – 54	1195.0	1195.0	75.0	254.0	604.0	190.0	28.0	25.0	8.0	11.0	2394.0	2003.0	-
55 – 59	841.0	841.0	57.0	168.0	394.0	132.0	29.0	44.0	10.0	7.0	1797.0	2137.0	-
60 – 64	1156.0	1146.0	72.0	264.0	529.0	170.0	53.0	29.0	18.0	11.0	2377.0	2074.0	10.0
65 – 69	710.0	708.0	60.0	133.0	270.0	140.0	63.0	18.0	12.0	12.0	1607.0	2270.0	2.0
70 и более	1253.0	1248.0	131.0	276.0	349.0	287.0	122.0	54.0	14.0	15.0	2807.0	2249.0	5.0
Ненецкий автономный округ													
Русские													
Женщины в возрасте 15 лет и более	10152.0	10060.0	2198.0	2476.0	3106.0	1347.0	455.0	227.0	103.0	148.0	17469.0	1736.0	92.0
в том числе в возрасте, лет:													
15 – 17	725.0	714.0	698.0	15.0	1.0	-	-	-	-	-	17.0	24.0	11.0
18 – 19	395.0	386.0	325.0	61.0	-	-	-	-	-	-	61.0	158.0	9.0
20 – 24	1063.0	1043.0	552.0	431.0	55.0	5.0	-	-	-	-	556.0	533.0	20.0
25 – 29	949.0	941.0	200.0	493.0	216.0	27.0	3.0	1.0	-	1.0	1031.0	1096.0	8.0
30 – 34	794.0	788.0	57.0	315.0	339.0	59.0	10.0	5.0	2.0	1.0	1254.0	1591.0	6.0
35 – 39	839.0	834.0	41.0	220.0	424.0	121.0	15.0	7.0	2.0	4.0	1567.0	1879.0	5.0
40 – 44	1170.0	1166.0	72.0	245.0	551.0	226.0	46.0	19.0	4.0	3.0	2350.0	2015.0	4.0
45 – 49	1137.0	1131.0	58.0	218.0	523.0	215.0	77.0	21.0	9.0	10.0	2452.0	2168.0	6.0
50 – 54	940.0	935.0	55.0	180.0	386.0	234.0	48.0	15.0	10.0	7.0	2036.0	2178.0	5.0
55 – 59	377.0	371.0	26.0	73.0	157.0	76.0	26.0	9.0	2.0	2.0	792.0	2135.0	6.0
60 – 64	535.0	529.0	40.0	81.0	192.0	129.0	44.0	22.0	8.0	13.0	1283.0	2425.0	6.0
65 – 69	424.0	422.0	21.0	50.0	117.0	110.0	58.0	38.0	11.0	17.0	1235.0	2927.0	2.0
70 и более	804.0	800.0	53.0	94.0	145.0	145.0	128.0	90.0	55.0	90.0	2835.0	3544.0	4.0
Ненцы													
Женщины в возрасте 15 лет и более	2842.0	2799.0	713.0	504.0	542.0	384.0	227.0	141.0	105.0	183.0	6533.0	2334.0	43.0
в том числе в возрасте, лет:													
15 – 17	248.0	238.0	233.0	5.0	-	-	-	-	-	-	5.0	21.0	10.0
18 – 19	128.0	126.0	104.0	19.0	3.0	-	-	-	-	-	25.0	198.0	2.0
20 – 24	311.0	306.0	152.0	111.0	34.0	8.0	1.0	-	-	-	207.0	676.0	5.0
25 – 29	275.0	270.0	52.0	103.0	69.0	33.0	10.0	3.0	-	-	395.0	1463.0	5.0
30 – 34	298.0	294.0	41.0	71.0	86.0	60.0	23.0	5.0	4.0	4.0	593.0	2017.0	4.0
35 – 39	353.0	349.0	34.0	55.0	109.0	73.0	45.0	13.0	14.0	6.0	866.0	2481.0	4.0
40 – 44	301.0	299.0	24.0	33.0	78.0	71.0	34.0	28.0	16.0	15.0	898.0	3003.0	2.0
45 – 49	256.0	253.0	20.0	35.0	61.0	47.0	31.0	25.0	19.0	15.0	782.0	3091.0	3.0
50 – 54	181.0	180.0	15.0	17.0	35.0	27.0	26.0	18.0	11.0	31.0	691.0	3839.0	1.0
55 – 59	92.0	92.0	10.0	12.0	19.0	13.0	13.0	8.0	5.0	12.0	305.0	3315.0	-
60 – 64	140.0	137.0	6.0	18.0	16.0	23.0	19.0	16.0	12.0	27.0	582.0	4248.0	3.0
65 – 69	112.0	111.0	11.0	11.0	18.0	18.0	12.0	9.0	8.0	24.0	447.0	4027.0	1.0
70 и более	147.0	144.0	11.0	14.0	14.0	11.0	13.0	16.0	16.0	49.0	737.0	5118.0	3.0
Коми													
Женщины в возрасте 15 лет и более	1990.0	1965.0	325.0	371.0	545.0	328.0	152.0	83.0	55.0	106.0	4687.0	2385.0	25.0
в том числе в возрасте, лет:													
15 – 17	94.0	91.0	89.0	2.0	-	-	-	-	-	-	2.0	22.0	3.0
18 – 19	52.0	52.0	40.0	11.0	1.0	-	-	-	-	-	13.0	250.0	-
20 – 24	143.0	138.0	52.0	64.0	19.0	3.0	-	-	-	-	111.0	804.0	5.0
25 – 29	191.0	190.0	32.0	83.0	56.0	14.0	4.0	1.0	-	-	258.0	1358.0	1.0
30 – 34	172.0	170.0	15.0	49.0	71.0	25.0	7.0	2.0	-	1.0	312.0	1835.0	2.0
35 – 39	219.0	215.0	10.0	39.0	106.0	36.0	17.0	5.0	1.0	1.0	465.0	2163.0	4.0
40 – 44	226.0	223.0	11.0	36.0	89.0	60.0	19.0	4.0	2.0	2.0	516.0	2314.0	3.0
45 – 49	209.0	208.0	18.0	22.0	71.0	62.0	20.0	8.0	4.0	3.0	516.0	2481.0	1.0
50 – 54	179.0	179.0	16.0	26.0	46.0	44.0	24.0	5.0	9.0	9.0	492.0	2749.0	-
55 – 59	76.0	75.0	7.0	11.0	19.0	18.0	7.0	10.0	1.0	2.0	203.0	2707.0	1.0
60 – 64	124.0	123.0	13.0	7.0	23.0	24.0	19.0	8.0	13.0	16.0	456.0	3707.0	1.0
65 – 69	110.0	109.0	6.0	9.0	19.0	22.0	14.0	18.0	7.0	14.0	420.0	3853.0	1.0
70 и более	195.0	192.0	16.0	12.0	25.0	20.0	21.0	22.0	18.0	58.0	923.0	4807.0	3.0
Вологодская область													
Русские													
Женщины в возрасте 15 лет и более	558890.0	549878.0	121938.0	149497.0	190316.0	53353.0	15772.0	10119.0	4195.0	4688.0	866532.0	1576.0	9012.0
в том числе в возрасте, лет:													
15 – 17	33210.0	31467.0	30995.0	405.0	67.0	-	-	-	-	-	539.0	17.0	1743.0
18 – 19	21517.0	20599.0	18883.0	1607.0	105.0	4.0	-	-	-	-	1829.0	89.0	918.0
20 – 24	47695.0	46311.0	28868.0	15487.0	1742.0	130.0	16.0	4.0	52.0	12.0	19841.0	428.0	1384.0
25 – 29	42340.0	41654.0	10611.0	22737.0	7354.0	743.0	125.0	32.0	20.0	32.0	40686.0	977.0	686.0
30 – 34	37223.0	36803.0	4357.0	17529.0	12718.0	1756.0	259.0	88.0	40.0	56.0	50457.0	1371.0	420.0
35 – 39	43001.0	42563.0	2993.0	15059.0	19766.0	3596.0	691.0	267.0	64.0	127.0	70867.0	1665.0	438.0
40 – 44	54846.0	54306.0	3264.0	13380.0	28817.0	6615.0	1195.0	568.0	218.0	249.0	101758.0	1874.0	540.0
45 – 49	53701.0	53160.0	3197.0	11790.0	28306.0	7371.0	1278.0	809.0	233.0	176.0	102506.0	1928.0	541.0
50 – 54	44539.0	44148.0	2900.0	10916.0	22543.0	5583.0	1027.0	658.0	215.0	306.0	83852.0	1899.0	391.0
55 – 59	20967.0	20744.0	1429.0	5807.0	10383.0	2167.0	461.0	289.0	75.0	133.0	37840.0	1824.0	223.0
60 – 64	37825.0	37442.0	2779.0	9783.0	17520.0	4699.0	1172.0	835.0	325.0	329.0	72421.0	1934.0	383.0
65 – 69	33523.0	33122.0	2493.0	7337.0	14270.0	5080.0	1810.0	1217.0	460.0	455.0	70843.0	2139.0	401.0
70 и более	88503.0	87559.0	9169.0	17660.0	26725.0	15609.0	7738.0	5352.0	2493.0	2813.0	213093.0	2434.0	944.0
Калининградская область													
Русские													
Женщины в возрасте 15 лет и более	346714.0	337218.0	75316.0	119447.0	111775.0	21674.0	4959.0	1962.0	878.0	1207.0	452741.0	1343.0	9496.0
в том числе в возрасте, лет:													
15 – 17	21455.0	19786.0	19381.0	369.0	36.0	-	-	-	-	-	441.0	22.0	1669.0
18 – 19	14400.0	13535.0	12444.0	1018.0	66.0	7.0	-	-	-	-	1171.0	87.0	865.0
20 – 24	31311.0	29700.0	18419.0	9940.0	1204.0	77.0	36.0	-	20.0	4.0	12871.0	433.0	1611.0
25 – 29	29515.0	28577.0	7856.0	16103.0	3917.0	453.0	139.0	16.0	33.0	60.0	26590.0	930.0	938.0
30 – 34	26946.0	26386.0	3010.0	14565.0	7589.0	911.0	188.0	58.0	16.0	49.0	34121.0	1293.0	560.0
35 – 39	26736.0	26285.0	1852.0	11814.0	10422.0	1621.0	301.0	118.0	45.0	112.0	40473.0	1540.0	451.0
40 – 44	33253.0	32644.0	1997.0	11477.0	15772.0	2568.0	537.0	141.0	54.0	98.0	54719.0	1676.0	609.0
45 – 49	33266.0	32769.0	1894.0	11328.0	15806.0	2813.0	517.0	191.0	56.0	164.0	56058.0	1711.0	497.0
50 – 54	31397.0	30833.0	1793.0	11076.0	14439.0	2642.0	455.0	229.0	96.0	103.0	52262.0	1695.0	564.0
55 – 59	15041.0	14768.0	962.0	5417.0	6901.0	1087.0	184.0	109.0	44.0	64.0	24557.0	1663.0	273.0
60 – 64	22407.0	22071.0	1378.0	7876.0	10057.0	2089.0	358.0	175.0	64.0	74.0	37537.0	1701.0	336.0
65 – 69	19273.0	18975.0	1207.0	6069.0	9104.0	1809.0	455.0	181.0	58.0	92.0	33509.0	1766.0	298.0
70 и более	41714.0	40889.0	3123.0	12395.0	16462.0	5597.0	1789.0	744.0	392.0	387.0	78432.0	1918.0	825.0
Белорусы													
Женщины в возрасте 15 лет и более	27684.0	27180.0	3088.0	9057.0	11245.0	2498.0	683.0	336.0	123.0	150.0	45405.0	1671.0	504.0
в том числе в возрасте, лет:													
15 – 17	441.0	403.0	403.0	-	-	-	-	-	-	-	0.0	0.0	38.0
18 – 19	297.0	283.0	255.0	25.0	3.0	-	-	-	-	-	31.0	110.0	14.0
20 – 24	835.0	797.0	479.0	271.0	47.0	-	-	-	-	-	365.0	458.0	38.0
25 – 29	1081.0	1052.0	269.0	627.0	135.0	17.0	-	-	-	4.0	980.0	932.0	29.0
30 – 34	1423.0	1407.0	172.0	794.0	387.0	24.0	18.0	4.0	4.0	4.0	1784.0	1268.0	16.0
35 – 39	2072.0	2051.0	129.0	833.0	906.0	128.0	44.0	7.0	-	4.0	3288.0	1603.0	21.0
40 – 44	2579.0	2551.0	103.0	861.0	1310.0	210.0	20.0	31.0	4.0	12.0	4458.0	1748.0	28.0
45 – 49	2575.0	2555.0	147.0	763.0	1321.0	236.0	59.0	4.0	13.0	12.0	4547.0	1780.0	20.0
50 – 54	2637.0	2610.0	162.0	819.0	1297.0	233.0	63.0	20.0	12.0	4.0	4572.0	1752.0	27.0
55 – 59	1919.0	1900.0	112.0	577.0	1000.0	126.0	22.0	37.0	15.0	11.0	3395.0	1787.0	19.0
60 – 64	3351.0	3273.0	207.0	1130.0	1470.0	345.0	60.0	42.0	4.0	15.0	5692.0	1739.0	78.0
65 – 69	3206.0	3149.0	185.0	970.0	1521.0	325.0	74.0	50.0	-	24.0	5753.0	1827.0	57.0
70 и более	5268.0	5149.0	465.0	1387.0	1848.0	854.0	323.0	141.0	71.0	60.0	10540.0	2047.0	119.0
Украинцы													
Женщины в возрасте 15 лет и более	21624.0	21126.0	2666.0	7695.0	8471.0	1650.0	345.0	140.0	64.0	95.0	32843.0	1555.0	498.0
в том числе в возрасте, лет:													
15 – 17	480.0	432.0	420.0	8.0	4.0	-	-	-	-	-	16.0	37.0	48.0
18 – 19	368.0	348.0	310.0	33.0	-	5.0	-	-	-	-	48.0	138.0	20.0
20 – 24	954.0	886.0	590.0	276.0	20.0	-	-	-	-	-	316.0	357.0	68.0
25 – 29	1273.0	1239.0	328.0	693.0	206.0	4.0	-	-	-	8.0	1177.0	950.0	34.0
30 – 34	1730.0	1704.0	133.0	998.0	484.0	58.0	19.0	8.0	-	4.0	2288.0	1343.0	26.0
35 – 39	1992.0	1971.0	99.0	853.0	812.0	142.0	44.0	4.0	4.0	13.0	3222.0	1635.0	21.0
40 – 44	2332.0	2282.0	75.0	819.0	1109.0	187.0	60.0	20.0	-	12.0	4026.0	1764.0	50.0
45 – 49	2197.0	2162.0	124.0	661.0	1131.0	198.0	20.0	20.0	4.0	4.0	3753.0	1736.0	35.0
50 – 54	2125.0	2095.0	111.0	703.0	1048.0	195.0	15.0	4.0	11.0	8.0	3594.0	1716.0	30.0
55 – 59	1470.0	1448.0	90.0	546.0	656.0	101.0	25.0	15.0	-	15.0	2460.0	1699.0	22.0
60 – 64	2182.0	2139.0	78.0	691.0	1163.0	160.0	23.0	12.0	8.0	4.0	3725.0	1741.0	43.0
65 – 69	1472.0	1447.0	105.0	462.0	704.0	147.0	22.0	3.0	-	4.0	2458.0	1699.0	25.0
70 и более	3049.0	2973.0	203.0	952.0	1134.0	453.0	117.0	54.0	37.0	23.0	5760.0	1937.0	76.0
Ленинградская область													
Русские													
Женщины в возрасте 15 лет и более	699022.0	677852.0	137160.0	234969.0	240010.0	46333.0	10367.0	4507.0	1833.0	2673.0	950404.0	1402.0	21170.0
в том числе в возрасте, лет:													
15 – 17	37507.0	33455.0	32517.0	805.0	125.0	8.0	-	-	-	-	1079.0	32.0	4052.0
18 – 19	24211.0	22075.0	19980.0	1864.0	223.0	8.0	-	-	-	-	2334.0	106.0	2136.0
20 – 24	54693.0	51004.0	31514.0	17373.0	1889.0	152.0	20.0	8.0	36.0	12.0	22027.0	432.0	3689.0
25 – 29	51402.0	49570.0	13405.0	28254.0	7070.0	521.0	106.0	37.0	44.0	133.0	45874.0	925.0	1832.0
30 – 34	45761.0	44732.0	5506.0	23842.0	13291.0	1583.0	254.0	65.0	45.0	146.0	57939.0	1295.0	1029.0
35 – 39	49589.0	48659.0	3595.0	20234.0	21096.0	2845.0	538.0	177.0	48.0	126.0	75294.0	1547.0	930.0
40 – 44	67082.0	66043.0	3875.0	21331.0	33275.0	5718.0	1052.0	364.0	167.0	261.0	114145.0	1728.0	1039.0
45 – 49	68367.0	67425.0	4273.0	21541.0	33507.0	6319.0	993.0	444.0	150.0	198.0	116132.0	1722.0	942.0
50 – 54	61637.0	60590.0	3971.0	21097.0	29257.0	4567.0	888.0	430.0	141.0	239.0	101727.0	1679.0	1047.0
55 – 59	32549.0	31977.0	2403.0	11835.0	14747.0	2271.0	356.0	156.0	90.0	119.0	51875.0	1622.0	572.0
60 – 64	52245.0	51340.0	3813.0	19018.0	23381.0	3821.0	722.0	283.0	87.0	215.0	83858.0	1633.0	905.0
65 – 69	46995.0	46138.0	3154.0	16125.0	21105.0	4220.0	884.0	317.0	168.0	165.0	78487.0	1701.0	857.0
70 и более	106984.0	104844.0	9154.0	31650.0	41044.0	14300.0	4554.0	2226.0	857.0	1059.0	199633.0	1904.0	2140.0
Украинцы													
Женщины в возрасте 15 лет и более	19618.0	19042.0	2405.0	6373.0	8078.0	1576.0	298.0	180.0	52.0	80.0	30285.0	1590.0	576.0
в том числе в возрасте, лет:													
15 – 17	523.0	441.0	437.0	4.0	-	-	-	-	-	-	4.0	9.0	82.0
18 – 19	323.0	284.0	263.0	21.0	-	-	-	-	-	-	21.0	74.0	39.0
20 – 24	854.0	761.0	495.0	214.0	47.0	5.0	-	-	-	-	323.0	424.0	93.0
25 – 29	1112.0	1053.0	307.0	540.0	189.0	13.0	-	-	-	4.0	985.0	935.0	59.0
30 – 34	1646.0	1615.0	177.0	835.0	525.0	59.0	12.0	-	4.0	3.0	2158.0	1336.0	31.0
35 – 39	2253.0	2212.0	104.0	819.0	1138.0	130.0	3.0	7.0	-	11.0	3613.0	1633.0	41.0
40 – 44	2548.0	2506.0	75.0	815.0	1279.0	271.0	46.0	8.0	4.0	8.0	4490.0	1792.0	42.0
45 – 49	2120.0	2072.0	78.0	622.0	1146.0	164.0	27.0	27.0	4.0	4.0	3717.0	1794.0	48.0
50 – 54	1875.0	1841.0	121.0	525.0	994.0	145.0	19.0	29.0	4.0	4.0	3221.0	1750.0	34.0
55 – 59	1221.0	1195.0	52.0	385.0	588.0	121.0	28.0	13.0	5.0	3.0	2158.0	1806.0	26.0
60 – 64	1525.0	1511.0	71.0	517.0	699.0	169.0	17.0	31.0	7.0	-	2687.0	1778.0	14.0
65 – 69	1170.0	1146.0	59.0	392.0	508.0	128.0	39.0	12.0	-	8.0	2064.0	1801.0	24.0
70 и более	2448.0	2405.0	166.0	684.0	965.0	371.0	107.0	53.0	24.0	35.0	4844.0	2014.0	43.0
Мурманская область													
Русские													
Женщины в возрасте 15 лет и более	328018.0	322854.0	72503.0	110461.0	112260.0	20984.0	3950.0	1404.0	562.0	730.0	429863.0	1331.0	5164.0
в том числе в возрасте, лет:													
15 – 17	20405.0	19174.0	18920.0	226.0	28.0	-	-	-	-	-	282.0	15.0	1231.0
18 – 19	12244.0	11702.0	10714.0	945.0	39.0	4.0	-	-	-	-	1035.0	88.0	542.0
20 – 24	30777.0	29808.0	18652.0	10302.0	770.0	51.0	5.0	8.0	8.0	12.0	12187.0	409.0	969.0
25 – 29	30948.0	30479.0	8209.0	17956.0	3940.0	307.0	30.0	8.0	4.0	25.0	27150.0	891.0	469.0
30 – 34	26698.0	26437.0	2872.0	14716.0	8000.0	662.0	125.0	21.0	4.0	37.0	33607.0	1271.0	261.0
35 – 39	27523.0	27286.0	1877.0	11853.0	11723.0	1477.0	226.0	60.0	20.0	50.0	41459.0	1519.0	237.0
40 – 44	35630.0	35424.0	1954.0	11790.0	18367.0	2709.0	386.0	111.0	42.0	65.0	59556.0	1681.0	206.0
45 – 49	35910.0	35683.0	2104.0	10309.0	18828.0	3641.0	512.0	178.0	63.0	48.0	62554.0	1753.0	227.0
50 – 54	32272.0	32068.0	1924.0	9817.0	16497.0	3110.0	443.0	146.0	55.0	76.0	55590.0	1734.0	204.0
55 – 59	15583.0	15481.0	1122.0	4954.0	7606.0	1436.0	203.0	60.0	40.0	60.0	26304.0	1699.0	102.0
60 – 64	20250.0	20052.0	1332.0	6788.0	9873.0	1609.0	270.0	101.0	29.0	50.0	33500.0	1671.0	198.0
65 – 69	14949.0	14757.0	974.0	4477.0	7044.0	1734.0	316.0	135.0	33.0	44.0	26249.0	1779.0	192.0
70 и более	24829.0	24503.0	1849.0	6328.0	9545.0	4244.0	1434.0	576.0	264.0	263.0	50390.0	2056.0	326.0
Украинцы													
Женщины в возрасте 15 лет и более	26219.0	25839.0	3740.0	9250.0	10714.0	1688.0	263.0	86.0	34.0	64.0	37946.0	1469.0	380.0
в том числе в возрасте, лет:													
15 – 17	737.0	695.0	690.0	5.0	-	-	-	-	-	-	5.0	7.0	42.0
18 – 19	498.0	462.0	421.0	41.0	-	-	-	-	-	-	41.0	89.0	36.0
20 – 24	1593.0	1542.0	949.0	535.0	54.0	4.0	-	-	-	-	655.0	425.0	51.0
25 – 29	2359.0	2322.0	510.0	1417.0	367.0	26.0	1.0	-	-	1.0	2240.0	965.0	37.0
30 – 34	2789.0	2752.0	197.0	1503.0	989.0	50.0	-	4.0	4.0	5.0	3710.0	1348.0	37.0
35 – 39	3044.0	3025.0	180.0	1243.0	1409.0	159.0	19.0	2.0	5.0	8.0	4726.0	1562.0	19.0
40 – 44	3644.0	3593.0	156.0	1120.0	2009.0	269.0	30.0	1.0	-	8.0	6126.0	1705.0	51.0
45 – 49	3204.0	3173.0	142.0	915.0	1836.0	240.0	26.0	9.0	1.0	4.0	5494.0	1731.0	31.0
50 – 54	2952.0	2933.0	157.0	849.0	1592.0	258.0	42.0	19.0	5.0	11.0	5201.0	1773.0	19.0
55 – 59	1489.0	1480.0	107.0	446.0	739.0	149.0	20.0	13.0	6.0	-	2552.0	1724.0	9.0
60 – 64	1835.0	1813.0	103.0	545.0	928.0	183.0	33.0	4.0	4.0	13.0	3221.0	1777.0	22.0
65 – 69	925.0	911.0	66.0	295.0	374.0	138.0	32.0	5.0	1.0	-	1616.0	1774.0	14.0
70 и более	1150.0	1138.0	62.0	336.0	417.0	212.0	60.0	29.0	8.0	14.0	2359.0	2073.0	12.0
Новгородская область													
Русские													
Женщины в возрасте 15 лет и более	310980.0	305786.0	65629.0	98882.0	105691.0	23942.0	6202.0	2815.0	1153.0	1472.0	439762.0	1438.0	5194.0
в том числе в возрасте, лет:													
15 – 17	16237.0	15256.0	15070.0	166.0	20.0	-	-	-	-	-	206.0	14.0	981.0
18 – 19	10793.0	10229.0	9278.0	882.0	61.0	8.0	-	-	-	-	1028.0	100.0	564.0
20 – 24	23929.0	23107.0	14908.0	7376.0	747.0	48.0	8.0	4.0	16.0	-	9162.0	397.0	822.0
25 – 29	21329.0	20820.0	5867.0	11213.0	3262.0	334.0	67.0	27.0	3.0	47.0	19537.0	938.0	509.0
30 – 34	19477.0	19277.0	2497.0	10054.0	5610.0	855.0	139.0	63.0	16.0	43.0	25139.0	1304.0	200.0
35 – 39	21831.0	21670.0	1701.0	8656.0	9228.0	1564.0	285.0	130.0	56.0	50.0	34352.0	1585.0	161.0
40 – 44	28395.0	28138.0	2049.0	8173.0	14294.0	2599.0	590.0	234.0	66.0	133.0	49530.0	1760.0	257.0
45 – 49	28999.0	28744.0	2065.0	8503.0	14257.0	2854.0	544.0	225.0	135.0	161.0	50999.0	1774.0	255.0
50 – 54	25451.0	25219.0	1856.0	8620.0	11760.0	2178.0	367.0	218.0	101.0	119.0	42769.0	1696.0	232.0
55 – 59	13344.0	13244.0	1003.0	4914.0	6019.0	951.0	173.0	108.0	39.0	37.0	21593.0	1630.0	100.0
60 – 64	23384.0	23113.0	1952.0	8128.0	10259.0	1986.0	445.0	179.0	54.0	110.0	38497.0	1666.0	271.0
65 – 69	22281.0	22092.0	1926.0	6795.0	9970.0	2416.0	568.0	260.0	81.0	76.0	38645.0	1749.0	189.0
70 и более	55530.0	54877.0	5457.0	15402.0	20204.0	8149.0	3016.0	1367.0	586.0	696.0	108305.0	1974.0	653.0
Украинцы													
Женщины в возрасте 15 лет и более	5031.0	4963.0	586.0	1573.0	2142.0	446.0	104.0	55.0	19.0	38.0	8283.0	1669.0	68.0
в том числе в возрасте, лет:													
15 – 17	92.0	88.0	84.0	4.0	-	-	-	-	-	-	4.0	45.0	4.0
18 – 19	52.0	47.0	47.0	-	-	-	-	-	-	-	0.0	0.0	5.0
20 – 24	165.0	151.0	90.0	42.0	19.0	-	-	-	-	-	80.0	530.0	14.0
25 – 29	284.0	280.0	55.0	161.0	49.0	5.0	-	5.0	5.0	-	329.0	1175.0	4.0
30 – 34	570.0	566.0	61.0	236.0	234.0	31.0	-	-	-	4.0	833.0	1472.0	4.0
35 – 39	694.0	694.0	32.0	262.0	324.0	62.0	7.0	4.0	-	3.0	1171.0	1687.0	-
40 – 44	628.0	624.0	22.0	158.0	342.0	81.0	15.0	-	3.0	3.0	1184.0	1897.0	4.0
45 – 49	455.0	455.0	34.0	126.0	246.0	40.0	3.0	3.0	3.0	-	783.0	1721.0	-
50 – 54	427.0	424.0	24.0	109.0	229.0	36.0	8.0	5.0	5.0	8.0	821.0	1936.0	3.0
55 – 59	314.0	311.0	20.0	115.0	152.0	14.0	3.0	-	-	7.0	522.0	1678.0	3.0
60 – 64	411.0	408.0	38.0	125.0	177.0	51.0	14.0	3.0	-	-	703.0	1723.0	3.0
65 – 69	342.0	333.0	15.0	91.0	157.0	44.0	12.0	5.0	-	9.0	673.0	2021.0	9.0
70 и более	597.0	582.0	64.0	144.0	213.0	82.0	42.0	30.0	3.0	4.0	1180.0	2027.0	15.0
Псковская область													
Русские													
Женщины в возрасте 15 лет и более	337647.0	333964.0	69505.0	109527.0	117729.0	25445.0	6366.0	2926.0	1124.0	1342.0	478941.0	1434.0	3683.0
в том числе в возрасте, лет:													
15 – 17	17197.0	16269.0	16050.0	207.0	8.0	4.0	-	-	-	-	235.0	14.0	928.0
18 – 19	11016.0	10710.0	9851.0	810.0	45.0	4.0	-	-	-	-	912.0	85.0	306.0
20 – 24	23971.0	23449.0	15020.0	7445.0	866.0	66.0	24.0	8.0	12.0	8.0	9639.0	411.0	522.0
25 – 29	22768.0	22410.0	6303.0	12361.0	3248.0	366.0	52.0	16.0	24.0	40.0	20695.0	923.0	358.0
30 – 34	21649.0	21459.0	2607.0	11650.0	6175.0	724.0	152.0	71.0	40.0	40.0	27679.0	1290.0	190.0
35 – 39	23594.0	23443.0	1914.0	9885.0	9624.0	1415.0	356.0	107.0	69.0	73.0	36322.0	1549.0	151.0
40 – 44	30451.0	30283.0	2067.0	9976.0	14516.0	2698.0	565.0	231.0	126.0	104.0	52133.0	1722.0	168.0
45 – 49	30556.0	30373.0	2060.0	9634.0	14934.0	2821.0	518.0	241.0	69.0	96.0	52408.0	1725.0	183.0
50 – 54	28469.0	28330.0	2110.0	9570.0	13462.0	2379.0	402.0	210.0	77.0	120.0	47699.0	1684.0	139.0
