																			
1. НАСЕЛЕНИЕ ПО ПОЛУ, ВОЗРАСТНЫМ ГРУППАМ И ИСТОЧНИКАМ СРЕДСТВ К СУЩЕСТВОВАНИЮ																			
																			
																			
	Все население	Всего указали источников средств к существованию	в том числе												Не указавшие источник средств к существова-нию	Из общей численности населения указали			
35 – 39	11683.0	8644.0	7782.0	862.0	1869.0	75.0	1093.0	2.0	12344.0	8743.0	7947.0	796.0	1556.0	539.0	1504.0	2.0			
40 – 44	13630.0	10736.0	9706.0	1030.0	1555.0	132.0	1207.0	-	14448.0	10188.0	9331.0	857.0	1479.0	981.0	1792.0	8.0			
45 – 49	11562.0	9258.0	8475.0	783.0	1016.0	194.0	1092.0	2.0	12342.0	8474.0	7799.0	675.0	1191.0	1130.0	1544.0	3.0			
50 – 54	7827.0	6402.0	5868.0	534.0	466.0	217.0	741.0	1.0	8972.0	5825.0	5322.0	503.0	685.0	1319.0	1140.0	3.0			
55 – 59	2840.0	2311.0	2093.0	218.0	131.0	130.0	265.0	3.0	3630.0	2291.0	2069.0	222.0	157.0	797.0	383.0	2.0			
60 – 64	5256.0	4123.0	3737.0	386.0	204.0	509.0	415.0	5.0	7186.0	3932.0	3607.0	325.0	192.0	2485.0	574.0	3.0			
65 – 69	4621.0	3618.0	3352.0	266.0	127.0	655.0	221.0	-	5896.0	2697.0	2500.0	197.0	130.0	2761.0	307.0	1.0			
70 и более	5479.0	3634.0	3430.0	204.0	53.0	1673.0	118.0	1.0	10705.0	2463.0	2301.0	162.0	394.0	7474.0	365.0	9.0			
возраст не указан	12.0	9.0	8.0	1.0	-	-	-	3.0	17.0	12.0	10.0	2.0	1.0	-	-	4.0			
Карачаево-Черкесская Республика																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	154811.0	92873.0	87108.0	5765.0	48679.0	4977.0	8179.0	103.0	184673.0	95237.0	89098.0	6139.0	39217.0	31749.0	18368.0	102.0			
в том числе в     возрасте, лет:																			
  до 16	-	-	-	-		-	-		5.0	5.0	2.0	3.0		-	-				
16 – 17	8252.0	16.0	9.0	7.0	8233.0	-	2.0	1.0	8331.0	158.0	97.0	61.0	8162.0	1.0	7.0	3.0			
18 – 19	8143.0	104.0	80.0	24.0	8025.0	2.0	8.0	4.0	8264.0	816.0	663.0	153.0	7391.0	3.0	52.0	2.0			
20 – 24	17295.0	2317.0	2015.0	302.0	14831.0	5.0	132.0	10.0	18520.0	6336.0	5646.0	690.0	11437.0	54.0	685.0	8.0			
25 – 29	15325.0	6452.0	5857.0	595.0	8240.0	14.0	612.0	7.0	16146.0	9671.0	8859.0	812.0	4663.0	214.0	1590.0	8.0			
30 – 34	14358.0	8985.0	8223.0	762.0	4294.0	46.0	1026.0	7.0	15676.0	10877.0	10086.0	791.0	2256.0	392.0	2146.0	5.0			
35 – 39	15588.0	11830.0	11036.0	794.0	2363.0	71.0	1322.0	2.0	17032.0	12235.0	11473.0	762.0	1492.0	739.0	2562.0	4.0			
40 – 44	17317.0	14454.0	13631.0	823.0	1266.0	124.0	1468.0	5.0	19369.0	13960.0	13188.0	772.0	1088.0	1253.0	3062.0	6.0			
45 – 49	14594.0	12518.0	11833.0	685.0	645.0	192.0	1237.0	2.0	16345.0	11455.0	10840.0	615.0	749.0	1646.0	2489.0	6.0			
50 – 54	10775.0	9211.0	8684.0	527.0	322.0	262.0	977.0	3.0	12516.0	8217.0	7760.0	457.0	467.0	1997.0	1828.0	7.0			
55 – 59	4813.0	4121.0	3933.0	188.0	119.0	187.0	384.0	2.0	6413.0	3926.0	3710.0	216.0	215.0	1435.0	834.0	3.0			
60 – 64	8662.0	7388.0	7012.0	376.0	173.0	626.0	473.0	2.0	13442.0	7241.0	6906.0	335.0	425.0	4501.0	1273.0	2.0			
65 – 69	7874.0	6661.0	6361.0	300.0	94.0	822.0	297.0	-	11115.0	5019.0	4808.0	211.0	318.0	4915.0	863.0	-			
70 и более	11738.0	8794.0	8414.0	380.0	73.0	2626.0	241.0	4.0	21427.0	5299.0	5040.0	259.0	551.0	14597.0	976.0	4.0			
возраст не указан	77.0	22.0	20.0	2.0	1.0	-	-	54.0	72.0	22.0	20.0	2.0	3.0	2.0	1.0	44.0			
Республика Северная Осетия - Алания																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	258310.0	143262.0	131315.0	11947.0	92166.0	8868.0	12776.0	1238.0	300257.0	146375.0	133596.0	12779.0	66496.0	58861.0	27010.0	1515.0			
в том числе в     возрасте, лет:																			
  до 16	-	-	-	-		-	-		12.0	12.0	5.0	7.0		-	-				
16 – 17	12496.0	43.0	20.0	23.0	12414.0	5.0	5.0	29.0	12127.0	261.0	117.0	144.0	11835.0	2.0	12.0	17.0			
18 – 19	18809.0	148.0	90.0	58.0	18614.0	5.0	8.0	34.0	11917.0	1119.0	717.0	402.0	10694.0	6.0	70.0	28.0			
20 – 24	32136.0	3557.0	2658.0	899.0	28267.0	10.0	206.0	96.0	27462.0	8613.0	6639.0	1974.0	17795.0	91.0	877.0	86.0			
25 – 29	24932.0	10076.0	8242.0	1834.0	13868.0	24.0	881.0	83.0	26369.0	14679.0	12309.0	2370.0	9060.0	351.0	2193.0	86.0			
30 – 34	23675.0	14214.0	12133.0	2081.0	7713.0	61.0	1596.0	91.0	25344.0	16382.0	14402.0	1980.0	4895.0	783.0	3175.0	109.0			
35 – 39	24054.0	17175.0	15351.0	1824.0	4637.0	124.0	2047.0	71.0	26757.0	18438.0	16823.0	1615.0	3151.0	1364.0	3719.0	85.0			
40 – 44	25429.0	19811.0	18199.0	1612.0	2938.0	241.0	2358.0	81.0	28712.0	19971.0	18654.0	1317.0	2297.0	2211.0	4113.0	120.0			
45 – 49	20586.0	16850.0	15868.0	982.0	1510.0	305.0	1873.0	48.0	24313.0	16319.0	15485.0	834.0	1558.0	2841.0	3514.0	81.0			
50 – 54	17000.0	14339.0	13627.0	712.0	836.0	421.0	1347.0	57.0	20948.0	13241.0	12602.0	639.0	1152.0	3669.0	2807.0	79.0			
55 – 59	9683.0	8228.0	7842.0	386.0	367.0	401.0	651.0	36.0	13251.0	7681.0	7310.0	371.0	677.0	3309.0	1537.0	47.0			
60 – 64	16144.0	13466.0	12873.0	593.0	496.0	1224.0	894.0	64.0	24016.0	12106.0	11621.0	485.0	1000.0	8633.0	2174.0	103.0			
65 – 69	13615.0	11222.0	10760.0	462.0	291.0	1530.0	526.0	46.0	19663.0	8648.0	8325.0	323.0	800.0	8852.0	1308.0	55.0			
70 и более	19195.0	14040.0	13568.0	472.0	209.0	4515.0	384.0	47.0	38741.0	8813.0	8501.0	312.0	1575.0	26746.0	1504.0	103.0			
возраст не указан	556.0	93.0	84.0	9.0	6.0	2.0	-	455.0	625.0	92.0	86.0	6.0	7.0	3.0	7.0	516.0			
Чеченская Республика																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	342534.0	195855.0	163491.0	32364.0	120943.0	8238.0	9879.0	7619.0	375086.0	198510.0	163818.0	34692.0	88618.0	55415.0	25310.0	7233.0			
в том числе в     возрасте, лет:																			
  до 16	24.0	20.0	9.0	11.0		3.0	1.0		266.0	255.0	92.0	163.0		2.0	9.0				
16 – 17	22564.0	262.0	116.0	146.0	19752.0	12.0	25.0	2513.0	24730.0	2495.0	1087.0	1408.0	19896.0	41.0	147.0	2151.0			
18 – 19	30497.0	1256.0	574.0	682.0	27878.0	16.0	83.0	1264.0	22695.0	5589.0	3196.0	2393.0	15572.0	110.0	494.0	930.0			
20 – 24	56871.0	11200.0	7160.0	4040.0	42991.0	121.0	836.0	1723.0	51961.0	22079.0	14830.0	7249.0	24649.0	983.0	2741.0	1509.0			
25 – 29	37850.0	18986.0	13674.0	5312.0	16289.0	224.0	1521.0	830.0	43207.0	24166.0	17462.0	6704.0	12340.0	1916.0	4072.0	713.0			
30 – 34	35584.0	24827.0	18871.0	5956.0	7698.0	443.0	2152.0	464.0	41170.0	26512.0	21325.0	5187.0	6795.0	2945.0	4416.0	502.0			
35 – 39	33998.0	28095.0	22888.0	5207.0	3436.0	470.0	1728.0	269.0	39777.0	28036.0	24177.0	3859.0	3835.0	3512.0	4106.0	288.0			
40 – 44	37057.0	33127.0	28977.0	4150.0	1604.0	712.0	1457.0	157.0	40947.0	29595.0	26448.0	3147.0	2555.0	4748.0	3812.0	237.0			
45 – 49	28846.0	26487.0	23948.0	2539.0	718.0	622.0	918.0	101.0	31890.0	22481.0	20564.0	1917.0	1541.0	4984.0	2694.0	190.0			
50 – 54	19048.0	17574.0	16180.0	1394.0	258.0	631.0	530.0	55.0	20653.0	13653.0	12619.0	1034.0	609.0	4876.0	1387.0	128.0			
55 – 59	6787.0	6184.0	5743.0	441.0	65.0	334.0	186.0	18.0	8244.0	4875.0	4541.0	334.0	189.0	2712.0	421.0	47.0			
60 – 64	9733.0	8643.0	8014.0	629.0	96.0	741.0	223.0	30.0	13988.0	7271.0	6816.0	455.0	190.0	5987.0	448.0	92.0			
65 – 69	9931.0	8742.0	7979.0	763.0	48.0	1005.0	105.0	31.0	13824.0	6125.0	5758.0	367.0	161.0	7166.0	292.0	80.0			
70 и более	13507.0	10385.0	9300.0	1085.0	60.0	2903.0	110.0	49.0	21302.0	5160.0	4732.0	428.0	245.0	15403.0	260.0	234.0			
возраст не указан	237.0	67.0	58.0	9.0	50.0	1.0	4.0	115.0	432.0	218.0	171.0	47.0	41.0	30.0	11.0	132.0			
Краснодарский край																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	1908114.0	1226440.0	1124480.0	101960.0	448207.0	72438.0	156646.0	4383.0	2290477.0	1233365.0	1131083.0	102282.0	355283.0	424101.0	272926.0	4802.0			
в том числе в     возрасте, лет:																			
  до 16	10.0	10.0	1.0	9.0		-	-		124.0	124.0	14.0	110.0		-	-				
16 – 17	88417.0	342.0	159.0	183.0	87813.0	17.0	37.0	208.0	86064.0	2805.0	1316.0	1489.0	82946.0	18.0	80.0	215.0			
18 – 19	90089.0	2296.0	1538.0	758.0	87368.0	12.0	84.0	329.0	89898.0	13132.0	9650.0	3482.0	75873.0	30.0	511.0	352.0			
20 – 24	196490.0	48096.0	39559.0	8537.0	144662.0	82.0	3004.0	646.0	197005.0	88376.0	75661.0	12715.0	98090.0	539.0	9332.0	668.0			
25 – 29	177944.0	105251.0	92329.0	12922.0	59127.0	213.0	12869.0	484.0	180732.0	121786.0	108474.0	13312.0	33974.0	1867.0	22679.0	426.0			
30 – 34	167178.0	121414.0	108608.0	12806.0	25173.0	497.0	19699.0	395.0	170341.0	123188.0	111409.0	11779.0	14674.0	3643.0	28516.0	320.0			
35 – 39	167747.0	129704.0	117872.0	11832.0	14580.0	942.0	22200.0	321.0	177384.0	131612.0	121065.0	10547.0	9232.0	5803.0	30362.0	375.0			
40 – 44	204309.0	163513.0	150494.0	13019.0	11270.0	2106.0	27012.0	408.0	217683.0	159689.0	148544.0	11145.0	8101.0	11105.0	38363.0	425.0			
45 – 49	182938.0	149629.0	138761.0	10868.0	7121.0	2926.0	22869.0	393.0	201505.0	143488.0	133810.0	9678.0	6515.0	15680.0	35479.0	343.0			
50 – 54	162611.0	134436.0	125570.0	8866.0	4544.0	4267.0	19090.0	274.0	188195.0	127223.0	118986.0	8237.0	5278.0	23665.0	31686.0	343.0			
55 – 59	85553.0	71445.0	66892.0	4553.0	1805.0	3535.0	8630.0	138.0	109237.0	68576.0	64404.0	4172.0	2609.0	21461.0	16405.0	186.0			
60 – 64	137865.0	114029.0	106777.0	7252.0	2373.0	10657.0	10602.0	204.0	199678.0	108471.0	101829.0	6642.0	4320.0	61961.0	24682.0	244.0			
65 – 69	97784.0	80416.0	75862.0	4554.0	1171.0	10370.0	5684.0	143.0	145125.0	68016.0	63793.0	4223.0	3103.0	59113.0	14667.0	226.0			
70 и более	148804.0	105771.0	99981.0	5790.0	1163.0	36811.0	4860.0	199.0	327138.0	76749.0	72006.0	4743.0	10540.0	219194.0	20155.0	500.0			
возраст не указан	375.0	88.0	77.0	11.0	37.0	3.0	6.0	241.0	368.0	130.0	122.0	8.0	28.0	22.0	9.0	179.0			
Ставропольский край																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	1013375.0	632464.0	581305.0	51159.0	264657.0	36565.0	79682.0	7.0	1201481.0	634816.0	583728.0	51088.0	213075.0	215614.0	137965.0	11.0			
в том числе в     возрасте, лет:																			
  до 16	18.0	18.0	8.0	10.0		-	-		55.0	55.0	12.0	43.0		-	-				
16 – 17	53009.0	254.0	122.0	132.0	52721.0	11.0	19.0	4.0	53099.0	1394.0	780.0	614.0	51641.0	14.0	45.0	5.0			
18 – 19	59632.0	1103.0	785.0	318.0	58459.0	7.0	61.0	2.0	58089.0	6846.0	5324.0	1522.0	50892.0	20.0	331.0	-			
20 – 24	112848.0	25474.0	21661.0	3813.0	85681.0	41.0	1651.0	1.0	111487.0	47670.0	41610.0	6060.0	58227.0	340.0	5249.0	1.0			
25 – 29	96618.0	57196.0	50746.0	6450.0	32272.0	118.0	7032.0	-	96603.0	64440.0	57826.0	6614.0	18784.0	1072.0	12307.0	-			
30 – 34	88274.0	64005.0	57387.0	6618.0	13345.0	268.0	10656.0	-	89584.0	64764.0	58624.0	6140.0	8165.0	1892.0	14762.0	1.0			
35 – 39	90991.0	71033.0	64711.0	6322.0	7715.0	544.0	11699.0	-	95601.0	71312.0	65792.0	5520.0	4999.0	3315.0	15975.0	-			
40 – 44	107685.0	87208.0	80578.0	6630.0	5708.0	1108.0	13661.0	-	114627.0	84728.0	78952.0	5776.0	4339.0	5994.0	19566.0	-			
45 – 49	95467.0	78724.0	73145.0	5579.0	3637.0	1456.0	11650.0	-	105538.0	74937.0	69920.0	5017.0	3422.0	8744.0	18435.0	-			
50 – 54	79164.0	65886.0	61488.0	4398.0	2076.0	2195.0	9007.0	-	91403.0	61470.0	57398.0	4072.0	2552.0	12049.0	15332.0	-			
55 – 59	40262.0	33600.0	31382.0	2218.0	839.0	1737.0	4086.0	-	52667.0	32489.0	30381.0	2108.0	1295.0	11112.0	7771.0	-			
60 – 64	66786.0	55120.0	51560.0	3560.0	1179.0	5434.0	5053.0	-	97805.0	52936.0	49726.0	3210.0	1979.0	31422.0	11467.0	1.0			
65 – 69	49163.0	40327.0	37982.0	2345.0	565.0	5503.0	2768.0	-	72763.0	33561.0	31488.0	2073.0	1588.0	30563.0	7051.0	-			
70 и более	73456.0	52515.0	49749.0	2766.0	460.0	18143.0	2338.0	-	162152.0	38210.0	35891.0	2319.0	5192.0	109074.0	9673.0	3.0			
возраст не указан	2.0	1.0	1.0	-	-	-	1.0	-	8.0	4.0	4.0	-	-	3.0	1.0	-			
Астраханская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	370905.0	232941.0	213470.0	19471.0	97825.0	12126.0	27156.0	857.0	435265.0	234766.0	215240.0	19526.0	76140.0	75889.0	47415.0	1055.0			
в том числе в     возрасте, лет:																			
  до 16	9.0	9.0	4.0	5.0		-	-		23.0	22.0	4.0	18.0		-	1.0				
16 – 17	18456.0	93.0	43.0	50.0	18246.0	3.0	11.0	103.0	18221.0	437.0	260.0	177.0	17693.0	3.0	17.0	71.0			
18 – 19	20033.0	483.0	313.0	170.0	19481.0	1.0	16.0	52.0	18782.0	2397.0	1838.0	559.0	16240.0	15.0	75.0	55.0			
20 – 24	41265.0	9950.0	8443.0	1507.0	30619.0	13.0	553.0	130.0	40902.0	18106.0	15719.0	2387.0	20861.0	142.0	1676.0	117.0			
25 – 29	36668.0	21591.0	19106.0	2485.0	12509.0	36.0	2434.0	98.0	36966.0	25170.0	22250.0	2920.0	7248.0	430.0	4023.0	95.0			
30 – 34	33510.0	24100.0	21401.0	2699.0	5662.0	98.0	3570.0	80.0	33205.0	24216.0	21746.0	2470.0	2984.0	794.0	5132.0	79.0			
35 – 39	35676.0	27666.0	25163.0	2503.0	3615.0	173.0	4176.0	46.0	36431.0	27077.0	24927.0	2150.0	2226.0	1425.0	5638.0	65.0			
40 – 44	41990.0	33863.0	31265.0	2598.0	3046.0	382.0	4644.0	55.0	44298.0	32687.0	30428.0	2259.0	1970.0	2481.0	7089.0	71.0			
45 – 49	37461.0	30551.0	28339.0	2212.0	2069.0	620.0	4167.0	54.0	41673.0	29550.0	27608.0	1942.0	1742.0	3578.0	6731.0	72.0			
50 – 54	30862.0	25565.0	23896.0	1669.0	1154.0	804.0	3304.0	35.0	35646.0	23749.0	22212.0	1537.0	1408.0	4796.0	5616.0	77.0			
55 – 59	14241.0	11954.0	11180.0	774.0	365.0	589.0	1304.0	29.0	18092.0	11094.0	10409.0	685.0	612.0	3688.0	2655.0	43.0			
60 – 64	20396.0	16656.0	15529.0	1127.0	516.0	1658.0	1547.0	19.0	30169.0	15891.0	14887.0	1004.0	745.0	9972.0	3507.0	54.0			
65 – 69	16183.0	13152.0	12347.0	805.0	296.0	1884.0	833.0	18.0	24982.0	11294.0	10641.0	653.0	607.0	10821.0	2226.0	34.0			
70 и более	23965.0	17234.0	16371.0	863.0	235.0	5864.0	593.0	39.0	55673.0	13011.0	12249.0	762.0	1793.0	37740.0	3026.0	103.0			
возраст не указан	190.0	74.0	70.0	4.0	12.0	1.0	4.0	99.0	202.0	65.0	62.0	3.0	11.0	4.0	3.0	119.0			
Волгоградская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	1013618.0	638317.0	580376.0	57941.0	245506.0	37430.0	89365.0	3000.0	1212649.0	640139.0	582795.0	57344.0	199066.0	217609.0	152487.0	3348.0			
в том числе в     возрасте, лет:																			
  до 16	15.0	15.0	4.0	11.0		-	-		30.0	30.0	7.0	23.0		-	-				
16 – 17	46557.0	236.0	116.0	120.0	46106.0	8.0	25.0	182.0	45947.0	1276.0	712.0	564.0	44480.0	10.0	46.0	135.0			
18 – 19	50169.0	1295.0	892.0	403.0	48560.0	14.0	67.0	233.0	47142.0	6399.0	4683.0	1716.0	40247.0	25.0	260.0	211.0			
20 – 24	105940.0	25907.0	21289.0	4618.0	78062.0	41.0	1679.0	251.0	104482.0	45919.0	38867.0	7052.0	53030.0	364.0	4870.0	299.0			
25 – 29	95987.0	56579.0	49004.0	7575.0	31909.0	137.0	7134.0	228.0	96520.0	63440.0	55615.0	7825.0	19401.0	966.0	12443.0	270.0			
30 – 34	89003.0	63383.0	55797.0	7586.0	13793.0	284.0	11320.0	223.0	89352.0	62925.0	55960.0	6965.0	8729.0	1786.0	15686.0	226.0			
35 – 39	91893.0	69697.0	62296.0	7401.0	8477.0	545.0	13011.0	163.0	94713.0	68320.0	61984.0	6336.0	5713.0	3145.0	17358.0	177.0			
40 – 44	107752.0	83930.0	76143.0	7787.0	7001.0	1177.0	15457.0	187.0	114374.0	81244.0	74667.0	6577.0	5224.0	5807.0	21870.0	229.0			
45 – 49	98860.0	78385.0	72096.0	6289.0	4761.0	1677.0	13876.0	161.0	109846.0	76118.0	70481.0	5637.0	4498.0	8505.0	20530.0	195.0			
50 – 54	86136.0	69678.0	64534.0	5144.0	2900.0	2514.0	10878.0	166.0	102195.0	67772.0	63081.0	4691.0	3724.0	12535.0	17986.0	178.0			
55 – 59	43889.0	36036.0	33610.0	2426.0	1124.0	1903.0	4732.0	94.0	57161.0	35359.0	33052.0	2307.0	1836.0	10730.0	9122.0	114.0			
60 – 64	69250.0	56679.0	53106.0	3573.0	1340.0	5536.0	5603.0	92.0	97701.0	53077.0	49974.0	3103.0	2519.0	29247.0	12701.0	157.0			
65 – 69	50363.0	41019.0	38772.0	2247.0	721.0	5433.0	3130.0	60.0	77206.0	35889.0	33868.0	2021.0	2107.0	30881.0	8212.0	117.0			
70 и более	76465.0	55125.0	52393.0	2732.0	679.0	18154.0	2432.0	75.0	174484.0	42008.0	39503.0	2505.0	7279.0	113580.0	11368.0	249.0			
возраст не указан	1339.0	353.0	324.0	29.0	73.0	7.0	21.0	885.0	1496.0	363.0	341.0	22.0	279.0	28.0	35.0	791.0			
Ростовская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	1661430.0	1057451.0	968371.0	89080.0	399881.0	67073.0	133854.0	3171.0	1992740.0	1063852.0	974656.0	89196.0	320279.0	365297.0	239526.0	3786.0			
в том числе в     возрасте, лет:																			
  до 16	40.0	40.0	10.0	30.0		-	-		113.0	112.0	44.0	68.0		-	1.0				
16 – 17	78291.0	398.0	195.0	203.0	77615.0	16.0	39.0	223.0	76196.0	2329.0	1290.0	1039.0	73612.0	17.0	56.0	182.0			
18 – 19	86227.0	2208.0	1504.0	704.0	83715.0	17.0	94.0	193.0	82055.0	11239.0	8390.0	2849.0	70134.0	32.0	508.0	142.0			
20 – 24	174841.0	41787.0	34681.0	7106.0	129914.0	59.0	2713.0	368.0	173347.0	74912.0	64164.0	10748.0	89500.0	480.0	8130.0	325.0			
25 – 29	152231.0	89916.0	78972.0	10944.0	50711.0	225.0	11104.0	275.0	153525.0	101785.0	90337.0	11448.0	29506.0	1618.0	20395.0	221.0			
30 – 34	141533.0	101829.0	90785.0	11044.0	21215.0	506.0	17755.0	228.0	144788.0	103263.0	93124.0	10139.0	12486.0	2972.0	25847.0	220.0			
35 – 39	146280.0	113569.0	102919.0	10650.0	11756.0	913.0	19869.0	173.0	155122.0	113829.0	104662.0	9167.0	7915.0	5010.0	28181.0	187.0			
40 – 44	176783.0	142134.0	130662.0	11472.0	9311.0	1910.0	23248.0	180.0	192328.0	140369.0	130204.0	10165.0	7325.0	9294.0	35081.0	259.0			
45 – 49	159781.0	131047.0	121315.0	9732.0	6108.0	2747.0	19715.0	164.0	178802.0	126911.0	118099.0	8812.0	6104.0	13558.0	31992.0	237.0			
50 – 54	139138.0	115303.0	107354.0	7949.0	3859.0	4140.0	15671.0	165.0	163441.0	110395.0	102979.0	7416.0	5022.0	20298.0	27502.0	224.0			
55 – 59	72304.0	60377.0	56452.0	3925.0	1548.0	3214.0	7079.0	86.0	93470.0	58441.0	54783.0	3658.0	2456.0	18270.0	14173.0	130.0			
60 – 64	116771.0	96009.0	89858.0	6151.0	2070.0	10099.0	8482.0	111.0	168865.0	91670.0	86070.0	5600.0	3728.0	53402.0	19904.0	161.0			
65 – 69	86259.0	70474.0	66389.0	4085.0	1013.0	10182.0	4523.0	67.0	128242.0	59746.0	56012.0	3734.0	3064.0	53090.0	12206.0	136.0			
70 и более	129368.0	91813.0	86789.0	5024.0	930.0	33016.0	3521.0	88.0	280697.0	68264.0	63970.0	4294.0	9367.0	187202.0	15506.0	358.0			
возраст не указан	1583.0	547.0	486.0	61.0	116.0	29.0	41.0	850.0	1749.0	587.0	528.0	59.0	60.0	54.0	44.0	1004.0			
Приволжский федеральный округ																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	11443588.0	7446894.0	6754727.0	692167.0	2811400.0	391402.0	764501.0	29391.0	13906570.0	7490064.0	6799271.0	690793.0	2454852.0	2596918.0	1334615.0	30121.0			
в том числе в     возрасте, лет:																			
  до 16	48.0	48.0	23.0	25.0		-	-		269.0	266.0	60.0	206.0		2.0	1.0				
16 – 17	562279.0	1834.0	784.0	1050.0	558471.0	99.0	180.0	1695.0	547718.0	9700.0	4771.0	4929.0	536201.0	119.0	316.0	1382.0			
18 – 19	511580.0	13689.0	8970.0	4719.0	496139.0	78.0	400.0	1274.0	540045.0	62527.0	43818.0	18709.0	474537.0	217.0	1711.0	1053.0			
20 – 24	1149528.0	292128.0	235192.0	56936.0	840140.0	384.0	13453.0	3423.0	1176708.0	512032.0	424121.0	87911.0	619187.0	3816.0	38919.0	2754.0			
25 – 29	1099814.0	658935.0	562919.0	96016.0	372354.0	1331.0	63726.0	3468.0	1114609.0	753395.0	653979.0	99416.0	235700.0	12582.0	110178.0	2754.0			
30 – 34	1023638.0	748085.0	655622.0	92463.0	168811.0	2982.0	100659.0	3101.0	1041277.0	759339.0	674057.0	85282.0	109117.0	23966.0	146421.0	2434.0			
35 – 39	1101515.0	862440.0	773737.0	88703.0	114296.0	5823.0	116465.0	2491.0	1139964.0	853092.0	777539.0	75553.0	76623.0	43517.0	164698.0	2034.0			
40 – 44	1328170.0	1071311.0	976078.0	95233.0	103000.0	12866.0	138469.0	2524.0	1405899.0	1043479.0	962894.0	80585.0	73608.0	82476.0	204008.0	2328.0			
45 – 49	1179721.0	967767.0	890280.0	77487.0	69150.0	19076.0	121614.0	2114.0	1309462.0	939466.0	869894.0	69572.0	62354.0	118451.0	187031.0	2160.0			
50 – 54	983393.0	820124.0	761159.0	58965.0	41801.0	27442.0	92165.0	1861.0	1147737.0	775786.0	720684.0	55102.0	51749.0	163069.0	154968.0	2165.0			
55 – 59	488076.0	411014.0	383643.0	27371.0	15138.0	21222.0	39688.0	1014.0	613664.0	380009.0	354880.0	25129.0	25271.0	129944.0	77194.0	1246.0			
60 – 64	702714.0	588560.0	550412.0	38148.0	16331.0	56037.0	40706.0	1080.0	1020550.0	549131.0	514941.0	34190.0	35272.0	337071.0	97378.0	1698.0			
65 – 69	539031.0	447294.0	421221.0	26073.0	8286.0	61202.0	21573.0	676.0	866128.0	394368.0	369675.0	24693.0	32700.0	375059.0	62827.0	1174.0			
70 и более	768040.0	561972.0	533222.0	28750.0	7123.0	182817.0	15289.0	839.0	1975907.0	455587.0	426280.0	29307.0	122225.0	1306413.0	88817.0	2865.0			
возраст не указан	6041.0	1693.0	1465.0	228.0	360.0	43.0	114.0	3831.0	6633.0	1887.0	1678.0	209.0	308.0	216.0	148.0	4074.0			
Республика Башкортостан																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	1479257.0	967320.0	880454.0	86866.0	371711.0	47215.0	92011.0	1000.0	1753081.0	972551.0	885438.0	87113.0	313418.0	310704.0	155202.0	1206.0			
в том числе в     возрасте, лет:																			
