11. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО УРОВНЮ ОБРАЗОВАНИЯ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ												
												
												
	Численность населения соответствующей национальности в возрасте 15 лет и более	в том числе имеют образование								Не имеют начального общего образования	из них неграмотные 	Не указавшие уровень образования
Туркмены	10255.0	9.0	582.0	211.0	1642.0	1040.0	2969.0	2523.0	1152.0	127.0	93.0	-
Чеченцы	9218.0	9.0	648.0	238.0	958.0	594.0	2865.0	2582.0	1115.0	209.0	164.0	-
Белорусы	10916.0	21.0	1683.0	186.0	2783.0	1205.0	1764.0	1442.0	1617.0	215.0	104.0	-
Турки	4767.0	2.0	184.0	24.0	295.0	406.0	1440.0	1503.0	798.0	115.0	91.0	-
Городское население	1296422.0	4132.0	248787.0	53977.0	359505.0	118933.0	272501.0	154128.0	74564.0	9889.0	5055.0	6.0
Русские	1097849.0	3450.0	212084.0	45857.0	312379.0	103668.0	220037.0	130057.0	63802.0	6512.0	2883.0	3.0
Армяне	77409.0	208.0	12526.0	2894.0	18876.0	6161.0	23251.0	10118.0	3114.0	260.0	122.0	1.0
Украинцы	28369.0	127.0	6999.0	737.0	8362.0	2458.0	4244.0	2895.0	2270.0	277.0	105.0	-
Даргинцы	3128.0	10.0	358.0	147.0	508.0	219.0	1148.0	554.0	171.0	13.0	8.0	-
Греки	10907.0	39.0	2439.0	496.0	2579.0	759.0	2590.0	1327.0	601.0	77.0	35.0	-
Ногайцы	2395.0	7.0	374.0	135.0	487.0	192.0	793.0	313.0	83.0	11.0	8.0	-
Цыгане	4194.0	1.0	12.0	5.0	45.0	24.0	119.0	316.0	1349.0	2322.0	1677.0	1.0
Карачаевцы	7074.0	52.0	1753.0	629.0	1126.0	332.0	2246.0	705.0	208.0	23.0	17.0	-
Азербайджанцы	7670.0	18.0	842.0	205.0	1495.0	628.0	2940.0	1190.0	332.0	20.0	7.0	-
Туркмены	968.0	9.0	118.0	74.0	194.0	68.0	356.0	131.0	13.0	5.0	1.0	-
Чеченцы	2333.0	4.0	400.0	165.0	389.0	140.0	806.0	302.0	117.0	10.0	7.0	-
Белорусы	6187.0	18.0	1335.0	142.0	1759.0	593.0	987.0	673.0	616.0	64.0	29.0	-
Турки	393.0	-	44.0	7.0	37.0	31.0	150.0	91.0	28.0	5.0	3.0	-
Сельское население	966908.0	788.0	75788.0	16005.0	204035.0	126951.0	206448.0	184586.0	131430.0	20873.0	11814.0	4.0
Русские	764762.0	620.0	63058.0	12839.0	172250.0	106533.0	153436.0	137237.0	104500.0	14285.0	7126.0	4.0
Армяне	42251.0	45.0	2700.0	795.0	7995.0	4987.0	12722.0	8702.0	3924.0	381.0	244.0	-
Украинцы	15589.0	23.0	1353.0	182.0	3545.0	2167.0	2707.0	2623.0	2666.0	323.0	138.0	-
Даргинцы	24204.0	10.0	690.0	249.0	1692.0	1396.0	6540.0	9150.0	4200.0	277.0	152.0	-
Греки	16721.0	25.0	1643.0	439.0	2893.0	1586.0	4599.0	3433.0	1718.0	385.0	290.0	-
Ногайцы	13056.0	4.0	814.0	174.0	2433.0	1604.0	3005.0	3145.0	1585.0	292.0	230.0	-
Цыгане	7060.0	-	10.0	3.0	51.0	93.0	219.0	670.0	2604.0	3410.0	2598.0	-
Карачаевцы	5050.0	9.0	571.0	211.0	759.0	248.0	1859.0	843.0	465.0	85.0	63.0	-
Азербайджанцы	4341.0	4.0	287.0	76.0	638.0	524.0	1309.0	1100.0	353.0	50.0	38.0	-
Туркмены	9287.0	-	464.0	137.0	1448.0	972.0	2613.0	2392.0	1139.0	122.0	92.0	-
Чеченцы	6885.0	5.0	248.0	73.0	569.0	454.0	2059.0	2280.0	998.0	199.0	157.0	-
Белорусы	4729.0	3.0	348.0	44.0	1024.0	612.0	777.0	769.0	1001.0	151.0	75.0	-
Турки	4374.0	2.0	140.0	17.0	258.0	375.0	1290.0	1412.0	770.0	110.0	88.0	-
Астраханская область												
Все население	824666.0	1914.0	110698.0	19928.0	259499.0	90164.0	142131.0	117015.0	69200.0	11638.0	7124.0	2479.0
Русские	585732.0	1487.0	89113.0	15421.0	197250.0	62345.0	90045.0	77067.0	47065.0	5648.0	2713.0	291.0
Казахи	108751.0	105.0	5595.0	1513.0	26508.0	14833.0	26585.0	20190.0	10602.0	2804.0	2182.0	16.0
Татары	59500.0	112.0	6399.0	1294.0	18493.0	6792.0	10908.0	9011.0	5691.0	789.0	499.0	11.0
Украинцы	11831.0	51.0	2731.0	252.0	4106.0	1074.0	1604.0	1200.0	729.0	83.0	31.0	1.0
Чеченцы	6635.0	8.0	424.0	147.0	850.0	398.0	1865.0	1866.0	926.0	151.0	92.0	-
Калмыки	5744.0	4.0	332.0	171.0	1297.0	706.0	1257.0	927.0	831.0	217.0	146.0	2.0
Городское население	568206.0	1713.0	95551.0	16641.0	197210.0	54642.0	90842.0	70129.0	33736.0	5295.0	2918.0	2447.0
Русские	449711.0	1370.0	79878.0	13553.0	161361.0	42919.0	66805.0	54014.0	26569.0	2963.0	1282.0	279.0
Казахи	36912.0	67.0	2710.0	779.0	10954.0	4352.0	9297.0	5924.0	2258.0	565.0	425.0	6.0
Татары	36343.0	90.0	5016.0	935.0	12559.0	3899.0	5773.0	5016.0	2719.0	328.0	190.0	8.0
Украинцы	9681.0	48.0	2562.0	235.0	3569.0	750.0	1188.0	793.0	481.0	54.0	17.0	1.0
Чеченцы	2008.0	7.0	268.0	90.0	403.0	132.0	668.0	345.0	77.0	18.0	10.0	-
Калмыки	1852.0	2.0	138.0	133.0	486.0	181.0	471.0	244.0	167.0	30.0	23.0	-
Сельское население	256460.0	201.0	15147.0	3287.0	62289.0	35522.0	51289.0	46886.0	35464.0	6343.0	4206.0	32.0
Русские	136021.0	117.0	9235.0	1868.0	35889.0	19426.0	23240.0	23053.0	20496.0	2685.0	1431.0	12.0
Казахи	71839.0	38.0	2885.0	734.0	15554.0	10481.0	17288.0	14266.0	8344.0	2239.0	1757.0	10.0
Татары	23157.0	22.0	1383.0	359.0	5934.0	2893.0	5135.0	3995.0	2972.0	461.0	309.0	3.0
Украинцы	2150.0	3.0	169.0	17.0	537.0	324.0	416.0	407.0	248.0	29.0	14.0	-
Чеченцы	4627.0	1.0	156.0	57.0	447.0	266.0	1197.0	1521.0	849.0	133.0	82.0	-
Калмыки	3892.0	2.0	194.0	38.0	811.0	525.0	786.0	683.0	664.0	187.0	123.0	2.0
Волгоградская область												
Все население	2269392.0	5056.0	333628.0	59181.0	641180.0	281831.0	424269.0	315151.0	178441.0	23855.0	12978.0	6800.0
Русские	2020497.0	4613.0	306583.0	54783.0	584894.0	250928.0	371323.0	273837.0	154174.0	18237.0	9311.0	1125.0
Украинцы	53918.0	105.0	8467.0	792.0	15182.0	6952.0	8568.0	7237.0	5908.0	701.0	313.0	6.0
Казахи	34542.0	19.0	1580.0	391.0	7465.0	4820.0	7530.0	8101.0	3667.0	969.0	741.0	-
Татары	25055.0	49.0	2705.0	497.0	6925.0	3825.0	4846.0	3497.0	2398.0	309.0	191.0	4.0
Армяне	20490.0	42.0	3304.0	533.0	5029.0	1887.0	6121.0	2786.0	708.0	79.0	39.0	1.0
Немцы	14417.0	17.0	1026.0	213.0	3461.0	2176.0	3166.0	2510.0	1568.0	279.0	161.0	1.0
Азербайджанцы	9844.0	15.0	1155.0	167.0	1794.0	1120.0	3513.0	1587.0	432.0	50.0	26.0	11.0
Чеченцы	8293.0	7.0	442.0	167.0	937.0	636.0	2539.0	2441.0	987.0	136.0	100.0	1.0
Белорусы	11806.0	27.0	1640.0	177.0	3047.0	1663.0	1907.0	1618.0	1543.0	182.0	92.0	2.0
Чуваши	7963.0	10.0	377.0	54.0	1595.0	1373.0	1570.0	1862.0	1014.0	108.0	60.0	-
Марийцы	5637.0	3.0	156.0	31.0	1066.0	1100.0	1092.0	1313.0	790.0	85.0	41.0	1.0
Городское население	1727001.0	4733.0	298465.0	53223.0	522724.0	203201.0	315962.0	205928.0	103394.0	12591.0	6291.0	6780.0
Русские	1576517.0	4331.0	275501.0	49601.0	484311.0	186712.0	284479.0	187995.0	92745.0	9723.0	4491.0	1119.0
Украинцы	37822.0	96.0	7518.0	673.0	11742.0	4316.0	5678.0	4226.0	3218.0	349.0	128.0	6.0
Казахи	7795.0	9.0	647.0	201.0	2266.0	1075.0	1934.0	1177.0	390.0	96.0	56.0	-
Татары	17482.0	44.0	2338.0	438.0	5234.0	2456.0	3424.0	2104.0	1298.0	143.0	78.0	3.0
Армяне	17468.0	39.0	3111.0	490.0	4372.0	1494.0	5130.0	2215.0	561.0	55.0	22.0	1.0
Немцы	7342.0	14.0	796.0	163.0	2129.0	1037.0	1520.0	1010.0	580.0	92.0	48.0	1.0
Азербайджанцы	7774.0	15.0	1067.0	149.0	1540.0	838.0	2772.0	1059.0	287.0	36.0	16.0	11.0
Чеченцы	1978.0	5.0	247.0	97.0	358.0	152.0	681.0	335.0	86.0	17.0	16.0	-
Белорусы	8177.0	26.0	1468.0	162.0	2361.0	1093.0	1259.0	904.0	824.0	78.0	34.0	2.0
Чуваши	3146.0	10.0	299.0	34.0	848.0	535.0	649.0	470.0	274.0	27.0	12.0	-
Марийцы	1641.0	3.0	89.0	14.0	476.0	336.0	337.0	244.0	127.0	14.0	10.0	1.0
Сельское население	542391.0	323.0	35163.0	5958.0	118456.0	78630.0	108307.0	109223.0	75047.0	11264.0	6687.0	20.0
Русские	443980.0	282.0	31082.0	5182.0	100583.0	64216.0	86844.0	85842.0	61429.0	8514.0	4820.0	6.0
Украинцы	16096.0	9.0	949.0	119.0	3440.0	2636.0	2890.0	3011.0	2690.0	352.0	185.0	-
Казахи	26747.0	10.0	933.0	190.0	5199.0	3745.0	5596.0	6924.0	3277.0	873.0	685.0	-
Татары	7573.0	5.0	367.0	59.0	1691.0	1369.0	1422.0	1393.0	1100.0	166.0	113.0	1.0
Армяне	3022.0	3.0	193.0	43.0	657.0	393.0	991.0	571.0	147.0	24.0	17.0	-
Немцы	7075.0	3.0	230.0	50.0	1332.0	1139.0	1646.0	1500.0	988.0	187.0	113.0	-
Азербайджанцы	2070.0	-	88.0	18.0	254.0	282.0	741.0	528.0	145.0	14.0	10.0	-
Чеченцы	6315.0	2.0	195.0	70.0	579.0	484.0	1858.0	2106.0	901.0	119.0	84.0	1.0
Белорусы	3629.0	1.0	172.0	15.0	686.0	570.0	648.0	714.0	719.0	104.0	58.0	-
Чуваши	4817.0	-	78.0	20.0	747.0	838.0	921.0	1392.0	740.0	81.0	48.0	-
Марийцы	3996.0	-	67.0	17.0	590.0	764.0	755.0	1069.0	663.0	71.0	31.0	-
Ростовская область												
Все население	3724933.0	9874.0	577904.0	114843.0	1006793.0	442385.0	681941.0	546025.0	305490.0	34075.0	17952.0	5603.0
Русские	3329007.0	8770.0	521870.0	105232.0	919570.0	400275.0	600339.0	479751.0	265754.0	26092.0	12975.0	1354.0
Украинцы	114057.0	354.0	18838.0	2021.0	31111.0	14093.0	17042.0	15797.0	13026.0	1729.0	902.0	46.0
Армяне	88743.0	257.0	15096.0	2863.0	20879.0	7768.0	22852.0	13595.0	4930.0	491.0	274.0	12.0
Белорусы	25818.0	70.0	2928.0	402.0	6113.0	3411.0	3683.0	4280.0	4354.0	571.0	319.0	6.0
Азербайджанцы	11999.0	28.0	1313.0	216.0	2300.0	1307.0	3976.0	2217.0	542.0	90.0	58.0	10.0
Чеченцы	10668.0	11.0	538.0	200.0	979.0	858.0	2985.0	3503.0	1394.0	196.0	149.0	4.0
Цыгане	10040.0	1.0	40.0	16.0	203.0	268.0	652.0	1967.0	3984.0	2898.0	1954.0	11.0
Корейцы	9521.0	19.0	1341.0	350.0	1919.0	818.0	3038.0	1483.0	462.0	85.0	46.0	6.0
Молдаване	6655.0	9.0	315.0	58.0	1241.0	1115.0	1249.0	1345.0	973.0	347.0	285.0	3.0
Турки-месхетинцы	225.0	-	14.0	2.0	26.0	30.0	80.0	56.0	11.0	6.0	4.0	-
Городское население	2556606.0	8693.0	489551.0	98441.0	746799.0	261965.0	472578.0	312628.0	146990.0	13612.0	6684.0	5349.0
Русские	2322754.0	7766.0	443539.0	90729.0	687109.0	240851.0	425775.0	284838.0	130395.0	10566.0	4963.0	1186.0
Украинцы	74273.0	303.0	16039.0	1695.0	22541.0	7743.0	10644.0	8265.0	6380.0	632.0	284.0	31.0
Армяне	55437.0	206.0	11964.0	2147.0	14033.0	4242.0	13692.0	6678.0	2304.0	163.0	79.0	8.0
Белорусы	14243.0	51.0	2415.0	315.0	4137.0	1632.0	2139.0	1826.0	1584.0	139.0	79.0	5.0
Азербайджанцы	7988.0	24.0	1059.0	175.0	1740.0	733.0	2832.0	1151.0	235.0	32.0	16.0	7.0
Чеченцы	1490.0	6.0	271.0	93.0	278.0	85.0	466.0	230.0	53.0	5.0	3.0	3.0
Цыгане	5194.0	-	33.0	12.0	150.0	114.0	436.0	1148.0	2001.0	1296.0	779.0	4.0
Корейцы	5912.0	18.0	992.0	238.0	1160.0	440.0	2017.0	770.0	236.0	36.0	19.0	5.0
Молдаване	3452.0	8.0	259.0	46.0	783.0	506.0	599.0	458.0	527.0	264.0	228.0	2.0
Турки-месхетинцы	92.0	-	4.0	1.0	11.0	13.0	39.0	17.0	5.0	2.0	2.0	-
Сельское население	1168327.0	1181.0	88353.0	16402.0	259994.0	180420.0	209363.0	233397.0	158500.0	20463.0	11268.0	254.0
Русские	1006253.0	1004.0	78331.0	14503.0	232461.0	159424.0	174564.0	194913.0	135359.0	15526.0	8012.0	168.0
Украинцы	39784.0	51.0	2799.0	326.0	8570.0	6350.0	6398.0	7532.0	6646.0	1097.0	618.0	15.0
Армяне	33306.0	51.0	3132.0	716.0	6846.0	3526.0	9160.0	6917.0	2626.0	328.0	195.0	4.0
Белорусы	11575.0	19.0	513.0	87.0	1976.0	1779.0	1544.0	2454.0	2770.0	432.0	240.0	1.0
Азербайджанцы	4011.0	4.0	254.0	41.0	560.0	574.0	1144.0	1066.0	307.0	58.0	42.0	3.0
Чеченцы	9178.0	5.0	267.0	107.0	701.0	773.0	2519.0	3273.0	1341.0	191.0	146.0	1.0
Цыгане	4846.0	1.0	7.0	4.0	53.0	154.0	216.0	819.0	1983.0	1602.0	1175.0	7.0
Корейцы	3609.0	1.0	349.0	112.0	759.0	378.0	1021.0	713.0	226.0	49.0	27.0	1.0
Молдаване	3203.0	1.0	56.0	12.0	458.0	609.0	650.0	887.0	446.0	83.0	57.0	1.0
Турки-месхетинцы	133.0	-	10.0	1.0	15.0	17.0	41.0	39.0	6.0	4.0	2.0	-
Приволжский федеральный округ												
Республика Башкортостан												
Все население	3316946.0	6002.0	379850.0	80174.0	937649.0	608203.0	483916.0	477096.0	302404.0	39105.0	25289.0	2547.0
Башкиры	952481.0	1517.0	93073.0	21248.0	228153.0	201638.0	142369.0	147826.0	102489.0	14066.0	9930.0	102.0
Русские	1226278.0	2420.0	154663.0	31648.0	384519.0	192173.0	177644.0	170476.0	99681.0	12739.0	7433.0	315.0
Татары	806778.0	1584.0	103230.0	21872.0	239807.0	146392.0	114653.0	109549.0	62350.0	7237.0	4856.0	104.0
Чуваши	96260.0	99.0	6563.0	1447.0	25883.0	22600.0	12947.0	14810.0	10666.0	1241.0	771.0	4.0
Марийцы	83257.0	44.0	4304.0	974.0	18164.0	21306.0	12392.0	13818.0	10810.0	1441.0	891.0	4.0
Украинцы	50357.0	131.0	7360.0	1135.0	16160.0	7654.0	5988.0	6292.0	5141.0	486.0	245.0	10.0
Мордва	23477.0	18.0	1414.0	250.0	6256.0	4777.0	2674.0	3462.0	3895.0	729.0	435.0	2.0
Удмурты	18096.0	11.0	898.0	170.0	3525.0	3562.0	3537.0	3176.0	2866.0	351.0	243.0	-
Городское население	2166202.0	5450.0	304437.0	66340.0	703794.0	334120.0	326746.0	276330.0	131249.0	15196.0	9100.0	2540.0
Башкиры	414460.0	1269.0	58672.0	14753.0	125432.0	70341.0	66701.0	53347.0	21260.0	2587.0	1769.0	98.0
Русские	1022260.0	2331.0	143762.0	29291.0	340058.0	147190.0	150410.0	133293.0	67978.0	7632.0	4276.0	315.0
Татары	546960.0	1430.0	80576.0	18167.0	179896.0	85009.0	82494.0	67191.0	28929.0	3165.0	2050.0	103.0
Чуваши	45271.0	74.0	3900.0	961.0	15962.0	9297.0	6147.0	5781.0	2796.0	349.0	192.0	4.0
Марийцы	30672.0	33.0	1878.0	590.0	9794.0	7334.0	4847.0	4167.0	1796.0	231.0	134.0	2.0
Украинцы	40648.0	123.0	6731.0	1028.0	14120.0	5631.0	4753.0	4545.0	3386.0	321.0	161.0	10.0
Мордва	14935.0	15.0	1025.0	183.0	4658.0	2925.0	1701.0	2154.0	1923.0	349.0	202.0	2.0
Удмурты	5262.0	11.0	375.0	88.0	1551.0	1150.0	906.0	759.0	374.0	48.0	34.0	-
Сельское население	1150744.0	552.0	75413.0	13834.0	233855.0	274083.0	157170.0	200766.0	171155.0	23909.0	16189.0	7.0
Башкиры	538021.0	248.0	34401.0	6495.0	102721.0	131297.0	75668.0	94479.0	81229.0	11479.0	8161.0	4.0
Русские	204018.0	89.0	10901.0	2357.0	44461.0	44983.0	27234.0	37183.0	31703.0	5107.0	3157.0	-
Татары	259818.0	154.0	22654.0	3705.0	59911.0	61383.0	32159.0	42358.0	33421.0	4072.0	2806.0	1.0
Чуваши	50989.0	25.0	2663.0	486.0	9921.0	13303.0	6800.0	9029.0	7870.0	892.0	579.0	-
Марийцы	52585.0	11.0	2426.0	384.0	8370.0	13972.0	7545.0	9651.0	9014.0	1210.0	757.0	2.0
Украинцы	9709.0	8.0	629.0	107.0	2040.0	2023.0	1235.0	1747.0	1755.0	165.0	84.0	-
Мордва	8542.0	3.0	389.0	67.0	1598.0	1852.0	973.0	1308.0	1972.0	380.0	233.0	-
Удмурты	12834.0	-	523.0	82.0	1974.0	2412.0	2631.0	2417.0	2492.0	303.0	209.0	-
Республика Марий Эл												
Все население	599669.0	1037.0	84130.0	12956.0	153734.0	101522.0	97574.0	88118.0	51184.0	7073.0	3771.0	2341.0
Марийцы	253682.0	225.0	23850.0	3755.0	60171.0	55175.0	41260.0	41107.0	24730.0	3343.0	1798.0	66.0
Русские	286547.0	685.0	51598.0	7844.0	78697.0	38103.0	46690.0	39018.0	20925.0	2711.0	1316.0	276.0
Татары	36148.0	59.0	4487.0	804.0	9127.0	5314.0	5937.0	5505.0	4132.0	761.0	535.0	22.0
Чуваши	6688.0	11.0	1241.0	142.0	1799.0	1119.0	988.0	804.0	527.0	55.0	26.0	2.0
Городское население	385295.0	945.0	68235.0	11054.0	109852.0	55598.0	64874.0	48274.0	21516.0	2644.0	1217.0	2303.0
Марийцы	104825.0	176.0	13753.0	2676.0	30691.0	20309.0	19168.0	12991.0	4458.0	539.0	252.0	64.0
Русские	237197.0	653.0	47119.0	7213.0	67879.0	29706.0	38724.0	29940.0	14131.0	1558.0	661.0	274.0
Татары	25641.0	55.0	3739.0	674.0	6878.0	3628.0	4306.0	3769.0	2207.0	363.0	227.0	22.0
Чуваши	4636.0	11.0	985.0	128.0	1352.0	721.0	674.0	469.0	257.0	37.0	16.0	2.0
Сельское население	214374.0	92.0	15895.0	1902.0	43882.0	45924.0	32700.0	39844.0	29668.0	4429.0	2554.0	38.0
Марийцы	148857.0	49.0	10097.0	1079.0	29480.0	34866.0	22092.0	28116.0	20272.0	2804.0	1546.0	2.0
Русские	49350.0	32.0	4479.0	631.0	10818.0	8397.0	7966.0	9078.0	6794.0	1153.0	655.0	2.0
Татары	10507.0	4.0	748.0	130.0	2249.0	1686.0	1631.0	1736.0	1925.0	398.0	308.0	-
Чуваши	2052.0	-	256.0	14.0	447.0	398.0	314.0	335.0	270.0	18.0	10.0	-
Республика Мордовия												
Все население	748746.0	1556.0	107076.0	18960.0	177895.0	109357.0	151649.0	94300.0	69094.0	15728.0	10344.0	3131.0
Мордва	242200.0	431.0	30204.0	5334.0	53849.0	38577.0	48806.0	30221.0	27133.0	7635.0	5387.0	10.0
Русские	452189.0	1020.0	70615.0	12481.0	113531.0	63137.0	90250.0	56161.0	37749.0	7178.0	4245.0	67.0
Татары	38373.0	38.0	3785.0	787.0	7294.0	6099.0	9643.0	6441.0	3555.0	729.0	589.0	2.0
Городское население	446783.0	1411.0	82189.0	15324.0	117430.0	62920.0	91920.0	47613.0	20784.0	4108.0	2482.0	3084.0
Мордва	108024.0	381.0	18753.0	3858.0	27722.0	16849.0	23575.0	10589.0	4973.0	1314.0	866.0	10.0
Русские	309367.0	946.0	59170.0	10666.0	83331.0	42107.0	62148.0	33855.0	14559.0	2518.0	1430.0	67.0
Татары	18188.0	27.0	2357.0	544.0	4196.0	3027.0	4607.0	2362.0	871.0	195.0	132.0	2.0
Сельское население	301963.0	145.0	24887.0	3636.0	60465.0	46437.0	59729.0	46687.0	48310.0	11620.0	7862.0	47.0
Мордва	134176.0	50.0	11451.0	1476.0	26127.0	21728.0	25231.0	19632.0	22160.0	6321.0	4521.0	-
Русские	142822.0	74.0	11445.0	1815.0	30200.0	21030.0	28102.0	22306.0	23190.0	4660.0	2815.0	-
Татары	20185.0	11.0	1428.0	243.0	3098.0	3072.0	5036.0	4079.0	2684.0	534.0	457.0	-
Республика Татарстан												
Все население	3097443.0	7336.0	438519.0	97486.0	804469.0	407956.0	623040.0	438072.0	248505.0	31386.0	19972.0	674.0
Татары	1618430.0	3456.0	219329.0	50292.0	397175.0	218200.0	332066.0	241139.0	137993.0	18663.0	12822.0	117.0
Кряшены	15884.0	21.0	1490.0	346.0	3647.0	2406.0	3091.0	2531.0	2014.0	338.0	249.0	-
Русские	1239498.0	3383.0	191760.0	41869.0	347658.0	153058.0	239145.0	164374.0	88501.0	9646.0	5324.0	104.0
Чуваши	104189.0	96.0	7826.0	1686.0	24920.0	17455.0	21726.0	16246.0	12601.0	1629.0	983.0	4.0
Удмурты	19879.0	13.0	1315.0	250.0	4140.0	3488.0	4836.0	3333.0	2239.0	265.0	151.0	-
Украинцы	22177.0	99.0	4836.0	746.0	6964.0	2564.0	3946.0	1961.0	974.0	84.0	34.0	3.0
Мордва	21351.0	19.0	1456.0	314.0	5784.0	3692.0	3668.0	3055.0	2903.0	460.0	280.0	-
Марийцы	15807.0	17.0	1210.0	313.0	3899.0	2906.0	3655.0	2305.0	1333.0	169.0	107.0	-
Городское население	2309377.0	7028.0	384759.0	88167.0	657737.0	278188.0	471786.0	285740.0	123132.0	12186.0	7109.0	654.0
Татары	1086411.0	3225.0	178292.0	43666.0	298906.0	132687.0	229467.0	137910.0	56473.0	5680.0	3650.0	105.0
Кряшены	10202.0	16.0	1198.0	304.0	2764.0	1507.0	2082.0	1392.0	824.0	115.0	88.0	-
Русские	1073159.0	3327.0	183209.0	39973.0	315023.0	125160.0	209572.0	132046.0	59199.0	5550.0	2929.0	100.0
Чуваши	47739.0	88.0	5289.0	1211.0	15124.0	7243.0	10211.0	5590.0	2721.0	262.0	148.0	-
Удмурты	8090.0	9.0	834.0	165.0	2296.0	1347.0	1843.0	1069.0	471.0	56.0	26.0	-
Украинцы	20529.0	97.0	4698.0	714.0	6532.0	2273.0	3618.0	1720.0	811.0	63.0	25.0	3.0
Мордва	14863.0	18.0	1250.0	262.0	4593.0	2382.0	2716.0	1883.0	1583.0	176.0	113.0	-
Марийцы	9363.0	14.0	944.0	270.0	2870.0	1648.0	2250.0	972.0	354.0	41.0	22.0	-
Сельское население	788066.0	308.0	53760.0	9319.0	146732.0	129768.0	151254.0	152332.0	125373.0	19200.0	12863.0	20.0
Татары	532019.0	231.0	41037.0	6626.0	98269.0	85513.0	102599.0	103229.0	81520.0	12983.0	9172.0	12.0
Кряшены	5682.0	5.0	292.0	42.0	883.0	899.0	1009.0	1139.0	1190.0	223.0	161.0	-
Русские	166339.0	56.0	8551.0	1896.0	32635.0	27898.0	29573.0	32328.0	29302.0	4096.0	2395.0	4.0
Чуваши	56450.0	8.0	2537.0	475.0	9796.0	10212.0	11515.0	10656.0	9880.0	1367.0	835.0	4.0
Удмурты	11789.0	4.0	481.0	85.0	1844.0	2141.0	2993.0	2264.0	1768.0	209.0	125.0	-
Украинцы	1648.0	2.0	138.0	32.0	432.0	291.0	328.0	241.0	163.0	21.0	9.0	-
Мордва	6488.0	1.0	206.0	52.0	1191.0	1310.0	952.0	1172.0	1320.0	284.0	167.0	-
Марийцы	6444.0	3.0	266.0	43.0	1029.0	1258.0	1405.0	1333.0	979.0	128.0	85.0	-
Удмуртская Республика												
Все население	1288797.0	2228.0	173306.0	28542.0	321949.0	192754.0	268865.0	188386.0	97222.0	13071.0	7358.0	2474.0
Удмурты	387453.0	366.0	34425.0	5568.0	88300.0	68201.0	84246.0	61968.0	39156.0	5173.0	3116.0	50.0
Русские	760850.0	1571.0	119205.0	19657.0	199150.0	106057.0	154508.0	106699.0	47555.0	6155.0	3141.0	293.0
Татары	92603.0	162.0	11678.0	2236.0	22834.0	12104.0	20683.0	14015.0	7776.0	1107.0	694.0	8.0
Украинцы	10549.0	47.0	2580.0	288.0	3193.0	1263.0	1761.0	970.0	400.0	46.0	18.0	1.0
Марийцы	7585.0	5.0	551.0	102.0	1731.0	1542.0	1498.0	1373.0	694.0	89.0	59.0	-
Бесермяне	2532.0	4.0	173.0	43.0	487.0	401.0	521.0	433.0	380.0	90.0	54.0	-
Городское население	912323.0	2061.0	145882.0	24725.0	246438.0	125645.0	192363.0	117724.0	49406.0	5641.0	2852.0	2438.0
Удмурты	180571.0	300.0	19755.0	3724.0	47397.0	31089.0	41260.0	24236.0	11468.0	1293.0	724.0	49.0
Русские	617724.0	1484.0	108464.0	17981.0	169712.0	80578.0	126493.0	78595.0	30792.0	3335.0	1537.0	290.0
Татары	78904.0	152.0	10640.0	2095.0	20207.0	9951.0	17882.0	11526.0	5749.0	695.0	403.0	7.0
Украинцы	8966.0	46.0	2422.0	266.0	2761.0	955.0	1456.0	727.0	298.0	34.0	13.0	1.0
Марийцы	3198.0	5.0	340.0	66.0	926.0	614.0	685.0	408.0	138.0	16.0	9.0	-
Бесермяне	618.0	4.0	82.0	30.0	176.0	94.0	138.0	60.0	28.0	6.0	3.0	-
Сельское население	376474.0	167.0	27424.0	3817.0	75511.0	67109.0	76502.0	70662.0	47816.0	7430.0	4506.0	36.0
Удмурты	206882.0	66.0	14670.0	1844.0	40903.0	37112.0	42986.0	37732.0	27688.0	3880.0	2392.0	1.0
Русские	143126.0	87.0	10741.0	1676.0	29438.0	25479.0	28015.0	28104.0	16763.0	2820.0	1604.0	3.0
Татары	13699.0	10.0	1038.0	141.0	2627.0	2153.0	2801.0	2489.0	2027.0	412.0	291.0	1.0
Украинцы	1583.0	1.0	158.0	22.0	432.0	308.0	305.0	243.0	102.0	12.0	5.0	-
Марийцы	4387.0	-	211.0	36.0	805.0	928.0	813.0	965.0	556.0	73.0	50.0	-
Бесермяне	1914.0	-	91.0	13.0	311.0	307.0	383.0	373.0	352.0	84.0	51.0	-
Чувашская Республика												
Все население	1078650.0	1599.0	139229.0	27869.0	266753.0	167567.0	207658.0	163103.0	91248.0	10634.0	6194.0	2990.0
Чуваши	726982.0	859.0	81693.0	16891.0	169144.0	128385.0	141908.0	116335.0	64435.0	7154.0	4202.0	178.0
Русские	287325.0	640.0	49930.0	9419.0	83312.0	31091.0	53277.0	37654.0	19886.0	2005.0	1006.0	111.0
Татары	29453.0	32.0	3125.0	678.0	5783.0	3766.0	6414.0	5291.0	3692.0	664.0	496.0	8.0
Мордва	14484.0	8.0	1023.0	236.0	3614.0	2100.0	2712.0	2019.0	2369.0	400.0	241.0	3.0
