1. НАСЕЛЕНИЕ ЧАСТНЫХ ДОМОХОЗЯЙСТВ ПО ВОЗРАСТНЫМ ГРУППАМ И ЭКОНОМИЧЕСКОЙ АКТИВНОСТИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
													
	Всего	в том числе											
40 – 49	1562550.0	1300917.0	1123727.0	27929.0	177190.0	15200.0	258228.0	31.0	96812.0	2182.0	74703.0	84500.0	3405.0
50 – 59	923481.0	677037.0	602434.0	50036.0	74603.0	16222.0	244164.0	-	162111.0	1159.0	38687.0	42207.0	2280.0
60 – 64	501380.0	116969.0	99444.0	75296.0	17525.0	16456.0	382400.0	-	379255.0	138.0	1429.0	1578.0	2011.0
Из общей численности -													
население в трудоспособном возрасте	6233246.0	4587857.0	3771240.0	90004.0	816617.0	45735.0	1627890.0	213669.0	350030.0	106882.0	257274.0	700035.0	17499.0
учащиеся	996918.0	185716.0	113355.0	858.0	72361.0	1283.0	806707.0	225846.0	18374.0	199322.0	8630.0	354535.0	4495.0
Женщины в возрасте  15-64 лет	7801327.0	4450009.0	3597423.0	198637.0	852586.0	66445.0	3324986.0	250915.0	1189916.0	354316.0	357046.0	1172793.0	26332.0
в том числе в возрасте, лет:													
15 – 19	1014072.0	184008.0	74273.0	358.0	109735.0	1669.0	824076.0	170143.0	22201.0	226666.0	19591.0	385475.0	5988.0
20 – 29	1682856.0	1071123.0	799329.0	2316.0	271794.0	3164.0	606238.0	80191.0	21701.0	81536.0	85669.0	337141.0	5495.0
30 – 39	1526252.0	1145195.0	940243.0	6158.0	204952.0	6752.0	376926.0	544.0	37365.0	33163.0	102061.0	203793.0	4131.0
40 – 49	1727593.0	1337477.0	1158471.0	20655.0	179006.0	11023.0	385991.0	37.0	86327.0	10309.0	109366.0	179952.0	4125.0
50 – 59	1124162.0	625976.0	556363.0	111098.0	69613.0	26725.0	494903.0	-	388074.0	2369.0	39465.0	64995.0	3283.0
60 – 64	726392.0	86230.0	68744.0	58052.0	17486.0	17112.0	636852.0	-	634248.0	273.0	894.0	1437.0	3310.0
Из общей численности -													
население в трудоспособном возрасте	6474815.0	4222592.0	3410315.0	64705.0	812277.0	34104.0	2232331.0	242556.0	286129.0	241260.0	353338.0	1109048.0	19892.0
учащиеся	1096706.0	220338.0	142621.0	772.0	77717.0	1193.0	871579.0	250907.0	16909.0	215572.0	8805.0	379386.0	4789.0
Городское население  в возрасте 15-64 лет	8890581.0	5758934.0	4938298.0	270460.0	820636.0	75731.0	3102757.0	377893.0	1099755.0	262680.0	81984.0	1280445.0	28890.0
в том числе в возрасте, лет:													
15 – 19	1194499.0	200106.0	91036.0	599.0	109070.0	1755.0	988070.0	253188.0	24327.0	189270.0	4162.0	517123.0	6323.0
20 – 29	1983343.0	1428843.0	1164669.0	3722.0	264174.0	4028.0	548655.0	123872.0	25371.0	45794.0	15162.0	338456.0	5845.0
30 – 39	1721148.0	1451595.0	1273879.0	8501.0	177716.0	7231.0	265158.0	785.0	41188.0	19094.0	21291.0	182800.0	4395.0
40 – 49	1969238.0	1653035.0	1482764.0	32229.0	170271.0	15622.0	311451.0	48.0	107427.0	6313.0	27534.0	170129.0	4752.0
50 – 59	1302644.0	875582.0	796575.0	121644.0	79007.0	27341.0	422965.0	-	337435.0	1994.0	13468.0	70068.0	4097.0
60 – 64	719709.0	149773.0	129375.0	103765.0	20398.0	19754.0	566458.0	-	564007.0	215.0	367.0	1869.0	3478.0
Из общей численности -													
население в трудоспособном возрасте	7691093.0	5500655.0	4717166.0	108250.0	783489.0	46253.0	2167654.0	362314.0	372999.0	164501.0	80938.0	1186902.0	22784.0
учащиеся	1453673.0	304765.0	198039.0	1265.0	106726.0	1702.0	1144101.0	377891.0	19558.0	186902.0	3490.0	556260.0	4807.0
Сельское население  в возрасте  15-64 лет	5845496.0	3404561.0	2531373.0	93502.0	873188.0	53075.0	2422354.0	98873.0	826578.0	307479.0	534556.0	654868.0	18581.0
в том числе в возрасте, лет:													
15 – 19	776469.0	159295.0	54255.0	465.0	105040.0	2058.0	611640.0	74229.0	25343.0	244143.0	33292.0	234633.0	5534.0
20 – 29	1263915.0	860924.0	583649.0	2266.0	277275.0	3947.0	398982.0	24384.0	24568.0	39224.0	127083.0	183723.0	4009.0
30 – 39	1231145.0	918126.0	693000.0	5343.0	225126.0	7049.0	310068.0	240.0	38709.0	16204.0	151006.0	103909.0	2951.0
40 – 49	1320905.0	985359.0	799434.0	16355.0	185925.0	10601.0	332768.0	20.0	75712.0	6178.0	156535.0	94323.0	2778.0
50 – 59	744999.0	427431.0	362222.0	39490.0	65209.0	15606.0	316102.0	-	212750.0	1534.0	64684.0	37134.0	1466.0
60 – 64	508063.0	53426.0	38813.0	29583.0	14613.0	13814.0	452794.0	-	449496.0	196.0	1956.0	1146.0	1843.0
Из общей численности -													
население в трудоспособном возрасте	5016968.0	3309794.0	2464389.0	46459.0	845405.0	33586.0	1692567.0	93911.0	263160.0	183641.0	529674.0	622181.0	14607.0
учащиеся	639951.0	101289.0	57937.0	365.0	43352.0	774.0	534185.0	98862.0	15725.0	227992.0	13945.0	177661.0	4477.0
Республика Адыгея													
Городское и сельское  население  в возрасте 15-64 лет	299226.0	174086.0	142257.0	6991.0	31829.0	2097.0	123935.0	11734.0	45614.0	12172.0	17851.0	36564.0	1205.0
в том числе в возрасте, лет:													
15 – 19	38499.0	5585.0	2645.0	24.0	2940.0	62.0	32774.0	8611.0	1013.0	8959.0	947.0	13244.0	140.0
20 – 29	62400.0	42133.0	32588.0	104.0	9545.0	122.0	20013.0	3104.0	1123.0	2185.0	3821.0	9780.0	254.0
30 – 39	57760.0	44598.0	36913.0	262.0	7685.0	198.0	12917.0	19.0	1862.0	813.0	4629.0	5594.0	245.0
40 – 49	67823.0	51801.0	44092.0	961.0	7709.0	431.0	15716.0	-	4268.0	174.0	5735.0	5539.0	306.0
50 – 59	44353.0	26190.0	22824.0	3091.0	3366.0	724.0	17988.0	-	12978.0	32.0	2625.0	2353.0	175.0
60 – 64	28391.0	3779.0	3195.0	2549.0	584.0	560.0	24527.0	-	24370.0	9.0	94.0	54.0	85.0
Из общей численности -													
население в трудоспособном возрасте	254007.0	167487.0	136660.0	2970.0	30827.0	1274.0	85450.0	10951.0	14908.0	7330.0	17671.0	34590.0	1070.0
учащиеся	42894.0	7851.0	5677.0	35.0	2174.0	32.0	35037.0	11734.0	719.0	8625.0	585.0	13374.0	6.0
Мужчины  в возрасте 15-64 лет	140022.0	88490.0	71495.0	3089.0	16995.0	1093.0	50961.0	5098.0	17940.0	4287.0	8598.0	15038.0	571.0
в том числе в возрасте, лет:													
15 – 19	18480.0	2772.0	1332.0	16.0	1440.0	31.0	15642.0	3856.0	592.0	4189.0	466.0	6539.0	66.0
20 – 29	29957.0	22343.0	17180.0	57.0	5163.0	69.0	7492.0	1237.0	660.0	40.0	1808.0	3747.0	122.0
30 – 39	27808.0	22601.0	18431.0	140.0	4170.0	117.0	5099.0	5.0	1067.0	22.0	2212.0	1793.0	108.0
40 – 49	32246.0	25005.0	20916.0	548.0	4089.0	300.0	7095.0	-	2463.0	22.0	2661.0	1949.0	146.0
50 – 59	20015.0	13575.0	11755.0	910.0	1820.0	285.0	6351.0	-	3968.0	9.0	1392.0	982.0	89.0
60 – 64	11516.0	2194.0	1881.0	1418.0	313.0	291.0	9282.0	-	9190.0	5.0	59.0	28.0	40.0
Из общей численности -													
население в трудоспособном возрасте	124524.0	86173.0	69565.0	1671.0	16608.0	800.0	37825.0	4680.0	8587.0	1940.0	8516.0	14102.0	526.0
учащиеся	19615.0	3412.0	2416.0	18.0	996.0	17.0	16201.0	5098.0	386.0	4021.0	287.0	6409.0	2.0
Женщины в возрасте  15-64 лет	159204.0	85596.0	70762.0	3902.0	14834.0	1004.0	72974.0	6636.0	27674.0	7885.0	9253.0	21526.0	634.0
в том числе в возрасте, лет:													
15 – 19	20019.0	2813.0	1313.0	8.0	1500.0	31.0	17132.0	4755.0	421.0	4770.0	481.0	6705.0	74.0
20 – 29	32443.0	19790.0	15408.0	47.0	4382.0	53.0	12521.0	1867.0	463.0	2145.0	2013.0	6033.0	132.0
30 – 39	29952.0	21997.0	18482.0	122.0	3515.0	81.0	7818.0	14.0	795.0	791.0	2417.0	3801.0	137.0
40 – 49	35577.0	26796.0	23176.0	413.0	3620.0	131.0	8621.0	-	1805.0	152.0	3074.0	3590.0	160.0
50 – 59	24338.0	12615.0	11069.0	2181.0	1546.0	439.0	11637.0	-	9010.0	23.0	1233.0	1371.0	86.0
60 – 64	16875.0	1585.0	1314.0	1131.0	271.0	269.0	15245.0	-	15180.0	4.0	35.0	26.0	45.0
Из общей численности -													
население в трудоспособном возрасте	129483.0	81314.0	67095.0	1299.0	14219.0	474.0	47625.0	6271.0	6321.0	5390.0	9155.0	20488.0	544.0
учащиеся	23279.0	4439.0	3261.0	17.0	1178.0	15.0	18836.0	6636.0	333.0	4604.0	298.0	6965.0	4.0
Городское население  в возрасте 15-64 лет	162086.0	100159.0	85805.0	5028.0	14354.0	1283.0	61193.0	8672.0	22508.0	5049.0	1446.0	23518.0	734.0
в том числе в возрасте, лет:													
15 – 19	22054.0	2986.0	1523.0	13.0	1463.0	29.0	19005.0	6205.0	509.0	3552.0	34.0	8705.0	63.0
20 – 29	34987.0	24418.0	20010.0	77.0	4408.0	75.0	10405.0	2451.0	551.0	1015.0	222.0	6166.0	164.0
30 – 39	30373.0	25057.0	21863.0	187.0	3194.0	104.0	5173.0	16.0	866.0	381.0	350.0	3560.0	143.0
40 – 49	35999.0	29376.0	25975.0	692.0	3401.0	294.0	6425.0	-	2314.0	82.0	542.0	3487.0	198.0
50 – 59	24610.0	15752.0	14179.0	2198.0	1573.0	474.0	8748.0	-	6878.0	15.0	292.0	1563.0	110.0
60 – 64	14063.0	2570.0	2255.0	1861.0	315.0	307.0	11437.0	-	11390.0	4.0	6.0	37.0	56.0
Из общей численности -													
население в трудоспособном возрасте	139106.0	95716.0	81910.0	2119.0	13806.0	814.0	42736.0	8110.0	7927.0	3102.0	1428.0	22169.0	654.0
учащиеся	28182.0	5693.0	4105.0	26.0	1588.0	25.0	22483.0	8672.0	434.0	3544.0	51.0	9782.0	6.0
Сельское население  в возрасте  15-64 лет	137140.0	73927.0	56452.0	1963.0	17475.0	814.0	62742.0	3062.0	23106.0	7123.0	16405.0	13046.0	471.0
в том числе в возрасте, лет:													
15 – 19	16445.0	2599.0	1122.0	11.0	1477.0	33.0	13769.0	2406.0	504.0	5407.0	913.0	4539.0	77.0
20 – 29	27413.0	17715.0	12578.0	27.0	5137.0	47.0	9608.0	653.0	572.0	1170.0	3599.0	3614.0	90.0
30 – 39	27387.0	19541.0	15050.0	75.0	4491.0	94.0	7744.0	3.0	996.0	432.0	4279.0	2034.0	102.0
40 – 49	31824.0	22425.0	18117.0	269.0	4308.0	137.0	9291.0	-	1954.0	92.0	5193.0	2052.0	108.0
50 – 59	19743.0	10438.0	8645.0	893.0	1793.0	250.0	9240.0	-	6100.0	17.0	2333.0	790.0	65.0
60 – 64	14328.0	1209.0	940.0	688.0	269.0	253.0	13090.0	-	12980.0	5.0	88.0	17.0	29.0
Из общей численности -													
население в трудоспособном возрасте	114901.0	71771.0	54750.0	851.0	17021.0	460.0	42714.0	2841.0	6981.0	4228.0	16243.0	12421.0	416.0
учащиеся	14712.0	2158.0	1572.0	9.0	586.0	7.0	12554.0	3062.0	285.0	5081.0	534.0	3592.0	-
Республика Дагестан													
Городское и сельское  население  в возрасте 15-64 лет	1641698.0	967017.0	547282.0	19083.0	419735.0	26081.0	671935.0	94375.0	136822.0	106882.0	144049.0	189807.0	2746.0
в том числе в возрасте, лет:													
15 – 19	294569.0	65039.0	7955.0	29.0	57084.0	814.0	228960.0	59115.0	5514.0	99663.0	11117.0	53551.0	570.0
20 – 29	439887.0	280866.0	133287.0	483.0	147579.0	2475.0	158231.0	35135.0	7685.0	3665.0	42746.0	69000.0	790.0
30 – 39	384017.0	284911.0	171891.0	1392.0	113020.0	4634.0	98418.0	121.0	12942.0	2474.0	45959.0	36922.0	688.0
40 – 49	311288.0	232124.0	157506.0	2818.0	74618.0	5494.0	78756.0	4.0	20421.0	853.0	33847.0	23631.0	408.0
50 – 59	139189.0	85686.0	64053.0	6903.0	21633.0	7199.0	53342.0	-	36855.0	209.0	9808.0	6470.0	161.0
60 – 64	72748.0	18391.0	12590.0	7458.0	5801.0	5465.0	54228.0	-	53405.0	18.0	572.0	233.0	129.0
Из общей численности -													
население в трудоспособном возрасте	1485946.0	935604.0	528278.0	8976.0	407326.0	18264.0	547907.0	93026.0	66951.0	57668.0	142798.0	187464.0	2435.0
учащиеся	279288.0	42091.0	11710.0	53.0	30381.0	307.0	236872.0	94375.0	2703.0	94443.0	3964.0	41387.0	325.0
Мужчины  в возрасте 15-64 лет	782939.0	505686.0	304132.0	8958.0	201554.0	11836.0	276013.0	47407.0	50166.0	50564.0	60017.0	67859.0	1240.0
в том числе в возрасте, лет:													
15 – 19	144469.0	31304.0	3603.0	22.0	27701.0	477.0	112878.0	29774.0	3250.0	49648.0	4998.0	25208.0	287.0
20 – 29	209810.0	144266.0	71732.0	282.0	72534.0	1551.0	65164.0	17566.0	4196.0	382.0	17377.0	25643.0	380.0
30 – 39	183762.0	149168.0	96363.0	689.0	52805.0	2234.0	34306.0	63.0	6139.0	313.0	18900.0	8891.0	288.0
40 – 49	148838.0	121109.0	86731.0	1257.0	34378.0	2568.0	27547.0	4.0	8352.0	164.0	13285.0	5742.0	182.0
50 – 59	64340.0	48240.0	37186.0	2019.0	11054.0	2188.0	16046.0	-	8613.0	53.0	5115.0	2265.0	54.0
60 – 64	31720.0	11599.0	8517.0	4689.0	3082.0	2818.0	20072.0	-	19616.0	4.0	342.0	110.0	49.0
Из общей численности -													
население в трудоспособном возрасте	722090.0	492066.0	295553.0	4269.0	196513.0	8990.0	228908.0	46577.0	29790.0	26096.0	59607.0	66838.0	1116.0
учащиеся	141221.0	21949.0	5947.0	25.0	16002.0	189.0	119096.0	47407.0	1549.0	47521.0	2063.0	20556.0	176.0
Женщины в возрасте  15-64 лет	858759.0	461331.0	243150.0	10125.0	218181.0	14245.0	395922.0	46968.0	86656.0	56318.0	84032.0	121948.0	1506.0
в том числе в возрасте, лет:													
15 – 19	150100.0	33735.0	4352.0	7.0	29383.0	337.0	116082.0	29341.0	2264.0	50015.0	6119.0	28343.0	283.0
20 – 29	230077.0	136600.0	61555.0	201.0	75045.0	924.0	93067.0	17569.0	3489.0	3283.0	25369.0	43357.0	410.0
30 – 39	200255.0	135743.0	75528.0	703.0	60215.0	2400.0	64112.0	58.0	6803.0	2161.0	27059.0	28031.0	400.0
40 – 49	162450.0	111015.0	70775.0	1561.0	40240.0	2926.0	51209.0	-	12069.0	689.0	20562.0	17889.0	226.0
50 – 59	74849.0	37446.0	26867.0	4884.0	10579.0	5011.0	37296.0	-	28242.0	156.0	4693.0	4205.0	107.0
60 – 64	41028.0	6792.0	4073.0	2769.0	2719.0	2647.0	34156.0	-	33789.0	14.0	230.0	123.0	80.0
Из общей численности -													
население в трудоспособном возрасте	763856.0	443538.0	232725.0	4707.0	210813.0	9274.0	318999.0	46449.0	37161.0	31572.0	83191.0	120626.0	1319.0
учащиеся	138067.0	20142.0	5763.0	28.0	14379.0	118.0	117776.0	46968.0	1154.0	46922.0	1901.0	20831.0	149.0
Городское население  в возрасте 15-64 лет	750785.0	432668.0	301368.0	7549.0	131300.0	8174.0	318086.0	88002.0	57902.0	42865.0	12208.0	117109.0	31.0
в том числе в возрасте, лет:													
15 – 19	146715.0	21723.0	3838.0	9.0	17885.0	160.0	124976.0	54718.0	1602.0	39403.0	616.0	28637.0	16.0
20 – 29	203293.0	121010.0	73179.0	125.0	47831.0	638.0	82283.0	33175.0	2689.0	1827.0	3226.0	41366.0	-
30 – 39	159672.0	125485.0	92894.0	395.0	32591.0	1300.0	34176.0	105.0	4440.0	1203.0	3724.0	24704.0	11.0
40 – 49	140790.0	111225.0	87586.0	888.0	23639.0	1792.0	29565.0	4.0	8715.0	317.0	3385.0	17144.0	-
50 – 59	68868.0	45179.0	37601.0	2888.0	7578.0	2569.0	23689.0	-	17323.0	103.0	1194.0	5069.0	-
60 – 64	31447.0	8046.0	6270.0	3244.0	1776.0	1715.0	23397.0	-	23133.0	12.0	63.0	189.0	4.0
Из общей численности -													
население в трудоспособном возрасте	683153.0	418387.0	291165.0	2934.0	127222.0	5528.0	264747.0	86715.0	27339.0	22987.0	12060.0	115646.0	19.0
учащиеся	179987.0	24039.0	7433.0	13.0	16606.0	103.0	155936.0	88002.0	970.0	38231.0	314.0	28419.0	12.0
Сельское население  в возрасте  15-64 лет	890913.0	534349.0	245914.0	11534.0	288435.0	17907.0	353849.0	6373.0	78920.0	64017.0	131841.0	72698.0	2715.0
в том числе в возрасте, лет:													
15 – 19	147854.0	43316.0	4117.0	20.0	39199.0	654.0	103984.0	4397.0	3912.0	60260.0	10501.0	24914.0	554.0
20 – 29	236594.0	159856.0	60108.0	358.0	99748.0	1837.0	75948.0	1960.0	4996.0	1838.0	39520.0	27634.0	790.0
30 – 39	224345.0	159426.0	78997.0	997.0	80429.0	3334.0	64242.0	16.0	8502.0	1271.0	42235.0	12218.0	677.0
40 – 49	170498.0	120899.0	69920.0	1930.0	50979.0	3702.0	49191.0	-	11706.0	536.0	30462.0	6487.0	408.0
50 – 59	70321.0	40507.0	26452.0	4015.0	14055.0	4630.0	29653.0	-	19532.0	106.0	8614.0	1401.0	161.0
60 – 64	41301.0	10345.0	6320.0	4214.0	4025.0	3750.0	30831.0	-	30272.0	6.0	509.0	44.0	125.0
Из общей численности -													
население в трудоспособном возрасте	802793.0	517217.0	237113.0	6042.0	280104.0	12736.0	283160.0	6311.0	39612.0	34681.0	130738.0	71818.0	2416.0
учащиеся	99301.0	18052.0	4277.0	40.0	13775.0	204.0	80936.0	6373.0	1733.0	56212.0	3650.0	12968.0	313.0
Республика Ингушетия													
Городское и сельское  население  в возрасте 15-64 лет	282735.0	162117.0	39965.0	850.0	122152.0	7265.0	107904.0	10054.0	21075.0	19155.0	5568.0	52052.0	12714.0
в том числе в возрасте, лет:													
15 – 19	50985.0	16708.0	514.0	1.0	16194.0	210.0	30266.0	4615.0	600.0	12761.0	184.0	12106.0	4011.0
20 – 29	81602.0	51695.0	10483.0	17.0	41212.0	483.0	27005.0	5241.0	911.0	2161.0	1059.0	17633.0	2902.0
30 – 39	66203.0	46539.0	13941.0	46.0	32598.0	951.0	17668.0	189.0	1872.0	2126.0	1780.0	11701.0	1996.0
40 – 49	52184.0	34464.0	10661.0	152.0	23803.0	1792.0	15689.0	9.0	3816.0	1647.0	1887.0	8330.0	2031.0
50 – 59	21562.0	10416.0	3656.0	345.0	6760.0	2421.0	10117.0	-	6993.0	408.0	601.0	2115.0	1029.0
60 – 64	10199.0	2295.0	710.0	289.0	1585.0	1408.0	7159.0	-	6883.0	52.0	57.0	167.0	745.0
Из общей численности -													
население в трудоспособном возрасте	257781.0	157064.0	38915.0	464.0	118149.0	5219.0	90262.0	10016.0	11595.0	13121.0	5462.0	50068.0	10455.0
учащиеся	49109.0	15084.0	2174.0	11.0	12910.0	157.0	30614.0	10041.0	479.0	11685.0	162.0	8247.0	3411.0
Мужчины  в возрасте 15-64 лет	129662.0	80985.0	22396.0	407.0	58589.0	3160.0	43157.0	4730.0	7658.0	7844.0	2444.0	20481.0	5520.0
в том числе в возрасте, лет:													
15 – 19	24117.0	8122.0	280.0	1.0	7842.0	114.0	14104.0	2122.0	321.0	5995.0	71.0	5595.0	1891.0
20 – 29	37383.0	25064.0	5417.0	6.0	19647.0	245.0	11013.0	2508.0	470.0	628.0	401.0	7006.0	1306.0
30 – 39	29777.0	22828.0	7716.0	16.0	15112.0	415.0	6147.0	97.0	850.0	493.0	762.0	3945.0	802.0
40 – 49	24297.0	17682.0	6185.0	64.0	11497.0	781.0	5769.0	3.0	1572.0	521.0	834.0	2839.0	846.0
50 – 59	9935.0	5945.0	2281.0	117.0	3664.0	900.0	3594.0	-	2056.0	182.0	344.0	1012.0	396.0
60 – 64	4153.0	1344.0	517.0	203.0	827.0	705.0	2530.0	-	2389.0	25.0	32.0	84.0	279.0
Из общей численности -													
население в трудоспособном возрасте	120364.0	78849.0	21875.0	204.0	56974.0	2443.0	36879.0	4705.0	5183.0	5002.0	2410.0	19579.0	4636.0
учащиеся	23706.0	7493.0	1166.0	6.0	6327.0	83.0	14563.0	4725.0	246.0	5468.0	85.0	4039.0	1650.0
Женщины в возрасте  15-64 лет	153073.0	81132.0	17569.0	443.0	63563.0	4105.0	64747.0	5324.0	13417.0	11311.0	3124.0	31571.0	7194.0
в том числе в возрасте, лет:													
15 – 19	26868.0	8586.0	234.0	-	8352.0	96.0	16162.0	2493.0	279.0	6766.0	113.0	6511.0	2120.0
20 – 29	44219.0	26631.0	5066.0	11.0	21565.0	238.0	15992.0	2733.0	441.0	1533.0	658.0	10627.0	1596.0
30 – 39	36426.0	23711.0	6225.0	30.0	17486.0	536.0	11521.0	92.0	1022.0	1633.0	1018.0	7756.0	1194.0
40 – 49	27887.0	16782.0	4476.0	88.0	12306.0	1011.0	9920.0	6.0	2244.0	1126.0	1053.0	5491.0	1185.0
50 – 59	11627.0	4471.0	1375.0	228.0	3096.0	1521.0	6523.0	-	4937.0	226.0	257.0	1103.0	633.0
60 – 64	6046.0	951.0	193.0	86.0	758.0	703.0	4629.0	-	4494.0	27.0	25.0	83.0	466.0
Из общей численности -													
население в трудоспособном возрасте	137417.0	78215.0	17040.0	260.0	61175.0	2776.0	53383.0	5311.0	6412.0	8119.0	3052.0	30489.0	5819.0
учащиеся	25403.0	7591.0	1008.0	5.0	6583.0	74.0	16051.0	5316.0	233.0	6217.0	77.0	4208.0	1761.0
Городское население  в возрасте 15-64 лет	122058.0	73420.0	20765.0	437.0	52655.0	3468.0	46612.0	5234.0	9485.0	8071.0	1602.0	22220.0	2026.0
в том числе в возрасте, лет:													
15 – 19	21873.0	7622.0	270.0	-	7352.0	94.0	13445.0	2378.0	239.0	5501.0	53.0	5274.0	806.0
20 – 29	35191.0	23294.0	5345.0	7.0	17949.0	220.0	11497.0	2736.0	355.0	838.0	277.0	7291.0	400.0
30 – 39	28259.0	20657.0	7215.0	22.0	13442.0	427.0	7358.0	118.0	787.0	937.0	518.0	4998.0	244.0
